APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-x_p_w,APPVAL_RECS_bert-x_p_w,FOA_RECS_bert-x_p_w
8758187,m,b,"9901099,10897683,9912431,9911192,9906987","307500.0,257500.0,307500.0,307500.0,307500.0","RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013"
7679755,m,w,"9226027,9067905,9257270,9242600,9317412","1875000.0,1965000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8726094,m,w,"10359831,10821572,10206685,8067761,8096716","321000.0,309000.0,348000.0,2100000.0,2160000.0","RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-08-013,RFA-AI-08-013"
7921005,f,w,"8264226,8269903,7676800,7688137,7851301","342500.0,342500.0,365000.0,365000.0,360000.0","RFA-DA-08-024,RFA-DA-08-024,RFA-DA-08-024,RFA-DA-08-024,RFA-DA-08-024"
10319858,m,a,"10470390,10662455,10427448,10450145,10450851","267500.0,257500.0,267500.0,267500.0,267500.0","RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021"
7902967,m,w,"10167095,8472305,8725230,8719172,8472725","922500.0,270000.0,266000.0,266000.0,270000.0","RFA-DK-20-015,RFA-LM-12-001,RFA-LM-12-001,RFA-LM-12-001,RFA-LM-12-001"
8128601,f,h,"8874104,8885651,8882257,8766909,8768636","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
9979637,m,a,"8233901,8545171,8335417,8529517,8233772","630000.0,607500.0,616500.0,607500.0,630000.0","RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011"
9608708,m,w,"7919325,8274321,8127672,8080474,7919250","360000.0,342500.0,350000.0,350000.0,360000.0","RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007"
9765880,f,w,"10378747,10596565,9765880,10131155,9893850","535000.0,515000.0,615000.0,580000.0,615000.0","RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013"
9789234,m,w,"9552710,9552706,9464174,9467959,9468571","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-AR-17-008,RFA-AR-17-008,RFA-AR-17-008,RFA-AR-17-008,RFA-AR-17-008"
9750582,m,w,"7555050,10698165,10685497,10681474,10669793","135185.78,206000.0,206000.0,206000.0,206000.0","RFA-AG-07-004,RFA-DA-22-008,RFA-DA-22-008,RFA-DA-22-008,RFA-DA-22-008"
10704647,f,w,"8722121,8876643,10581151,10581403,10581186","266000.0,266000.0,256470.0,256470.0,256470.0","RFA-DE-14-002,RFA-DE-14-002,RFA-CA-21-060,RFA-CA-21-060,RFA-CA-21-060"
9336338,m,h,"8484429,8145304,8016368,8016507,8484426","337500.0,350000.0,360000.0,360000.0,337500.0","RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027"
8357036,m,w,"7643794,7682983,7931241,9114680,9129767","292000.0,292000.0,292000.0,327500.0,327500.0","RFA-MH-08-060,RFA-MH-08-060,RFA-MH-08-060,RFA-NS-13-007,RFA-NS-13-007"
9015857,f,w,"9555026,9723180,9384724,10219339,9957191","335625.0,330255.0,335625.0,311460.0,330255.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
9429474,m,a,"9674261,9784662,8758050,10150811,9915838","625000.0,625000.0,332500.0,580000.0,615000.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-14-012,RFA-AG-18-027,RFA-AG-18-027"
9936105,f,a,"10681283,10500864,10729771,10512948,10703453","143170.0,148730.0,206000.0,535000.0,515000.0","RFA-AG-22-009,RFA-AG-22-009,RFA-AG-23-023,RFA-AG-22-024,RFA-AG-22-024"
10405585,m,w,"10414904,10155575,10155577,10163230,10163231","267500.0,290000.0,290000.0,290000.0,290000.0","RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004"
7940870,m,a,"9199600,8914691,8476101,8476121,8786612","1875000.0,1995000.0,2055000.0,2055000.0,1995000.0","RFA-NS-12-007,RFA-NS-12-007,RFA-NS-12-007,RFA-NS-12-007,RFA-NS-12-007"
9857015,m,w,"8885651,8768731,8768636,8766909,8882257","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
8792969,f,h,"8554393,8554931,8472329,8473040,8800580","266000.0,266000.0,274000.0,274000.0,266000.0","RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010"
9975112,m,w,"9516960,10070100,9394797,9646359,10316999","62500.0,57999.99999999999,62500.0,61500.0,53500.0","RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
10338361,m,w,"8725571,8565628,8566312,8565991,8724343","266000.0,270000.0,270000.0,270000.0,266000.0","RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003"
8128396,m,a,"8704880,8701239,8729394,8917864,8581217","199500.0,199500.0,199500.0,199500.0,202500.0","RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004"
10276528,m,w,"8711845,9471780,8709733,8712256,8712022","299250.0,281250.0,299250.0,299250.0,299250.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
7945161,m,w,"10542732,10026360,10318560,10318909,10321882","82400.0,92800.0,85600.0,85600.0,85600.0","RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007"
10688371,m,w,"10450851,10642957,10450145,10452676,10456904","267500.0,257500.0,267500.0,267500.0,267500.0","RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021"
9414450,f,w,"10167095,7642330,7768334,10654828,10437272","922500.0,365000.0,365000.0,3090000.0,3479999.9999999995","RFA-DK-20-015,RFA-HL-04-035,RFA-HL-04-035,RFA-MD-21-007,RFA-MD-21-007"
8379437,f,w,"8071012,9882763,10262927,9882865,9882840","720000.0,307500.0,290000.0,307500.0,307500.0","RFA-OD-10-012,RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002"
9259579,m,w,"9070675,9778989,9068109,9070730,9284475","196500.0,187500.0,196500.0,196500.0,187500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
8378292,m,w,"9321100,9745509,9751712,9751711,9751710","1375000.0,1353000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
8033599,f,w,"10750083,10750627,10750700,10756808,7609082","515000.0,515000.0,515000.0,515000.0,292000.0","RFA-AI-22-050,RFA-AI-22-050,RFA-AI-22-050,RFA-AI-22-050,RFA-NR-07-002"
8377724,m,w,"10687248,10493382,10340783,10458695,10264881","800310.0,831390.0,901320.0,160500.0,174000.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-031,RFA-AG-20-031"
10304670,m,w,"8883478,9505854,9301512,9116620,8770611","665000.0,625000.0,625000.0,655000.0,665000.0","RFA-DA-14-011,RFA-DA-14-011,RFA-DA-14-011,RFA-DA-14-011,RFA-DA-14-011"
10137948,m,w,"9520087,9259776,9260372,9514467,9259338","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
10159207,f,h,"9917683,9728511,10402544,10189480,10188400","307500.0,307500.0,290000.0,290000.0,290000.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
9784578,f,w,"8268769,10402964,10703380,10404416,10689961","685000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-RR-11-004,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001"
8099029,m,w,"7690766,7681771,8139073,7924045,7688137","365000.0,365000.0,350000.0,360000.0,365000.0","RFA-DA-08-025,RFA-DA-07-010,RFA-DA-07-010,RFA-DA-07-010,RFA-DA-08-024"
8500403,m,a,"10831226,8217278,7694283,7694357,7694286","206000.0,685000.0,730000.0,730000.0,730000.0","RFA-EB-23-001,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009"
9753276,f,w,"8327018,8524700,8696864,8151106,8252773","7535000.000000001,7535000.000000001,7425000.000000001,7699999.999999999,7699999.999999999","RFA-HG-10-004,RFA-HG-10-004,RFA-HG-10-004,RFA-HG-10-004,RFA-HG-10-004"
7914340,f,w,"8913926,8334706,8723795,8724467,8289239","665000.0,685000.0,665000.0,665000.0,700000.0","RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009"
10207785,f,w,"9188137,8824711,8932805,8932803,9087043","458500.0,465500.0,465500.0,465500.0,458500.0","RFA-NR-14-003,RFA-NR-14-003,RFA-NR-14-003,RFA-NR-14-003,RFA-NR-14-003"
7788202,m,w,"7614319,7879439,7788202,7603097,9260968","365000.0,360000.0,360000.0,365000.0,665000.0","RFA-DE-06-001,RFA-DE-06-001,RFA-DE-06-001,RFA-DE-06-001,RFA-DK-14-023"
8590313,f,w,"10426961,10618316,8846660,9061807,8576089","556400.0,535600.0,1103900.0,1087300.0,1120500.0","RFA-HL-22-007,RFA-HL-22-007,RFA-HL-13-014,RFA-HL-13-014,RFA-HL-13-014"
9689750,m,a,"9655073,9928349,10186853,10543729,10551296","3936000.0,3936000.0,3936000.0,3296000.0,3296000.0","RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037"
9181394,m,w,"8910693,9315146,9315142,9552403,9315185","353780.0,332500.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
10256085,f,w,"10261522,10261597,10256085,10701700,10691909","1160000.0,1160000.0,1160000.0,1030000.0,1030000.0","RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205"
7905826,f,w,"8033476,8033599,8031017,8033503,8032676","191999.52,191999.52,191999.52,191999.52,191999.52","RFA-OD-10-003,RFA-OD-10-003,RFA-OD-10-003,RFA-OD-10-003,RFA-OD-10-003"
9692616,m,w,"10493382,10687248,10340783,9940810,10445251","831390.0,800310.0,901320.0,670350.0,583150.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-002,RFA-AG-20-002"
10022174,f,w,"9860951,9863072,10434011,10449324,10475146","615000.0,615000.0,535000.0,535000.0,535000.0","RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120"
9061789,m,w,"8490537,8250052,8319724,8264260,8173789","3149999.5500000003,3266666.2,3266666.2,3266666.2,3359999.52","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
10046143,m,w,"7898677,7898675,8116578,8096655,7856109","1095000.0,1095000.0,1050000.0,1050000.0,1095000.0","RFA-DK-06-013,RFA-DK-06-013,RFA-DK-06-013,RFA-DK-06-013,RFA-DK-06-013"
8230804,m,h,"10426961,10618316,8825531,9245732,9022512","556400.0,535600.0,3192000.0,3000000.0,3144000.0","RFA-HL-22-007,RFA-HL-22-007,RFA-HL-13-013,RFA-HL-13-013,RFA-HL-13-013"
10704599,f,w,"8066804,8637449,7692671,7826611,7587878","1050000.0,1012500.0,1080000.0,1080000.0,1095000.0","RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011"
8188446,m,w,"8546440,8724985,9114634,8383180,8919932","437400.0,430920.0,424440.0,443880.00000000006,430920.0","RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187"
9390885,f,w,"8463781,8464336,8462809,8464506,8813518","1027500.0,1027500.0,1027500.0,1370000.0,1330000.0","RFA-OD-12-004,RFA-OD-12-004,RFA-OD-12-004,RFA-OD-12-003,RFA-OD-12-003"
10589035,m,w,"7943132,7938487,7938520,7849256,7847796","576000.0,576000.0,576000.0,576000.0,576000.0","RFA-EB-09-001,RFA-EB-09-001,RFA-EB-09-001,RFA-EB-09-001,RFA-EB-09-001"
8288813,f,w,"8443710,8539592,8537894,8446031,8876643","274000.0,270000.0,270000.0,274000.0,266000.0","RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-14-002"
8840252,m,w,"10180051,10337257,10337080,10337081,10337085","2152500.0,1872500.0,1872500.0,1872500.0,1872500.0","RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002"
8465810,m,a,"8093669,7653679,7653633,7669429,7677956","432000.0,438000.0,438000.0,438000.0,438000.0","RFA-AI-05-019,RFA-AI-05-019,RFA-AI-05-019,RFA-AI-05-019,RFA-AI-05-019"
7686060,m,b,"9627383,9788361,9783763,9787401,9787402","1000000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
9977779,m,w,"9776419,9767000,9589172,9589587,9586714","369000.0,369000.0,375000.0,375000.0,375000.0","RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010"
9143772,f,h,"7900931,7632166,8118297,8118298,8118299","1460000.0,1460000.0,1440000.0,1440000.0,1440000.0","RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004"
8379662,m,w,"8913590,8433134,8433149,8432962,8433122","997500.0,675000.0,685000.0,685000.0,685000.0","RFA-ES-14-005,RFA-ES-12-004,RFA-ES-12-004,RFA-ES-12-004,RFA-ES-12-004"
8662338,m,a,"10581822,10707245,8849448,8659460,8503490","267500.0,257500.0,332500.0,332500.0,337500.0","RFA-EY-21-002,RFA-EY-21-002,RFA-EY-12-001,RFA-EY-12-001,RFA-EY-12-001"
7853668,m,w,"10726239,10724796,10727983,10727978,10727503","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
7852885,m,w,"10205411,10223169,9394525,9393866,9743693","615000.0,580000.0,625000.0,625000.0,615000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
10375975,m,w,"10783393,10784407,9096087,8900971,9684774","256470.0,256470.0,655000.0,665000.0,625000.0","RFA-NS-22-022,RFA-NS-22-022,RFA-AT-14-003,RFA-AT-14-003,RFA-AT-14-003"
10174503,m,w,"8102731,7901162,8322939,8118437,8079080","700000.0,720000.0,700000.0,700000.0,700000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
7988914,m,a,"9530728,9130828,9334838,9333366,9135746","281250.0,294750.0,281250.0,281250.0,299250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
10541354,f,w,"9558641,9413012,9558600,9414391,8758050","4125000.0,4125000.0,4125000.0,4125000.0,332500.0","RFA-AG-17-057,RFA-AG-17-057,RFA-AG-17-057,RFA-AG-17-057,RFA-AG-14-012"
9509361,m,w,"8535083,8334337,8283211,7875425,7875387","337500.0,342500.0,350000.0,10950000.0,10950000.0","RFA-FD-11-016,RFA-FD-11-016,RFA-FD-11-016,RFA-RR-09-009,RFA-RR-09-009"
9536781,f,w,"7897686,8113184,8314113,8309338,7693834","576000.0,560000.0,548000.0,548000.0,584000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
7782686,m,w,"10664326,10045537,10652347,10652360,10652370","856000.0,984000.0,824000.0,824000.0,824000.0","RFA-AG-20-020,RFA-AG-20-020,RFA-AG-20-020,RFA-AG-20-020,RFA-AG-20-020"
10131128,f,h,"10308532,10126937,10308509,10130323,10130308","214000.0,232000.0,214000.0,232000.0,232000.0","RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065"
9187988,m,w,"7937882,7769129,8424991,8130693,9284164","576000.0,584000.0,540000.0,548000.0,200000.0","RFA-HL-09-011,RFA-HL-09-011,RFA-HL-09-011,RFA-HL-09-011,RFA-NS-16-016"
9725875,m,w,"9927973,9597601,9753104,10165449,10413034","861000.0,875000.0,861000.0,812000.0,749000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
8538316,m,w,"9789857,10479939,10479943,10479944,10479945","2767500.0,2407500.0,2407500.0,2407500.0,2407500.0","RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034"
9251145,m,w,"7911439,7869504,7681145,7929889,7661662","292000.0,292000.0,146000.0,144000.0,146000.0","RFA-NS-07-004,RFA-NS-07-004,RFA-DA-06-011,RFA-DA-06-011,RFA-DA-06-011"
8037672,m,w,"9640405,10087862,10326787,10449341,10451579","922500.0,869999.9999999999,802500.0,802500.0,802500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
10240128,f,h,"10722653,10721491,10512955,10665056,8130518","257500.0,257500.0,267500.0,257500.0,350000.0","RFA-NS-21-033,RFA-NS-21-033,RFA-NS-21-033,RFA-NS-21-033,RFA-NS-11-003"
7820102,m,w,"7676891,7933921,7936245,8032877,7676892","2190000.0,2160000.0,2160000.0,2160000.0,2190000.0","RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007"
9212085,m,w,"8036033,8070333,8070331,8070330,8070329","432000.0,432000.0,432000.0,432000.0,432000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9789177,f,a,"9976648,9346858,9981068,8974156,8973800","430500.0,458500.0,430500.0,465500.0,465500.0","RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004"
8366093,m,w,"8099564,8365122,8099567,8365144,8365143","7000000.0,7000000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
9462101,m,w,"10619616,10701789,10372177,10470342,10488177","206000.0,206000.0,214000.0,214000.0,214000.0","RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011"
8912333,f,w,"8318750,8127674,8318751,7919407,7921482","342500.0,350000.0,342500.0,360000.0,360000.0","RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009"
8519212,f,w,"8665279,8307933,8079597,8065483,8103209","675000.0,411000.00000000006,420000.0,420000.0,420000.0","RFA-FD-13-017,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003"
8128509,m,w,"9749155,10216225,10190901,10190902,10190903","184500.0,174000.0,174000.0,174000.0,174000.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8316361,f,w,"10425735,10059964,10060353,10060690,10060691","749000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
10016997,m,w,"10237036,10232835,10676783,10676778,10232833","580000.0,535000.0,515000.0,515000.0,535000.0","RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004"
10532594,f,w,"10309098,10746327,10479044,10532594,10685294","232000.0,206000.0,214000.0,214000.0,206000.0","RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015"
9654476,f,a,"10376919,9925728,9772878,10463886,9546644","290000.0,307500.0,307500.0,290000.0,312500.0","RFA-CA-14-014,RFA-CA-14-014,RFA-CA-16-009,RFA-CA-16-009,RFA-CA-16-009"
8377914,m,w,"10611437,9687459,10403983,10403984,9687455","1030000.0,1230000.0,1070000.0,1070000.0,1230000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9336634,f,b,"10265459,10706313,10476483,10482366,10482367","928000.0,824000.0,856000.0,856000.0,856000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
9067178,m,w,"10451781,9940813,10692577,10692573,10689726","583150.0,670350.0,561350.0,561350.0,561350.0","RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002"
8556760,m,h,"8518215,8518213,8370230,8367812,8368840","67500.0,67500.0,68500.0,68500.0,68500.0","RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006"
9458706,f,b,"10378774,9912132,10581584,10596092,10599185","856000.0,984000.0,824000.0,824000.0,824000.0","RFA-CA-18-025,RFA-CA-18-025,RFA-CA-18-025,RFA-CA-18-025,RFA-CA-18-025"
7667952,f,h,"7934102,7532036,7533112,7996597,7995976","401500.0,401500.0,401500.0,385000.0,385000.0","RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003"
9986615,f,w,"10340783,10687248,10493382,10436131,10650397","901320.0,800310.0,831390.0,267500.0,257500.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-22-012,RFA-AG-22-012"
10433111,f,w,"10444448,10619631,10435287,10598580,10612456","535000.0,515000.0,535000.0,515000.0,515000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
7843463,m,a,"7915186,8132421,8119428,8119429,7915188","1781200.0,1708000.0,1756800.0,1756800.0,1756800.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
10688253,m,a,"9812105,10483185,9975112,10470432,7807182","799500.0,695500.0,799500.0,754000.0,1008000.0","RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RR-07-003"
8378297,f,h,"8758050,10388131,9788258,10150811,10147840","332500.0,535000.0,615000.0,580000.0,580000.0","RFA-AG-14-012,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
8013410,m,a,"10493382,10687248,10340783,10264881,10670123","831390.0,800310.0,901320.0,174000.0,154500.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-031,RFA-AG-20-031"
10176498,m,a,"9024533,9440573,9655324,9774047,9756578","491250.0,468750.0,461250.0,461250.0,468750.0","RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013"
8774633,m,h,"8687991,8521365,8440309,8529009,7788755","99750.0,101250.0,101250.0,102750.0,102750.0","RFA-MD-09-001,RFA-MD-09-001,RFA-MD-09-001,RFA-MD-09-001,RFA-MD-09-001"
8379528,m,w,"7893043,7892940,8509157,7692191,7691831","360000.0,360000.0,342500.0,365000.0,365000.0","RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040"
10612118,m,w,"7848533,7917474,8141262,7938903,7938904","292000.0,1460000.0,1440000.0,1460000.0,1460000.0","RFA-NS-07-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002"
10437211,m,w,"9115429,9115446,9001115,7883988,7935378","294750.0,294750.0,299250.0,182500.0,180000.0","RFA-MD-15-009,RFA-MD-15-009,RFA-MD-15-004,RFA-MD-09-008,RFA-MD-09-008"
9488508,f,w,"9924564,10199755,10172922,10172923,10173819","922500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
9984236,m,w,"7937329,7940339,7940195,7937158,7953518","432000.0,432000.0,432000.0,432000.0,432000.0","RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007"
8303292,m,w,"8292163,8484426,8149951,8015867,8145197","342500.0,337500.0,350000.0,360000.0,350000.0","RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027"
8508841,m,w,"8318280,8144889,8311059,8519045,8052528","342500.0,350000.0,342500.0,337500.0,365000.0","RFA-AI-08-011,RFA-AI-08-011,RFA-AI-08-011,RFA-AI-08-011,RFA-AI-08-011"
9870710,m,w,"10114539,10359685,10867877,10115433,10679062","288840.0,266430.0,256470.0,288840.0,256470.0","RFA-CA-20-015,RFA-CA-20-015,RFA-CA-20-015,RFA-CA-20-015,RFA-CA-20-015"
8366707,m,w,"9828262,10140144,9828018,9828017,9826890","615000.0,580000.0,615000.0,615000.0,615000.0","RFA-MD-18-012,RFA-MD-18-012,RFA-MD-18-012,RFA-MD-18-012,RFA-MD-18-012"
10084614,m,w,"9128438,9553360,9135294,9135293,8934568","982500.0,937500.0,982500.0,982500.0,997500.0","RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010"
9545258,m,h,"8137977,7938945,8145323,8304805,8134200","350000.0,360000.0,360000.0,350000.0,350000.0","RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005"
9721228,f,w,"9932970,9699475,10190905,10190906,10190907","184500.0,184500.0,174000.0,174000.0,174000.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
7941034,f,w,"9929603,10199755,10172922,10172923,10173819","922500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
7632296,f,b,"8318982,8312849,8311950,8311941,8413786","245000.0,245000.0,245000.0,245000.0,245000.0","RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-008"
9755427,f,w,"10214203,10214212,10059149,10059150,10059151","861000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8842994,f,w,"8897373,8711467,8897374,8711465,8711466","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004"
9947834,m,w,"10687817,10470383,10241399,10019446,9918124","360500.0,374500.0,406000.0,430500.0,430500.0","RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006"
