APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-x_p_w,APPVAL_RECS_bert-x_p_w,FOA_RECS_bert-x_p_w
8051777,m,w,"10647874,10450133,10500864,10681283,8712022","515000.0,535000.0,148730.0,143170.0,299250.0","RFA-AG-20-022,RFA-AG-20-022,RFA-AG-22-009,RFA-AG-22-009,RFA-AG-14-002"
10709378,f,a,"9834609,9833687,10230528,9834654,9834653","1968000.0,1968000.0,1968000.0,1968000.0,1968000.0","RFA-CA-19-016,RFA-CA-19-016,RFA-CA-19-016,RFA-CA-19-016,RFA-CA-19-016"
8382141,m,w,"8136685,7911711,7911709,7911708,7911707","1872000.0,1898000.0,1898000.0,1898000.0,1898000.0","RFA-CA-08-002,RFA-CA-08-002,RFA-CA-08-002,RFA-CA-08-002,RFA-CA-08-002"
7927021,m,w,"7901471,7879532,7879530,7631141,8380874","1440000.0,1460000.0,1460000.0,1460000.0,1370000.0","RFA-AI-07-001,RFA-AI-07-001,RFA-AI-07-001,RFA-AI-07-001,RFA-AI-07-001"
8037609,m,w,"8283211,8535083,8334337,9882611,9882763","350000.0,337500.0,342500.0,307500.0,307500.0","RFA-FD-11-016,RFA-FD-11-016,RFA-FD-11-016,RFA-EB-18-002,RFA-EB-18-002"
9530528,m,w,"8705846,9038249,9263887,8843779,8685120","199500.0,196500.0,187500.0,199500.0,199500.0","RFA-AI-13-007,RFA-AI-13-007,RFA-AI-13-007,RFA-AI-13-007,RFA-AI-11-018"
8136900,m,w,"8379683,8322868,8136703,8136581,8137138","2055000.0,2100000.0,2100000.0,2100000.0,2100000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8520025,m,w,"9320543,9752551,9751875,9751874,9751873","875000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8064424,m,w,"8962105,8959886,8961416,9121688,9103741","99750.0,99750.0,99750.0,99750.0,98250.0","RFA-HL-15-005,RFA-HL-15-005,RFA-HL-15-005,RFA-HL-15-005,RFA-HL-15-005"
8900929,m,w,"7927824,7897216,7487362,9824342,9822061","292000.0,292000.0,292000.0,246000.0,246000.0","RFA-AI-07-008,RFA-AI-07-008,RFA-AI-07-008,RFA-AI-18-025,RFA-AI-18-025"
9567063,m,w,"9565626,9386869,9386898,9386870,9386342","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016"
8033970,f,w,"8449554,8550789,8449905,8449404,8723759","1370000.0,1350000.0,1370000.0,1370000.0,1330000.0","RFA-HS-12-004,RFA-HS-12-004,RFA-HS-12-004,RFA-HS-12-004,RFA-HS-12-004"
8450096,m,h,"10518290,10698151,10135711,9912209,9693362","4280000.0,4120000.0,2204000.0,2337000.0,2337000.0","RFA-OD-20-003,RFA-OD-20-003,RFA-HL-19-008,RFA-HL-19-008,RFA-HL-19-008"
10370726,f,w,"9701015,9971432,9485316,9509333,9491692","430500.0,430500.0,437500.0,437500.0,437500.0","RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023"
8582234,m,w,"9592092,9986458,10205039,10205040,10205041","937500.0,922500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
10239243,f,w,"8005977,7623951,7682236,7673450,7603122","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
10197932,f,w,"10219251,9831503,10017222,10421390,10630529","232000.0,246000.0,246000.0,535000.0,535000.0","RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-022,RFA-AG-19-022"
9728934,m,h,"10207606,9771438,9979642,9979643,10206102","754000.0,799500.0,799500.0,799500.0,754000.0","RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505"
9878236,f,a,"9975690,9976978,10168437,10176382,10179307","922500.0,922500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034"
9233914,m,a,"7746266,8070392,7996782,8508818,7803663","2190000.0,2160000.0,2190000.0,2025000.0,2160000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
8794399,m,w,"8651878,8325213,8453237,9750887,9750891","1862000.0,1918000.0,1890000.0,1750000.0,1750000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
7578322,f,a,"10696262,10381036,10495244,10495250,10495251","1030000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-HD-21-023,RFA-HD-21-023,RFA-HD-21-023,RFA-HD-21-023,RFA-HD-21-023"
9486981,m,w,"9267961,8724906,9258430,9265828,9253385","625000.0,665000.0,625000.0,625000.0,625000.0","RFA-DE-14-004,RFA-DE-14-004,RFA-DE-14-004,RFA-DE-14-004,RFA-DE-14-004"
9360024,m,w,"9707827,9702846,9702848,9335382,9315861","307500.0,307500.0,307500.0,312500.0,312500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
8787144,f,w,"8991845,8791701,9405597,9405907,8196387","301300.0,305900.0,287500.0,287500.0,315100.0","RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001"
9574625,m,w,"9567542,9783525,9403395,10240466,10006536","1327500.0,1306260.0,1327500.0,1231920.0,1306260.0","RFA-DK-16-510,RFA-DK-16-510,RFA-DK-16-510,RFA-DK-16-510,RFA-DK-16-510"
9246392,f,a,"9323220,9512632,9001630,9001462,9932272","625000.0,625000.0,665000.0,665000.0,615000.0","RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
8927590,m,w,"10598771,10598374,10598939,10598936,10598935","824000.0,824000.0,824000.0,824000.0,824000.0","RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011"
9962011,m,w,"9851000,9982445,10093134,9287024,9287534","615000.0,615000.0,580000.0,625000.0,625000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
10385709,f,h,"9771783,10127599,10122922,10612337,10129764","984000.0,928000.0,928000.0,824000.0,928000.0","RFA-CA-18-025,RFA-CA-18-025,RFA-CA-18-025,RFA-CA-18-025,RFA-CA-18-025"
9322575,m,b,"10542732,10525231,10318078,10318560,10318909","82400.0,82400.0,85600.0,85600.0,85600.0","RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007"
8360404,f,w,"9140557,8531312,7846264,7846059,7846716","665000.0,675000.0,730000.0,730000.0,730000.0","RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001"
7919801,m,w,"8268769,9205858,9206106,9205096,9336368","685000.0,312500.0,327500.0,327500.0,312500.0","RFA-RR-11-004,RFA-TR-16-001,RFA-TR-16-001,RFA-TR-16-001,RFA-TR-16-001"
9123622,m,w,"9659552,10026443,9660083,9784896,9782980","500000.0,492000.0,500000.0,492000.0,492000.0","RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025"
10045031,f,w,"7787103,7786123,7786896,8147770,7786663","292000.0,292000.0,292000.0,280000.0,292000.0","RFA-AG-09-011,RFA-AG-09-011,RFA-AG-09-011,RFA-AG-09-011,RFA-AG-09-011"
9932839,m,w,"10003019,9519556,9769389,9519557,9769503","553500.0,562500.0,562500.0,562500.0,553500.0","RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022"
8706785,m,w,"9729459,8990345,9127926,9692355,9119619","307500.0,332500.0,327500.0,307500.0,327500.0","RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017"
9749114,m,w,"8927627,9129654,9772679,9553714,9333344","997500.0,982500.0,937500.0,937500.0,937500.0","RFA-DK-13-506,RFA-DK-13-506,RFA-DK-13-506,RFA-DK-13-506,RFA-DK-13-506"
8296529,m,w,"9485464,10219080,10326785,9486473,9767656","937500.0,869999.9999999999,802500.0,937500.0,922500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
10626886,f,w,"9814449,10176491,10430118,10430120,10015282","861000.0,812000.0,749000.0,749000.0,861000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
10749379,f,b,"10174152,10427431,10402401,10654573,10266168","615000.0,535000.0,515000.0,515000.0,580000.0","RFA-MD-20-008,RFA-MD-20-008,RFA-MD-20-008,RFA-MD-20-008,RFA-MD-20-008"
10227205,m,w,"9540009,9753245,9753222,9753223,9753240","875000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
10442673,f,w,"10696373,10695612,10696751,10403252,10689961","412000.0,412000.0,412000.0,1030000.0,1030000.0","RFA-NS-23-004,RFA-NS-23-004,RFA-NS-23-004,RFA-AR-22-001,RFA-AR-22-001"
10641979,f,w,"8076744,8233451,8010474,8084178,8246514","280000.0,274000.0,288000.0,280000.0,274000.0","RFA-DA-10-011,RFA-DA-10-011,RFA-DA-10-011,RFA-DA-10-011,RFA-DA-10-011"
8232069,m,w,"9119111,8889737,8640456,8640411,8640255","327500.0,332500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
10403983,f,w,"10379210,10377742,10378934,10379613,8926440","274540.60000000003,274540.60000000003,274540.60000000003,274540.60000000003,266000.0","RFA-ES-21-003,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-13-007"
8320678,m,w,"10489905,9393974,10320474,10320753,9847946","290000.0,312500.0,267500.0,267500.0,307500.0","RFA-RM-15-015,RFA-RM-15-015,RFA-RM-15-015,RFA-RM-15-015,RFA-RM-15-015"
8777971,m,b,"10552436,10232362,9524689,9524691,9524684","257500.0,185600.0,200000.0,200000.0,200000.0","RFA-NS-22-015,RFA-NS-16-016,RFA-NS-16-016,RFA-NS-16-016,RFA-NS-16-016"
8267057,m,w,"8639135,9120848,8640299,8640456,8640411","337500.0,327500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
8206093,m,w,"9312392,8767346,8769006,8768514,8768204","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002"
9804382,f,w,"10460764,9457510,9526043,9513890,9981228","290000.0,312500.0,312500.0,312500.0,307500.0","RFA-NS-16-013,RFA-NS-16-013,RFA-NS-16-013,RFA-NS-16-013,RFA-NS-16-013"
9986603,f,w,"10730153,10729950,10436131,10437117,10650397","772500.0,772500.0,267500.0,267500.0,257500.0","RFA-AG-23-020,RFA-AG-23-020,RFA-AG-22-012,RFA-AG-22-012,RFA-AG-22-012"
8230652,f,w,"10276390,10689331,10491917,10492497,10492504","2900000.0,2575000.0,2675000.0,2675000.0,2675000.0","RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015"
10260453,m,h,"9667871,10086984,10549792,9853019,10330419","492000.0,464000.0,412000.0,492000.0,428000.0","RFA-ES-18-005,RFA-ES-18-005,RFA-ES-18-005,RFA-ES-18-005,RFA-ES-18-005"
10491357,m,w,"7780278,8702454,8856283,9476791,9124887","1086240.0,2992500.0,2992500.0,2812500.0,2947500.0","RFA-HG-06-008,RFA-GM-14-002,RFA-GM-14-002,RFA-GM-15-001,RFA-GM-15-001"
9126623,m,w,"8032877,7936245,7933921,7676891,7676892","2160000.0,2160000.0,2160000.0,2190000.0,2190000.0","RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007"
8103235,m,w,"8047404,8147756,8048337,8048469,8048318","288000.0,280000.0,288000.0,288000.0,288000.0","RFA-MD-10-004,RFA-MD-10-004,RFA-MD-10-004,RFA-MD-10-004,RFA-MD-10-004"
7906677,m,w,"8152494,8516057,8511706,8502701,8513366","2160000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007"
10684945,m,w,"10264856,10266091,9803946,9803940,9803931","1160000.0,1160000.0,1230000.0,1230000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
7959528,m,w,"8811407,9542499,9532725,9442685,9233912","1995000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8661328,f,w,"8706767,7992670,8105084,8486379,8115993","1596000.0,1728000.0,1680000.0,1620000.0,1680000.0","RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030"
9694680,m,w,"9625134,9170009,9861241,9857024,9617260","246000.0,250000.0,246000.0,246000.0,246000.0","RFA-ES-15-014,RFA-ES-15-014,RFA-ES-15-014,RFA-ES-15-014,RFA-ES-15-014"
8862488,m,w,"10646273,10646279,10176491,10176493,9814449","721000.0,721000.0,812000.0,812000.0,861000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
7882592,f,b,"8485419,8687994,8147009,8147010,8147016","337500.0,332500.0,350000.0,350000.0,350000.0","RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003"
8379321,m,h,"8637449,7630038,7587878,8066804,7826611","1012500.0,1095000.0,1095000.0,1050000.0,1080000.0","RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011"
10480957,m,w,"10436133,10604394,10581922,10708941,9644032","240750.0,231750.0,214000.0,206000.0,8733000.0","RFA-DK-20-032,RFA-DK-20-032,RFA-DK-21-018,RFA-DK-21-018,RFA-DK-15-501"
7678117,f,w,"9376270,9376249,9571254,9472109,9568054","281250.0,281250.0,500000.0,500000.0,500000.0","RFA-AR-17-005,RFA-AR-17-005,RFA-TR-17-007,RFA-TR-17-007,RFA-TR-17-007"
9297332,m,w,"8400457,8460990,8547212,7692163,7640538","191800.00000000003,191800.00000000003,191800.00000000003,204400.0,204400.0","RFA-HD-05-025,RFA-HD-05-025,RFA-HD-05-025,RFA-HD-05-025,RFA-HD-05-025"
8723806,m,w,"7932179,7932953,7693739,7693735,8139716","1440000.0,1440000.0,1460000.0,1460000.0,1400000.0","RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011"
8538775,f,w,"8729852,8137138,8732606,8527732,8701444","1995000.0,2100000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10153659,m,w,"9823381,9821890,9931155,9935964,9936155","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
10217977,f,a,"8292223,8320328,8486379,8105084,8115993","1644000.0000000002,1644000.0000000002,1620000.0,1680000.0,1680000.0","RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030"
10481511,m,h,"9001462,9001756,9001630,9932272,9001587","665000.0,665000.0,665000.0,615000.0,655000.0","RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
9780530,f,w,"7743015,7536265,7736803,8204446,8196814","360000.0,365000.0,360000.0,342500.0,342500.0","RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005"
9879567,m,w,"8440734,8205256,8413597,8374105,8371236","67500.0,68500.0,67500.0,67500.0,67500.0","RFA-HD-12-105,RFA-HD-12-105,RFA-HD-12-105,RFA-HD-12-105,RFA-HD-12-105"
9966934,f,w,"8985298,9507884,9513573,9970587,9305100","665000.0,625000.0,625000.0,615000.0,625000.0","RFA-RM-14-015,RFA-RM-14-015,RFA-RM-14-015,RFA-RM-14-015,RFA-RM-14-015"
8131111,m,w,"10831226,9517140,10316999,9832193,10129530","206000.0,62500.0,53500.0,61500.0,61500.0","RFA-EB-23-001,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
8360530,m,w,"8661328,8308332,8725249,8676962,8134497","332500.0,342500.0,332500.0,332500.0,350000.0","RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005"
7673464,m,w,"7911714,8381396,7911710,7911709,7911708","1872000.0,1781000.0000000002,1898000.0,1898000.0,1898000.0","RFA-CA-08-002,RFA-CA-08-002,RFA-CA-08-002,RFA-CA-08-002,RFA-CA-08-002"
8351383,m,w,"10427410,10621196,10242790,10242789,10242787","1284000.0,1236000.0,1392000.0,1392000.0,1392000.0","RFA-AI-19-043,RFA-AI-19-043,RFA-AI-19-043,RFA-AI-19-043,RFA-AI-19-043"
9912074,f,w,"8311845,7893014,8546648,8311848,9269290","411000.00000000006,432000.0,411000.00000000006,411000.00000000006,411000.00000000006","RFA-RM-07-013,RFA-RM-07-013,RFA-RM-07-013,RFA-RM-07-013,RFA-RM-07-013"
7820109,m,w,"9812311,9177874,9319816,9706654,9494700","3000000.0,3144000.0,3000000.0,2952000.0,3000000.0","RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600"
9884722,m,w,"9542497,9542499,9532725,9442685,9233912","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8308797,m,w,"10743181,10743432,10831159,9019375,9016112","309000.0,309000.0,309000.0,299250.0,299250.0","RFA-DA-23-056,RFA-DA-23-056,RFA-DA-23-056,RFA-ES-15-005,RFA-ES-15-005"
8511707,m,w,"10130323,10130308,10129592,10128864,10127964","232000.0,232000.0,232000.0,232000.0,232000.0","RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065"
7868944,m,a,"10670366,10053158,10413278,10248541,10455017","463500.0,553500.0,522000.0,522000.0,481500.0","RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015"
8869744,m,h,"10559817,10673067,10372177,10470342,10488177","214000.0,206000.0,214000.0,214000.0,214000.0","RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011"
9462110,f,a,"8913590,9019083,9149273,9019006,9019340","997500.0,299250.0,294750.0,299250.0,299250.0","RFA-ES-14-005,RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006"
7919789,m,h,"7992853,8123379,8264973,8386593,10677739","576000.0,576000.0,548000.0,540000.0,515000.0","RFA-DK-09-012,RFA-DK-09-012,RFA-DK-09-012,RFA-DK-09-012,RFA-HL-21-014"
9532551,m,w,"10681283,10500864,9269130,9242535,9022388","143170.0,148730.0,281250.0,281250.0,294750.0","RFA-AG-22-009,RFA-AG-22-009,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
9462078,f,w,"10178765,10673830,10656215,10656219,10673762","174000.0,154500.0,154500.0,154500.0,154500.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
8916315,f,a,"9861937,9859231,10024067,10023938,9860951","246000.0,246000.0,246000.0,246000.0,615000.0","RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-120"
8068507,m,w,"7897686,7901149,8113184,8137663,7691805","576000.0,576000.0,560000.0,560000.0,584000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
9134644,m,b,"9814451,9814449,10176493,10176491,10646279","861000.0,861000.0,812000.0,812000.0,721000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
8432094,m,w,"9916559,9536455,8072304,8245210,8242875","307500.0,312500.0,1116000.0,1061750.0,1061750.0","RFA-DK-13-026,RFA-DK-13-026,RFA-DK-07-504,RFA-DK-07-504,RFA-DK-07-504"
8376088,f,w,"7940935,7875425,7940949,7875387,9991866","10800000.0,10950000.0,10800000.0,10950000.0,615000.0","RFA-RR-09-009,RFA-RR-09-009,RFA-RR-09-009,RFA-RR-09-009,RFA-GM-18-001"
10581161,m,h,"9385159,9533194,9011926,9011718,10512708","1000000.0,1000000.0,458500.0,458500.0,428000.0","RFA-HL-15-027,RFA-HL-15-027,RFA-HL-15-026,RFA-HL-15-026,RFA-DA-22-031"
9229287,m,w,"8601718,8601720,8601939,8609052,8601932","1596000.0,1596000.0,1596000.0,1596000.0,1596000.0","RFA-HD-12-202,RFA-HD-12-202,RFA-HD-12-202,RFA-HD-12-202,RFA-HD-12-202"
10465118,m,w,"8988167,8988800,10294431,10520457,10108885","199500.0,199500.0,232000.0,214000.0,246000.0","RFA-HD-15-006,RFA-HD-15-006,RFA-OD-20-004,RFA-OD-20-004,RFA-OD-20-004"
10608163,f,w,"10630245,10398188,9731024,9731061,9731152","257500.0,267500.0,307500.0,307500.0,307500.0","RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003"
8501019,m,w,"10021662,10022378,10653893,10646213,10640249","307500.0,307500.0,257500.0,257500.0,257500.0","RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002"
8182432,m,w,"9315116,9301498,9148067,9094234,9036675","250000.0,250000.0,262000.0,262000.0,262000.0","RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002"
8049267,f,w,"7647162,8449927,8450446,8449876,8450379","365000.0,274000.0,274000.0,274000.0,274000.0","RFA-MH-06-003,RFA-HD-12-211,RFA-HD-12-211,RFA-HD-12-211,RFA-HD-12-211"
8919209,m,w,"8370150,8368840,8367812,8370230,8518215","68500.0,68500.0,68500.0,68500.0,67500.0","RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006"
9133118,m,w,"10001434,10670167,10673774,10673812,10673816","1230000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
10686835,m,w,"9710735,10469997,9990549,10223914,9770854","312500.0,267500.0,307500.0,290000.0,307500.0","RFA-FD-18-012,RFA-FD-18-012,RFA-FD-18-012,RFA-FD-18-012,RFA-FD-18-012"
10450885,m,w,"8251498,8251698,8251834,8251714,10583215","70000.0,70000.0,70000.0,70000.0,515000.0","RFA-DK-11-007,RFA-DK-11-007,RFA-DK-11-007,RFA-DK-11-007,RFA-DK-21-002"
10007631,f,w,"10404366,10703371,10703385,10703386,10705585","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001"
10144437,m,w,"8914660,8311411,8870950,7989838,7869118","1330000.0,1370000.0,1330000.0,504000.0,511000.0","RFA-HG-11-015,RFA-HG-11-015,RFA-HG-11-015,RFA-RM-06-010,RFA-RM-06-010"
8542745,f,w,"8668834,8901853,8853216,8424847,8426694","665000.0,665000.0,665000.0,685000.0,685000.0","RFA-AA-12-008,RFA-AA-12-008,RFA-AA-12-008,RFA-AA-12-008,RFA-AA-12-008"
10459708,m,w,"8518023,8517424,8676794,8676793,8666752","270000.0,270000.0,266000.0,266000.0,266000.0","RFA-ES-12-005,RFA-ES-12-005,RFA-ES-12-005,RFA-ES-12-005,RFA-ES-12-005"
10681220,m,w,"7923917,7646359,8073029,8056651,8056790","432000.0,438000.0,420000.0,420000.0,420000.0","RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003"
8976499,m,w,"10747107,10421477,10153972,10483133,10132015","154500.0,107000.0,123000.0,107000.0,123000.0","RFA-DK-22-002,RFA-DK-19-026,RFA-DK-19-026,RFA-DK-19-026,RFA-DK-19-026"
10234078,f,w,"7791567,8699880,7791529,7791497,7791662","511000.0,472500.00000000006,511000.0,511000.0,511000.0","RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010"
7989838,m,w,"9459450,9459535,10518967,10519808,10706514","437500.0,437500.0,535000.0,535000.0,515000.0","RFA-DK-17-004,RFA-DK-17-004,RFA-DK-21-016,RFA-DK-21-016,RFA-DK-21-016"
10260725,m,a,"8116512,8131006,7919648,7927711,7918436","1368000.0,1368000.0,1387000.0,1387000.0,1387000.0","RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027"
10244952,f,w,"9533658,9753034,9532753,9528441,9507756","875000.0,861000.0,875000.0,875000.0,875000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
9824290,m,w,"10224785,9824405,10232300,10232301,10232302","1739999.9999999998,1845000.0,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018"
9520083,m,w,"7628431,7848371,7623049,8038123,7919963","511000.0,504000.0,511000.0,511000.0,504000.0","RFA-ES-06-004,RFA-ES-06-004,RFA-ES-06-004,RFA-ES-06-004,RFA-ES-06-004"
8114367,m,w,"9227343,9228792,9760875,8974925,8971447","393000.0,393000.0,375000.0,3325000.0,3325000.0","RFA-DK-15-030,RFA-DK-15-030,RFA-DK-15-030,RFA-DK-14-015,RFA-DK-14-015"
8776074,m,w,"10619007,10572302,10466580,8289429,8289434","158620.0,158620.0,164780.0,1370000.0,1370000.0","RFA-HL-22-012,RFA-HL-22-012,RFA-HL-22-012,RFA-HL-11-019,RFA-HL-11-019"
9591114,m,a,"10674221,10674274,10674294,10673319,9485464","669500.0,669500.0,669500.0,669500.0,937500.0","RFA-AI-22-028,RFA-AI-22-028,RFA-AI-22-028,RFA-AI-22-028,RFA-AI-16-081"
9631896,m,b,"9268704,9268700,9226031,9233913,9212087","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
7760837,m,w,"8514495,8526362,8043100,8043231,8043237","1350000.0,1350000.0,1440000.0,1440000.0,1440000.0","RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022"
