APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bluebert_o_w,APPVAL_RECS_bluebert_o_w,FOA_RECS_bluebert_o_w
10405585,m,w,"10163244,9967653,9967460,9967459,9967458","290000.0,307500.0,307500.0,307500.0,307500.0","RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004"
7940870,m,a,"7941885,7838084,7818686,7817295,7821838","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9857015,m,w,"8874104,8882257,8768731,8768636,8766909","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
8792969,f,h,"8733655,8549193,8926948,8926944,8926951","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-DK-11-032,RFA-DK-11-032,RFA-DK-11-032,RFA-DK-11-032,RFA-DK-11-032"
9975112,m,w,"8575754,8575382,8710289,8708167,8708168","168750.0,168750.0,166250.0,166250.0,166250.0","RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010"
10338361,m,w,"10020302,9908447,10165429,10620670,10380685","3690000.0,3690000.0,3479999.9999999995,3090000.0,3210000.0","RFA-AG-19-030,RFA-AG-19-030,RFA-AG-19-030,RFA-AG-19-030,RFA-AG-19-030"
8128396,m,a,"10017023,10266750,9545539,9570639,9570640","1230000.0,1160000.0,1250000.0,1250000.0,1250000.0","RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001"
10276528,m,w,"10491910,10689332,10491908,10276529,10276528","2675000.0,2575000.0,2675000.0,2900000.0,2900000.0","RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015"
7945161,m,w,"9144844,8997188,8997390,9319794,9565173","327500.0,332500.0,332500.0,312500.0,312500.0","RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024"
10688371,m,w,"10710093,10222246,10222244,10222243,10222241","1605000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038"
9414450,f,w,"9655243,9404756,9356808,10108951,9196547","1845000.0,1875000.0,1875000.0,1739999.9999999998,1965000.0","RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014"
8379437,f,w,"7900358,7942234,7754837,7758968,7758976","1080000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016"
9259579,m,w,"10352514,10698020,10698030,10698032,10698036","1872500.0,1802500.0,1802500.0,1802500.0,1802500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
8378292,m,w,"7925611,7892341,7892460,7892459,7892458","1095000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010"
8033599,f,w,"8390913,8501615,8387986,8389405,8534229","376750.00000000006,371250.0,376750.00000000006,376750.00000000006,371250.0","RFA-HD-12-205,RFA-HD-12-205,RFA-HD-12-205,RFA-HD-12-205,RFA-HD-12-205"
8377724,m,w,"9686546,9462864,9476205,9462867,9462869","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10304670,m,w,"10692761,10682456,10692769,10692765,10692763","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AA-20-009,RFA-AA-20-009,RFA-AA-20-009,RFA-AA-20-009,RFA-AA-20-009"
10137948,m,w,"9259772,10144454,10144450,9257895,9257873","2187500.0,2030000.0,2030000.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
10159207,f,h,"10631980,9917683,9906171,9906174,9915860","257500.0,307500.0,307500.0,307500.0,307500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
9784578,f,w,"7891426,8120746,8116661,8116662,8116664","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-AR-05-005,RFA-AR-05-005,RFA-AR-05-005,RFA-AR-05-005,RFA-AR-05-005"
8099029,m,w,"10588908,10104062,10106966,10107546,10107085","214000.0,184500.0,184500.0,174000.0,174000.0","RFA-DA-22-045,RFA-DA-20-025,RFA-DA-20-025,RFA-DA-20-025,RFA-DA-20-025"
8500403,m,a,"8520392,7681430,8322733,8300202,8463613","675000.0,730000.0,685000.0,685000.0,675000.0","RFA-LM-08-001,RFA-LM-08-001,RFA-LM-08-001,RFA-LM-08-001,RFA-LM-08-001"
9753276,f,w,"8708164,8576343,8909135,8575887,8575713","166250.0,168750.0,166250.0,168750.0,168750.0","RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010"
7914340,f,w,"8153856,8535265,8321591,8310236,8144929","1400000.0,1350000.0,1370000.0,1370000.0,1400000.0","RFA-DA-10-018,RFA-DA-10-018,RFA-DA-10-018,RFA-DA-10-018,RFA-DA-10-018"
10207785,f,w,"9541163,10438796,10438798,9698196,10438801","1250000.0,1070000.0,1070000.0,1230000.0,1070000.0","RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001"
7788202,m,w,"7835669,7609193,7609198,7574437,7652362","360000.0,365000.0,365000.0,365000.0,365000.0","RFA-DE-07-002,RFA-DE-07-002,RFA-DE-07-002,RFA-DE-07-002,RFA-DE-07-002"
8590313,f,w,"8599509,8617399,8739153,8737041,8599555","202500.0,202500.0,199500.0,199500.0,199500.0","RFA-LM-12-002,RFA-LM-12-002,RFA-LM-12-002,RFA-LM-12-002,RFA-LM-12-002"
9689750,m,a,"10174622,9984232,9991817,9991815,9991814","1160000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004"
9181394,m,w,"10700072,10700141,10310901,10485231,10491885","257500.0,257500.0,290000.0,267500.0,267500.0","RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003"
10256085,f,w,"10684008,10475850,10261522,10256085,10701700","1030000.0,1070000.0,1160000.0,1160000.0,1030000.0","RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205"
7905826,f,w,"10438645,10693109,10438643,9720633,9720631","4708000.0,4532000.0,4708000.0,5412000.0,5412000.0","RFA-RM-18-005,RFA-RM-18-005,RFA-RM-18-005,RFA-RM-18-005,RFA-RM-18-005"
9692616,m,w,"9088207,9514737,9514739,9514748,9514726","1310000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10022174,f,w,"10701880,9802533,10018652,10018650,10018647","1030000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
9061789,m,w,"10254298,10242850,10037910,10037863,10475730","290000.0,290000.0,307500.0,307500.0,267500.0","RFA-RM-19-003,RFA-RM-19-003,RFA-RM-19-003,RFA-RM-19-003,RFA-RM-19-003"
10046143,m,w,"7790546,8058792,7790548,8052770,8052771","1095000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020"
8230804,m,h,"8079236,8609592,8077727,8077799,9107513","99750.0,99750.0,99750.0,99750.0,98250.0","RFA-MD-10-001,RFA-MD-10-001,RFA-MD-10-001,RFA-MD-10-001,RFA-MD-10-001"
10704599,f,w,"9627418,9627278,9627574,9627577,9627576","2000000.0,2000000.0,2000000.0,2000000.0,2000000.0","RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035"
8188446,m,w,"10458758,10700014,10458757,10309096,10309092","1070000.0,1030000.0,1070000.0,1160000.0,1160000.0","RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002"
9390885,f,w,"7885855,7681264,7672396,8650480,8142015","730000.0,730000.0,730000.0,700000.0,700000.0","RFA-RM-07-005,RFA-RM-07-005,RFA-RM-07-005,RFA-RM-07-005,RFA-RM-07-005"
10589035,m,w,"9568452,9450435,9450003,9450000,9939313","625000.0,625000.0,625000.0,625000.0,615000.0","RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003"
8288813,f,w,"10352461,10211467,9565551,9698812,9697181","214000.0,232000.0,812500.0,799500.0,799500.0","RFA-DE-20-007,RFA-DE-20-007,RFA-DE-18-002,RFA-DE-18-002,RFA-DE-18-002"
8840252,m,w,"8884316,9458749,9778990,9675651,9706229","199500.0,187500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8465810,m,a,"7452748,7922884,7617669,7684195,7657452","438000.0,438000.0,438000.0,438000.0,438000.0","RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003"
7686060,m,b,"7686060,7682324,7847346,7935616,7684003","175200.0,175200.0,175200.0,175200.0,175200.0","RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013"
9977779,m,w,"9981587,9767000,9586714,9977779,9983277","369000.0,369000.0,375000.0,369000.0,369000.0","RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010"
9143772,f,h,"8690059,9079471,9070563,9070677,9069859","1596000.0,1572000.0,1572000.0,1572000.0,1572000.0","RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001"
8379662,m,w,"9683907,9258544,9260654,9259334,9260652","2152500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8662338,m,a,"8528611,8514000,8828698,8812861,8265099","337500.0,337500.0,332500.0,332500.0,342500.0","RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001"
7853668,m,w,"8070858,7854800,7861971,7852705,7849398","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004"
7852885,m,w,"10652615,10534936,8111149,8233428,8471436","206000.0,214000.0,1050000.0,1027500.0,1027500.0","RFA-MH-21-251,RFA-MH-21-251,RFA-DA-10-010,RFA-DA-10-010,RFA-DA-10-010"
10375975,m,w,"10214771,9897929,10462624,10683143,10268200","492000.0,492000.0,428000.0,412000.0,464000.0","RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028"
10174503,m,w,"9513473,9148067,9480886,9277429,9320961","250000.0,262000.0,250000.0,250000.0,250000.0","RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002"
7988914,m,a,"9004627,9557019,9391670,9391664,9557017","982500.0,937500.0,937500.0,937500.0,937500.0","RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023"
10541354,f,w,"8639854,8742026,9107526,9129753,9100731","337500.0,332500.0,327500.0,327500.0,327500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9509361,m,w,"10331040,10559715,10172440,10172439,10172438","535000.0,515000.0,580000.0,580000.0,580000.0","RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002"
9536781,f,w,"10705800,10526101,10525196,10525281,10729386","1545000.0,1605000.0,1605000.0,1605000.0,1545000.0","RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048"
7782686,m,w,"8432022,7639127,8429436,8422981,8526319","337500.0,365000.0,337500.0,337500.0,337500.0","RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012"
10131128,f,h,"9428421,9428423,9631922,9428425,9441706","625000.0,625000.0,625000.0,625000.0,625000.0","RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002"
9187988,m,w,"8601308,8010170,8601310,8600299,8599784","246050.0,259000.0,246050.0,246050.0,246050.0","RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025"
9725875,m,w,"10518783,10689127,10704763,10704606,10704121","107000.0,103000.0,103000.0,103000.0,103000.0","RFA-AG-22-027,RFA-AG-22-027,RFA-AG-22-027,RFA-AG-22-027,RFA-AG-22-027"
8538316,m,w,"9750650,9537491,9542264,9537490,9767101","922500.0,937500.0,937500.0,937500.0,922500.0","RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014"
9251145,m,w,"9088209,9266787,9267082,9267084,9266784","1310000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
8037672,m,w,"10821572,10206685,10359831,8549363,8441642","309000.0,348000.0,321000.0,405000.0,405000.0","RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-08-002,RFA-AI-08-002"
10240128,f,h,"10615850,10444016,10449608,10450471,10450573","772500.0,802500.0,802500.0,802500.0,802500.0","RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020"
7820102,m,w,"7830755,7840146,7841576,7836088,7838220","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9212085,m,w,"8509582,7812265,8096716,8096715,8096714","2025000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
9789177,f,a,"10248532,10670333,10670366,10053952,10053405","522000.0,463500.0,463500.0,553500.0,553500.0","RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015"
8366093,m,w,"7900241,7961467,7632300,7651383,8173851","73000.0,73000.0,73000.0,73000.0,72000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
9462101,m,w,"9257400,8664391,8482127,8482234,8658244","1375000.0,1463000.0,1485000.0,1485000.0,1485000.0","RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002"
8912333,f,w,"9391802,9524812,10168148,10165116,10363741","250000.0,250000.0,435000.0,435000.0,401250.0","RFA-AA-17-012,RFA-AA-17-012,RFA-AA-20-008,RFA-AA-20-008,RFA-AA-20-008"
8519212,f,w,"8381152,7762448,8381168,8380428,8379411","465800.00000000006,496400.0,465800.00000000006,465800.00000000006,465800.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
8128509,m,w,"8840564,9275975,8657032,8657035,8657034","199500.0,187500.0,199500.0,199500.0,199500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
8316361,f,w,"9535327,9763351,9763355,10002715,10002716","875000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
10016997,m,w,"10652522,10700003,10684939,10684941,10684945","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
10532594,f,w,"8137255,7922626,7681140,7992459,7551999","812000.0,835200.0,846800.0,77000.0,80300.0","RFA-ES-06-005,RFA-ES-06-005,RFA-ES-06-005,RFA-ES-06-009,RFA-ES-06-009"
9654476,f,a,"7916111,7923478,7760679,7905019,7596197","365000.0,365000.0,360000.0,360000.0,365000.0","RFA-CA-07-005,RFA-CA-07-005,RFA-CA-07-005,RFA-CA-07-005,RFA-CA-07-005"
8377914,m,w,"10381525,10600026,10617828,10617829,10617830","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9336634,f,b,"9615240,10597887,9615208,10167777,10167776","615000.0,515000.0,615000.0,580000.0,580000.0","RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006"
9067178,m,w,"10227133,10037798,10038021,10038022,10038236","869999.9999999999,922500.0,922500.0,922500.0,922500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
8556760,m,h,"10413034,9927973,10165449,9753104,9597601","749000.0,861000.0,812000.0,861000.0,875000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
9458706,f,b,"8837586,9247706,9248978,9247707,9037622","1596000.0,1500000.0,1500000.0,1500000.0,1572000.0","RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007"
7667952,f,h,"7533112,7903227,7934102,7667952,7662252","401500.0,385000.0,401500.0,401500.0,401500.0","RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003,RFA-AG-08-003"
9986615,f,w,"9532408,9986619,10217972,10217971,10217970","2812500.0,2767500.0,2610000.0,2610000.0,2610000.0","RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002"
10433111,f,w,"10612456,10598580,10444448,10435287,10434979","515000.0,515000.0,535000.0,535000.0,535000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
7843463,m,a,"10309092,10474471,10474493,10699964,10699965","1160000.0,1070000.0,1070000.0,1030000.0,1030000.0","RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002"
10688253,m,a,"8538317,8379970,8380504,8379864,8530616","3037500.0,3082500.0000000005,3082500.0000000005,3082500.0000000005,3082500.0000000005","RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009"
8378297,f,h,"8849693,8849787,10515569,10673857,10698166","266000.0,266000.0,533930.0,513970.0,513970.0","RFA-AG-14-017,RFA-AG-14-017,RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006"
8013410,m,a,"9267081,9514730,9514748,9514726,9514736","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10176498,m,a,"8066015,8245648,7618059,7790073,7790082","1400000.0,1370000.0,1460000.0,1460000.0,1460000.0","RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008"
8774633,m,h,"10823828,7689239,7691803,7691726,7692904","515000.0,73000.0,73000.0,73000.0,73000.0","RFA-FD-23-010,RFA-OD-07-001,RFA-OD-07-001,RFA-OD-07-001,RFA-OD-07-001"
8379528,m,w,"8932823,8932819,8540539,8379515,8379524","1330000.0,1330000.0,1370000.0,1370000.0,1370000.0","RFA-NS-11-004,RFA-NS-11-004,RFA-NS-11-004,RFA-NS-11-004,RFA-NS-11-004"
10612118,m,w,"8154082,8380066,8479319,8475561,8532644","560000.0,548000.0,540000.0,540000.0,540000.0","RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011"
10437211,m,w,"10800560,10800562,10800499,10800500,10800504","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001"
9488508,f,w,"9486959,10002249,10005415,10018044,9142739","312500.0,307500.0,307500.0,307500.0,327500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
9984236,m,w,"8150719,7847085,7874466,7624328,7624339","360000.0,365000.0,360000.0,365000.0,365000.0","RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008"
8303292,m,w,"8244481,7847959,8242797,8448215,8449693","685000.0,720000.0,685000.0,675000.0,675000.0","RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002"
8508841,m,w,"8105084,8115993,7992673,7992670,8706767","1680000.0,1680000.0,1728000.0,1728000.0,1596000.0","RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030"
9870710,m,w,"10700064,10108166,10294846,10519810,10559603","103000.0,123000.0,116000.0,107000.0,309000.0","RFA-OD-20-006,RFA-OD-20-006,RFA-OD-20-006,RFA-OD-20-006,RFA-TR-21-008"
8366707,m,w,"8574235,8574457,8688799,8730206,8692952","337500.0,337500.0,332500.0,332500.0,332500.0","RFA-GM-13-009,RFA-GM-13-009,RFA-GM-13-009,RFA-GM-13-009,RFA-GM-13-009"
10084614,m,w,"9336275,9995733,9995731,9995730,9770545","937500.0,922500.0,922500.0,922500.0,922500.0","RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010"
9545258,m,h,"9514303,9527124,9745733,9773310,9775236","468750.0,468750.0,468750.0,468750.0,461250.0","RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006"
9721228,f,w,"9999179,8975503,8975561,9950244,9925948","184500.0,199500.0,199500.0,184500.0,184500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
7941034,f,w,"8534148,7905611,8119028,8119029,8119030","2700000.0,2920000.0,2880000.0,2880000.0,2880000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
7632296,f,b,"10599746,10490977,10401183,10401209,10680442","267401.39,274540.60000000003,297632.8,274540.60000000003,264277.4","RFA-MD-22-003,RFA-MD-21-005,RFA-MD-21-005,RFA-MD-21-005,RFA-MD-21-005"
9755427,f,w,"9320882,9751861,9751859,9108137,8959869","875000.0,861000.0,861000.0,931000.0,931000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8842994,f,w,"8842995,9256473,9250134,9256477,9530878","199500.0,187500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
9947834,m,w,"9323207,9254428,9123492,9123488,9123498","2250000.0,2250000.0,2358000.0,2358000.0,2358000.0","RFA-AA-13-001,RFA-AA-13-001,RFA-AA-13-001,RFA-AA-13-001,RFA-AA-13-001"
8051777,m,w,"10144036,10266151,10144034,10489290,10489295","11685000.0,11020000.0,11685000.0,9785000.0,9785000.0","RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013"
10709378,f,a,"8660049,8464685,8464686,8471675,8660295","997500.0,1012500.0,1012500.0,1012500.0,997500.0","RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010"
8382141,m,w,"8507787,8505515,8507785,8507251,8507254","1012500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
7927021,m,w,"7666631,7926914,7935209,7786986,7800351","438000.0,432000.0,432000.0,432000.0,432000.0","RFA-AI-08-016,RFA-AI-08-016,RFA-AI-08-016,RFA-AI-08-016,RFA-AI-08-016"
8037609,m,w,"10394525,10392181,10393791,10393892,10393982","3866666.28,3866666.28,3866666.28,3866666.28,3866666.28","RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022"
9530528,m,w,"9095162,8875600,8889593,9491689,9491681","3930000.0,3990000.0,3990000.0,3750000.0,3750000.0","RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023"
8136900,m,w,"8022177,8323621,8721354,8722476,8724420","2160000.0,2100000.0,1995000.0,1995000.0,1995000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8520025,m,w,"9540009,9320882,9755433,9755432,9755431","875000.0,875000.0,861000.0,861000.0,861000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8064424,m,w,"8697125,8880269,8856329,8352867,8352135","332500.0,332500.0,332500.0,342500.0,342500.0","RFA-HL-12-015,RFA-HL-12-015,RFA-HL-12-015,RFA-HL-12-015,RFA-HL-12-015"
8900929,m,w,"9542494,9226030,9223649,9223655,9268701","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9567063,m,w,"9985184,9387004,10207710,10207712,10213797","307500.0,312500.0,290000.0,290000.0,290000.0","RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016"
8033970,f,w,"9193112,9309081,9693079,9733763,9697194","524000.0,500000.0,1168500.0,1168500.0,1168500.0","RFA-MD-15-011,RFA-MD-15-011,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
8450096,m,h,"9001115,10650016,10167095,9115446,9115429","299250.0,515000.0,922500.0,294750.0,294750.0","RFA-MD-15-004,RFA-HS-22-001,RFA-DK-20-015,RFA-MD-15-009,RFA-MD-15-009"
10370726,f,w,"9380807,10207347,10238906,10238907,10238908","250000.0,232000.0,232000.0,232000.0,232000.0","RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
8582234,m,w,"9115861,8625412,9124614,9331974,9114116","997500.0,1012500.0,982500.0,982500.0,982500.0","RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008"
10239243,f,w,"9301498,9449404,9513473,9477943,9487221","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002"
