APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-x_o_w,APPVAL_RECS_bert-x_o_w,FOA_RECS_bert-x_o_w
8317646,m,w,"9540084,9745687,9532567,9533885,9785518","875000.0,861000.0,875000.0,875000.0,861000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
8625501,m,h,"8721930,8385050,8433633,8433614,8433616","997500.0,1027500.0,1027500.0,1027500.0,1027500.0","RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008"
8019083,f,a,"9186941,9828646,8554494,9604763,9391174","23125000.0,22755000.0,24605000.0,22755000.0,23125000.0","RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011"
9692535,f,w,"8848725,9514739,9514749,9514729,9514733","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
9693080,f,h,"9868826,9433522,9674239,9674241,9674243","1845000.0,1875000.0,1845000.0,1845000.0,1845000.0","RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014"
8876933,m,w,"10023258,10488079,10662510,10465297,9870148","615000.0,535000.0,515000.0,580000.0,615000.0","RFA-CA-19-012,RFA-CA-19-012,RFA-CA-19-012,RFA-CA-19-012,RFA-CA-19-012"
8037174,f,w,"9915893,10132959,10597150,10597151,10597153","92250.0,87000.0,77250.0,77250.0,77250.0","RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004"
8181655,f,w,"9149039,9766283,9551573,9535089,9119161","917000.0,861000.0,875000.0,875000.0,917000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
9228821,f,w,"9839928,10217466,9839929,9839930,9839927","1968000.0,1968000.0,1968000.0,1968000.0,1968000.0","RFA-CA-19-003,RFA-CA-19-003,RFA-CA-19-003,RFA-CA-19-003,RFA-CA-19-003"
8457694,m,h,"8777866,9048049,9126605,9130171,9557797","1330000.0,1330000.0,1310000.0,1310000.0,1250000.0","RFA-RM-13-012,RFA-RM-13-012,RFA-RM-13-012,RFA-RM-13-012,RFA-RM-13-012"
7938853,f,h,"8287594,8330478,7800088,7800067,8112629","315100.0,322000.0,335800.0,335800.0,322000.0","RFA-TW-09-001,RFA-TW-09-001,RFA-TW-09-001,RFA-TW-09-001,RFA-TW-09-001"
9318434,m,w,"9267082,9750583,9514752,9514751,9514746","1250000.0,1230000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
8719004,m,h,"8716652,9110892,9110208,9105700,9110211","718200.0,707400.0,707400.0,707400.0,707400.0","RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001"
10070075,m,w,"10306410,9875096,10070077,10142234,10070073","428000.0,492000.0,464000.0,464000.0,464000.0","RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046"
10416003,f,w,"8270345,8074915,7758162,7758161,7754913","657600.0,691200.0,700800.0,700800.0,700800.0","RFA-NR-09-002,RFA-NR-09-002,RFA-NR-09-002,RFA-NR-09-002,RFA-NR-09-002"
10149646,f,w,"9544701,9340007,9293815,9987322,9759653","1000000.0,1000000.0,1048000.0,984000.0,984000.0","RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019"
9542406,m,w,"8783904,9335477,8918047,8918765,8918760","931000.0,875000.0,931000.0,931000.0,931000.0","RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001"
7931753,m,w,"8033468,8432476,8824769,8815431,8435565","100800.0,94500.0,93100.0,93100.0,95900.0","RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001"
9282289,f,w,"9488529,9691947,9274369,9111395,9786809","812500.0,799500.0,812500.0,851500.0,799500.0","RFA-HG-15-021,RFA-HG-15-021,RFA-HG-15-021,RFA-HG-15-021,RFA-HG-17-006"
8359692,m,w,"8167468,7959523,7686785,7959556,7959555","288000.0,292000.0,292000.0,292000.0,292000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
8625413,m,w,"8433636,8385050,9116634,9104147,9116633","1027500.0,1027500.0,982500.0,982500.0,982500.0","RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008"
10021244,f,w,"10115003,10001657,10001655,10001654,10001653","1739999.9999999998,1845000.0,1845000.0,1845000.0,1845000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
9393649,m,w,"9972912,10206114,9752519,9752520,9752528","922500.0,869999.9999999999,922500.0,922500.0,922500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9257419,f,w,"10543752,10307399,10307474,10307473,10307472","515000.0,535000.0,535000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
9186640,f,w,"10290750,10704638,10289785,10289784,10285670","464000.0,412000.0,464000.0,464000.0,464000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
9547644,m,w,"9821797,10206103,9991794,9991798,9993120","184500.0,174000.0,184500.0,184500.0,184500.0","RFA-DK-18-513,RFA-DK-18-513,RFA-DK-18-513,RFA-DK-18-513,RFA-DK-18-513"
7787758,m,w,"9814482,10453434,10453436,10009355,10009356","1845000.0,1605000.0,1605000.0,1845000.0,1845000.0","RFA-ES-18-012,RFA-ES-18-012,RFA-ES-18-012,RFA-ES-18-012,RFA-ES-18-012"
9978686,f,w,"9925783,9580260,10449365,10163762,9737783","430500.0,437500.0,374500.0,406000.0,430500.0","RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008"
8672642,f,w,"7900933,7900934,8118293,8118295,8118296","1460000.0,1460000.0,1440000.0,1440000.0,1440000.0","RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004"
10675746,f,a,"10112258,9841256,9841258,9841259,9841260","2030000.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002"
7816432,m,w,"8969452,8354300,8528714,8669153,8850263","665000.0,548000.0,540000.0,532000.0,532000.0","RFA-HL-14-013,RFA-HL-12-019,RFA-HL-12-019,RFA-HL-12-019,RFA-HL-12-019"
7997152,m,w,"8074970,8501327,8076814,8583061,8501944","210000.0,202500.0,210000.0,205500.00000000003,205500.00000000003","RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024"
8377050,m,w,"8070317,8376417,7672076,7672073,7672072","432000.0,411000.00000000006,438000.0,438000.0,438000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9278724,m,a,"8677869,8895762,8306773,8667522,8795862","399000.0,399000.0,411000.00000000006,405000.0,405000.0","RFA-DC-11-002,RFA-DC-11-002,RFA-DC-11-002,RFA-DC-11-002,RFA-DC-11-002"
7853372,f,w,"10740956,10741217,9988694,8756316,8755131","329600.0,329600.0,310121.13,299250.0,299250.0","RFA-DA-23-018,RFA-DA-23-018,RFA-DA-20-020,RFA-DA-14-013,RFA-DA-14-013"
10393674,f,h,"8732926,9477416,9474052,9461944,9473739","332500.0,312500.0,312500.0,312500.0,312500.0","RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060"
10426145,m,w,"9593881,9781457,10212850,10212851,10213637","2812500.0,2767500.0,2610000.0,2610000.0,2610000.0","RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012"
10260511,f,w,"10524698,10705314,10093953,10094515,10095572","1070000.0,1030000.0,615000.0,615000.0,615000.0","RFA-NS-22-009,RFA-NS-22-009,RFA-AG-20-033,RFA-AG-20-033,RFA-AG-20-033"
10707971,m,b,"9913390,9484496,9484404,9484500,9484495","1168500.0,1187500.0,1187500.0,1187500.0,1187500.0","RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
9478451,m,w,"8274641,7845961,8129592,8269071,8274643","342500.0,360000.0,350000.0,342500.0,342500.0","RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005"
8611916,m,w,"10374739,10584508,10442030,10442029,10612961","802500.0,772500.0,802500.0,802500.0,772500.0","RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004"
8450250,m,w,"8263077,8828188,8840243,8840247,8840252","2466000.0,2394000.0,2394000.0,2394000.0,2394000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
7938809,m,w,"8319759,7790849,8365087,8365088,7761113","6650000.0,6935000.0,6650000.0,6650000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
8705391,m,w,"10618816,10259795,10199937,10643966,10199935","515000.0,580000.0,580000.0,515000.0,580000.0","RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001"
8211337,f,w,"8211719,8332288,8211247,8211337,8211347","490000.0,479500.00000000006,490000.0,490000.0,490000.0","RFA-DE-12-001,RFA-DE-12-001,RFA-DE-12-001,RFA-DE-12-001,RFA-DE-12-001"
8876650,m,w,"10618220,10633134,10618186,10618196,10618204","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-DK-18-020,RFA-DK-18-020,RFA-DK-18-020,RFA-DK-18-020,RFA-DK-18-020"
9737974,f,a,"9528656,9514222,9532271,9527856,9514221","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8380869,m,w,"7910672,8106329,7910678,8075534,8075533","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-AI-07-001,RFA-AI-07-001,RFA-AI-07-001,RFA-AI-07-001,RFA-AI-07-001"
8235235,f,w,"9151771,9348395,9495599,9495605,9041307","917000.0,875000.0,875000.0,875000.0,931000.0","RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009"
9110809,m,b,"9284233,10149232,10131128,10131129,10132968","625000.0,580000.0,580000.0,580000.0,580000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
7928820,m,w,"7928829,8141421,7928840,7928839,7928838","1095000.0,1050000.0,1095000.0,1095000.0,1095000.0","RFA-DK-07-003,RFA-DK-07-003,RFA-DK-07-003,RFA-DK-07-003,RFA-DK-07-003"
9229818,m,w,"10120653,10143208,9794266,9706594,9706567","232000.0,232000.0,246000.0,246000.0,246000.0","RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002"
9952381,f,w,"9980196,9671929,9667459,9669069,9670121","922500.0,922500.0,922500.0,922500.0,922500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
8517254,f,h,"8709281,8045681,8045719,8045718,8045682","3145500.0,3355200.0,3355200.0,3355200.0,3355200.0","RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002"
9707164,m,a,"8840242,9043087,9056485,9056492,9043076","2394000.0,2358000.0,2358000.0,2358000.0,2358000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
9526967,m,w,"9962203,9528416,9526368,9526977,9539936","1353000.0,1375000.0,1375000.0,1375000.0,1375000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
8830597,f,w,"8197556,7576692,7570701,7560052,7578319","274000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
8432558,f,b,"8602768,8432558,8787447,8432715,8432693","4655000.0,4725000.0,4655000.0,4725000.0,4725000.0","RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002"
9267945,m,w,"7992328,8098079,8098670,8123369,8111094","432000.0,420000.0,420000.0,420000.0,420000.0","RFA-HS-10-002,RFA-HS-10-002,RFA-HS-10-002,RFA-HS-10-002,RFA-HS-10-002"
10686097,f,w,"9542390,9549142,9763656,9694731,9403965","281250.0,281250.0,276750.0,276750.0,281250.0","RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560"
8574506,m,w,"10049387,10548862,10584506,10584505,10584501","869999.9999999999,772500.0,772500.0,772500.0,772500.0","RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004"
10044533,f,a,"8307505,8532854,8149926,8014602,8699693","913790.0,900450.0000000001,933800.0,960480.0,887110.0","RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026"
7937968,f,b,"7942838,7933944,7936150,7936263,7933941","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
8527853,m,w,"10206329,10425505,10198144,10701920,10701721","562600.0,518950.00000000006,562600.0,499550.0,499550.0","RFA-HL-21-011,RFA-HL-21-011,RFA-HL-21-011,RFA-HL-21-011,RFA-HL-21-011"
9548409,f,w,"8924793,9548409,9132020,8858137,10937015","1330000.0,1250000.0,1310000.0,1330000.0,257500.0","RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-FD-23-013"
8711728,m,w,"8322733,8520392,8116078,7796875,8133733","685000.0,675000.0,700000.0,720000.0,700000.0","RFA-LM-08-001,RFA-LM-08-001,RFA-LM-08-001,RFA-LM-08-001,RFA-LM-08-001"
10672705,m,w,"10672796,10673353,10672706,10672794,10672795","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-22-011,RFA-DK-22-011,RFA-DK-22-011,RFA-DK-22-011,RFA-DK-22-011"
10665942,m,w,"9981112,9828995,9839695,10078603,10580708","61500.0,61500.0,61500.0,57999.99999999999,51500.0","RFA-CA-17-014,RFA-CA-17-014,RFA-CA-17-014,RFA-CA-17-014,RFA-CA-17-014"
8872957,m,w,"10668997,10407838,10407867,10407866,10407865","1030000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
9267910,m,w,"10793945,10793863,10793954,10793955,10794123","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-22-075,RFA-AI-22-075,RFA-AI-22-075,RFA-AI-22-075,RFA-AI-22-075"
9319725,m,w,"9688537,9697328,10176453,10176454,10176455","922500.0,922500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-DK-17-001,RFA-DK-17-001,RFA-DK-17-001,RFA-DK-17-001,RFA-DK-17-001"
7892977,f,w,"8144930,8144929,8153856,8535265,8321591","1400000.0,1400000.0,1400000.0,1350000.0,1370000.0","RFA-DA-10-018,RFA-DA-10-018,RFA-DA-10-018,RFA-DA-10-018,RFA-DA-10-018"
7941808,f,h,"7837342,7808933,7827169,7830671,7829405","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9352694,f,a,"10534651,10688078,10535197,10684235,10684298","181900.0,175100.0,181900.0,175100.0,175100.0","RFA-HD-22-021,RFA-HD-22-021,RFA-HD-22-021,RFA-HD-22-021,RFA-HD-22-021"
8173807,m,w,"7625193,8365089,8073407,8365115,8365116","6935000.0,6650000.0,6840000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
9930147,f,w,"9930143,10147148,10406905,9930455,9949776","7330800.0,6913599.999999999,6377200.0,7330800.0,7330800.0","RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014"
8726320,f,w,"10241274,9999522,10417361,10469402,10638756","812000.0,861000.0,812000.0,749000.0,749000.0","RFA-FD-19-013,RFA-FD-19-013,RFA-FD-19-013,RFA-FD-19-013,RFA-FD-19-013"
8033868,f,w,"8381984,8537389,8378210,8378010,8294991","171250.0,168750.0,171250.0,171250.0,171250.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
7782768,m,w,"7761618,7761337,7761183,7761336,7761157","219000.0,219000.0,219000.0,219000.0,219000.0","RFA-AI-08-053,RFA-AI-08-053,RFA-AI-08-053,RFA-AI-08-053,RFA-AI-08-053"
9987626,m,a,"9114119,8899514,8899511,9115853,8899509","982500.0,997500.0,997500.0,997500.0,997500.0","RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008"
10335887,m,w,"8382051,9303538,9301102,9322730,9206332","2466000.0,2358000.0,2358000.0,2358000.0,2358000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8830369,f,w,"9686377,9918402,10392364,10392365,10392366","1230000.0,1230000.0,1070000.0,1070000.0,1070000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9162008,f,w,"8305150,7912897,8309360,8486463,8472506","685000.0,720000.0,685000.0,675000.0,675000.0","RFA-HD-08-008,RFA-HD-08-008,RFA-HD-08-008,RFA-HD-08-008,RFA-HD-08-008"
10164172,f,w,"10610484,10457670,10612474,10450573,10444016","772500.0,802500.0,772500.0,802500.0,802500.0","RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020"
8081296,m,w,"8365075,8365013,8257127,8092544,8074470","3266666.2,3266666.2,3196666.2100000004,3266666.2,3266666.2","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
9364332,m,w,"10095260,10264171,10093414,10093338,10095020","61500.0,57999.99999999999,61500.0,61500.0,61500.0","RFA-AG-20-027,RFA-AG-20-027,RFA-AG-20-027,RFA-AG-20-027,RFA-AG-20-027"
8865707,m,w,"8338822,8885926,9308007,8539105,9103213","2397500.0,2327500.0,2187500.0,2362500.0,2292500.0","RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009"
8507238,m,w,"8053904,8053782,8055035,8055044,7903621","616000.0,616000.0,616000.0,616000.0,633600.0","RFA-HD-09-026,RFA-HD-09-026,RFA-HD-09-026,RFA-HD-09-026,RFA-HD-09-026"
7798138,m,w,"10600117,10159273,10617828,10617824,10617822","1030000.0,1160000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9525227,f,h,"9325393,9171897,9170763,9172554,9172133","1375000.0,1441000.0,1441000.0,1441000.0,1441000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
9589949,f,h,"9927973,10413034,10165449,9753104,9597601","861000.0,749000.0,812000.0,861000.0,875000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
8391974,m,w,"10206674,10681256,10677850,10677844,10677841","754000.0,669500.0,669500.0,669500.0,669500.0","RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005"
10646261,m,w,"8793019,9544765,8793021,8793020,8793023","9975000.0,9375000.0,9975000.0,9975000.0,9975000.0","RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001"
9750733,f,h,"9320926,9535329,9118209,9119001,9332267","875000.0,875000.0,917000.0,917000.0,917000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
10758084,m,w,"9474638,9212423,9474639,9474640,9474632","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-HD-16-002,RFA-HD-16-002,RFA-HD-16-002,RFA-HD-16-002,RFA-HD-16-002"
9519802,f,b,"8912347,8713892,8324534,8326073,8526337","436230.0,442890.0,456210.00000000006,456210.00000000006,449550.00000000006","RFA-AG-11-004,RFA-AG-11-004,RFA-AG-11-004,RFA-AG-11-004,RFA-AG-11-004"
10624199,f,w,"9990556,9750696,9180273,9180271,9180272","799500.0,799500.0,851500.0,851500.0,851500.0","RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021"
8566006,m,w,"10458592,10249340,10249344,10249345,10681266","695500.0,754000.0,754000.0,754000.0,669500.0","RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005"
8451489,m,w,"9056490,8263109,8833281,8828187,8840245","2358000.0,2466000.0,2394000.0,2394000.0,2394000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
7680460,f,w,"8934131,9274846,9403943,9390754,9392190","332500.0,312500.0,312500.0,312500.0,312500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
9462171,m,w,"9275178,9537651,9774200,9774201,9774202","937500.0,937500.0,922500.0,922500.0,922500.0","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
7993923,m,w,"8913107,8550801,8868954,8414034,8413975","997500.0,1012500.0,997500.0,1027500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9256414,m,h,"9352740,9745507,9751711,9751710,9751709","1375000.0,1353000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
9546669,m,w,"8794412,8617223,9000120,8509163,9213339","997500.0,997500.0,982500.0,1012500.0,937500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
8005627,m,a,"7862326,7555583,7692271,9015478,8629791","1440000.0,1460000.0,1460000.0,5240000.0,5320000.0","RFA-MH-08-110,RFA-MH-08-110,RFA-MH-08-111,RFA-MH-13-010,RFA-MH-13-010"
9250759,m,w,"9532495,9989105,10018505,10246449,10246450","937500.0,922500.0,922500.0,869999.9999999999,869999.9999999999","RFA-DK-17-007,RFA-DK-17-007,RFA-DK-17-007,RFA-DK-17-007,RFA-DK-17-007"
7892589,m,w,"7912988,7681738,7916837,7938619,7916845","1440000.0,1460000.0,1440000.0,1440000.0,1440000.0","RFA-HS-07-004,RFA-HS-07-004,RFA-HS-07-004,RFA-HS-07-004,RFA-HS-07-004"
9867656,f,a,"9530594,9301498,9449404,9513473,9477943","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002"
8564760,f,b,"10706421,10708919,10706418,10597899,10597853","1030000.0,1030000.0,1030000.0,1070000.0,1070000.0","RFA-MD-22-007,RFA-MD-22-007,RFA-MD-22-007,RFA-MD-22-007,RFA-MD-22-007"
9004629,m,w,"8739107,9197999,9197989,9198001,9198000","997500.0,937500.0,937500.0,937500.0,937500.0","RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023"
9493482,m,w,"10126014,9986470,9753672,9929586,9753619","232000.0,246000.0,246000.0,246000.0,246000.0","RFA-ES-19-009,RFA-ES-19-009,RFA-ES-18-006,RFA-ES-18-006,RFA-ES-18-006"
9509521,m,a,"9743693,9393866,10223169,10205411,9525284","615000.0,625000.0,580000.0,615000.0,625000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
8016148,m,w,"8016149,8016146,8016145,8016130,8015818","1296000.0,1296000.0,1296000.0,1296000.0,1296000.0","RFA-HS-10-011,RFA-HS-10-011,RFA-HS-10-011,RFA-HS-10-011,RFA-HS-10-011"
9926734,f,w,"9693081,10207418,9484908,9484907,9483501","1168500.0,1102000.0,1187500.0,1187500.0,1187500.0","RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
7798754,m,w,"9119054,9317526,9536880,8930466,8792948","196500.0,187500.0,187500.0,199500.0,199500.0","RFA-HL-14-020,RFA-HL-14-020,RFA-HL-14-020,RFA-HL-14-020,RFA-HL-14-020"
9532238,f,a,"9985872,9527439,9250166,9276028,9253418","922500.0,937500.0,937500.0,937500.0,937500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
8364908,m,a,"8364946,8364950,8364944,8364943,8364942","1050000.0,1050000.0,1050000.0,1050000.0,1050000.0","RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005"
10088137,m,w,"9352457,9236973,9506944,10088137,9946863","28820000.0,28820000.0,33750000.0,33210000.0,33210000.0","RFA-DK-15-506,RFA-DK-15-506,RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-508"
8141325,m,w,"8078987,7783755,7567634,7568123,7568134","560000.0,548000.0,584000.0,584000.0,584000.0","RFA-FD-08-001,RFA-FD-08-001,RFA-FD-08-001,RFA-FD-08-001,RFA-FD-08-001"
9537570,f,b,"10559687,9841256,9841258,9841259,9841260","1802500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002"
10687084,m,w,"10437794,10701014,9804541,9804605,9804606","1070000.0,1030000.0,1230000.0,1230000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
8819041,m,a,"9234312,8254331,8258654,8259091,8255343","1783055.41,1864722.07,1864722.07,1864722.07,1864722.07","RFA-HD-10-015,RFA-HD-10-015,RFA-HD-10-015,RFA-HD-10-015,RFA-HD-10-015"
10483217,m,w,"8340847,8516949,8517546,8339608,8341989","68500.0,67500.0,67500.0,68500.0,68500.0","RFA-AG-12-002,RFA-AG-12-002,RFA-AG-12-002,RFA-AG-12-002,RFA-AG-12-002"
