APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-x_o_w,APPVAL_RECS_bert-x_o_w,FOA_RECS_bert-x_o_w
10208856,m,h,"9573392,9762081,10408187,9748489,10454305","250000.0,246000.0,267500.0,307500.0,267500.0","RFA-DE-18-006,RFA-DE-18-006,RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005"
10197904,m,a,"9081590,9547631,9334851,9552803,9336385","1310000.0,1250000.0,1250000.0,1250000.0,1310000.0","RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013"
8520046,m,w,"10364715,10583466,10005716,10005715,10005714","535000.0,515000.0,615000.0,615000.0,615000.0","RFA-HD-20-015,RFA-HD-20-015,RFA-HD-20-015,RFA-HD-20-015,RFA-HD-20-015"
9332366,f,w,"9828435,10474617,10002145,10463994,10229484","430500.0,374500.0,430500.0,406000.0,406000.0","RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508"
8920545,m,w,"10234116,9995460,10470777,9608674,9608084","290000.0,307500.0,267500.0,312500.0,312500.0","RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509"
10013563,m,w,"8754322,8926440,8756251,8901173,8916722","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007"
7778742,m,w,"9174712,9174675,9174426,9174711,9173671","982500.0,982500.0,982500.0,982500.0,982500.0","RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010"
8849042,m,w,"9753824,9325405,9320972,9325408,9321090","1353000.0,1375000.0,1375000.0,1375000.0,1375000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
8879187,f,b,"8711543,8528703,8213521,8274746,8246990","332500.0,337500.0,342500.0,342500.0,342500.0","RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024"
9612492,m,w,"9534476,9534471,9534469,9534477,9747177","250000.0,250000.0,250000.0,250000.0,246000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
7903428,f,w,"10559718,10331040,10381666,10381667,10381668","515000.0,535000.0,535000.0,535000.0,535000.0","RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002"
8920695,m,h,"8379883,9134959,8548288,8548289,8537383","171250.0,166250.0,168750.0,168750.0,168750.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
10245896,m,a,"9058016,8858611,8868082,9334847,9275954","425750.0,432250.0,432250.0,406250.0,406250.0","RFA-RM-12-026,RFA-RM-12-026,RFA-RM-12-026,RFA-RM-12-026,RFA-RM-12-026"
7573426,m,w,"10424549,10025551,10033596,10625462,10665013","428000.0,492000.0,492000.0,412000.0,412000.0","RFA-HL-20-016,RFA-HL-20-016,RFA-HL-20-016,RFA-HL-20-016,RFA-HL-20-016"
7656696,m,h,"10701083,10630618,8726388,8911824,8911303","128750.0,133750.0,53200.0,53200.0,53200.0","RFA-LM-22-001,RFA-LM-22-001,RFA-DK-11-014,RFA-DK-11-014,RFA-DK-11-014"
8376563,m,w,"10199940,9720384,10700038,10700039,10700041","580000.0,615000.0,515000.0,515000.0,515000.0","RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001"
9100656,m,h,"10146540,9293239,9720815,9720813,9720811","147600.0,150000.0,147600.0,147600.0,147600.0","RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007"
9067860,m,w,"9067860,9548166,8840748,8932663,8729544","1310000.0,1250000.0,1330000.0,1330000.0,1350000.0","RFA-CA-15-010,RFA-CA-15-010,RFA-CA-14-002,RFA-CA-14-002,RFA-CA-12-001"
10439933,f,w,"10358068,10359870,10893673,10569646,10543559","266430.0,266430.0,256470.0,256470.0,256470.0","RFA-CA-20-056,RFA-CA-20-056,RFA-CA-20-056,RFA-CA-20-056,RFA-CA-20-056"
9893850,f,w,"10684229,10474478,10491243,10541061,10684278","515000.0,535000.0,535000.0,535000.0,515000.0","RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046"
9852507,f,w,"10818740,10817423,9654469,9901363,10180770","772500.0,772500.0,562500.0,553500.0,553500.0","RFA-MD-23-008,RFA-MD-23-008,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002"
7750586,m,w,"7934652,8127758,7761157,7760837,8476707","216000.0,210000.0,219000.0,219000.0,210000.0","RFA-AI-08-053,RFA-AI-08-053,RFA-AI-08-053,RFA-AI-08-053,RFA-AI-08-053"
9752514,m,w,"8721930,9096662,9096661,9104148,9116628","997500.0,982500.0,982500.0,982500.0,982500.0","RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008"
9547256,m,w,"9991741,9749019,10649946,9980776,9980779","430500.0,430500.0,374500.0,430500.0,430500.0","RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008"
10691911,m,w,"10709535,10707140,10680530,10680536,10680539","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002"
9989552,m,w,"8735850,8729544,8449065,8633360,8840748","1330000.0,1350000.0,1370000.0,1350000.0,1330000.0","RFA-CA-12-001,RFA-CA-12-001,RFA-CA-12-001,RFA-CA-12-023,RFA-CA-14-002"
8365163,m,w,"8109369,8109383,8133831,8068872,8092785","6650000.0,6650000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
7905197,m,w,"8080192,8056125,7902201,7938009,7884269","350000.0,350000.0,360000.0,360000.0,360000.0","RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003"
9533996,f,w,"9468350,9902831,9689073,9689074,8899330","1875000.0,1845000.0,1845000.0,1845000.0,1995000.0","RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004"
8056801,f,w,"8578090,7764470,7764477,7743199,7767521","997500.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-DK-08-002,RFA-DK-08-002,RFA-DK-08-002,RFA-DK-08-002,RFA-DK-08-002"
9475082,f,w,"9343411,9337399,9338206,9482413,9351153","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
7797602,f,b,"10336442,10533818,9812531,9812018,9811666","53500.0,51500.0,61500.0,61500.0,61500.0","RFA-MD-18-007,RFA-MD-18-007,RFA-MD-18-007,RFA-MD-18-007,RFA-MD-18-007"
8691551,m,w,"9275942,8599290,8728169,8728171,8704158","311250.0,336150.0,331170.0,331170.0,331170.0","RFA-HS-13-002,RFA-HS-13-002,RFA-HS-13-002,RFA-HS-13-002,RFA-HS-13-002"
7658237,m,w,"8124979,8210135,7826643,7826668,8114133","490000.0,504000.0,504000.0,504000.0,490000.0","RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010"
8375469,f,w,"8134709,8566335,8437255,8447100,8437259","432000.0,405000.0,405000.0,405000.0,405000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9900325,f,h,"8752056,8754322,8926440,8916722,8901173","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007"
8659423,m,w,"8263116,8263076,8289723,8263161,8262912","2466000.0,2466000.0,2466000.0,2466000.0,2466000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
9978601,m,w,"10458121,10038236,10038022,10038021,10038020","802500.0,922500.0,922500.0,922500.0,922500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
8399839,m,w,"10530271,10528347,10694919,10707966,10707960","535000.0,535000.0,515000.0,515000.0,515000.0","RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024"
9565766,m,w,"9469489,9044571,9084551,9044566,9061410","1000000.0,1048000.0,1048000.0,1048000.0,1048000.0","RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002"
9317706,f,w,"8167468,8066329,8359700,8359701,8359702","288000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
9514768,f,w,"8848710,8849318,8846175,8849138,8849042","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
9550778,m,b,"10770832,10770711,9379211,9377855,9379210","515000.0,515000.0,187500.0,187500.0,187500.0","RFA-DE-23-013,RFA-DE-23-013,RFA-CA-16-012,RFA-CA-16-012,RFA-CA-16-012"
8066691,m,h,"9276820,8796932,8794123,8796585,8798404","312500.0,332500.0,332500.0,332500.0,332500.0","RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214"
9414391,m,w,"9430880,9429358,9569726,9568823,9914200","62500.0,62500.0,62500.0,62500.0,123000.0","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-AG-19-003"
9608711,m,w,"7878744,7812141,8231792,7882867,7615108","360000.0,360000.0,360000.0,365000.0,365000.0","RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002"
10404437,m,w,"9767031,10247748,10022107,10022106,10022104","1230000.0,1160000.0,1230000.0,1230000.0,1230000.0","RFA-AR-17-001,RFA-AR-17-001,RFA-AR-17-001,RFA-AR-17-001,RFA-AR-17-001"
9522003,m,w,"10481863,10670167,10673774,10673812,10673816","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
9263859,f,w,"9318442,9751715,9753085,9753084,9753081","1375000.0,1353000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
10525192,f,w,"10729389,10729384,10705782,10705788,10705796","1545000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048"
8790574,m,h,"9476609,9619408,10075306,9843563,9734185","624998.75,614998.77,579998.84,614998.77,614998.77","RFA-HL-18-004,RFA-HL-18-004,RFA-HL-18-004,RFA-HL-18-004,RFA-HL-14-024"
9644048,f,a,"8885651,8768731,8768636,8766909,8882257","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
8461242,f,w,"8427339,8517107,8432477,8516000,8515997","1012500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-DK-08-002,RFA-DK-08-002,RFA-DK-08-002,RFA-DK-08-002,RFA-DK-08-002"
9085450,m,w,"8731280,8885926,8550171,8338822,9308007","2327500.0,2327500.0,2397500.0,2397500.0,2187500.0","RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009"
7941872,m,w,"7937881,7810228,7828742,7820122,7831856","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
8894056,m,w,"8416344,8824547,8606864,8603252,8701328","1012500.0,997500.0,997500.0,997500.0,997500.0","RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018"
9052094,f,w,"9326885,9755289,9755292,9751687,9751685","1375000.0,1353000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
9985190,m,b,"9567509,9567936,9337096,9368956,9337097","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-CA-15-007,RFA-CA-15-007,RFA-CA-15-007,RFA-CA-15-007,RFA-CA-15-007"
9352740,m,w,"10458121,10038236,10038022,10038021,10038020","802500.0,922500.0,922500.0,922500.0,922500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
8690906,m,w,"9071775,9292340,9251871,9492988,9296164","982500.0,937500.0,937500.0,937500.0,937500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
9557571,f,w,"9495581,9340008,9340016,9134185,9133165","875000.0,875000.0,875000.0,917000.0,917000.0","RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016"
8377944,m,w,"8621162,8734466,9145281,9145276,9145282","1350000.0,1330000.0,1310000.0,1310000.0,1310000.0","RFA-AR-13-012,RFA-AR-13-012,RFA-AR-13-012,RFA-AR-13-012,RFA-AR-13-012"
7856355,f,w,"9350522,9475022,9759461,9669903,9475072","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
8284352,m,h,"7758242,7560195,8390149,8447513,8416435","648000.0,657000.0,350000.0,337500.0,337500.0","RFA-DA-08-001,RFA-DA-08-001,RFA-NS-11-003,RFA-NS-11-003,RFA-NS-11-003"
7764313,f,w,"10642945,10462788,10642940,10642939,10614399","1030000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009"
10499403,m,w,"10674937,10512736,10499405,10499406,10499407","154500.0,160500.0,160500.0,160500.0,160500.0","RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015"
8337273,m,w,"10204071,10251146,10657750,10047366,10046759","348000.0,348000.0,309000.0,369000.0,369000.0","RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006"
8707989,f,w,"8182416,7789013,7812876,7812886,7812888","3240000.0,3285000.0,3285000.0,3285000.0,3285000.0","RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009"
8231456,m,h,"8853001,8851786,8849086,8852388,8852457","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8642228,m,w,"10907172,10524770,10413694,10573766,10450438","257500.0,257500.0,267500.0,515000.0,535000.0","RFA-FD-22-002,RFA-FD-22-002,RFA-FD-22-002,RFA-OD-21-002,RFA-OD-21-002"
9096099,f,w,"10714530,10713311,10714535,10714534,10714533","1545000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014"
9207637,f,w,"10740364,10707213,10631646,10630593,10599746","515000.0,515000.0,515000.0,535000.0,267401.39","RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-003"
8440888,m,w,"8850278,9686519,9265744,9318400,9246403","1330000.0,1230000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10065441,m,w,"9105753,9323489,9757795,9563295,8990689","1441000.0,1375000.0,1353000.0,1375000.0,1463000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
10622128,f,w,"8773898,8771920,9996470,9999437,9117365","2327500.0,2327500.0,2152500.0,2152500.0,2292500.0","RFA-AI-13-006,RFA-AI-13-006,RFA-AI-13-006,RFA-AI-13-006,RFA-AI-13-006"
9815293,f,w,"10293050,10487499,10485282,10474630,10472043","348000.0,321000.0,321000.0,321000.0,321000.0","RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006"
10003455,m,w,"9150569,9051168,10202325,9415526,9415871","262000.0,266000.0,369000.0,375000.0,375000.0","RFA-RM-15-002,RFA-RM-15-002,RFA-RM-16-003,RFA-RM-16-003,RFA-RM-16-003"
10700012,m,a,"10458160,10647823,10647834,10647838,10646398","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-HD-22-004,RFA-HD-22-004,RFA-HD-22-004,RFA-HD-22-004,RFA-HD-22-004"
9546849,m,w,"7918029,7777218,7917485,8083148,7772423","288000.0,292000.0,288000.0,288000.0,292000.0","RFA-DA-09-009,RFA-DA-09-009,RFA-DA-09-009,RFA-DA-09-009,RFA-DA-09-009"
10406901,f,w,"10406319,10162325,9692771,9692769,9692768","6377200.0,6913599.999999999,7330800.0,7330800.0,7330800.0","RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014"
8210201,m,w,"8210319,8210201,8210341,8209792,8485571","280000.0,280000.0,280000.0,280000.0,270000.0","RFA-AG-11-010,RFA-AG-11-010,RFA-AG-11-010,RFA-AG-11-010,RFA-AG-11-010"
10155547,m,w,"9736731,9763649,9145259,9145100,9145725","922500.0,922500.0,982500.0,982500.0,982500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
10380652,f,w,"10544317,10350583,10350585,10350586,10544315","1287500.0,1337500.0,1337500.0,1337500.0,1287500.0","RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002"
8328121,m,w,"7943167,7938718,8144939,7616961,8150047","1825000.0,1800000.0,1750000.0,1825000.0,1800000.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
9728688,f,w,"10626824,10187519,10403593,10427219,10427336","875500.0,986000.0,909500.0,909500.0,909500.0","RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028"
9762768,f,a,"9978589,9980230,9172467,9172412,9172534","1353000.0,1353000.0,1441000.0,1441000.0,1441000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
10366039,m,w,"10169874,10357967,10583460,10583458,10577809","1605000.0,1605000.0,1545000.0,1545000.0,1545000.0","RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001"
8525585,m,w,"8183150,8182529,8188836,8186130,8183624","700000.0,700000.0,700000.0,700000.0,685000.0","RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011"
9149219,m,w,"10251870,10058983,10259766,10455057,10455589","812000.0,861000.0,812000.0,749000.0,749000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
9546829,f,w,"10650016,10167095,10438910,10213963,10221177","515000.0,922500.0,374500.0,430500.0,430500.0","RFA-HS-22-001,RFA-DK-20-015,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001"
10578760,m,w,"10565872,10349839,7897216,7487362,7927824","515000.0,535000.0,292000.0,292000.0,292000.0","RFA-AI-20-055,RFA-AI-20-055,RFA-AI-07-008,RFA-AI-07-008,RFA-AI-07-008"
7942235,m,w,"8501590,7942242,7942238,7942236,7903507","1012500.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016"
10707158,m,w,"10707538,10518248,10707543,10517145,10517258","875500.0,909500.0,875500.0,909500.0,909500.0","RFA-CA-21-052,RFA-CA-21-052,RFA-CA-21-052,RFA-CA-21-052,RFA-CA-21-052"
7919773,m,w,"7961323,8287018,8109383,8365163,8365164","6935000.0,6507500.000000001,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
8527695,f,w,"9899930,9990699,9982775,9982774,9982773","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10351931,f,w,"9840758,9840755,9839912,9839913,9839914","2152500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002"
8119685,m,a,"7797129,7938709,8119685,8118867,7805955","766500.0,756000.0,735000.0,735000.0,766500.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8622224,8227939,8588359,8611811,8593322","249375.0,256875.00000000003,249375.0,249375.0,249375.0","RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002"
8666752,m,w,"9689448,9689449,9536297,9694533,9536438","246000.0,246000.0,250000.0,250000.0,250000.0","RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004"
7714604,m,w,"7866713,7858135,7923540,7676224,7676227","360000.0,360000.0,365000.0,365000.0,365000.0","RFA-HG-07-016,RFA-HG-07-016,RFA-HG-07-016,RFA-HG-07-016,RFA-HG-07-016"
9854274,m,a,"10393600,9933610,10649426,10164866,8681512","321000.0,369000.0,309000.0,348000.0,1489600.0","RFA-OD-19-011,RFA-OD-19-011,RFA-OD-19-011,RFA-OD-19-011,RFA-LM-11-001"
7637402,f,w,"7781398,7848268,8388428,8141244,8024556","720000.0,720000.0,700000.0,700000.0,700000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
9193285,m,w,"9537708,9494707,10079305,9506823,9308002","500000.0,500000.0,492000.0,500000.0,500000.0","RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004"
8543632,f,w,"10083222,10075973,9673950,9675066,9851956","290000.0,290000.0,307500.0,307500.0,307500.0","RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011"
9699505,m,w,"8274641,7845961,8129592,8269071,8274643","342500.0,360000.0,350000.0,342500.0,342500.0","RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005"
10160883,f,w,"10407759,10407843,10408485,10408484,10408481","1070000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
8851574,m,w,"9514114,9980371,9932970,9932971,9932972","187500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
9717295,m,w,"8735924,9100731,9107526,9104056,9119111","332500.0,327500.0,327500.0,327500.0,327500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
8538309,m,a,"7627305,7673935,7691393,7632039,7893832","365000.0,365000.0,365000.0,365000.0,360000.0","RFA-CA-06-003,RFA-CA-06-003,RFA-CA-06-003,RFA-CA-06-003,RFA-CA-06-003"
8663557,m,h,"7798242,7692847,7940246,7940443,7692069","288000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-08-007,RFA-CA-08-007,RFA-CA-08-007,RFA-CA-08-007,RFA-CA-08-007"
8659452,m,w,"8263161,8723394,9043080,9043082,9056491","2466000.0,2430000.0,2358000.0,2358000.0,2358000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8499148,f,w,"8900914,8269206,8478028,8535603,8715948","997500.0,1027500.0,1012500.0,1012500.0,1012500.0","RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014"
10201577,m,a,"10200023,10018849,10478886,10429993,10414980","928000.0,984000.0,856000.0,856000.0,856000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10090965,f,h,"10091665,10264033,10656192,10646506,10646448","307500.0,290000.0,257500.0,257500.0,257500.0","RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036"
9350668,f,a,"9091391,8551820,8549276,8545670,9115714","655000.0,675000.0,675000.0,675000.0,655000.0","RFA-RM-11-004,RFA-RM-11-004,RFA-RM-11-004,RFA-RM-11-004,RFA-RM-11-004"
9109284,m,w,"9135230,9334614,9334612,9334597,9334592","982500.0,937500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"9355673,9748872,9355675,9355680,9355681","1000000.0,984000.0,1000000.0,1000000.0,1000000.0","RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013"
7942791,m,w,"7935296,7938595,7833378,7815825,7817957","1440000.0,1440000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9969469,m,h,"9036603,9144438,9248431,8899321,9901569","66500.0,65500.0,437500.0,465500.0,430500.0","RFA-LM-15-002,RFA-LM-15-002,RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004"
7626596,m,w,"8311411,8914660,8870950,8711728,8463320","1370000.0,1330000.0,1330000.0,337500.0,342500.0","RFA-HG-11-015,RFA-HG-11-015,RFA-HG-11-015,RFA-RM-10-005,RFA-RM-10-005"
10134824,f,w,"8378015,8090642,8378206,8378212,8065765","171250.0,180000.0,171250.0,171250.0,180000.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
9813755,m,a,"10421477,10263317,10296007,10295857,10264921","107000.0,116000.0,116000.0,116000.0,116000.0","RFA-DK-19-026,RFA-DK-19-026,RFA-DK-19-026,RFA-DK-19-026,RFA-DK-19-026"
7924597,m,w,"8504896,8323527,8727960,8702054,8200205","675000.0,685000.0,665000.0,665000.0,700000.0","RFA-AA-11-002,RFA-AA-11-002,RFA-AA-11-002,RFA-AA-11-002,RFA-AA-11-002"
7937028,m,w,"7818108,7815889,7827241,7818686,7817295","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
