APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_biomedbert_r_w,APPVAL_RECS_biomedbert_r_w,FOA_RECS_biomedbert_r_w
10197904,m,a,"9547631,9352415,9336385,9334851,9552803","1250000.0,1310000.0,1310000.0,1250000.0,1250000.0","RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013"
8520046,m,w,"8973253,8974735,8410488,8399017,8458887","196500.0,196500.0,202500.0,202500.0,202500.0","RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020"
9332366,f,w,"10002145,10015258,9828435,10463994,10229484","430500.0,430500.0,430500.0,406000.0,406000.0","RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508"
8920545,m,w,"8920547,9325497,9325501,9325495,8627315","332500.0,312500.0,312500.0,312500.0,337500.0","RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
10013563,m,w,"8929128,8929134,8797794,8799700,8795539","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AG-14-006,RFA-AG-14-006,RFA-AG-14-006,RFA-AG-14-006,RFA-AG-14-006"
7778742,m,w,"9766298,10197920,9589558,9589556,9589557","369000.0,348000.0,375000.0,375000.0,375000.0","RFA-RM-17-014,RFA-RM-17-014,RFA-RM-17-014,RFA-RM-17-014,RFA-RM-17-014"
8849042,m,w,"9519723,9462780,9480675,9462787,9519715","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8879187,f,b,"9372571,9685945,9372087,9482112,9482564","187500.0,184500.0,187500.0,187500.0,187500.0","RFA-HL-17-015,RFA-HL-17-015,RFA-HL-17-015,RFA-HL-17-015,RFA-HL-17-015"
9612492,m,w,"10540963,10541708,10541710,10705685,10705741","214000.0,214000.0,214000.0,206000.0,206000.0","RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015"
7903428,f,w,"7915187,7903428,8119428,8119429,7915188","1781200.0,1781200.0,1756800.0,1756800.0,1756800.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"8728758,8555489,8381600,8381607,8381610","166250.0,171250.0,171250.0,171250.0,171250.0","RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001"
10245896,m,a,"7911680,7911689,7935572,7692303,7692302","360000.0,360000.0,365000.0,365000.0,365000.0","RFA-RM-07-015,RFA-RM-07-015,RFA-RM-07-015,RFA-RM-07-015,RFA-RM-07-015"
7573426,m,w,"7904165,8065940,7744586,8465277,8339476","360000.0,350000.0,365000.0,337500.0,342500.0","RFA-MH-09-080,RFA-MH-09-080,RFA-MH-09-080,RFA-MH-09-080,RFA-MH-09-080"
7656696,m,h,"9545013,8935910,8935888,9545015,9515949","3750000.0,3990000.0,3990000.0,3750000.0,3750000.0","RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016"
8376563,m,w,"9720384,10643963,10618820,10618816,10618813","615000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001"
9100656,m,h,"10304853,10130069,10142234,10070077,10070076","428000.0,492000.0,464000.0,464000.0,464000.0","RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046"
9067860,m,w,"7777412,7776863,8059617,8019500,7575186","432000.0,432000.0,420000.0,420000.0,438000.0","RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004"
10439933,f,w,"8189006,8336846,8332244,10487531,10492637","1050000.0,1027500.0,1027500.0,534998.93,534998.93","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-20-054,RFA-CA-20-054"
9893850,f,w,"9765880,10131155,10596565,9893850,10378747","615000.0,580000.0,515000.0,615000.0,535000.0","RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013"
9852507,f,w,"10038590,9765394,9925657,9929454,10128219","430500.0,430500.0,430500.0,430500.0,406000.0","RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004"
7750586,m,w,"7586207,7586673,7896949,8249500,8270301","292000.0,365000.0,365000.0,342500.0,342500.0","RFA-DE-08-004,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003"
9752514,m,w,"8433617,9116630,9116632,9116635,9315426","1027500.0,982500.0,982500.0,982500.0,982500.0","RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008"
9547256,m,w,"8078844,8117651,7916877,7659495,7681066","1400000.0,1400000.0,1460000.0,1460000.0,1460000.0","RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018"
10691911,m,w,"10475474,10707140,10705728,10705722,10705713","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002"
9989552,m,w,"10449905,10671574,9762097,9453342,9564894","321000.0,309000.0,1968000.0,2000000.0,2000000.0","RFA-RM-21-020,RFA-RM-21-020,RFA-RM-16-026,RFA-RM-16-026,RFA-RM-16-026"
8365163,m,w,"8490538,8173768,8250052,8250054,8319724","3149999.5500000003,3359999.52,3266666.2,3266666.2,3266666.2","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
7905197,m,w,"8116699,7758428,7925167,7925160,7682254","350000.0,360000.0,365000.0,365000.0,365000.0","RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003"
9533996,f,w,"10602737,10469111,10459661,10459662,10459871","1030000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013"
8056801,f,w,"8936230,9707724,9727906,9513314,9471342","532000.0,492000.0,492000.0,500000.0,500000.0","RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027"
9475082,f,w,"10526106,10729278,10705775,10705782,10705788","1605000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048"
7797602,f,b,"8774927,9204319,9274846,9196267,8639881","332500.0,312500.0,312500.0,312500.0,332500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
8691551,m,w,"8436125,8437083,8232944,8232539,8232164","2332125.0,2332125.0,2366675.0,2366675.0,2366675.0","RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001"
7658237,m,w,"8832093,8831438,8831247,8831876,8831107","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-RM-13-022,RFA-RM-13-022,RFA-RM-13-022,RFA-RM-13-022,RFA-RM-13-022"
8375469,f,w,"8447085,8037557,7672070,7672072,7672073","405000.0,432000.0,438000.0,438000.0,438000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9900325,f,h,"8797794,8929136,8799054,8929128,8929132","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AG-14-006,RFA-AG-14-006,RFA-AG-14-006,RFA-AG-14-006,RFA-AG-14-006"
8659423,m,w,"8109317,7902930,8121773,7851507,8109313","1188000.0,1204500.0,1188000.0,1188000.0,1188000.0","RFA-ES-06-012,RFA-ES-06-012,RFA-ES-06-012,RFA-ES-06-012,RFA-ES-06-012"
9978601,m,w,"10461867,10091228,10095390,10265545,10093706","428000.0,492000.0,492000.0,464000.0,307500.0","RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-038"
8399839,m,w,"9944541,9944527,9522140,9522141,9534657","246000.0,246000.0,250000.0,250000.0,250000.0","RFA-DK-15-014,RFA-DK-15-014,RFA-DK-15-014,RFA-DK-15-014,RFA-DK-15-014"
9565766,m,w,"8650842,8464117,9063987,9351635,9081597","1463000.0,1485000.0,1441000.0,1441000.0,1441000.0","RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001"
9317706,f,w,"9471342,9697755,8932879,8936248,8936230","500000.0,492000.0,532000.0,532000.0,532000.0","RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027"
9514768,f,w,"9298519,8700270,8673894,8673965,8673943","218750.0,232750.0,236250.00000000003,236250.00000000003,236250.00000000003","RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002"
9550778,m,b,"10253260,9342714,9248530,8928948,8928961","615000.0,625000.0,665000.0,665000.0,665000.0","RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010"
8066691,m,h,"8640226,9119111,9114680,9129767,9097820","337500.0,327500.0,327500.0,327500.0,327500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9414391,m,w,"10450087,9928881,9934086,9963133,10173608","3531000.0,4059000.0,4059000.0,4059000.0,3828000.0","RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
9608711,m,w,"9564831,9485706,9967910,9976414,9990636","312500.0,312500.0,307500.0,307500.0,307500.0","RFA-AA-17-016,RFA-AA-17-016,RFA-AA-17-016,RFA-AA-17-016,RFA-AA-17-016"
10404437,m,w,"10676790,10463722,10615212,10477235,10477231","515000.0,535000.0,515000.0,535000.0,535000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
9522003,m,w,"8539101,8740573,8263842,8740572,8740570","1350000.0,1330000.0,1400000.0,1330000.0,1330000.0","RFA-NS-11-004,RFA-NS-11-004,RFA-NS-11-004,RFA-NS-11-004,RFA-NS-11-004"
9263859,f,w,"8293689,8293766,8295029,8295030,8295031","1190000.0,1190000.0,1190000.0,1190000.0,1190000.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
10525192,f,w,"10487531,10330342,10330219,10700076,10690696","534998.93,579998.84,579998.84,514998.97,514998.97","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8790574,m,h,"7686324,7881586,8103959,8102087,8101977","803000.0,792000.0,770000.0,770000.0,770000.0","RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008"
9644048,f,a,"9787503,10456915,10238128,9674154,9874247","615000.0,535000.0,580000.0,615000.0,615000.0","RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038"
8461242,f,w,"9907503,10555519,10017961,10059105,10059131","61500.0,53500.0,61500.0,61500.0,61500.0","RFA-DK-18-024,RFA-DK-18-024,RFA-DK-18-024,RFA-DK-18-024,RFA-DK-18-024"
9085450,m,w,"8547113,8241338,9085446,9091658,9111071","270000.0,280000.0,262000.0,262000.0,262000.0","RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008"
7941872,m,w,"7811948,7935296,7943021,7936333,7941011","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
8894056,m,w,"8319318,8365730,8570021,8572806,8545203","342500.0,342500.0,337500.0,337500.0,337500.0","RFA-HG-10-014,RFA-HG-10-014,RFA-HG-10-014,RFA-HG-10-014,RFA-HG-10-014"
9052094,f,w,"8876516,8380902,8380925,8381375,8381053","1130500.0,1164500.0,1164500.0,1164500.0,1164500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
9985190,m,b,"9658362,9527723,9221246,9220717,9613771","615000.0,625000.0,625000.0,625000.0,615000.0","RFA-AI-14-001,RFA-AI-14-001,RFA-AI-14-001,RFA-AI-14-001,RFA-AI-14-001"
9352740,m,w,"10461867,10091228,10095390,10265545,10093706","428000.0,492000.0,492000.0,464000.0,307500.0","RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-038"
8690906,m,w,"10456277,10473744,10115995,10117398,10685554","428000.0,428000.0,492000.0,492000.0,412000.0","RFA-RM-20-005,RFA-RM-20-005,RFA-RM-20-005,RFA-RM-20-005,RFA-RM-20-005"
9557571,f,w,"9949729,9737732,9495601,9550853,9495604","861000.0,861000.0,875000.0,875000.0,875000.0","RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009"
8377944,m,w,"7848533,7912418,7582243,7796669,7869255","292000.0,365000.0,365000.0,360000.0,360000.0","RFA-NS-07-002,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
7856355,f,w,"10612689,10713928,10709085,10705980,10111628","309000.0,309000.0,309000.0,309000.0,348000.0","RFA-CA-22-002,RFA-CA-22-002,RFA-CA-22-002,RFA-CA-22-002,RFA-CA-20-018"
8284352,m,h,"9150569,9051168,10402377,10485194,10619401","262000.0,266000.0,1070000.0,1070000.0,1070000.0","RFA-RM-15-002,RFA-RM-15-002,RFA-NS-18-012,RFA-NS-18-012,RFA-NS-18-012"
7764313,f,w,"9729368,9900718,9922863,9922862,9900729","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10499403,m,w,"10166824,9515931,9749147,9749148,9749150","174000.0,187500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8337273,m,w,"9982144,9691947,9274369,9488529,9111395","799500.0,799500.0,812500.0,812500.0,851500.0","RFA-HG-19-012,RFA-HG-15-021,RFA-HG-15-021,RFA-HG-15-021,RFA-HG-15-021"
8707989,f,w,"8189006,8336846,8332244,10492637,10690696","1050000.0,1027500.0,1027500.0,534998.93,514998.97","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-20-054,RFA-CA-20-054"
8231456,m,h,"9128128,8852418,8852388,8852457,8851180","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8642228,m,w,"9990705,9539986,9349467,9331603,10248389","615000.0,615000.0,625000.0,625000.0,580000.0","RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011"
9096099,f,w,"7899806,7926971,7929918,7929917,7929916","1095000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003"
9207637,f,w,"7919391,7913083,7919396,7919398,7919399","401500.0,401500.0,401500.0,401500.0,401500.0","RFA-CA-07-045,RFA-CA-07-045,RFA-CA-07-045,RFA-CA-07-045,RFA-CA-07-045"
8440888,m,w,"9686550,9483594,9526398,9526399,9462861","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10065441,m,w,"9313440,9142348,9315172,9757832,9540069","23547250.0,23547250.0,22468750.0,22109250.0,22468750.0","RFA-HD-15-029,RFA-HD-15-029,RFA-HD-15-029,RFA-HD-15-029,RFA-HD-15-029"
10622128,f,w,"9330326,8134127,9087856,9130493,9130492","1441000.0,1584000.0,1463000.0,1463000.0,1463000.0","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
9815293,f,w,"10251159,10204071,10661748,10662487,10667600","348000.0,348000.0,309000.0,309000.0,309000.0","RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006"
10003455,m,w,"10021470,10023955,10266322,10245239,10263240","615000.0,615000.0,615000.0,580000.0,580000.0","RFA-RM-19-001,RFA-RM-19-001,RFA-RM-19-001,RFA-RM-19-001,RFA-RM-19-001"
10700012,m,a,"10696751,10696373,10695612,10696474,9593059","412000.0,412000.0,412000.0,1177000.0,1375000.0","RFA-NS-23-004,RFA-NS-23-004,RFA-NS-23-004,RFA-RM-17-019,RFA-RM-17-019"
9546849,m,w,"10831117,10292992,10064152,9924195,10449997","515000.0,535000.0,580000.0,615000.0,240750.0","RFA-MH-20-110,RFA-MH-20-110,RFA-MH-20-110,RFA-MH-20-110,RFA-MH-20-100"
10406901,f,w,"9949780,9692771,9693059,9693056,9692933","7330800.0,7330800.0,7330800.0,7330800.0,7330800.0","RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014"
8210201,m,w,"7924141,7932770,7924143,7762101,7762102","432000.0,432000.0,432000.0,438000.0,438000.0","RFA-DA-09-016,RFA-DA-09-016,RFA-DA-09-016,RFA-DA-09-016,RFA-DA-09-016"
10155547,m,w,"9405754,10224695,9999623,10248391,9405802","893750.0,829400.0,879450.0,829400.0,893750.0","RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021"
10380652,f,w,"8081703,7874863,8326845,8326847,8326848","2592000.0,2628000.0,2520000.0,2520000.0,2520000.0","RFA-AA-08-005,RFA-AA-08-005,RFA-AA-08-005,RFA-AA-08-005,RFA-AA-08-005"
8328121,m,w,"8734648,7938718,8545224,8330246,7943167","1687500.0,1800000.0,1687500.0,1712500.0000000002,1825000.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
9728688,f,w,"8381158,7762460,7762449,7762448,7762442","465800.00000000006,496400.0,496400.0,496400.0,496400.0","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
9762768,f,a,"10415065,10624969,10204491,9256423,9280776","5564000.0,5356000.0,6032000.0,1250000.0,1250000.0","RFA-AG-21-014,RFA-AG-21-014,RFA-AG-21-014,RFA-AG-15-002,RFA-AG-15-002"
10366039,m,w,"9146035,9729515,9506679,9476774,9959307","982500.0,922500.0,937500.0,937500.0,922500.0","RFA-AI-15-024,RFA-AI-15-024,RFA-AI-15-024,RFA-AI-15-024,RFA-AI-15-024"
8525585,m,w,"9092343,9480886,9036696,9094206,9148067","262000.0,250000.0,262000.0,262000.0,262000.0","RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002"
9149219,m,w,"10250536,10673033,10455589,10456145,10259766","812000.0,721000.0,749000.0,749000.0,812000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
9546829,f,w,"9015857,9151629,9344670,9755478,9546829","199500.0,196500.0,187500.0,184500.0,187500.0","RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031"
10578760,m,w,"9252374,9108613,9668995,9656931,9247816","437500.0,458500.0,430500.0,430500.0,437500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
7942235,m,w,"10450695,10678899,10238635,10237686,10237683","856000.0,824000.0,928000.0,928000.0,928000.0","RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009"
10707158,m,w,"10589937,10589115,10476013,10475527,7770859","206000.0,206000.0,214000.0,214000.0,1116000.0","RFA-MH-21-226,RFA-MH-21-226,RFA-MH-21-226,RFA-MH-21-226,RFA-AI-06-009"
7919773,m,w,"8173927,8473986,8365121,8365122,8365123","7200000.0,6750000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
8527695,f,w,"9333488,9333907,9911989,9553847,9459404","375000.0,375000.0,369000.0,375000.0,375000.0","RFA-HD-17-011,RFA-HD-17-011,RFA-HD-17-011,RFA-HD-17-011,RFA-HD-17-011"
10351931,f,w,"9322730,8450250,8450238,8450248,8450231","2358000.0,2430000.0,2430000.0,2430000.0,2430000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8119685,m,a,"8521356,7797129,7805955,7936895,8119685","708750.0,766500.0,766500.0,756000.0,735000.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8651959,8651958,8451329,8464381,8278285","1330000.0,1330000.0,1350000.0,1350000.0,1370000.0","RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003"
8666752,m,w,"10059300,10223475,10633169,10633176,10633182","861000.0,861000.0,721000.0,721000.0,721000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
7714604,m,w,"10644378,10499289,10498483,10496255,8236680","206000.0,214000.0,214000.0,214000.0,1370000.0","RFA-HG-21-002,RFA-HG-21-002,RFA-HG-21-002,RFA-HG-21-002,RFA-HG-10-019"
9854274,m,a,"9491987,9098669,8896686,9285753,9292274","625000.0,655000.0,665000.0,625000.0,625000.0","RFA-DA-13-009,RFA-DA-13-009,RFA-DA-13-009,RFA-DA-13-009,RFA-DA-13-009"
7637402,f,w,"8388428,8141244,7637402,7578235,7781398","700000.0,700000.0,730000.0,730000.0,720000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
9193285,m,w,"9308005,9700231,9506823,9537708,9506826","500000.0,492000.0,500000.0,500000.0,500000.0","RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004"
8543632,f,w,"7926652,7926879,7928286,7926579,7928024","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-008,RFA-OD-09-008,RFA-OD-09-008,RFA-OD-09-008,RFA-OD-09-008"
9699505,m,w,"9036318,9034526,8448066,8460462,8449564","982500.0,982500.0,1012500.0,1012500.0,1012500.0","RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004"
10160883,f,w,"8638934,8310511,8876650,8876652,8876647","1662500.0,1712500.0000000002,1662500.0,1662500.0,1662500.0","RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002"
8851574,m,w,"9275968,8501913,8657036,8657033,8657035","187500.0,202500.0,199500.0,199500.0,199500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
9717295,m,w,"10746527,10746646,10879238,10879351,9544193","154500.0,154500.0,154500.0,154500.0,187500.0","RFA-DA-23-037,RFA-DA-23-037,RFA-DA-23-037,RFA-DA-23-037,RFA-DA-16-009"
8538309,m,a,"8336846,8332244,8189006,10492637,10690696","1027500.0,1027500.0,1050000.0,534998.93,514998.97","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-20-054,RFA-CA-20-054"
8663557,m,h,"8723135,8923170,8472073,8471959,8547605","399000.0,399000.0,405000.0,405000.0,405000.0","RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003"
8659452,m,w,"8335406,8335408,8514609,8514610,8229227","274000.0,274000.0,270000.0,270000.0,280000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
8499148,f,w,"8994259,8494918,8792365,8790424,8898714","982500.0,1012500.0,997500.0,997500.0,997500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
10201577,m,a,"10197884,10634763,10634645,10632146,10632073","928000.0,824000.0,824000.0,824000.0,824000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10090965,f,h,"9769612,10383697,9784921,9787678,9785855","307500.0,267500.0,312500.0,312500.0,312500.0","RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009"
9350668,f,a,"10642915,10609031,10626112,10624762,10619544","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030"
9109284,m,w,"9334615,9540700,9540711,9769423,9540694","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"10239778,10678896,10454197,10455675,10455676","928000.0,824000.0,856000.0,856000.0,856000.0","RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009"
7942791,m,w,"7829376,7833076,7815640,7815889,7838084","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9969469,m,h,"10630618,10701083,9044149,9696381,9313495","133750.0,128750.0,465500.0,246000.0,250000.0","RFA-LM-22-001,RFA-LM-22-001,RFA-HG-14-006,RFA-HG-16-016,RFA-HG-16-016"
7626596,m,w,"7648074,7677284,7877857,7877856,7647964","876000.0,876000.0,864000.0,864000.0,876000.0","RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005"
10134824,f,w,"7847148,8541622,8382088,8382091,8381471","401500.0,376750.00000000006,376750.00000000006,376750.00000000006,376750.00000000006","RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501"
9813755,m,a,"9566202,10228575,9989611,9961383,10201581","624998.75,579998.84,614998.77,614998.77,579998.84","RFA-DK-16-005,RFA-DK-16-005,RFA-DK-16-005,RFA-DK-16-005,RFA-DK-16-005"
7924597,m,w,"8536992,7666251,7681099,8153648,7900507","360000.0,365000.0,365000.0,360000.0,360000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
7937028,m,w,"8894616,8639854,8639766,8640299,8640456","332500.0,337500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
10221177,f,w,"10254418,10256798,10636807,10221177,10213963","406000.0,406000.0,360500.0,430500.0,430500.0","RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001"
