APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_biomedbert_r_w,APPVAL_RECS_biomedbert_r_w,FOA_RECS_biomedbert_r_w
10690743,m,w,"9512284,9684606,9660552,10130485,9888974","437500.0,430500.0,430500.0,406000.0,430500.0","RFA-DE-18-004,RFA-DE-18-004,RFA-DE-18-004,RFA-DE-18-004,RFA-DE-18-004"
9108805,m,w,"10198687,10433957,9965706,9965707,9976411","957000.0,882750.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
10381477,m,h,"8868906,8508879,8508854,8508877,8508849","25270000.0,25650000.0,25650000.0,25650000.0,25650000.0","RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002"
8168306,m,h,"8359691,7960391,7960389,7682065,7960371","280000.0,292000.0,292000.0,292000.0,292000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
8552185,f,w,"9187857,9185920,9828042,9829067,8975603","6541666.25,6541666.25,6436999.59,6436999.59,6855666.23","RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008"
8119032,m,w,"9736060,9733661,9732842,9732751,10197959","307500.0,307500.0,307500.0,307500.0,290000.0","RFA-GM-18-002,RFA-GM-18-002,RFA-GM-18-002,RFA-GM-18-002,RFA-GM-18-002"
9180126,m,w,"10463547,10463544,10136137,10136136,10136135","1070000.0,1070000.0,1160000.0,1160000.0,1160000.0","RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012"
8179611,m,w,"10621613,9703820,9689883,9703814,9690537","437750.0,984000.0,984000.0,984000.0,984000.0","RFA-AG-23-006,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003"
10190904,m,w,"8851573,8510633,9132755,8486414,8510629","199500.0,202500.0,196500.0,202500.0,202500.0","RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012"
8532849,f,w,"8326509,8473069,8282018,8281930,8282588","685000.0,685000.0,700000.0,700000.0,700000.0","RFA-FD-11-013,RFA-FD-11-013,RFA-FD-11-013,RFA-FD-11-013,RFA-FD-11-013"
7755169,m,w,"7884487,7659589,7877856,7877864,7822450","864000.0,876000.0,864000.0,864000.0,876000.0","RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005"
9049484,f,w,"10588534,10585204,10588841,10588842,10588883","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029"
8113282,m,w,"10588150,10588143,10005716,10583465,10583466","515000.0,515000.0,615000.0,515000.0,515000.0","RFA-HD-20-015,RFA-HD-20-015,RFA-HD-20-015,RFA-HD-20-015,RFA-HD-20-015"
9065493,m,a,"9435088,9454233,9454231,9252098,9252099","625000.0,625000.0,625000.0,625000.0,625000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
9999180,m,w,"7795820,7795822,8058793,7790548,8052770","1095000.0,1095000.0,1080000.0,1080000.0,1080000.0","RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020"
8368498,m,w,"8368498,8625433,8535121,7847085,7826600","411000.00000000006,405000.0,405000.0,365000.0,360000.0","RFA-AG-12-007,RFA-AG-12-007,RFA-AG-12-007,RFA-AG-05-008,RFA-AG-05-008"
9912802,m,w,"8195812,8459536,8299005,8323233,8458625","315000.0,303750.0,308250.0,308250.0,303750.0","RFA-MH-11-061,RFA-MH-11-061,RFA-MH-11-061,RFA-MH-11-061,RFA-MH-11-061"
9718100,m,w,"7866605,7706438,7706229,7706298,7701085","288000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020"
9729491,f,w,"9444587,10064608,9444378,9444784,9444681","375000.0,348000.0,375000.0,375000.0,375000.0","RFA-AI-16-079,RFA-AI-16-079,RFA-AI-16-079,RFA-AI-16-079,RFA-AI-16-079"
8528649,m,w,"8725612,8720744,8550036,8542814,8538931","1296750.0,1296750.0,1316250.0,1316250.0,1316250.0","RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037"
7894564,f,a,"9597601,9753104,10165449,9927973,10413034","875000.0,861000.0,812000.0,861000.0,749000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
8826010,m,w,"7900897,8102973,8316181,8322625,8322627","2016000.0,1960000.0,1918000.0,1918000.0,1918000.0","RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007"
9462742,m,w,"8870258,8501217,8295031,8295032,8295033","1130500.0,1147500.0,1190000.0,1190000.0,1190000.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8070329,m,w,"8083292,8501269,8495891,8477119,8279166","432000.0,405000.0,405000.0,405000.0,411000.00000000006","RFA-AI-09-028,RFA-AI-09-028,RFA-AI-09-028,RFA-AI-09-028,RFA-AI-09-028"
8565739,m,w,"9180272,9750703,9544516,9325528,9325529","851500.0,799500.0,812500.0,812500.0,812500.0","RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021"
9813821,f,w,"8289643,7988796,8083260,8091953,8083173","411000.00000000006,432000.0,432000.0,432000.0,432000.0","RFA-AI-09-026,RFA-AI-09-026,RFA-AI-09-026,RFA-AI-09-026,RFA-AI-09-026"
8327271,m,w,"8927142,7944029,8136849,7780898,8736309","532000.0,576000.0,560000.0,584000.0,540000.0","RFA-RM-08-025,RFA-RM-08-025,RFA-RM-08-025,RFA-RM-08-025,RFA-RM-08-025"
8717561,m,w,"7985330,8287717,8500161,8492022,8583061","216000.0,205500.00000000003,202500.0,202500.0,205500.00000000003","RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024"
10001475,f,w,"8906829,8738629,9125784,9112786,9094541","266000.0,266000.0,262000.0,262000.0,262000.0","RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001"
7935335,m,w,"8047667,8046591,8044978,8044280,8046856","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-10-005,RFA-OD-10-005,RFA-OD-10-005,RFA-OD-10-005,RFA-OD-10-005"
7577305,m,w,"8053297,8248310,8261393,8247827,7577195","1400000.0,1370000.0,1370000.0,1370000.0,1460000.0","RFA-GM-08-010,RFA-GM-08-010,RFA-GM-08-010,RFA-GM-08-010,RFA-GM-08-010"
8732973,m,a,"9703886,10203749,9765552,9474096,9948556","1476000.0,1392000.0,1500000.0,1500000.0,1476000.0","RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003"
8691506,m,w,"10469996,9913677,9999520,10686835,10224202","267500.0,307500.0,307500.0,257500.0,290000.0","RFA-FD-19-010,RFA-FD-19-010,RFA-FD-19-010,RFA-FD-19-010,RFA-FD-19-010"
8947313,f,w,"7677500,7692230,7657486,7684281,8575887","511000.0,511000.0,511000.0,511000.0,168750.0","RFA-HG-07-029,RFA-HG-07-029,RFA-HG-07-029,RFA-HG-07-029,RFA-GM-13-010"
8758187,m,b,"9376249,9376270,8125905,8122854,9912431","281250.0,281250.0,910000.0,910000.0,307500.0","RFA-AR-17-005,RFA-AR-17-005,RFA-AR-11-004,RFA-AR-11-004,RFA-AR-19-013"
7679755,m,w,"9257262,9233914,9212086,9268704,9257275","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8726094,m,w,"7679778,7802839,8375734,8377005,8375745","2190000.0,2160000.0,2055000.0,2055000.0,2055000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
7921005,f,w,"8334706,8289239,8913925,8723795,8913926","685000.0,700000.0,665000.0,665000.0,665000.0","RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009"
10319858,m,a,"10626025,10319713,10319858,10319758,10619568","257500.0,290000.0,290000.0,290000.0,257500.0","RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021"
7902967,m,w,"8915641,8298746,8725078,8517625,9753568","312550.0,321950.0,312550.0,317250.0,1230000.0","RFA-OD-11-004,RFA-OD-11-004,RFA-OD-11-004,RFA-OD-11-004,RFA-RM-16-019"
8128601,f,h,"8794412,9213339,9000120,8617223,8509163","997500.0,937500.0,982500.0,997500.0,1012500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
9979637,m,a,"9979643,9771438,9979640,10206102,10207601","799500.0,799500.0,799500.0,754000.0,754000.0","RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505"
9608708,m,w,"10429952,10613948,9882799,9882797,9882795","1230500.0,1184500.0,1414500.0,1414500.0,1414500.0","RFA-AA-19-004,RFA-AA-19-004,RFA-AA-19-004,RFA-AA-19-004,RFA-AA-19-004"
9765880,f,w,"9765880,10131155,10596565,9893850,10378747","615000.0,580000.0,515000.0,615000.0,535000.0","RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013"
9789234,m,w,"10701030,10855076,10573727,10573677,10571074","412000.0,412000.0,428000.0,428000.0,428000.0","RFA-FD-22-001,RFA-FD-22-001,RFA-FD-22-001,RFA-FD-22-001,RFA-FD-22-001"
9750582,m,w,"7892346,7892343,7892341,7647927,7892460","1080000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010"
10704647,f,w,"8664234,8842954,8661869,8737710,8664101","399000.0,399000.0,399000.0,399000.0,399000.0","RFA-CA-13-002,RFA-CA-13-002,RFA-CA-13-002,RFA-CA-13-002,RFA-CA-13-002"
9336338,m,h,"9105405,8534278,8353089,8890191,8690139","589500.0,607500.0,616500.0,598500.0,598500.0","RFA-HL-12-021,RFA-HL-12-021,RFA-HL-12-021,RFA-HL-12-021,RFA-HL-12-021"
8357036,m,w,"7778023,8124996,7779339,7779770,7779880","365000.0,350000.0,365000.0,365000.0,365000.0","RFA-MH-09-130,RFA-MH-09-130,RFA-MH-09-130,RFA-MH-09-130,RFA-MH-09-130"
9015857,f,w,"9015857,9151629,9344670,9755478,9546829","199500.0,196500.0,187500.0,184500.0,187500.0","RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031"
9429474,m,a,"9791149,10173608,9654389,9654628,9789137","4059000.0,3828000.0,4125000.0,4125000.0,4059000.0","RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
9936105,f,a,"9519614,9519481,9521236,9518090,9497457","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-HD-18-028,RFA-HD-18-028,RFA-HD-18-028,RFA-HD-18-028,RFA-HD-18-028"
10405585,m,w,"9145759,9334909,9736723,9729753,9729752","982500.0,937500.0,922500.0,922500.0,922500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
7940870,m,a,"7941872,7935433,7933804,7933937,7937739","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9857015,m,w,"9319888,9332149,9731406,9731405,9730352","1250000.0,1250000.0,1230000.0,1230000.0,1230000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
8792969,f,h,"10263240,10245239,10266322,10023955,9869151","580000.0,580000.0,615000.0,615000.0,615000.0","RFA-RM-19-001,RFA-RM-19-001,RFA-RM-19-001,RFA-RM-19-001,RFA-RM-19-001"
9975112,m,w,"10677057,9811952,9811315,10000244,9986920","695500.0,799500.0,799500.0,799500.0,799500.0","RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028"
10338361,m,w,"10727597,10726195,10727993,10727976,10727942","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-AG-23-031,RFA-AG-23-031,RFA-AG-23-031,RFA-AG-23-031,RFA-AG-23-031"
8128396,m,a,"10708051,10488454,10475476,10708103,10708112","515000.0,535000.0,535000.0,515000.0,515000.0","RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002"
10276528,m,w,"10374361,10491974,7670271,7848510,7633323","869999.9999999999,802500.0,730000.0,730000.0,730000.0","RFA-AG-21-033,RFA-AG-21-033,RFA-AG-06-011,RFA-AG-06-011,RFA-AG-06-011"
7945161,m,w,"10083763,9657194,9843530,10335171,7902106","464000.0,492000.0,492000.0,428000.0,720000.0","RFA-HL-19-012,RFA-HL-19-012,RFA-HL-19-012,RFA-HL-19-012,RFA-HL-08-006"
10688371,m,w,"10222317,10222245,10222243,10222241,10222107","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038"
9414450,f,w,"9151629,9344670,9755478,9546829,9015857","196500.0,187500.0,184500.0,187500.0,199500.0","RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031"
8379437,f,w,"10669151,10669062,10678932,10678929,10678906","824000.0,824000.0,824000.0,824000.0,824000.0","RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009"
9259579,m,w,"9068107,8925885,8910705,8910704,9778989","196500.0,199500.0,199500.0,199500.0,187500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
8378292,m,w,"8381051,8690705,8688112,8690697,8690700","1164500.0,1130500.0,1130500.0,1130500.0,1130500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8033599,f,w,"9129908,9250815,9403567,9403965,9694731","262000.0,250000.0,281250.0,281250.0,276750.0","RFA-MH-16-205,RFA-MH-16-205,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560"
8377724,m,w,"10091228,10461867,10265545,10095390,10093706","492000.0,428000.0,464000.0,492000.0,307500.0","RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-038"
10304670,m,w,"10169501,9978910,9540496,9735446,9705804","580000.0,615000.0,625000.0,615000.0,615000.0","RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007"
10137948,m,w,"9284475,8925885,8910704,9778989,10000361","187500.0,199500.0,199500.0,187500.0,184500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
10159207,f,h,"10609833,9915860,9915866,9915867,9731148","257500.0,307500.0,307500.0,307500.0,307500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
9784578,f,w,"9356307,9767664,9767668,9767669,9767670","1250000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001"
8099029,m,w,"7713556,7714773,7907591,7924541,7914340","365000.0,365000.0,360000.0,360000.0,360000.0","RFA-DA-09-005,RFA-DA-09-005,RFA-DA-09-005,RFA-DA-09-005,RFA-DA-09-005"
8500403,m,a,"10357063,10356548,10356208,10355998,10357382","232000.0,232000.0,232000.0,232000.0,232000.0","RFA-RM-21-007,RFA-RM-21-007,RFA-RM-21-007,RFA-RM-21-007,RFA-RM-21-007"
9753276,f,w,"7657486,7677500,7684281,7692230,9349911","511000.0,511000.0,511000.0,511000.0,375000.0","RFA-HG-07-029,RFA-HG-07-029,RFA-HG-07-029,RFA-HG-07-029,RFA-RM-16-004"
7914340,f,w,"10510294,8069685,8135266,7683297,7842065","749000.0,432000.0,420000.0,438000.0,438000.0","RFA-DA-22-011,RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006"
10207785,f,w,"10438796,9698193,10438799,10438801,10438802","1070000.0,1230000.0,1070000.0,1070000.0,1070000.0","RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001"
7788202,m,w,"7603097,7614319,7879439,7788202,9696769","365000.0,365000.0,360000.0,360000.0,1230000.0","RFA-DE-06-001,RFA-DE-06-001,RFA-DE-06-001,RFA-DE-06-001,RFA-AI-16-028"
8590313,f,w,"9706654,9494700,9812311,9319816,9177874","2952000.0,3000000.0,3000000.0,3000000.0,3144000.0","RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600"
9689750,m,a,"9928349,9858268,9654536,9654409,9645893","3936000.0,3936000.0,3936000.0,3936000.0,3936000.0","RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037"
9181394,m,w,"9323410,8909112,9514139,9517011,9514118","332500.0,353780.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
10256085,f,w,"10701700,10470222,10691909,10125752,10256085","1030000.0,1070000.0,1030000.0,1230000.0,1160000.0","RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205"
7905826,f,w,"9959375,8660407,8660774,8660399,8660415","184500.0,202500.0,202500.0,202500.0,202500.0","RFA-RM-13-001,RFA-RM-13-001,RFA-RM-13-001,RFA-RM-13-001,RFA-RM-13-001"
9692616,m,w,"10624969,10204491,10415065,9052094,9067179","5356000.0,6032000.0,5564000.0,1310000.0,1310000.0","RFA-AG-21-014,RFA-AG-21-014,RFA-AG-21-014,RFA-AG-13-019,RFA-AG-13-019"
10022174,f,w,"9894260,9894473,9893680,9892127,10168185","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-OD-19-015,RFA-OD-19-015,RFA-OD-19-015,RFA-OD-19-015,RFA-OD-19-015"
9061789,m,w,"8268769,7760698,7900120,7900118,7896944","685000.0,73000.0,73000.0,73000.0,73000.0","RFA-RR-11-004,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
10046143,m,w,"9515931,9385964,9699475,9699476,9709258","187500.0,187500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8230804,m,h,"8725226,9128040,8489410,9320021,8885883","1263500.0,1244500.0,1282500.0,1187500.0,1263500.0","RFA-HL-13-011,RFA-HL-13-011,RFA-HL-13-011,RFA-HL-13-011,RFA-HL-13-011"
10704599,f,w,"8738620,9132691,9060270,9096045,8735349","399000.0,393000.0,393000.0,393000.0,399000.0","RFA-CA-13-002,RFA-CA-13-002,RFA-CA-13-002,RFA-CA-13-002,RFA-CA-13-002"
8188446,m,w,"9113413,9514196,9521388,9109509,9113051","412650.0,393750.0,393750.0,412650.0,412650.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
9390885,f,w,"9112980,8743293,8640299,8639766,9120848","327500.0,332500.0,337500.0,337500.0,327500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
10589035,m,w,"9431063,9617156,9188572,9257685,10556975","125000.0,123000.0,125000.0,131000.0,267500.0","RFA-MD-15-006,RFA-MD-15-006,RFA-MD-15-006,RFA-MD-15-006,RFA-MD-22-002"
8288813,f,w,"8446031,8537894,8539592,8443710,10247093","274000.0,270000.0,270000.0,274000.0,57999.99999999999","RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-CA-18-001"
8840252,m,w,"9706224,9250139,9033907,9033910,9303659","187500.0,187500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8465810,m,a,"7846463,7919077,8098345,8279166,8303318","292000.0,292000.0,432000.0,411000.00000000006,411000.00000000006","RFA-AI-06-021,RFA-AI-06-021,RFA-AI-09-028,RFA-AI-09-028,RFA-AI-09-028"
7686060,m,b,"9627674,9783760,9783763,9787401,9787402","1000000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
9977779,m,w,"9589622,9589624,9983277,9783718,9781647","375000.0,375000.0,369000.0,369000.0,369000.0","RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010"
9143772,f,h,"8989332,9139905,9341298,9145679,9331639","1662500.0,1637500.0,1562500.0,1637500.0,1562500.0","RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002"
8379662,m,w,"9043068,8461583,8461591,8463183,8548341","2358000.0,2430000.0,2430000.0,2430000.0,2430000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8662338,m,a,"10581822,10707245,9195101,9013476,8463545","267500.0,257500.0,375000.0,393000.0,405000.0","RFA-EY-21-002,RFA-EY-21-002,RFA-EY-10-001,RFA-EY-10-001,RFA-EY-10-001"
7853668,m,w,"10473735,10631108,10296340,9071599,9116910","749000.0,721000.0,812000.0,655000.0,655000.0","RFA-HG-20-043,RFA-HG-20-043,RFA-HG-20-043,RFA-HG-13-013,RFA-HG-13-013"
7852885,m,w,"9564864,9394525,10205411,10223169,9525284","625000.0,625000.0,615000.0,580000.0,625000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
10375975,m,w,"10013125,10703346,10129286,9446458,9949294","1230000.0,1030000.0,1160000.0,1250000.0,1230000.0","RFA-AT-17-001,RFA-AT-17-001,RFA-AT-17-001,RFA-AT-17-001,RFA-AT-17-001"
10174503,m,w,"8231620,8231104,8725259,8333982,8333992","700000.0,700000.0,675000.0,685000.0,685000.0","RFA-RM-10-004,RFA-RM-10-004,RFA-RM-10-004,RFA-RM-10-004,RFA-RM-10-004"
7988914,m,a,"8730126,8545802,8730617,8730616,8730615","399000.0,405000.0,399000.0,399000.0,399000.0","RFA-DK-10-502,RFA-DK-10-502,RFA-DK-10-502,RFA-DK-10-502,RFA-DK-10-502"
10541354,f,w,"10669793,10488817,10698165,10685497,10681474","206000.0,214000.0,206000.0,206000.0,206000.0","RFA-DA-22-008,RFA-DA-22-008,RFA-DA-22-008,RFA-DA-22-008,RFA-DA-22-008"
9509361,m,w,"10532596,8891353,8495265,8374068,8373378","1070000.0,332500.0,337500.0,342500.0,342500.0","RFA-FD-22-003,RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034"
9536781,f,w,"8154990,8145493,8534049,8339429,8333396","420000.0,420000.0,405000.0,411000.00000000006,411000.00000000006","RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004"
7782686,m,w,"7898717,7643067,7919317,7782686,7787067","360000.0,365000.0,360000.0,360000.0,360000.0","RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012"
10131128,f,h,"7798996,7657602,7658562,7658504,7666449","360000.0,365000.0,365000.0,365000.0,365000.0","RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005"
9187988,m,w,"8308497,8473230,7741943,8074433,7896634","1096000.0,1080000.0,1168000.0,1120000.0,1152000.0","RFA-HD-08-022,RFA-HD-08-022,RFA-HD-08-022,RFA-HD-08-022,RFA-HD-08-022"
9725875,m,w,"8721302,8529445,8896383,8851475,8901888","266000.0,270000.0,266000.0,266000.0,266000.0","RFA-AG-12-004,RFA-AG-12-004,RFA-AG-12-004,RFA-AG-12-004,RFA-AG-12-004"
8538316,m,w,"9848509,9503972,9922219,9443167,9442319","246000.0,250000.0,246000.0,250000.0,250000.0","RFA-CA-17-010,RFA-CA-17-010,RFA-CA-17-010,RFA-CA-17-010,RFA-CA-17-010"
9251145,m,w,"8449659,8458084,8449633,8449630,8449631","1350000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001"
8037672,m,w,"9952311,9576962,9576741,9575111,9718108","922500.0,937500.0,937500.0,937500.0,922500.0","RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017"
10240128,f,h,"9126574,8384740,8721461,9134823,8539809","786000.0,822000.0000000001,798000.0,786000.0,810000.0","RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208"
7820102,m,w,"8461655,8510600,8468762,8518485,8459881","337500.0,337500.0,337500.0,337500.0,337500.0","RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003"
9212085,m,w,"9511759,9750617,9363776,9363556,9362777","937500.0,922500.0,937500.0,937500.0,937500.0","RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034"
9789177,f,a,"10491227,10491230,10375150,10375151,8549233","214000.0,214000.0,232000.0,232000.0,270000.0","RFA-DK-20-033,RFA-DK-20-033,RFA-DK-20-033,RFA-DK-20-033,RFA-DK-12-003"
8366093,m,w,"8174727,8365139,8365150,8365151,8101299","7200000.0,7000000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
9462101,m,w,"8839137,8279602,8490592,9552339,8279595","1463000.0,1507000.0000000002,1485000.0,1375000.0,1507000.0000000002","RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001"
8912333,f,w,"8071037,7629804,7845599,10626834,10686837","350000.0,365000.0,360000.0,1184500.0,1184500.0","RFA-AA-07-007,RFA-AA-07-007,RFA-AA-07-007,RFA-AA-18-001,RFA-AA-18-001"
8519212,f,w,"9729368,9900718,9922863,9922862,9900729","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
8128509,m,w,"9275974,8501913,8657032,8657033,8657036","187500.0,202500.0,199500.0,199500.0,199500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
