APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_deberta_r_w,APPVAL_RECS_deberta_r_w,FOA_RECS_deberta_r_w
7836640,m,w,"8076922,8113942,8471795,9131845,8443436","350000.0,350000.0,337500.0,337500.0,337500.0","RFA-GM-10-009,RFA-GM-10-009,RFA-GM-10-009,RFA-GM-10-009,RFA-GM-10-009"
9676314,f,h,"9044774,9669066,9676314,9457433,9460502","122280.64,114813.12,114813.12,116680.0,116680.0","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
8733760,m,w,"9526088,9658441,9524992,10197344,7848533","312500.0,307500.0,312500.0,307500.0,292000.0","RFA-AR-17-009,RFA-AR-17-009,RFA-AR-17-009,RFA-AR-17-009,RFA-NS-07-002"
8992504,f,h,"9335960,9475256,9344673,9262984,9264595","624998.75,624998.75,624998.75,624998.75,624998.75","RFA-HL-14-024,RFA-HL-14-024,RFA-HL-14-024,RFA-HL-14-024,RFA-HL-14-024"
9134186,f,w,"8233625,8368684,8368538,8368535,8368573","205500.00000000003,205500.00000000003,205500.00000000003,205500.00000000003,205500.00000000003","RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020"
7900492,m,w,"8214977,8528703,8688051,8711543,8628867","350000.0,337500.0,332500.0,332500.0,332500.0","RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024"
10091984,f,w,"10704275,10704366,10704274,10704390,10704389","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002"
10256809,m,w,"9099557,8554377,8867050,8471935,8690627","458500.0,472500.00000000006,465500.0,479500.00000000006,465500.0","RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011"
7650408,m,h,"8803561,9389515,9607612,9187489,8968843","332500.0,312500.0,307500.0,312500.0,327500.0","RFA-HL-13-021,RFA-HL-13-021,RFA-HL-13-021,RFA-HL-13-021,RFA-HL-13-021"
9669041,f,w,"9460502,9670111,9044778,9247185,9247181","116680.0,114813.12,122280.64,116680.0,116680.0","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
8712319,m,h,"9252101,9361623,9896763,9098153,9361622","625000.0,625000.0,615000.0,655000.0,625000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
9744744,m,w,"9547475,9980201,9352695,9744741,9177940","1437500.0,1414500.0,1437500.0,1414500.0,1506500.0","RFA-HD-16-011,RFA-HD-16-011,RFA-HD-16-011,RFA-HD-16-011,RFA-HD-16-011"
8729765,f,w,"10434770,9235314,8729755,8853813,8896067","428000.0,625000.0,665000.0,665000.0,665000.0","RFA-AI-18-026,RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180"
7727118,m,w,"7501989,7767324,8191269,7994435,8054022","146000.0,146000.0,140000.0,144000.0,144000.0","RFA-RM-07-008,RFA-RM-07-008,RFA-RM-07-008,RFA-RM-07-008,RFA-RM-07-008"
8360356,f,w,"7901019,7959526,7959516,7959513,7959512","288000.0,292000.0,292000.0,292000.0,292000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
9984282,m,w,"9464174,9552706,9552703,9552710,9995112","312500.0,312500.0,312500.0,312500.0,307500.0","RFA-AR-17-008,RFA-AR-17-008,RFA-AR-17-008,RFA-AR-17-008,RFA-AR-17-008"
8380648,m,w,"8725046,8382105,8135919,8135926,8090733","1330000.0,1370000.0,1400000.0,1400000.0,1400000.0","RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002"
7938335,m,w,"8887179,8585203,8574241,8585165,8573940","1330000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004"
9444681,m,w,"10612954,10439334,10620357,10442288,10440618","309000.0,321000.0,309000.0,321000.0,321000.0","RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007"
8149859,m,b,"8395904,8539569,8921490,8727698,8073365","102750.0,101250.0,99750.0,99750.0,108000.0","RFA-TW-10-008,RFA-TW-10-008,RFA-TW-10-008,RFA-TW-10-008,RFA-TW-10-008"
8365074,f,w,"7912249,7907600,8175542,8175541,8175539","73000.0,72000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
7692109,f,w,"7908083,7918510,7618024,7790611,8005977","365000.0,365000.0,365000.0,360000.0,292000.0","RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-033"
8795109,f,w,"10087427,9937835,10551804,10057267,9702434","580000.0,615000.0,515000.0,580000.0,615000.0","RFA-MD-18-005,RFA-MD-18-005,RFA-MD-18-005,RFA-MD-18-005,RFA-MD-18-005"
8261836,m,w,"8261836,8527771,8911299,8911300,8333419","70000.0,67500.0,66500.0,66500.0,68500.0","RFA-DK-11-006,RFA-DK-11-006,RFA-DK-11-006,RFA-DK-11-006,RFA-DK-11-006"
10694882,f,w,"10057082,10472038,10472040,10108752,10108753","615000.0,2675000.0,2675000.0,3075000.0,3075000.0","RFA-NS-20-005,RFA-OD-20-007,RFA-OD-20-007,RFA-OD-20-007,RFA-OD-20-007"
8856849,m,a,"8782465,8740598,8790945,8642136,8826678","997500.0,1012500.0,997500.0,997500.0,997500.0","RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017"
9532802,m,w,"8189006,8332244,8336846,10498859,10709532","1050000.0,1027500.0,1027500.0,535000.0,515000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-HG-21-001,RFA-HG-21-001"
8959800,m,w,"8283963,8448066,8451885,8459979,8452056","1027500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004"
9548491,m,w,"8665279,10491846,10378954,10491848,10670680","675000.0,321000.0,348000.0,267500.0,257500.0","RFA-FD-13-017,RFA-FD-21-016,RFA-FD-21-016,RFA-FD-21-018,RFA-FD-21-018"
10470724,m,w,"7624034,7650822,8449654,8448163,8460033","1460000.0,1460000.0,1350000.0,1350000.0,1350000.0","RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001"
8127680,f,w,"7681099,7677333,7666251,7939058,7849341","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
9161253,m,w,"9270487,9140087,8965551,8965575,8965529","562500.0,589500.0,598500.0,598500.0,598500.0","RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015"
8720935,m,w,"10380873,10380875,10433951,10544756,10544770","321000.0,321000.0,321000.0,309000.0,309000.0","RFA-AG-21-002,RFA-AG-21-002,RFA-AG-21-002,RFA-AG-21-002,RFA-AG-21-002"
8926984,m,w,"8626530,8627453,8627293,8627734,8776577","337500.0,337500.0,337500.0,337500.0,332500.0","RFA-DK-12-025,RFA-DK-12-025,RFA-DK-12-025,RFA-DK-12-025,RFA-DK-13-025"
7767080,m,a,"8832139,9090085,8935787,8930044,8934113","332500.0,327500.0,332500.0,332500.0,332500.0","RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
7873833,m,w,"7905019,7760679,7923478,7916111,7669100","360000.0,360000.0,365000.0,365000.0,365000.0","RFA-CA-07-005,RFA-CA-07-005,RFA-CA-07-005,RFA-CA-07-005,RFA-CA-07-005"
8643283,f,w,"7799869,7608718,7798560,7800920,7799066","259200.0,262800.0,259200.0,259200.0,259200.0","RFA-HD-04-010,RFA-HD-04-010,RFA-HD-04-010,RFA-HD-04-010,RFA-HD-04-010"
9132759,m,a,"8668931,8510630,9132755,8486414,8510629","199500.0,202500.0,196500.0,202500.0,202500.0","RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012"
10198235,m,w,"9702001,9749167,9577979,9577443,9016112","1845000.0,1845000.0,1875000.0,1875000.0,299250.0","RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-15-005"
10000069,m,w,"10115425,10532760,10115542,10115540,10115324","288840.0,256470.0,288840.0,288840.0,288840.0","RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014"
8204570,m,h,"10707213,10631646,10740364,10630593,8042708","515000.0,515000.0,515000.0,535000.0,560000.0","RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-07-003"
9282541,m,w,"9783062,9353951,8965551,8965575,8965529","562500.0,589500.0,598500.0,598500.0,598500.0","RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015"
9637312,m,a,"8109692,8433308,8814164,8248700,8243502","420000.0,405000.0,399000.0,411000.00000000006,411000.00000000006","RFA-AI-10-010,RFA-AI-10-010,RFA-AI-10-010,RFA-AI-10-010,RFA-AI-10-010"
10701890,f,h,"9555305,10665204,10706583,10549216,9932272","375000.0,206000.0,1030000.0,1070000.0,615000.0","RFA-AG-17-056,RFA-AG-23-011,RFA-AG-22-030,RFA-AG-22-030,RFA-AG-15-018"
9146576,m,w,"9264693,9955371,9528695,9528694,9756482","655000.0,615000.0,625000.0,625000.0,615000.0","RFA-NS-16-021,RFA-NS-16-021,RFA-NS-16-021,RFA-NS-16-021,RFA-NS-16-021"
10476579,f,w,"9355168,9564871,9547391,9564866,9564867","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
9316532,m,b,"8122854,8125905,8891636,8892748,8892880","910000.0,910000.0,133000.0,133000.0,133000.0","RFA-AR-11-004,RFA-AR-11-004,RFA-AR-13-003,RFA-AR-13-003,RFA-AR-13-003"
8846190,m,w,"7595239,7800416,7595212,7800417,7799856","202940.0,200160.0,202940.0,200160.0,200160.0","RFA-TW-05-002,RFA-TW-05-002,RFA-TW-05-002,RFA-TW-05-002,RFA-TW-05-002"
8090857,m,w,"8839145,8651452,9040173,9040171,9063985","1463000.0,1463000.0,1441000.0,1441000.0,1441000.0","RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001"
9971432,m,b,"7706797,7914382,7860420,7888274,7880605","292000.0,288000.0,288000.0,288000.0,288000.0","RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020"
8263509,f,w,"7881108,8173865,8173802,8173801,8173800","73000.0,72000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8061599,m,h,"9903229,10158411,10396550,10398188,10398218","307500.0,290000.0,267500.0,267500.0,267500.0","RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003"
8118485,f,b,"8109209,8099427,7763966,7763322,8072007","350000.0,350000.0,365000.0,365000.0,350000.0","RFA-HL-09-001,RFA-HL-09-001,RFA-HL-09-001,RFA-HL-09-001,RFA-HL-09-001"
8722088,f,w,"8473156,8302429,8473774,8466279,8493984","202500.0,205500.00000000003,202500.0,202500.0,202500.0","RFA-AI-09-037,RFA-AI-09-037,RFA-AI-09-037,RFA-AI-09-037,RFA-AI-09-037"
9843641,m,w,"7691391,7690953,7919407,8318751,8318750","365000.0,365000.0,360000.0,342500.0,342500.0","RFA-AA-08-010,RFA-AA-08-010,RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009"
8073945,m,b,"7884853,7882229,7935371,7935390,7935386","182500.0,182500.0,180000.0,180000.0,180000.0","RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008"
9497749,m,h,"10526900,10526545,10526547,10526549,10526550","1287500.0,1287500.0,1287500.0,1287500.0,1287500.0","RFA-AA-21-006,RFA-AA-21-006,RFA-AA-21-006,RFA-AA-21-006,RFA-AA-21-006"
9783800,f,w,"9562048,9186355,9186927,9186930,9185501","312500.0,327500.0,327500.0,327500.0,327500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
10162635,m,w,"10368712,10200307,8152492,8153254,8153358","274540.60000000003,297632.8,2160000.0,2160000.0,2160000.0","RFA-HG-20-016,RFA-HG-20-016,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007"
8620607,m,w,"9475868,9928487,9462217,9747595,9747522","606250.0,596550.0,606250.0,596550.0,596550.0","RFA-HL-17-002,RFA-HL-17-002,RFA-HL-17-002,RFA-HL-17-002,RFA-HL-17-002"
9693823,f,w,"10375045,10375033,10374385,10570855,10570228","535000.0,535000.0,535000.0,515000.0,515000.0","RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160"
9061791,m,w,"10368699,10220134,10037769,10493359,7934406","232000.0,232000.0,246000.0,214000.0,1440000.0","RFA-OD-19-021,RFA-OD-19-021,RFA-OD-19-021,RFA-OD-19-021,RFA-RR-09-007"
9554595,m,w,"8730483,8540353,9129488,9129529,8540364","199500.0,202500.0,196500.0,196500.0,202500.0","RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008"
9124645,f,h,"10452746,10452747,10456261,10456260,10456259","802500.0,802500.0,802500.0,802500.0,802500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9488507,m,w,"7689899,7689874,7689901,7689895,7921800","1095000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HG-07-012,RFA-HG-07-012,RFA-HG-07-012,RFA-HG-07-012,RFA-HG-07-012"
7908682,f,w,"7618024,7790611,7918510,7908083,7694362","365000.0,360000.0,365000.0,365000.0,292000.0","RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-033"
10307473,f,w,"7900929,7878823,8118295,8118296,8118297","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004"
10419022,f,w,"10393600,9933610,10649426,10164866,10664343","321000.0,369000.0,309000.0,348000.0,267500.0","RFA-OD-19-011,RFA-OD-19-011,RFA-OD-19-011,RFA-OD-19-011,RFA-AG-19-015"
10703511,f,w,"10654699,10657497,10691307,10691304,10691299","824000.0,824000.0,824000.0,824000.0,824000.0","RFA-CA-20-001,RFA-CA-20-001,RFA-CA-20-001,RFA-CA-20-001,RFA-CA-20-001"
10153843,m,w,"8920980,7921648,8530222,8325168,8141366","931000.0,1008000.0,945000.0,959000.0,980000.0","RFA-DK-08-506,RFA-DK-08-506,RFA-DK-08-506,RFA-DK-08-506,RFA-DK-08-506"
10451849,m,w,"10707480,10349750,10361888,10361887,10361886","1802500.0,1872500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
8386571,m,w,"8876753,8457318,8689129,8705557,8705558","598500.0,616500.0,598500.0,598500.0,598500.0","RFA-HD-12-203,RFA-HD-12-203,RFA-HD-12-203,RFA-HD-12-203,RFA-HD-12-203"
9266784,m,w,"9568823,9569726,9429358,9430880,9737104","62500.0,62500.0,62500.0,62500.0,123000.0","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-AG-19-002"
8544504,m,w,"8894616,9120848,9100731,9129753,9107526","332500.0,327500.0,327500.0,327500.0,327500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9922320,m,w,"10671574,10449905,9135441,8935787,8934125","309000.0,321000.0,327500.0,332500.0,332500.0","RFA-RM-21-020,RFA-RM-21-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
10512187,m,w,"8657032,8509881,9275970,9275974,9275975","199500.0,202500.0,187500.0,187500.0,187500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
9548475,m,w,"10624202,10676101,10675722,10207252,10207253","695500.0,669500.0,669500.0,754000.0,754000.0","RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005"
7600401,m,w,"10159272,10392368,10392366,10392365,10392364","1160000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
8828856,f,b,"9899927,10671506,10671509,10671511,10671514","1845000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
9090014,f,w,"9264987,9682443,9269973,9663253,9663257","150000.0,147600.0,150000.0,147600.0,147600.0","RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028"
9108830,f,h,"8732924,9477414,9474052,9461944,9473739","332500.0,312500.0,312500.0,312500.0,312500.0","RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060"
8132428,m,w,"10576491,10737313,10745421,10738144,10737996","515000.0,412000.0,412000.0,412000.0,412000.0","RFA-AI-21-070,RFA-AI-22-046,RFA-AI-22-046,RFA-AI-22-046,RFA-AI-22-046"
8014442,m,w,"9928383,9738622,9736904,9914197,9927978","246000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-17-059,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
9831035,f,w,"8989450,9139408,8989446,8989451,8989453","266000.0,262000.0,266000.0,266000.0,266000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
10480853,m,w,"8627364,9115575,9310235,8914613,8913960","675000.0,655000.0,625000.0,665000.0,665000.0","RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014"
10007909,m,w,"10413850,10006880,10626760,10194494,9812381","749000.0,861000.0,721000.0,812000.0,861000.0","RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010"
7586092,m,w,"7687908,7686943,7847033,7588443,7849074","365000.0,365000.0,365000.0,365000.0,360000.0","RFA-DA-08-013,RFA-DA-08-013,RFA-DA-08-013,RFA-DA-08-014,RFA-DA-08-014"
9771465,f,w,"8852884,8851212,8849086,8852388,8852457","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8381865,m,w,"10729695,10723148,10727757,10727881,10729950","515000.0,515000.0,515000.0,515000.0,772500.0","RFA-AG-23-024,RFA-AG-23-024,RFA-AG-23-024,RFA-AG-23-024,RFA-AG-23-020"
9646351,m,a,"9674422,10111500,9475207,9430398,9453669","615000.0,580000.0,625000.0,625000.0,625000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
10701808,f,w,"8307365,8294926,8497699,8471151,8079596","342500.0,342500.0,337500.0,337500.0,350000.0","RFA-HL-10-014,RFA-HL-10-014,RFA-HL-10-014,RFA-HL-10-014,RFA-HL-10-014"
8368503,m,w,"8676354,9462721,9462749,9462741,9472250","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019"
8686820,m,w,"7857001,8060640,7922385,7626351,8247145","1095000.0,1050000.0,1095000.0,1095000.0,1027500.0","RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001"
10651389,m,a,"7862326,7555583,7692271,7622684,7907725","1440000.0,1460000.0,1460000.0,1168000.0,1152000.0","RFA-MH-08-110,RFA-MH-08-110,RFA-MH-08-111,RFA-MH-07-041,RFA-MH-07-041"
8712344,m,w,"8875441,8925796,7783755,7568134,7612444","1330000.0,1330000.0,548000.0,584000.0,584000.0","RFA-FD-14-021,RFA-FD-14-021,RFA-FD-08-001,RFA-FD-08-001,RFA-FD-08-001"
10615613,f,a,"8607541,7789337,8228170,8436322,8050090","665000.0,720000.0,685000.0,675000.0,700000.0","RFA-DK-08-009,RFA-DK-08-009,RFA-DK-08-009,RFA-DK-08-009,RFA-DK-08-009"
7687587,m,w,"8916722,8926440,8754322,8752056,8756251","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007"
8897975,f,b,"8265057,8828856,8812524,8890364,8812495","411000.00000000006,405000.0,399000.0,399000.0,399000.0","RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016"
8309959,m,w,"10236661,10232690,10663984,10663986,10676779","580000.0,580000.0,515000.0,515000.0,515000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
9432737,m,w,"9206105,9205825,9515049,9505982,9513624","917000.0,917000.0,875000.0,875000.0,875000.0","RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750"
9052188,m,w,"9962419,9581898,9569652,9781721,9761855","307500.0,312500.0,312500.0,307500.0,307500.0","RFA-ES-16-004,RFA-ES-16-004,RFA-ES-16-004,RFA-ES-16-004,RFA-ES-16-004"
9058980,m,w,"8055215,8067537,8055202,8055615,9701110","1440000.0,1440000.0,1440000.0,1440000.0,430500.0","RFA-AI-07-037,RFA-AI-07-037,RFA-AI-07-037,RFA-AI-07-037,RFA-AI-16-053"
9925073,m,w,"10458506,10465033,10004385,10005595,10186722","749000.0,749000.0,861000.0,861000.0,812000.0","RFA-CA-19-055,RFA-CA-19-055,RFA-CA-19-055,RFA-CA-19-055,RFA-CA-19-055"
9692771,m,w,"8353779,8539071,9103179,8693647,8882535","685000.0,675000.0,655000.0,665000.0,665000.0","RFA-HL-12-016,RFA-HL-12-016,RFA-HL-12-016,RFA-HL-12-016,RFA-HL-12-016"
9203505,m,w,"10551944,10552842,10684865,10684900,10355559","535000.0,535000.0,515000.0,515000.0,348000.0","RFA-RM-22-005,RFA-RM-22-005,RFA-RM-22-005,RFA-RM-22-005,RFA-CA-20-040"
9167306,m,a,"8377394,8730671,8502699,8505500,8511705","2055000.0,1995000.0,2025000.0,2025000.0,2025000.0","RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007"
9119880,m,w,"9830083,10530627,10063575,10066370,10066371","922500.0,772500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001"
9350737,m,b,"8207355,7847386,7847959,8244481,8242797","700000.0,720000.0,720000.0,685000.0,685000.0","RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002"
10359841,m,w,"9457435,9669066,8912671,8913347,9459899","116680.0,114813.12,124147.52,124147.52,116680.0","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
8241289,m,w,"9093855,8484471,8386861,8889730,8703825","1572000.0,1620000.0,1644000.0000000002,1596000.0,1596000.0","RFA-NS-12-008,RFA-NS-12-008,RFA-NS-12-008,RFA-NS-12-008,RFA-NS-12-008"
9242631,m,a,"9453867,10176455,9697324,9697318,9688539","937500.0,869999.9999999999,922500.0,922500.0,922500.0","RFA-DK-17-001,RFA-DK-17-001,RFA-DK-17-001,RFA-DK-17-001,RFA-DK-17-001"
8306245,m,w,"8305758,8080837,7926353,7922949,7555976","342500.0,350000.0,365000.0,365000.0,365000.0","RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039"
7688953,m,w,"9056986,9268695,8732924,8732967,8732913","327500.0,312500.0,332500.0,332500.0,332500.0","RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060"
9128433,m,w,"9649397,9520009,9494553,9335144,9319960","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013"
9741771,f,b,"9564207,10000207,9735422,9733337,9386289","312500.0,307500.0,307500.0,307500.0,312500.0","RFA-RM-16-015,RFA-RM-16-015,RFA-RM-16-015,RFA-RM-16-015,RFA-RM-16-015"
10729446,f,w,"8523721,7715404,8309207,8309186,8531811","337500.0,365000.0,342500.0,342500.0,337500.0","RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010"
9844366,m,w,"9861790,10026287,9608514,9609947,9419223","369000.0,369000.0,375000.0,375000.0,375000.0","RFA-MH-19-400,RFA-MH-19-400,RFA-MH-18-500,RFA-MH-18-500,RFA-MH-17-260"
8138504,m,a,"8832139,9090085,8935787,8930044,8934113","332500.0,327500.0,332500.0,332500.0,332500.0","RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
7779493,f,a,"10174901,10397655,10044348,10797923,10510294","464000.0,428000.0,492000.0,412000.0,749000.0","RFA-DA-20-019,RFA-DA-20-019,RFA-DA-20-019,RFA-DA-20-019,RFA-DA-22-011"
9783777,m,w,"9593805,9783777,10215266,9987331,10454343","312500.0,307500.0,290000.0,307500.0,267500.0","RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034"
7625150,m,w,"7674824,7679109,7961459,7961458,7682305","73000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
7940940,f,w,"8268769,8725078,8517625,8298746,8915641","685000.0,312550.0,317250.0,321950.0,312550.0","RFA-RR-11-004,RFA-OD-11-004,RFA-OD-11-004,RFA-OD-11-004,RFA-OD-11-004"
10800507,m,a,"9193112,9309081,10410465,10062127,10619606","524000.0,500000.0,749000.0,861000.0,721000.0","RFA-MD-15-011,RFA-MD-15-011,RFA-HD-20-001,RFA-HD-20-001,RFA-HD-20-001"
8293717,m,w,"9114794,10729441,10729446,10729445,10729444","465500.0,4944000.0,4944000.0,4944000.0,4944000.0","RFA-MH-15-400,RFA-AG-23-021,RFA-AG-23-021,RFA-AG-23-021,RFA-AG-23-021"
8360531,m,w,"8832151,9090085,8935787,8930044,8934113","332500.0,327500.0,332500.0,332500.0,332500.0","RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
