APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_r_wi,APPVAL_RECS_bert-base(para)_r_wi,FOA_RECS_bert-base(para)_r_wi
8126245,f,w,"8411660,8689156,8876775,8550129,8259724","548000.0,532000.0,532000.0,540000.0,411000.00000000006","RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-11-015"
9054855,f,w,"7798339,7798326,7797933,8241180,8241583","4171428.78,4171428.78,4171428.78,1027500.0,1050000.0","RFA-DK-08-006,RFA-DK-08-006,RFA-DK-08-006,RFA-DK-10-012,RFA-DK-10-012"
9137602,f,b,"9137180,9566396,8617784,8864687,8926488","15295000.0,14375000.0,15295000.0,15295000.0,15295000.0","RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001"
9469495,m,w,"9247185,9670111,9044774,9044776,9044778","116680.0,114813.12,122280.64,122280.64,122280.64","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
9569265,m,w,"8475567,8479321,8532645,8532646,8532647","540000.0,540000.0,540000.0,540000.0,540000.0","RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011"
8701215,m,w,"8329216,8508643,8516349,8502617,8511339","2170000.0,2092500.0,2092500.0,2092500.0,2092500.0","RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
10454671,m,w,"10454619,10454671,10454673,10454674,10454676","856000.0,856000.0,856000.0,856000.0,856000.0","RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029"
9377237,m,w,"10862217,10459253,10669673,10856208,10170987","772500.0,802500.0,772500.0,772500.0,869999.9999999999","RFA-ES-20-009,RFA-ES-20-009,RFA-ES-20-009,RFA-ES-20-009,RFA-ES-20-009"
9180056,m,w,"8639683,9271818,9188824,9179553,9188028","332500.0,312500.0,312500.0,312500.0,312500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
9976230,m,w,"9691088,9926797,9156542,9346002,9546463","153750.0,153750.0,163750.0,156250.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10731711,m,w,"8301704,8583061,8471051,8464625,8492023","205500.00000000003,205500.00000000003,202500.0,202500.0,202500.0","RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024"
7620050,f,h,"8587441,8390438,8607850,8790905,8785040","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001"
9729074,m,w,"9215356,9213709,9420639,9437827,8867285","250000.0,250000.0,250000.0,250000.0,294750.0","RFA-MH-17-150,RFA-MH-17-150,RFA-MH-17-150,RFA-MH-17-150,RFA-MH-13-061"
7682546,f,w,"7682547,7682549,7682548,7916504,7682550","540200.0,540200.0,540200.0,532800.0,540200.0","RFA-HL-06-006,RFA-HL-06-006,RFA-HL-06-006,RFA-HL-06-006,RFA-HL-06-006"
8391179,m,w,"9991349,9838237,9273247,9273248,9270811","528900.0,528900.0,537500.0,537500.0,537500.0","RFA-HD-17-003,RFA-HD-17-003,RFA-HD-17-003,RFA-HD-17-003,RFA-HD-17-003"
8075920,m,w,"10306341,10539285,10073474,10066306,10064990","802500.0,772500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026"
9568843,m,w,"9303447,9037332,9313725,9148241,9147638","250000.0,266000.0,250000.0,262000.0,262000.0","RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215"
7588810,m,w,"8127613,8775130,8269132,8269131,8385487","350000.0,332500.0,342500.0,342500.0,337500.0","RFA-DE-10-001,RFA-DE-10-001,RFA-DE-10-001,RFA-DE-10-001,RFA-DE-10-001"
9736301,m,a,"8314113,8309338,7693834,7691805,8137663","548000.0,548000.0,584000.0,584000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
10000521,m,w,"8263076,8461584,8723394,8461594,8263077","2466000.0,2430000.0,2430000.0,2430000.0,2466000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
7922027,m,w,"9332193,8909197,8755142,9131470,9130949","625000.0,665000.0,665000.0,655000.0,655000.0","RFA-MH-14-080,RFA-MH-14-080,RFA-MH-14-080,RFA-MH-14-080,RFA-MH-14-080"
9882675,m,w,"10456787,10174622,9788374,9788373,10455790","1070000.0,1160000.0,1230000.0,1230000.0,1160000.0","RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004"
9569261,m,w,"8186757,8725470,8381420,8381418,8381416","560000.0,532000.0,548000.0,548000.0,548000.0","RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011"
7883431,m,w,"8534667,8534655,8374285,8534673,8534674","548000.0,540000.0,548000.0,548000.0,548000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
9248858,m,w,"10194345,10674797,9940402,10433954,9525259","290000.0,257500.0,307500.0,267500.0,62500.0","RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-003,RFA-AG-14-004"
8035532,m,w,"9813714,9813753,9811165,9812865,9813191","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-RM-18-021,RFA-RM-18-021,RFA-RM-18-021,RFA-RM-18-021,RFA-RM-18-021"
7764470,f,w,"8130396,7791567,7791662,7791497,7791529","504000.0,511000.0,511000.0,511000.0,511000.0","RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010"
7696352,m,w,"10441650,9660083,10026443,10026444,10215448","464000.0,500000.0,492000.0,492000.0,464000.0","RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025"
10683504,f,w,"9985200,9826629,9896487,9897091,9823404","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
9518904,m,h,"10307473,10532212,10543752,10543748,10542354","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
8458888,f,w,"8101942,8097269,8106140,8092525,8102053","4200000.0,4200000.0,4200000.0,4200000.0,4200000.0","RFA-RM-06-008,RFA-RM-06-008,RFA-RM-06-008,RFA-RM-06-008,RFA-RM-06-008"
8365003,m,w,"9135767,8365249,8365238,8365239,8365240","2660000.0,2800000.0,2800000.0,2800000.0,2800000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
8144480,f,b,"7652440,7682310,7919244,7869229,8137945","365000.0,365000.0,360000.0,360000.0,350000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
9055118,m,w,"9402296,9524848,9247354,9592148,9053028","1750000.0,1750000.0,524000.0,492000.0,524000.0","RFA-HD-17-023,RFA-HD-17-023,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
10045791,m,w,"7911439,7869504,9568053,9568046,9569732","292000.0,292000.0,250000.0,250000.0,250000.0","RFA-NS-07-004,RFA-NS-07-004,RFA-NS-17-015,RFA-NS-17-015,RFA-NS-17-015"
7691811,m,w,"8928502,9518455,9302337,9113362,8845368","1596000.0,1500000.0,1500000.0,1572000.0,1596000.0","RFA-OH-14-005,RFA-OH-14-005,RFA-OH-14-005,RFA-OH-14-005,RFA-OH-14-005"
9043951,m,w,"8515271,9105702,9105699,9114019,9110206","729000.0,707400.0,707400.0,707400.0,707400.0","RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001"
10394908,m,w,"8020198,8016440,8016436,7992003,8016400","1080000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-DK-09-006,RFA-DK-09-006,RFA-DK-09-006,RFA-DK-09-006,RFA-DK-09-006"
8182412,m,w,"9657404,9351150,9328021,9337398,9328013","184500.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-CA-18-008,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
8352942,m,a,"7675361,7660406,9607557,9397506,9395865","1022000.0,1022000.0,399750.0,406250.0,406250.0","RFA-EB-07-001,RFA-EB-07-001,RFA-RM-15-013,RFA-RM-15-013,RFA-RM-15-013"
10020310,m,w,"10729771,10020310,10636787,10164692,9860144","206000.0,307500.0,257500.0,290000.0,307500.0","RFA-AG-23-023,RFA-AG-19-016,RFA-AG-19-016,RFA-AG-19-016,RFA-AG-19-016"
8044996,m,w,"8246456,8449962,7933396,7885796,7885795","3014000.0000000005,2970000.0,3212000.0,3212000.0,3212000.0","RFA-CA-08-026,RFA-CA-08-026,RFA-CA-08-026,RFA-CA-08-026,RFA-CA-08-026"
8080261,m,a,"7936971,7887230,7888661,7936966,8149882","540000.0,547500.0,547500.0,540000.0,350000.0","RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-MD-10-005"
9754212,m,w,"8960275,9697250,8960218,8959902,8959800","399000.0,369000.0,399000.0,399000.0,399000.0","RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
9492228,m,w,"9310019,9527642,9531892,9531882,9527636","87500.0,87500.0,87500.0,87500.0,87500.0","RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018"
8261666,f,w,"8278285,8837075,8272075,8464381,8451329","1370000.0,1330000.0,1370000.0,1350000.0,1350000.0","RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003"
8120917,m,w,"8204326,8460995,8200205,8201884,8203160","700000.0,685000.0,700000.0,700000.0,700000.0","RFA-AA-11-002,RFA-AA-11-002,RFA-AA-11-002,RFA-AA-11-002,RFA-AA-11-002"
8173716,m,w,"8268769,8655193,8365150,8365134,8102115","685000.0,6650000.0,7000000.0,7000000.0,7000000.0","RFA-RR-11-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
9674982,m,w,"8078844,8117653,7918039,7928080,7936907","1400000.0,1400000.0,1440000.0,1440000.0,1440000.0","RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018"
8375214,m,w,"10615692,10136135,10613358,10613359,10613361","1030000.0,1160000.0,1030000.0,1030000.0,1030000.0","RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012"
7901144,f,w,"9277472,9098205,9567637,9697816,9481714","500000.0,524000.0,500000.0,492000.0,500000.0","RFA-ES-15-001,RFA-ES-15-001,RFA-ES-15-001,RFA-ES-15-001,RFA-ES-15-001"
7904190,m,w,"8131671,8116512,7926942,7926944,7926945","1368000.0,1368000.0,1387000.0,1387000.0,1387000.0","RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027"
7961383,m,w,"9939134,10236295,10830647,10693063,9999499","9225000.0,8700000.0,7725000.0,7725000.0,9225000.0","RFA-FD-19-015,RFA-FD-19-015,RFA-FD-19-015,RFA-FD-19-015,RFA-FD-19-015"
8307815,m,a,"10465255,9788528,9630167,9630160,9628229","535000.0,615000.0,625000.0,625000.0,625000.0","RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600"
7674700,m,h,"9113510,8537081,9122296,9113505,9113998","524000.0,540000.0,524000.0,524000.0,524000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
8437095,m,w,"9959983,9265136,8991370,8990345,8991395","307500.0,312500.0,332500.0,332500.0,332500.0","RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017"
10242458,f,a,"8693975,8868954,8913107,8414034,8413975","997500.0,997500.0,997500.0,1027500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
8132824,m,w,"10710194,10828626,10828478,10827550,10813700","59740.0,59740.0,59740.0,59740.0,59740.0","RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012"
9564864,m,w,"9433510,9420513,9003024,8705776,8688737","625000.0,625000.0,655000.0,665000.0,665000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
7886893,m,w,"9841350,9201286,9841344,9841345,9841347","9102000.0,9250000.0,9102000.0,9102000.0,9102000.0","RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002"
10434006,m,w,"8926821,8895689,9321814,9322434,8895653","159600.0,159600.0,150000.0,150000.0,159600.0","RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005"
10487475,m,a,"9902788,9902838,9902839,9902085,10271164","184500.0,184500.0,184500.0,184500.0,174000.0","RFA-CA-19-025,RFA-CA-19-025,RFA-CA-19-025,RFA-CA-19-027,RFA-CA-20-021"
9479233,m,w,"8909962,9690077,9059098,9059094,9059096","931000.0,861000.0,917000.0,917000.0,917000.0","RFA-EY-14-001,RFA-EY-14-001,RFA-EY-14-001,RFA-EY-14-001,RFA-EY-14-001"
7686749,m,w,"9914839,9748973,9914842,9748978,9748977","1476000.0,1476000.0,1476000.0,1476000.0,1476000.0","RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008"
9317408,m,w,"9689905,9475559,9689916,9689915,9689914","147600.0,150000.0,147600.0,147600.0,147600.0","RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028"
8516914,f,w,"9563212,9486289,9564831,9967910,9976414","312500.0,312500.0,312500.0,307500.0,307500.0","RFA-AA-17-016,RFA-AA-17-016,RFA-AA-17-016,RFA-AA-17-016,RFA-AA-17-016"
10215273,m,w,"9476554,9478515,9478480,9476389,9478513","468750.0,468750.0,468750.0,468750.0,468750.0","RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005"
8081482,m,w,"8838839,8081515,8081289,8081465,8081510","266000.0,280000.0,280000.0,280000.0,280000.0","RFA-HD-10-008,RFA-HD-10-008,RFA-HD-10-008,RFA-HD-10-008,RFA-HD-10-008"
8033386,m,a,"9691055,9260055,9665273,9665272,9665270","1845000.0,1875000.0,1845000.0,1845000.0,1845000.0","RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013"
7943901,m,w,"9890656,9301411,9301433,9163367,9301410","922500.0,1000000.0,1000000.0,1000000.0,1000000.0","RFA-AG-19-025,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
8259476,m,h,"9532729,9268700,9212086,9268704,9257275","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9070603,m,w,"8534992,8734814,8332456,8318944,8133107","479500.00000000006,472500.00000000006,490000.0,490000.0,490000.0","RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010"
8733162,m,w,"8337730,8253875,8920687,8733162,8332942","1027500.0,1050000.0,997500.0,997500.0,1050000.0","RFA-DK-10-503,RFA-DK-10-503,RFA-DK-10-503,RFA-DK-10-503,RFA-DK-10-503"
8635336,m,w,"10476562,10661799,10480949,10480955,10480956","428000.0,412000.0,428000.0,428000.0,428000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
8533635,m,w,"10388388,9918116,9922293,9922291,9918411","1070000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9251791,m,w,"9657404,9902085,9902839,9902838,9902788","184500.0,184500.0,184500.0,184500.0,184500.0","RFA-CA-18-008,RFA-CA-19-027,RFA-CA-19-025,RFA-CA-19-025,RFA-CA-19-025"
9698975,m,b,"9346576,9277052,10368712,10200307,7687367","312500.0,327500.0,274540.60000000003,297632.8,365000.0","RFA-FD-16-012,RFA-FD-16-012,RFA-HG-20-016,RFA-HG-20-016,RFA-RM-08-004"
10265492,m,a,"9594991,9788517,10205125,9955341,9270571","1500000.0,1476000.0,1392000.0,1476000.0,187500.0","RFA-RM-17-016,RFA-RM-17-016,RFA-RM-17-016,RFA-RM-17-016,RFA-RM-15-004"
8633053,f,w,"8036071,8208000,8588956,8587494,8423405","93800.0,91790.0,89110.0,89110.0,90450.0","RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006"
10666594,m,w,"9673609,9022397,9223662,9433601,8892604","1230000.0,1310000.0,1250000.0,1250000.0,1330000.0","RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055"
10444319,m,h,"10689928,10528845,10625341,10458024,10302632","515000.0,535000.0,515000.0,535000.0,580000.0","RFA-DA-22-009,RFA-DA-22-009,RFA-DA-21-026,RFA-DA-21-026,RFA-DA-21-026"
8908677,f,w,"8335406,8335408,8514609,8514610,8229227","274000.0,274000.0,270000.0,270000.0,280000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
9748742,m,w,"7614543,7618247,7694362,7692257,7623951","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
8446499,m,a,"10089400,10559569,10348654,10397134,10213585","348000.0,309000.0,321000.0,321000.0,348000.0","RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042"
9912077,f,w,"9470855,10381464,10379252,10379251,10379250","1250000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056"
10748247,f,w,"10731695,10701116,10709664,8123282,7995571","154500.0,535000.0,515000.0,105000.0,108000.0","RFA-OD-22-015,RFA-NR-22-002,RFA-NR-22-002,RFA-HD-09-010,RFA-HD-09-010"
7935176,m,w,"8365164,7900150,7961834,7759019,7901271","6650000.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
8131150,m,a,"10439370,10631927,9546642,9352804,10632121","802500.0,772500.0,1000000.0,1000000.0,566500.0","RFA-CA-21-023,RFA-CA-21-023,RFA-CA-15-021,RFA-CA-15-021,RFA-CA-21-024"
8601956,m,w,"10503570,10485212,10274653,10707164,10688039","535000.0,515000.0,580000.0,515000.0,515000.0","RFA-FD-21-001,RFA-FD-21-001,RFA-FD-21-001,RFA-FD-21-001,RFA-FD-21-001"
9860066,m,w,"9560404,9557799,9681500,9673229,9656182","250000.0,250000.0,246000.0,246000.0,246000.0","RFA-MH-18-301,RFA-MH-18-301,RFA-MH-18-301,RFA-MH-18-301,RFA-MH-18-301"
9390754,m,h,"8149893,8149895,8392147,8517478,8516886","350000.0,350000.0,337500.0,337500.0,337500.0","RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005"
9273574,m,w,"9484309,9323463,9327003,9350371,9323469","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
8327757,m,w,"8790925,8531079,8516401,8526288,8426102","6783000.0,6885000.0,6885000.0,6885000.0,6885000.0","RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006"
8365125,m,w,"8364997,8255454,8611297,8490537,8473959","3266666.2,3196666.2100000004,3149999.5500000003,3149999.5500000003,3149999.5500000003","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
8084194,f,a,"8526228,8258576,8339352,8521389,8258932","405000.0,420000.0,411000.00000000006,405000.0,420000.0","RFA-NR-11-003,RFA-NR-11-003,RFA-NR-11-003,RFA-NR-11-003,RFA-NR-11-003"
7561342,f,a,"10687068,10038138,10225588,10204148,10651873","515000.0,615000.0,580000.0,580000.0,515000.0","RFA-TR-19-014,RFA-TR-19-014,RFA-TR-19-014,RFA-TR-19-014,RFA-TR-19-014"
8795243,m,w,"9564845,9128422,9122347,9122346,9135289","937500.0,982500.0,982500.0,982500.0,982500.0","RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010"
10527336,m,w,"8145108,7935368,8133102,8133542,8133759","504000.0,504000.0,490000.0,490000.0,490000.0","RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010"
9606093,f,h,"9313943,9724565,9700229,9700231,9700232","500000.0,492000.0,492000.0,492000.0,492000.0","RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004"
10115114,m,w,"8698806,8143034,8143917,8520386,8519523","550620.0,579600.0,579600.0,558900.0,558900.0","RFA-HL-10-021,RFA-HL-10-021,RFA-HL-10-021,RFA-HL-10-021,RFA-HL-10-021"
8137835,f,w,"9455243,9656960,10146939,10113807,10378141","375000.0,369000.0,348000.0,369000.0,321000.0","RFA-AI-16-085,RFA-AI-16-085,RFA-AI-16-085,RFA-AI-16-085,RFA-AI-16-085"
10670813,m,w,"8550031,8413936,8540334,8413560,8414142","270000.0,274000.0,270000.0,274000.0,274000.0","RFA-RM-11-014,RFA-RM-11-014,RFA-RM-11-014,RFA-RM-11-014,RFA-RM-11-014"
9040168,m,w,"10378135,10582606,10359121,10359841,10401934","53500.0,51500.0,53500.0,53500.0,53500.0","RFA-ES-19-010,RFA-ES-19-010,RFA-ES-19-010,RFA-ES-19-010,RFA-ES-19-010"
9270487,m,w,"10689336,10491917,10276391,10276393,10276394","2575000.0,2675000.0,2900000.0,2900000.0,2900000.0","RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015"
9323426,f,w,"10423101,10232404,10058950,10058949,10058948","812000.0,812000.0,861000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
7869504,m,w,"10848139,7657333,7912258,7849041,7658184","309000.0,365000.0,365000.0,360000.0,365000.0","RFA-FD-23-030,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
10573181,f,w,"8463179,8289723,8659435,8659423,8659420","2430000.0,2466000.0,2394000.0,2394000.0,2394000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8716619,f,w,"8716619,8901853,8853216,8424847,8426694","665000.0,665000.0,665000.0,685000.0,685000.0","RFA-AA-12-008,RFA-AA-12-008,RFA-AA-12-008,RFA-AA-12-008,RFA-AA-12-008"
8850648,m,w,"9749867,8509958,8542793,8507361,8698428","937500.0,137000.0,135000.0,137000.0,133000.0","RFA-FD-18-022,RFA-FD-12-026,RFA-FD-12-026,RFA-FD-12-026,RFA-FD-12-026"
9925602,m,h,"10863066,10694925,9832259,10222528,10488811","515000.0,515000.0,615000.0,580000.0,535000.0","RFA-AI-18-029,RFA-AI-18-029,RFA-AI-18-029,RFA-AI-18-029,RFA-AI-18-029"
9982774,f,w,"10625693,10625576,10625691,10625690,10625689","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001"
7993334,m,w,"9772157,10004977,9769738,9771474,9771475","875000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
10454618,m,w,"10686278,10473768,10006889,10686120,10250326","643750.0,668750.0,768750.0,643750.0,725000.0","RFA-CA-18-029,RFA-CA-18-029,RFA-CA-18-029,RFA-CA-18-029,RFA-CA-18-029"
9054053,f,h,"10705314,10524698,9991942,9535520,9775495","1030000.0,1070000.0,922500.0,937500.0,922500.0","RFA-NS-22-009,RFA-NS-22-009,RFA-NS-16-019,RFA-NS-16-019,RFA-NS-16-019"
8735092,f,w,"10289494,10482371,10488603,10488634,10488648","928000.0,856000.0,856000.0,856000.0,856000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
9119005,f,w,"10059286,10425319,10220975,10223298,10223299","861000.0,749000.0,812000.0,812000.0,812000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8141266,m,w,"8846545,8846541,8736371,8735212,8736372","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021"
9526395,m,a,"10729950,10730153,9532353,9532459,9986604","772500.0,772500.0,2812500.0,2812500.0,2767500.0","RFA-AG-23-020,RFA-AG-23-020,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002"
9016535,m,w,"9902976,10129357,10527355,10530657,10530658","922500.0,869999.9999999999,772500.0,772500.0,772500.0","RFA-DK-18-001,RFA-DK-18-001,RFA-DK-18-001,RFA-DK-18-001,RFA-DK-18-001"
9527148,f,w,"9702825,9318338,9281745,9281737,9281740","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010"
8391715,m,w,"9757795,9105753,9563295,8990689,9323489","1353000.0,1441000.0,1375000.0,1463000.0,1375000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
8473680,m,a,"8246456,7810522,8066359,7680624,7885794","3014000.0000000005,3168000.0,3080000.0,3212000.0,3212000.0","RFA-CA-08-026,RFA-CA-08-026,RFA-CA-08-026,RFA-CA-08-026,RFA-CA-08-026"
8089019,m,w,"8424991,7769129,7937882,8130693,9833527","540000.0,584000.0,576000.0,548000.0,492000.0","RFA-HL-09-011,RFA-HL-09-011,RFA-HL-09-011,RFA-HL-09-011,RFA-HD-16-018"
8376957,m,w,"9047231,8461509,9055626,9058979,9053436","393000.0,405000.0,393000.0,393000.0,393000.0","RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009"
