APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_roberta_p_wi,APPVAL_RECS_roberta_p_wi,FOA_RECS_roberta_p_wi
7787758,m,w,"7761262,7847080,8118649,8105727,7796711","288000.0,292000.0,288000.0,288000.0,288000.0","RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006"
9978686,f,w,"8459770,8601749,8601748,8782643,8459827","675000.0,665000.0,665000.0,665000.0,675000.0","RFA-NS-13-001,RFA-NS-13-001,RFA-NS-13-001,RFA-NS-13-001,RFA-NS-13-001"
8672642,f,w,"9494545,9332379,9527801,9552162,9547917","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-OD-15-005,RFA-OD-15-005,RFA-OD-15-005,RFA-OD-15-005,RFA-OD-15-005"
10675746,f,a,"8711466,8897372,8711467,8624922,8626815","332500.0,332500.0,332500.0,337500.0,337500.0","RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004"
7816432,m,w,"8858137,8924793,9548409,9132020,9431234","1330000.0,1330000.0,1250000.0,1310000.0,1875000.0","RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-HL-12-025"
7997152,m,w,"8617223,8509163,9213339,8794412,9000120","997500.0,1012500.0,937500.0,997500.0,982500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
8377050,m,w,"8130863,8130860,7691355,7857983,7857982","1080000.0,1080000.0,1095000.0,1095000.0,1095000.0","RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004"
9278724,m,a,"9453669,9278724,9893855,9902185,10111500","625000.0,625000.0,615000.0,615000.0,580000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
7853372,f,w,"10510294,9076447,8755131,8756316,8757208","749000.0,299250.0,299250.0,299250.0,299250.0","RFA-DA-22-011,RFA-DA-14-013,RFA-DA-14-013,RFA-DA-14-013,RFA-DA-14-013"
10393674,f,h,"9043804,9267418,8680584,8680575,8679547","327500.0,312500.0,332500.0,332500.0,332500.0","RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059"
10426145,m,w,"8014853,8146949,8724318,8723019,8014657","288000.0,280000.0,266000.0,266000.0,288000.0","RFA-AG-10-011,RFA-AG-10-011,RFA-AG-10-011,RFA-AG-10-011,RFA-AG-10-011"
10260511,f,w,"10276391,10276394,10492513,10689332,10687272","2900000.0,2900000.0,2675000.0,2575000.0,2575000.0","RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015"
10707971,m,b,"7936971,7936966,7887230,7888661,9451945","540000.0,540000.0,547500.0,547500.0,1875000.0","RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-MD-15-013"
9478451,m,w,"9089977,9697250,9532081,9501685,8957139","393000.0,369000.0,375000.0,375000.0,399000.0","RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
8611916,m,w,"10048896,10442933,10442935,10442937,10442938","869999.9999999999,802500.0,802500.0,802500.0,802500.0","RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004"
8450250,m,w,"8461587,8659438,8461588,8701537,9056480","2430000.0,2394000.0,2430000.0,2430000.0,2358000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
7938809,m,w,"8365240,8365239,8365246,8365247,8365248","2800000.0,2800000.0,2800000.0,2800000.0,2800000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
8705391,m,w,"8499269,8101088,8091331,7667013,7677653","540000.0,560000.0,560000.0,584000.0,584000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
8211337,f,w,"10738080,8332283,8210862,8211347,8211337","309000.0,479500.00000000006,490000.0,490000.0,490000.0","RFA-DE-23-009,RFA-DE-12-001,RFA-DE-12-001,RFA-DE-12-001,RFA-DE-12-001"
8876650,m,w,"7807980,8055435,7807977,7620363,7908052","1825000.0,1800000.0,1825000.0,1825000.0,1825000.0","RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012"
9737974,f,a,"10248391,9551397,9999623,10003353,10224695","829400.0,893750.0,879450.0,879450.0,829400.0","RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021"
8380869,m,w,"7927021,8514470,7665652,8697002,7666631","432000.0,405000.0,438000.0,399000.0,438000.0","RFA-AI-08-016,RFA-AI-08-016,RFA-AI-08-016,RFA-AI-08-016,RFA-AI-08-016"
8235235,f,w,"9495587,8846380,8933966,9340010,9349356","875000.0,931000.0,931000.0,875000.0,875000.0","RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016"
9110809,m,b,"9677596,9690542,9471349,9471343,9471344","615000.0,615000.0,625000.0,625000.0,625000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
7928820,m,w,"10392950,10157320,10156542,10347360,10656390","267500.0,290000.0,290000.0,267500.0,309000.0","RFA-AR-20-002,RFA-AR-20-002,RFA-AR-20-002,RFA-AR-20-002,RFA-AR-20-001"
9229818,m,w,"10330342,10330219,10700076,10690696,10492637","579998.84,579998.84,514998.97,514998.97,534998.93","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
9952381,f,w,"9350923,9350443,9980007,10243081,9350664","375000.0,375000.0,321000.0,369000.0,375000.0","RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004"
8517254,f,h,"8767346,8768514,9312392,8769006,8768959","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002"
9707164,m,a,"8649398,9033901,9045625,9041617,9039601","199500.0,196500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
9526967,m,w,"9532354,9986622,10207464,10207461,10207459","2812500.0,2767500.0,2610000.0,2610000.0,2610000.0","RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002"
8830597,f,w,"8729741,9116602,9262857,8208321,8306719","299250.0,262000.0,250000.0,280000.0,274000.0","RFA-MH-14-182,RFA-AI-15-021,RFA-AI-15-021,RFA-MH-11-091,RFA-MH-11-091"
8432558,f,b,"8602768,8823717,9205484,9198167,8432693","4655000.0,4655000.0,4375000.0,4375000.0,4725000.0","RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002"
9267945,m,w,"8886515,9478846,9267108,9060251,10426961","4655000.0,4375000.0,4375000.0,4585000.0,556400.0","RFA-HS-14-009,RFA-HS-14-009,RFA-HS-14-009,RFA-HS-14-009,RFA-HL-22-007"
10686097,f,w,"9403965,9549142,9542390,9403567,9763656","281250.0,281250.0,281250.0,281250.0,276750.0","RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560"
8574506,m,w,"10048271,10584511,10548867,10548869,10548873","869999.9999999999,772500.0,772500.0,772500.0,772500.0","RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004"
10044533,f,a,"8532854,8307505,8149926,8014602,8699693","900450.0000000001,913790.0,933800.0,960480.0,887110.0","RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026"
7937968,f,b,"8965551,9555310,9133253,9353951,9137602","598500.0,562500.0,589500.0,589500.0,589500.0","RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015"
8527853,m,w,"8339359,8728671,8261797,8261827,8527853","411000.00000000006,399000.0,420000.0,420000.0,405000.0","RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006"
9548409,f,w,"8924793,9548409,9132020,8858137,9431234","1330000.0,1250000.0,1310000.0,1330000.0,1875000.0","RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-HL-12-025"
8711728,m,w,"8919250,8925805,9124604,9124602,8881515","266000.0,266000.0,262000.0,262000.0,266000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
10672705,m,w,"9068079,8320579,8451293,8451287,9068080","982500.0,1027500.0,1012500.0,1012500.0,982500.0","RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004"
10665942,m,w,"7637904,7684579,7849683,7905822,7847547","1095000.0,365000.0,360000.0,360000.0,360000.0","RFA-CA-07-008,RFA-CA-07-036,RFA-CA-07-036,RFA-CA-07-036,RFA-CA-07-036"
8872957,m,w,"10588069,10585204,10586206,10586204,10586202","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029"
9267910,m,w,"8301973,8298371,8470127,8467677,9062289","411000.00000000006,411000.00000000006,405000.0,405000.0,393000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9319725,m,w,"10411967,10019517,10640935,10634763,10634669","856000.0,984000.0,824000.0,824000.0,824000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
7892977,f,w,"7905874,7686631,8266326,8286379,8266327","720000.0,730000.0,685000.0,685000.0,685000.0","RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001"
7941808,f,h,"10479044,10532594,10685294,10693955,10745889","214000.0,214000.0,206000.0,206000.0,206000.0","RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015"
9352694,f,a,"9178200,9352683,9517980,9979656,9537658","235800.0,225000.0,225000.0,221400.0,225000.0","RFA-HD-16-012,RFA-HD-16-012,RFA-HD-16-012,RFA-HD-16-012,RFA-HD-16-012"
8173807,m,w,"7911326,7686389,7961491,7961490,7961489","72000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
9930147,f,w,"10686217,10474478,10491098,10491243,10541061","515000.0,535000.0,535000.0,535000.0,535000.0","RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046"
8726320,f,w,"8538244,8302846,8301276,8302723,8305257","68500.0,70000.0,70000.0,70000.0,70000.0","RFA-FD-11-024,RFA-FD-11-024,RFA-FD-11-024,RFA-FD-11-024,RFA-FD-11-024"
8033868,f,w,"8318379,8534043,8539344,8727458,8727459","2100000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
7782768,m,w,"8508852,9517666,8385808,8385852,8385851","25650000.0,23750000.0,26030000.000000004,26030000.000000004,26030000.000000004","RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002"
9987626,m,a,"10207606,9590771,10206102,10208861,9771438","754000.0,812500.0,754000.0,754000.0,799500.0","RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505"
10335887,m,w,"8908678,8263161,8263077,8262932,8263074","2394000.0,2466000.0,2466000.0,2466000.0,2466000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8830369,f,w,"10350001,10350448,10570917,10573170,10679006","374500.0,374500.0,360500.0,360500.0,1030000.0","RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-016"
9162008,f,w,"8573064,8573363,8566620,8572829,8573377","67500.0,67500.0,67500.0,67500.0,67500.0","RFA-AG-13-004,RFA-AG-13-004,RFA-AG-13-004,RFA-AG-13-004,RFA-AG-13-004"
10164172,f,w,"8601749,8601748,8459770,8459827,8782643","665000.0,665000.0,675000.0,675000.0,665000.0","RFA-NS-13-001,RFA-NS-13-001,RFA-NS-13-001,RFA-NS-13-001,RFA-NS-13-001"
8081296,m,w,"8634585,8365259,8490517,8490516,8490519","2660000.0,2800000.0,2700000.0,2700000.0,2700000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
9364332,m,w,"9654838,9923517,9970386,10186853,10543729","3936000.0,3936000.0,3936000.0,3936000.0,3296000.0","RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037"
8865707,m,w,"10744965,9700229,9313946,9308005,9293384","1339000.0,492000.0,500000.0,500000.0,500000.0","RFA-NS-22-030,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004"
8507238,m,w,"9113051,8991408,9521388,9514196,9521384","412650.0,418950.0,393750.0,393750.0,393750.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
7798138,m,w,"10606573,10382454,10382451,10382450,10382449","1030000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9525227,f,h,"10266124,10704748,10700147,10094836,10092367","579998.84,514998.97,514998.97,614998.77,614998.77","RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017"
9589949,f,h,"10518585,10689318,10516667,10516846,10517212","107000.0,103000.0,107000.0,107000.0,107000.0","RFA-AG-22-027,RFA-AG-22-027,RFA-AG-22-027,RFA-AG-22-027,RFA-AG-22-027"
8391974,m,w,"10696373,10695612,10696751,8704158,8875921","412000.0,412000.0,412000.0,331170.0,331170.0","RFA-NS-23-004,RFA-NS-23-004,RFA-NS-23-004,RFA-HS-13-002,RFA-HS-13-002"
10646261,m,w,"8226941,8326506,8231618,8231077,8231811","7140000.0,6987000.000000001,6987000.000000001,6987000.000000001,6987000.000000001","RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006"
9750733,f,h,"10641782,10059739,10059148,10059149,10059150","721000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
10758084,m,w,"10598836,10598355,10598237,10598923,10598372","437750.0,437750.0,437750.0,437750.0,437750.0","RFA-HD-23-010,RFA-HD-23-010,RFA-HD-23-010,RFA-HD-23-010,RFA-HD-23-010"
9519802,f,b,"8628422,8842906,8544163,8279690,9566396","15525000.000000002,15295000.0,15755000.000000002,15755000.000000002,14375000.0","RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001"
10624199,f,w,"9548493,9987209,9180274,9325532,9325528","812500.0,799500.0,851500.0,812500.0,812500.0","RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021"
8566006,m,w,"9114486,9111823,9111821,8519228,8725788","1572000.0,1572000.0,1572000.0,1620000.0,1620000.0","RFA-AI-11-040,RFA-AI-11-040,RFA-AI-11-040,RFA-AI-11-040,RFA-AI-11-040"
8451489,m,w,"8335406,8229848,8229227,8514610,8514609","274000.0,280000.0,280000.0,270000.0,270000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
7680460,f,w,"9390406,9180056,8968191,8639190,8639683","312500.0,312500.0,327500.0,332500.0,332500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
9462171,m,w,"7924676,7727436,8130697,8122198,8053299","360000.0,365000.0,350000.0,350000.0,350000.0","RFA-GM-09-008,RFA-GM-09-008,RFA-GM-09-008,RFA-GM-09-008,RFA-GM-09-008"
7993923,m,w,"8693975,8544456,8868954,8414034,8413975","997500.0,1012500.0,997500.0,1027500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9256414,m,h,"9753080,9171898,9172630,9172123,9172552","1353000.0,1441000.0,1441000.0,1441000.0,1441000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
9546669,m,w,"7649407,7851763,8102087,8103959,8103900","803000.0,803000.0,770000.0,770000.0,770000.0","RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008"
8005627,m,a,"8135339,8004892,8664429,8645748,8600314","560000.0,576000.0,532000.0,532000.0,532000.0","RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060"
9250759,m,w,"9385159,9533194,9906733,10468805,9531627","1000000.0,1000000.0,1230000.0,802500.0,937500.0","RFA-HL-15-027,RFA-HL-15-027,RFA-FD-19-014,RFA-DK-17-007,RFA-DK-17-007"
7892589,m,w,"8538244,8302846,8301276,8302723,8305257","68500.0,70000.0,70000.0,70000.0,70000.0","RFA-FD-11-024,RFA-FD-11-024,RFA-FD-11-024,RFA-FD-11-024,RFA-FD-11-024"
9867656,f,a,"7692869,9384887,9305689,9306535,7683895","1095000.0,187500.0,187500.0,187500.0,292000.0","RFA-CA-07-041,RFA-CA-16-010,RFA-CA-16-010,RFA-CA-16-010,RFA-CA-07-035"
8564760,f,b,"10617097,10845414,9403941,9127572,9604712","360500.0,360500.0,437500.0,458500.0,430500.0","RFA-OD-22-005,RFA-OD-22-005,RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010"
9004629,m,w,"9132766,9413329,9391673,9512934,9392151","982500.0,937500.0,937500.0,937500.0,937500.0","RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023"
9493482,m,w,"9012762,9654678,9225178,9223661,9223656","655000.0,615000.0,625000.0,625000.0,625000.0","RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002"
9509521,m,a,"10599360,10469111,10599356,10599358,10599359","1030000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013"
8016148,m,w,"8044661,8044411,8044354,8692115,8690346","3988800.0,3988800.0,3988800.0,1012500.0,1012500.0","RFA-HS-10-015,RFA-HS-10-015,RFA-HS-10-015,RFA-HS-13-011,RFA-HS-13-011"
9926734,f,w,"10729950,10730153,9986604,10207461,10232385","772500.0,772500.0,2767500.0,2610000.0,2610000.0","RFA-AG-23-020,RFA-AG-23-020,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002"
7798754,m,w,"7900492,7902079,7903215,7902077,7900503","288000.0,288000.0,288000.0,288000.0,288000.0","RFA-HL-05-010,RFA-HL-05-010,RFA-HL-05-010,RFA-HL-05-010,RFA-HL-05-010"
9532238,f,a,"8306909,8204665,7842432,7839761,7841512","685000.0,700000.0,730000.0,730000.0,730000.0","RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001"
8364908,m,a,"7994452,7994441,9162750,9316653,9748889","180000.0,180000.0,917000.0,875000.0,861000.0","RFA-RM-07-001,RFA-RM-07-001,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
10088137,m,w,"10088137,9506944,9946863,9999273,10471187","33210000.0,33750000.0,33210000.0,33210000.0,1177000.0","RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-511"
8141325,m,w,"8881093,8505374,8879020,8865543,8878158","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034"
9537570,f,b,"10349758,10353540,10353538,10353537,10353536","1872500.0,1872500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
10687084,m,w,"10399549,10611959,10284440,10695612,10696751","1498000.0,1442000.0,1624000.0,412000.0,412000.0","RFA-FD-21-004,RFA-FD-21-004,RFA-FD-21-004,RFA-NS-23-004,RFA-NS-23-004"
8819041,m,a,"9931248,8841602,8278360,8055161,8063786","276750.0,1810277.63,1905555.4,1905555.4,1905555.4","RFA-HD-16-033,RFA-HD-10-015,RFA-HD-10-015,RFA-HD-10-015,RFA-HD-10-015"
10483217,m,w,"8144917,8014642,8316192,8314022,8527660","280000.0,288000.0,274000.0,274000.0,270000.0","RFA-AG-10-010,RFA-AG-10-010,RFA-AG-10-010,RFA-AG-10-010,RFA-AG-10-010"
9354176,f,w,"8246704,9232413,10215473,9525137,9734029","1439200.0,851500.0,754000.0,812500.0,799500.0","RFA-OH-11-002,RFA-DE-17-002,RFA-DE-17-002,RFA-DE-17-002,RFA-DE-17-002"
9303777,f,w,"8889423,8912282,8889418,8896897,8896900","399000.0,399000.0,399000.0,399000.0,399000.0","RFA-FD-13-006,RFA-FD-13-006,RFA-FD-13-006,RFA-FD-13-006,RFA-FD-13-006"
8381801,m,w,"8766909,8882257,8885651,8874104,8768636","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
7932543,f,w,"7790635,8018676,7837305,7681127,7569019","360000.0,350000.0,365000.0,365000.0,365000.0","RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019"
9939979,m,w,"10655348,9962486,10333347,10439573,10441143","364178.13,434892.33,378320.97,378320.97,378320.97","RFA-HL-18-023,RFA-HL-18-023,RFA-HL-18-023,RFA-HL-18-023,RFA-HL-18-023"
8876120,m,w,"9900596,9696250,9451952,9451946,9696254","1845000.0,1845000.0,1875000.0,1875000.0,1845000.0","RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013"
8848515,f,w,"10450033,10220839,10035016,10035018,10037795","802500.0,869999.9999999999,922500.0,922500.0,922500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
10708990,f,w,"10175650,10266168,10427431,10174152,10402401","615000.0,580000.0,535000.0,615000.0,515000.0","RFA-MD-20-008,RFA-MD-20-008,RFA-MD-20-008,RFA-MD-20-008,RFA-MD-20-008"
7625135,m,w,"8066084,8173918,8066143,8173928,8173927","7200000.0,7200000.0,7200000.0,7200000.0,7200000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
8382105,f,a,"10475051,10667520,10676993,10676992,10676989","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004"
9645068,f,w,"10601083,10589556,10436562,10398120,10502788","515000.0,515000.0,535000.0,642000.0,642000.0","RFA-DK-21-004,RFA-DK-21-004,RFA-DK-21-004,RFA-DK-18-005,RFA-DK-18-005"
7853780,m,w,"8825155,8934128,8929204,8929327,8929200","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-RM-13-021,RFA-RM-13-021,RFA-RM-13-021,RFA-RM-13-021,RFA-RM-13-021"
8545814,m,w,"8495858,8519232,8054921,8495879,8495876","675000.0,675000.0,700000.0,675000.0,675000.0","RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025"
9313301,m,w,"9555002,9999623,9767802,9761547,9405802","893750.0,879450.0,879450.0,879450.0,893750.0","RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021"
9277432,m,w,"8332244,8336846,8189006,9148100,9531290","1027500.0,1027500.0,1050000.0,393000.0,375000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-15-003,RFA-CA-15-003"
8535657,m,w,"7692133,7585966,8115016,8053915,7895738","365000.0,365000.0,350000.0,350000.0,360000.0","RFA-CA-08-008,RFA-CA-08-008,RFA-CA-08-008,RFA-CA-08-008,RFA-CA-08-008"
9883397,f,b,"10584511,10048274,10374705,10374738,10374739","772500.0,869999.9999999999,802500.0,802500.0,802500.0","RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004"
9980431,m,b,"10743669,10744578,10744678,8604913,8733202","1030000.0,1030000.0,1030000.0,270000.0,266000.0","RFA-MH-22-190,RFA-MH-22-190,RFA-MH-22-190,RFA-MH-13-091,RFA-MH-13-091"
7901043,m,w,"8651877,8822808,8325195,8325208,8325213","1862000.0,1862000.0,1918000.0,1918000.0,1918000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
8895653,f,w,"10686144,10657353,10435513,10673618,10673613","561350.0,561350.0,583150.0,561350.0,561350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
10437182,m,b,"10630593,10631646,10707213,10740364,7935616","535000.0,515000.0,515000.0,515000.0,175200.0","RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-CA-06-013"
8336816,m,w,"10598378,10598939,10598936,10598935,10598775","824000.0,824000.0,824000.0,824000.0,824000.0","RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011"
9528536,m,w,"8104786,8337841,8104611,8724464,8106787","720000.0,675000.0,720000.0,665000.0,720000.0","RFA-DA-10-013,RFA-DA-10-013,RFA-DA-10-013,RFA-DA-10-013,RFA-DA-10-013"
10651665,f,w,"9888896,10477061,9941708,10450294,10595133","1845000.0,1545000.0,1845000.0,1739999.9999999998,1070000.0","RFA-NS-19-010,RFA-NS-19-010,RFA-NS-19-010,RFA-NS-19-010,RFA-NS-22-037"
9788361,m,h,"8707400,8307505,8532854,8149926,8014602","887110.0,913790.0,900450.0000000001,933800.0,960480.0","RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026"
10335890,f,w,"8335408,8514609,8229848,8229227,8335406","274000.0,270000.0,280000.0,280000.0,274000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
8320384,m,w,"10399327,10161464,10387466,10359181,10583143","580000.0,615000.0,580000.0,535000.0,535000.0","RFA-DA-20-024,RFA-DA-20-024,RFA-DA-20-024,RFA-DA-20-024,RFA-DA-20-024"
