APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_roberta_p_wi,APPVAL_RECS_roberta_p_wi,FOA_RECS_roberta_p_wi
7728693,m,a,"8910704,9778989,8758156,8756564,8758202","199500.0,187500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
8296525,m,w,"9573737,9575409,9787678,9784921,9574030","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009"
10215196,f,a,"8604915,9022512,9245732,8825531,10619007","3192000.0,3144000.0,3000000.0,3192000.0,158620.0","RFA-HL-13-013,RFA-HL-13-013,RFA-HL-13-013,RFA-HL-13-013,RFA-HL-22-012"
9772226,m,w,"10827637,10829008,10828283,10828472,10828510","581950.0,581950.0,581950.0,581950.0,581950.0","RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027"
7982871,m,w,"8508815,8070394,8063504,8063503,8063502","2025000.0,2100000.0,2160000.0,2160000.0,2160000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
10438919,f,w,"10569668,10548819,10358379,10358069,9323280","772500.0,772500.0,802500.0,802500.0,4062500.0","RFA-AI-20-057,RFA-AI-20-057,RFA-AI-20-057,RFA-AI-20-057,RFA-AI-12-045"
8927475,m,w,"9476215,9933546,9217469,10220891,10019478","812500.0,799500.0,812500.0,754000.0,799500.0","RFA-CA-15-024,RFA-CA-15-024,RFA-CA-15-024,RFA-CA-15-024,RFA-CA-15-024"
9961762,f,h,"10586200,10588656,10588070,10588071,10588531","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029"
7820252,m,w,"7673935,7808845,7627305,7691393,7632039","365000.0,360000.0,365000.0,365000.0,365000.0","RFA-CA-06-003,RFA-CA-06-003,RFA-CA-06-003,RFA-CA-06-003,RFA-CA-06-003"
8502700,m,w,"8711423,9108891,9133333,8550801,8544456","997500.0,982500.0,982500.0,1012500.0,1012500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9519158,f,w,"7901634,7654129,7631353,7896848,9022512","720000.0,730000.0,730000.0,720000.0,3144000.0","RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-002,RFA-HL-13-013"
8544783,m,w,"10434817,9905213,10655369,10200680,9902711","642000.0,738000.0,618000.0,696000.0,553500.0","RFA-AT-19-002,RFA-AT-19-002,RFA-AT-19-002,RFA-AT-19-002,RFA-AT-16-001"
10672408,m,w,"10489831,10672410,10495212,10495215,10495219","1070000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-NS-21-001,RFA-NS-21-001,RFA-NS-21-001,RFA-NS-21-001,RFA-NS-21-001"
10621257,m,w,"7645044,8076601,7918624,7659420,7650125","730000.0,720000.0,730000.0,730000.0,730000.0","RFA-ES-05-007,RFA-ES-05-007,RFA-ES-05-007,RFA-ES-05-007,RFA-ES-05-007"
8469083,m,a,"9625339,10770711,10770832,8894505,8789475","468750.0,515000.0,515000.0,1330000.0,1330000.0","RFA-CA-17-043,RFA-DE-23-013,RFA-DE-23-013,RFA-CA-13-015,RFA-CA-13-015"
7923917,m,w,"8841436,8475557,8471640,8468639,8839517","399000.0,405000.0,405000.0,405000.0,399000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
10003410,m,w,"10621196,10019098,10019093,10019094,10427408","1236000.0,1476000.0,1476000.0,1476000.0,1284000.0","RFA-AI-19-043,RFA-AI-19-043,RFA-AI-19-043,RFA-AI-19-043,RFA-AI-19-043"
7822888,f,w,"8335426,8499063,8489149,8501028,8474636","1027500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005"
7840548,m,b,"9741497,10194600,10196950,10196953,10196954","615000.0,580000.0,580000.0,580000.0,580000.0","RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003"
7862608,f,w,"10655674,10655239,8699869,8997969,8605852","515000.0,515000.0,1350000.0,1310000.0,1330000.0","RFA-AI-22-020,RFA-AI-22-020,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006"
9352733,m,w,"9568823,9430880,9429358,9569726,10340783","62500.0,62500.0,62500.0,62500.0,901320.0","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-AG-21-027"
8515270,m,h,"9662784,9897624,9679467,9679466,9679465","615000.0,615000.0,615000.0,615000.0,615000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
8105554,f,w,"8374608,8102096,8723686,8723685,8916887","1370000.0,1400000.0,1330000.0,1330000.0,1330000.0","RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013"
7676891,m,w,"8335446,8915986,8213112,8213104,8211980","342500.0,332500.0,350000.0,350000.0,350000.0","RFA-RM-10-019,RFA-RM-10-019,RFA-RM-10-019,RFA-RM-10-019,RFA-RM-10-019"
9278001,m,w,"8475556,8301247,8472439,8471640,8468639","405000.0,411000.00000000006,405000.0,405000.0,405000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
8733071,m,w,"8507256,8729881,8729882,8734925,8734920","1012500.0,997500.0,997500.0,997500.0,997500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
7911714,m,w,"9527049,9983640,9785838,9753164,9316562","937500.0,922500.0,937500.0,922500.0,937500.0","RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015"
9298053,m,w,"10318909,10026575,10025851,10025548,10542732","85600.0,92800.0,92800.0,92800.0,82400.0","RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007"
9301421,f,w,"9812006,9811759,9985690,9987453,9989007","92250.0,92250.0,92250.0,92250.0,92250.0","RFA-AG-19-021,RFA-AG-19-021,RFA-AG-19-021,RFA-AG-19-021,RFA-AG-19-021"
7841512,m,a,"9630160,10019714,9630167,10460520,10465255","625000.0,615000.0,625000.0,535000.0,535000.0","RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600"
9518443,f,w,"8991408,9515571,9517978,9751651,9751091","418950.0,393750.0,393750.0,387450.0,387450.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
9811716,f,w,"8925140,8900335,8472725,8472305,8725230","266000.0,266000.0,270000.0,270000.0,266000.0","RFA-LM-12-001,RFA-LM-12-001,RFA-LM-12-001,RFA-LM-12-001,RFA-LM-12-001"
10359139,m,w,"8854085,8582263,8691778,8723828,8721417","532000.0,540000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8875487,f,w,"9766416,9856761,9573307,9482508,9482389","246000.0,250000.0,250000.0,250000.0,250000.0","RFA-NS-17-012,RFA-NS-17-012,RFA-NS-17-012,RFA-NS-17-012,RFA-NS-17-012"
10485955,m,w,"8046269,8044994,8045260,8045197,8045301","576000.0,576000.0,576000.0,576000.0,576000.0","RFA-OD-10-010,RFA-OD-10-010,RFA-OD-10-010,RFA-OD-10-010,RFA-OD-10-010"
8295033,m,w,"10450034,10227133,10227135,10035016,10035015","802500.0,869999.9999999999,869999.9999999999,922500.0,922500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
7939698,m,w,"9575409,10149892,9575577,9784921,9787678","312500.0,290000.0,312500.0,312500.0,312500.0","RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009"
9269122,m,w,"9701270,9145744,9019642,9019135,9016021","615000.0,655000.0,665000.0,665000.0,665000.0","RFA-HD-15-030,RFA-HD-15-030,RFA-HD-15-030,RFA-HD-15-030,RFA-HD-15-030"
9293375,m,w,"7677927,7677938,8321395,8138083,8502189","1752000.0,1752000.0,548000.0,560000.0,540000.0","RFA-HL-05-012,RFA-HL-05-012,RFA-HL-11-005,RFA-HL-11-005,RFA-HL-11-005"
9024439,m,w,"9950980,9965720,9747678,9543960,9731412","922500.0,922500.0,922500.0,937500.0,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
7791636,f,w,"9479198,9251857,9689555,9690087,9690122","937500.0,937500.0,922500.0,922500.0,922500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
9097487,m,w,"7896824,7522446,8318216,8306359,8308537","360000.0,365000.0,342500.0,342500.0,342500.0","RFA-AA-08-002,RFA-AA-08-002,RFA-AA-08-002,RFA-AA-08-002,RFA-AA-08-002"
9918904,f,w,"8435054,9899045,10700788,10018850,10207612","411000.00000000006,799500.0,669500.0,799500.0,695500.0","RFA-DK-11-031,RFA-DK-18-008,RFA-DK-18-008,RFA-DK-18-008,RFA-DK-18-008"
8897260,m,a,"8259461,8522127,8531131,8500126,8445323","411000.00000000006,405000.0,405000.0,405000.0,405000.0","RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001"
8503591,m,w,"9986881,9571023,10454365,9571015,9571018","307500.0,312500.0,267500.0,312500.0,312500.0","RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009"
10292872,m,w,"7666929,7667260,7666932,7666892,7664511","584000.0,584000.0,584000.0,584000.0,584000.0","RFA-HL-07-010,RFA-HL-07-010,RFA-HL-07-010,RFA-HL-07-010,RFA-HL-07-010"
8173835,m,w,"9085472,8916931,8916921,8637115,8269774","2620000.0,2660000.0,2660000.0,2660000.0,2740000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
8625205,m,w,"10154294,10421358,10304516,10300626,10178968","232000.0,214000.0,232000.0,232000.0,232000.0","RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005"
7961413,f,w,"8691912,8364960,8364946,8364944,8364943","997500.0,1050000.0,1050000.0,1050000.0,1050000.0","RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005"
9750228,f,w,"8988167,8988800,8508691,8696941,8696945","199500.0,199500.0,5400000.0,5320000.0,5320000.0","RFA-HD-15-006,RFA-HD-15-006,RFA-HD-10-006,RFA-HD-10-006,RFA-HD-10-006"
8300115,m,h,"8033914,8027510,8033964,8033965,8033966","2160000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8875808,m,w,"10307473,10542343,10540310,10540307,10534779","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
8379417,m,w,"10671506,10458656,10362589,10362587,10355472","1545000.0,1605000.0,1605000.0,1605000.0,1605000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
7961436,m,w,"8268769,8917643,8262019,8365240,8262013","685000.0,2660000.0,2800000.0,2800000.0,2800000.0","RFA-RR-11-004,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
10612068,m,a,"9341185,9349491,9353754,9060010,9059314","625000.0,625000.0,625000.0,665000.0,665000.0","RFA-HS-15-002,RFA-HS-15-002,RFA-HS-15-002,RFA-HS-15-002,RFA-HS-15-002"
9060549,f,w,"10743669,10744678,10744578,8813609,9211357","1030000.0,1030000.0,1030000.0,664998.67,624998.75","RFA-MH-22-190,RFA-MH-22-190,RFA-MH-22-190,RFA-HD-12-206,RFA-HD-12-206"
8470154,m,w,"9252208,9606073,9824459,10059242,9391182","593750.0,584250.0,584250.0,551000.0,593750.0","RFA-DC-17-001,RFA-DC-17-001,RFA-DC-17-001,RFA-DC-17-001,RFA-DC-17-001"
10592369,f,a,"9520401,9752674,9327058,10435744,10198994","562500.0,553500.0,562500.0,522000.0,522000.0","RFA-HL-16-010,RFA-HL-16-010,RFA-HL-16-010,RFA-HL-16-010,RFA-HL-16-010"
9393534,m,w,"10687817,9918124,10241399,10019446,10470383","360500.0,430500.0,406000.0,430500.0,374500.0","RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006"
8459492,m,w,"10031380,10037760,10037854,10037968,9323220","613770.0,613770.0,613770.0,613770.0,625000.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-AG-15-018"
9481528,m,w,"10361892,10698058,10693820,10693826,10698003","1872500.0,1802500.0,1802500.0,1802500.0,1802500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
7681103,m,w,"9917473,9917474,10207342,10207341,10207340","1230000.0,1230000.0,1160000.0,1160000.0,1160000.0","RFA-AA-19-002,RFA-AA-19-002,RFA-AA-19-002,RFA-AA-19-002,RFA-AA-19-002"
10054955,m,a,"8878311,8371836,8503616,9096672,8703731","2660000.0,2740000.0,2700000.0,2620000.0,2660000.0","RFA-HD-12-209,RFA-HD-12-209,RFA-HD-12-209,RFA-HD-12-209,RFA-HD-12-209"
9922932,f,w,"9144534,8461584,8723394,8461594,8263077","2394000.0,2430000.0,2430000.0,2430000.0,2466000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8731065,m,w,"8693647,8539071,9103179,8882535,8353779","665000.0,675000.0,655000.0,665000.0,685000.0","RFA-HL-12-016,RFA-HL-12-016,RFA-HL-12-016,RFA-HL-12-016,RFA-HL-12-016"
8449643,m,a,"10037796,10220843,10220839,10038237,10038236","922500.0,869999.9999999999,869999.9999999999,922500.0,922500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
9626784,m,w,"10479942,10249194,10479939,10477057,10477056","2407500.0,2610000.0,2407500.0,2407500.0,2407500.0","RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034"
10120614,f,w,"9087140,8653935,8662694,8469390,8858501","327500.0,332500.0,332500.0,337500.0,332500.0","RFA-AI-11-033,RFA-AI-11-033,RFA-AI-11-033,RFA-AI-11-033,RFA-AI-11-033"
9900726,m,w,"9663269,9312529,9312530,9312410,9312411","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AI-16-022,RFA-AI-16-022,RFA-AI-16-022,RFA-AI-16-022,RFA-AI-16-022"
8016139,m,w,"8015818,8016146,8016130,8016145,8015432","1296000.0,1296000.0,1296000.0,1296000.0,1296000.0","RFA-HS-10-011,RFA-HS-10-011,RFA-HS-10-011,RFA-HS-10-011,RFA-HS-10-011"
10170970,m,w,"9021315,9613203,9182863,9178637,9182864","393000.0,369000.0,375000.0,375000.0,375000.0","RFA-AI-14-066,RFA-AI-14-066,RFA-AI-14-066,RFA-AI-14-066,RFA-AI-14-066"
7894640,f,w,"10318909,10026575,10542732,10530660,10026360","85600.0,92800.0,82400.0,82400.0,92800.0","RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007"
8075539,m,w,"8489149,8277600,8529216,9242173,9233266","1012500.0,1050000.0,1012500.0,982500.0,982500.0","RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005"
8427259,m,w,"10245322,10459568,9590029,9792231,10213324","290000.0,267500.0,312500.0,307500.0,307500.0","RFA-AA-18-006,RFA-AA-18-006,RFA-AA-18-006,RFA-AA-18-006,RFA-AA-18-006"
8326935,m,w,"10388200,10146327,10388180,9836991,9837108","32100000.000000004,34800000.0,32100000.000000004,36900000.0,36900000.0","RFA-DA-19-016,RFA-DA-19-016,RFA-DA-19-016,RFA-DA-19-016,RFA-DA-19-016"
8501205,m,w,"8849113,9514733,9514748,9514726,9514736","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
9926980,f,h,"9056487,8548348,9056485,9056492,9043076","2358000.0,2430000.0,2358000.0,2358000.0,2358000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8248226,m,w,"7675653,8069270,8037171,7807162,8069280","438000.0,432000.0,432000.0,432000.0,432000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
10707894,m,a,"10707894,10339955,10700049,10480839,9820406","412000.0,428000.0,824000.0,401250.0,461250.0","RFA-DK-20-506,RFA-DK-20-506,RFA-DK-18-511,RFA-DK-18-510,RFA-DK-18-510"
8134236,m,w,"8708890,8366419,8698769,8901204,8885845","332500.0,342500.0,332500.0,332500.0,332500.0","RFA-GM-12-002,RFA-GM-12-002,RFA-GM-12-002,RFA-GM-12-002,RFA-GM-12-002"
10686055,m,w,"10678643,10475575,10016244,9940253,10399549","1442000.0,1498000.0,1624000.0,1722000.0,1498000.0","RFA-FD-19-006,RFA-FD-19-006,RFA-FD-19-006,RFA-FD-19-006,RFA-FD-21-004"
9405967,f,w,"7573426,7937155,7571384,7571124,7571517","219000.0,219000.0,219000.0,219000.0,219000.0","RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021"
10400683,m,a,"10145749,10645011,9965073,10410360,10625517","579998.84,514998.97,614998.77,534998.93,257500.0","RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-004"
9869842,f,w,"10379249,9263464,9263615,9263338,9263366","1070000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056"
8366078,m,w,"8869065,8262005,8365239,8365240,8262013","2660000.0,2800000.0,2800000.0,2800000.0,2800000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
10004769,f,w,"8330158,7994416,8112010,8149823,8144354","1027500.0,1080000.0,1050000.0,1050000.0,1050000.0","RFA-HD-09-004,RFA-HD-09-004,RFA-HD-09-004,RFA-HD-09-004,RFA-HD-09-004"
9996371,m,w,"10245275,10728439,10064192,8974664,8974679","580000.0,515000.0,615000.0,266000.0,266000.0","RFA-HD-20-008,RFA-HD-20-008,RFA-HD-20-008,RFA-AI-14-057,RFA-AI-14-057"
8136301,m,w,"10434817,9905213,10655369,10200680,8856283","642000.0,738000.0,618000.0,696000.0,2992500.0","RFA-AT-19-002,RFA-AT-19-002,RFA-AT-19-002,RFA-AT-19-002,RFA-GM-14-002"
7933664,m,w,"8295248,7940206,7941383,7941041,7940030","432000.0,432000.0,432000.0,432000.0,432000.0","RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007"
10534773,f,w,"10307278,10532212,10307483,10307482,10307481","535000.0,515000.0,535000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
9469505,m,w,"9441650,9199110,9390795,9838753,9841407","593750.0,593750.0,593750.0,584250.0,584250.0","RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003"
10907056,m,a,"8360499,7959955,7663142,7959535,7959534","280000.0,292000.0,292000.0,292000.0,292000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
9589322,m,w,"8128560,8381148,7917473,7917474,7917475","1440000.0,1370000.0,1460000.0,1460000.0,1460000.0","RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002"
8508876,m,w,"10465271,9952554,9751599,9889884,9117861","515000.0,615000.0,615000.0,615000.0,196500.0","RFA-AI-18-017,RFA-AI-18-017,RFA-AI-18-017,RFA-AI-18-017,RFA-AI-15-019"
9729348,m,w,"10187519,10626824,10468361,10440593,10196938","986000.0,875500.0,986000.0,986000.0,986000.0","RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028"
9605770,m,w,"8441493,8450721,8464064,8450718,8464073","202500.0,202500.0,202500.0,202500.0,202500.0","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
9119327,m,w,"10405640,10235783,10236187,8898456,9066148","214000.0,232000.0,232000.0,266000.0,262000.0","RFA-ES-20-012,RFA-ES-20-012,RFA-ES-20-012,RFA-ES-14-003,RFA-ES-14-003"
9001791,m,w,"10490312,10305561,10305360,10305538,10478987","214000.0,232000.0,232000.0,232000.0,214000.0","RFA-CA-20-007,RFA-CA-20-007,RFA-CA-20-007,RFA-CA-20-007,RFA-CA-20-007"
8317646,m,w,"10359831,10206685,10821572,10565872,10349839","321000.0,348000.0,309000.0,515000.0,535000.0","RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-055,RFA-AI-20-055"
8625501,m,h,"9987627,9987624,9592895,9593334,9593315","922500.0,922500.0,937500.0,937500.0,937500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
8019083,f,a,"10818740,10817423,8208321,8306719,9391174","772500.0,772500.0,280000.0,274000.0,23125000.0","RFA-MD-23-008,RFA-MD-23-008,RFA-MH-11-091,RFA-MH-11-091,RFA-AI-12-011"
9692535,f,w,"10450033,10220839,10035016,10035018,10037795","802500.0,869999.9999999999,922500.0,922500.0,922500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
9693080,f,h,"8334501,8277600,9242173,9233266,8278852","1027500.0,1050000.0,982500.0,982500.0,1050000.0","RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005,RFA-MD-11-005"
8876933,m,w,"9985275,9729215,10005243,10005240,10005237","984000.0,1000000.0,984000.0,984000.0,984000.0","RFA-CA-17-003,RFA-CA-17-003,RFA-CA-17-003,RFA-CA-17-003,RFA-CA-17-003"
8037174,f,w,"9221920,9222517,9813820,9813821,9813824","375000.0,375000.0,369000.0,369000.0,369000.0","RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054"
8181655,f,w,"9557022,10015204,9343397,10251156,10251121","875000.0,861000.0,875000.0,812000.0,812000.0","RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005"
9228821,f,w,"8878986,9515742,8773824,8773898,9996470","2327500.0,2187500.0,2327500.0,2327500.0,2152500.0","RFA-AI-13-006,RFA-AI-13-006,RFA-AI-13-006,RFA-AI-13-006,RFA-AI-13-006"
8457694,m,h,"8708763,8720699,8923145,8893004,8917091","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-AR-12-007,RFA-AR-12-007,RFA-AR-12-007,RFA-AR-12-007,RFA-AR-12-007"
7938853,f,h,"8287594,8330478,8112629,8112504,8112503","315100.0,322000.0,322000.0,322000.0,322000.0","RFA-TW-09-001,RFA-TW-09-001,RFA-TW-09-001,RFA-TW-09-001,RFA-TW-09-001"
9318434,m,w,"9352735,9753096,9753094,9753093,9753092","1375000.0,1353000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
8719004,m,h,"10394580,10394455,10394614,10392181,10393892","3866666.28,3866666.28,3866666.28,3866666.28,3866666.28","RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022"
10070075,m,w,"10308514,10580873,10659359,10659363,10659362","428000.0,428000.0,428000.0,428000.0,428000.0","RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021"
10416003,f,w,"8727211,8726688,8726033,8727190,8727778","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-HS-14-001,RFA-HS-14-001,RFA-HS-14-001,RFA-HS-14-001,RFA-HS-14-001"
10149646,f,w,"10164413,10233944,10233946,10163079,10163077","922500.0,869999.9999999999,869999.9999999999,922500.0,922500.0","RFA-FD-20-028,RFA-FD-20-028,RFA-FD-20-028,RFA-FD-20-028,RFA-FD-20-028"
9542406,m,w,"7687367,7684744,8114154,7884268,7882658","365000.0,365000.0,350000.0,360000.0,360000.0","RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004"
7931753,m,w,"8233411,8036079,8435565,8233407,8225371","95900.0,98000.0,95900.0,95900.0,95900.0","RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001"
9282289,f,w,"8935815,9322198,9534672,9428444,9520067","53200.0,50000.0,50000.0,50000.0,50000.0","RFA-HG-14-007,RFA-HG-14-007,RFA-HG-14-007,RFA-HG-14-007,RFA-HG-14-007"
8359692,m,w,"9337477,9555000,9490404,9492584,9489284","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
8625413,m,w,"10206112,10206115,9972912,10206111,10206109","869999.9999999999,869999.9999999999,922500.0,869999.9999999999,869999.9999999999","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
10021244,f,w,"10525194,10729422,10729384,10729386,10729387","1605000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048"
9393649,m,w,"9339683,9183807,10218147,9773067,10002338","281250.0,294750.0,1160000.0,1230000.0,1230000.0","RFA-DK-15-009,RFA-DK-15-009,RFA-DK-16-028,RFA-DK-16-028,RFA-DK-16-028"
9257419,f,w,"7741691,7742612,7845330,8197867,8204945","79200.0,79200.0,80300.0,75350.0,75350.0","RFA-ES-06-009,RFA-ES-06-009,RFA-ES-06-009,RFA-ES-06-009,RFA-ES-06-009"
9186640,f,w,"10476511,10289787,10289785,10289784,10285670","428000.0,464000.0,464000.0,464000.0,464000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
9547644,m,w,"10598312,10599396,10596875,10597790,10598724","214000.0,214000.0,214000.0,214000.0,214000.0","RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011"
