APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_r_w,APPVAL_RECS_bert-base(para)_r_w,FOA_RECS_bert-base(para)_r_w
9393649,m,w,"8335417,8335390,8233772,8233901,8233840","616500.0,616500.0,630000.0,630000.0,630000.0","RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011"
9257419,f,w,"10558509,10560333,10064363,10432074,10472017","489250.0,489250.0,492000.0,428000.0,428000.0","RFA-ES-21-007,RFA-ES-21-007,RFA-ES-18-007,RFA-ES-18-007,RFA-ES-18-007"
9186640,f,w,"10476578,10690623,10683191,10683207,10683209","428000.0,412000.0,412000.0,412000.0,412000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
9547644,m,w,"10592780,10709636,9693848,10703346,9949294","802500.0,772500.0,1250000.0,1030000.0,1230000.0","RFA-TR-22-012,RFA-TR-22-012,RFA-AT-17-001,RFA-AT-17-001,RFA-AT-17-001"
7787758,m,w,"9439849,9440248,9646356,9626424,10304211","437500.0,437500.0,430500.0,430500.0,406000.0","RFA-ES-17-001,RFA-ES-17-001,RFA-ES-17-001,RFA-ES-17-001,RFA-ES-17-001"
9978686,f,w,"9762987,10173903,9606657,9606328,9606658","307500.0,290000.0,312500.0,312500.0,312500.0","RFA-NR-17-002,RFA-NR-17-002,RFA-NR-17-002,RFA-NR-17-002,RFA-NR-17-002"
8672642,f,w,"9518897,9143775,9318532,9341301,9318537","1562500.0,1637500.0,1562500.0,1562500.0,1562500.0","RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002"
10675746,f,a,"9675656,9039592,9041609,9039595,8831669","187500.0,196500.0,196500.0,196500.0,199500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
7816432,m,w,"9969342,10650914,9905886,10762656,8669153","615000.0,535000.0,615000.0,515000.0,532000.0","RFA-FD-19-002,RFA-FD-19-002,RFA-FD-19-002,RFA-FD-19-002,RFA-HL-12-019"
7997152,m,w,"10138398,10136988,10297863,10299633,10304202","232000.0,232000.0,214000.0,214000.0,214000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
8377050,m,w,"10238912,9767005,9767009,9767010,9767011","232000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
9278724,m,a,"9430398,10111500,9453669,9475207,9674422","625000.0,580000.0,625000.0,625000.0,615000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
7853372,f,w,"9055373,9054601,9520098,9460044,9754087","1330000.0,1330000.0,1250000.0,1250000.0,1230000.0","RFA-DA-15-017,RFA-DA-15-017,RFA-DA-15-017,RFA-DA-15-017,RFA-DA-15-017"
10393674,f,h,"9903209,10148628,9917683,9917684,9917685","307500.0,290000.0,307500.0,307500.0,307500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
10426145,m,w,"10092711,10267188,10266779,10092581,8680060","615000.0,580000.0,580000.0,615000.0,465500.0","RFA-AG-20-050,RFA-AG-20-050,RFA-AG-20-050,RFA-AG-20-050,RFA-NR-12-010"
10260511,f,w,"10705314,10524698,9545928,9989676,9272111","1030000.0,1070000.0,937500.0,922500.0,982500.0","RFA-NS-22-009,RFA-NS-22-009,RFA-NS-16-020,RFA-NS-16-020,RFA-NS-16-020"
10707971,m,b,"9356806,9655247,9519158,9655240,9655242","1875000.0,1845000.0,1875000.0,1845000.0,1845000.0","RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014"
9478451,m,w,"8285021,8074033,8320892,8520167,8516980","1400000.0,1400000.0,1370000.0,1350000.0,1350000.0","RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029"
8611916,m,w,"10576213,10582229,10576212,10582233,10582232","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
8450250,m,w,"8884316,9458749,9778990,9675651,9706229","199500.0,187500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
7938809,m,w,"8664963,8365197,8365167,8112444,8365168","6412500.0,6650000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
8705391,m,w,"9770847,9705957,9985371,9987210,10128522","307500.0,312500.0,492000.0,492000.0,464000.0","RFA-FD-18-017,RFA-FD-18-017,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020"
8211337,f,w,"8079186,8134838,8326709,8374608,8319440","1440000.0,1400000.0,1370000.0,1370000.0,1370000.0","RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013"
8876650,m,w,"10583247,10586202,10586200,10585208,10585206","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029,RFA-DK-21-029"
9737974,f,a,"9145724,9040449,9514223,9531126,9040717","982500.0,997500.0,937500.0,937500.0,997500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8380869,m,w,"7898239,8660267,8660272,7788473,7898231","1728000.0,1596000.0,1596000.0,1728000.0,1728000.0","RFA-AI-08-057,RFA-AI-08-057,RFA-AI-08-057,RFA-AI-08-057,RFA-AI-08-057"
8235235,f,w,"9710361,9497506,9732326,9710358,9707606","861000.0,875000.0,861000.0,861000.0,861000.0","RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017"
9110809,m,b,"9690541,9287849,10149230,10149231,10149232","615000.0,625000.0,580000.0,580000.0,580000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
7928820,m,w,"9656879,9193359,8443565,8598111,8443545","250000.0,250000.0,236250.00000000003,232750.0,236250.00000000003","RFA-HD-16-023,RFA-HD-16-023,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021"
9229818,m,w,"9124842,9121382,8664101,8738620,8664177","393000.0,393000.0,399000.0,399000.0,399000.0","RFA-CA-13-002,RFA-CA-13-002,RFA-CA-13-002,RFA-CA-13-002,RFA-CA-13-002"
9952381,f,w,"8883055,8881515,9124602,9124604,8925805","266000.0,266000.0,262000.0,262000.0,266000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
8517254,f,h,"9035943,8707392,8509017,8541876,8541879","66500.0,3098900.0,3145500.0,3145500.0,3145500.0","RFA-LM-15-001,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002"
9707164,m,a,"9256470,9250139,9256472,9554671,9247947","187500.0,187500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
9526967,m,w,"10436131,10437117,10650397,9318441,9172630","267500.0,267500.0,257500.0,1375000.0,1441000.0","RFA-AG-22-012,RFA-AG-22-012,RFA-AG-22-012,RFA-AG-16-018,RFA-AG-16-018"
8830597,f,w,"7742615,7743017,8402567,8413862,8402569","288000.0,288000.0,270000.0,270000.0,270000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
8432558,f,b,"8991061,9198167,9959543,8823717,8787447","4585000.0,4375000.0,4375000.0,4655000.0,4655000.0","RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002"
9267945,m,w,"9478846,9267108,9060251,8886515,9353308","4375000.0,4375000.0,4585000.0,4655000.0,625000.0","RFA-HS-14-009,RFA-HS-14-009,RFA-HS-14-009,RFA-HS-14-009,RFA-HS-15-002"
10686097,f,w,"8604913,8733202,9542390,9549142,9763656","270000.0,266000.0,281250.0,281250.0,276750.0","RFA-MH-13-091,RFA-MH-13-091,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560"
8574506,m,w,"8140620,7868611,8011156,7845013,7869291","504000.0,511000.0,504000.0,504000.0,504000.0","RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018"
10044533,f,a,"9627674,10005930,9787403,9787402,9787401","1000000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
7937968,f,b,"8565991,8724343,8725571,8565628,8566312","270000.0,266000.0,266000.0,270000.0,270000.0","RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003"
8527853,m,w,"8527853,8705294,8339359,8521390,8261827","405000.0,399000.0,411000.00000000006,405000.0,420000.0","RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006"
9548409,f,w,"8354300,8850263,8669153,8528714,10601679","548000.0,532000.0,532000.0,540000.0,360500.0","RFA-HL-12-019,RFA-HL-12-019,RFA-HL-12-019,RFA-HL-12-019,RFA-HL-23-011"
8711728,m,w,"10002558,9999788,10002560,10002721,10002732","369000.0,369000.0,369000.0,369000.0,369000.0","RFA-RM-19-006,RFA-RM-19-006,RFA-RM-19-006,RFA-RM-19-006,RFA-RM-19-006"
10672705,m,w,"8306300,8685245,8685246,7991535,8035006","1027500.0,997500.0,997500.0,1080000.0,1080000.0","RFA-DK-09-009,RFA-DK-09-009,RFA-DK-09-009,RFA-DK-09-009,RFA-DK-09-009"
10665942,m,w,"9162555,9336322,9166557,9166533,9167059","327500.0,312500.0,327500.0,327500.0,327500.0","RFA-RM-15-008,RFA-RM-15-008,RFA-RM-15-008,RFA-RM-15-008,RFA-RM-15-008"
8872957,m,w,"10470281,10661799,10480949,10480955,10480956","428000.0,412000.0,428000.0,428000.0,428000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
9267910,m,w,"8897260,8911240,9517707,8829144,9462031","997500.0,997500.0,937500.0,997500.0,937500.0","RFA-AI-13-013,RFA-AI-13-013,RFA-AI-13-013,RFA-AI-13-013,RFA-AI-13-013"
9319725,m,w,"10310901,10485231,10491885,10700072,10700075","290000.0,267500.0,267500.0,257500.0,257500.0","RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003"
7892977,f,w,"7864258,8080344,8068359,7894998,7893028","720000.0,700000.0,700000.0,720000.0,720000.0","RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001"
7941808,f,h,"8311941,8318982,8312849,8311950,8413786","245000.0,245000.0,245000.0,245000.0,245000.0","RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-008"
9352694,f,a,"9980201,9177940,9352695,9744741,9547475","1414500.0,1506500.0,1437500.0,1414500.0,1437500.0","RFA-HD-16-011,RFA-HD-16-011,RFA-HD-16-011,RFA-HD-16-011,RFA-HD-16-011"
8173807,m,w,"8173905,8365156,8365154,8365153,8365152","7200000.0,7000000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
9930147,f,w,"10733397,10733236,10733231,10733197,10733196","834300.0,834300.0,834300.0,834300.0,834300.0","RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012"
8726320,f,w,"8538243,8302846,8302723,8305257,8304019","68500.0,70000.0,70000.0,70000.0,70000.0","RFA-FD-11-024,RFA-FD-11-024,RFA-FD-11-024,RFA-FD-11-024,RFA-FD-11-024"
8033868,f,w,"10252862,10479117,10020994,10020993,10020384","1392000.0,1284000.0,1476000.0,1476000.0,1476000.0","RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006"
7782768,m,w,"10136988,10297863,10304202,10305688,10308105","232000.0,214000.0,214000.0,214000.0,214000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
9987626,m,a,"7742809,7942862,7742945,7742455,7743153","730000.0,720000.0,730000.0,730000.0,730000.0","RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004"
10335887,m,w,"8461215,8900541,8659401,8909674,8659359","2430000.0,2394000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8830369,f,w,"10679006,10015284,10430120,10646273,10176493","1030000.0,861000.0,749000.0,721000.0,812000.0","RFA-ES-20-016,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
9162008,f,w,"9122269,9118828,9122274,9123487,9122272","98250.0,98250.0,98250.0,98250.0,98250.0","RFA-AG-15-007,RFA-AG-15-007,RFA-AG-15-007,RFA-AG-15-007,RFA-AG-15-007"
10164172,f,w,"8936251,9085428,8936250,8936252,9085429","332500.0,327500.0,332500.0,332500.0,327500.0","RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011"
8081296,m,w,"7874588,7625171,7625223,7625181,7625138","6840000.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
9364332,m,w,"10704736,10624283,9858268,9872123,9878744","3296000.0,3296000.0,3936000.0,3936000.0,3936000.0","RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037"
8865707,m,w,"9700231,9193252,9193285,9308005,9293384","492000.0,524000.0,524000.0,500000.0,500000.0","RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004"
8507238,m,w,"9515005,9301391,9297347,9301390,9304875","393750.0,393750.0,393750.0,393750.0,393750.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
7798138,m,w,"9904635,9672451,9672420,9672421,9672423","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
9525227,f,h,"10016163,9823404,9824222,9826629,9897091","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
9589949,f,h,"9597601,9753104,10165449,9927973,10413034","875000.0,861000.0,812000.0,861000.0,749000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
8391974,m,w,"8722609,8866459,9305121,9297365,8468307","199500.0,199500.0,187500.0,187500.0,202500.0","RFA-HL-13-005,RFA-HL-13-005,RFA-HL-13-005,RFA-HL-13-005,RFA-HL-13-005"
10646261,m,w,"9332087,8919191,8919188,8919189,8919190","9375000.0,9975000.0,9975000.0,9975000.0,9975000.0","RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001"
9750733,f,h,"8965580,9534620,9536017,9535996,9534639","931000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
10758084,m,w,"10598336,10598355,10598372,10598428,10598671","437750.0,437750.0,437750.0,437750.0,437750.0","RFA-HD-23-010,RFA-HD-23-010,RFA-HD-23-010,RFA-HD-23-010,RFA-HD-23-010"
9519802,f,b,"8864687,8842906,9137180,8617784,8544163","15295000.0,15295000.0,15295000.0,15295000.0,15755000.000000002","RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001"
10624199,f,w,"9750688,9329844,10201079,9987199,9540701","1230000.0,1310000.0,1230000.0,1230000.0,1250000.0","RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001"
8566006,m,w,"8117651,8115230,8078844,8111009,7900364","1400000.0,1400000.0,1400000.0,1440000.0,1440000.0","RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018"
8451489,m,w,"8382049,8377314,8909679,8900541,8909677","2466000.0,2466000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
7680460,f,w,"9977712,10194583,9568454,10194601,10194600","615000.0,580000.0,625000.0,580000.0,580000.0","RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003"
9462171,m,w,"7759069,7759706,7759425,7759549,7886480","584000.0,584000.0,584000.0,584000.0,576000.0","RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120"
7993923,m,w,"9119516,8930044,8832151,8831966,8832139","327500.0,332500.0,332500.0,332500.0,332500.0","RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
9256414,m,h,"8849113,9088209,9706079,9054069,9088207","1330000.0,1310000.0,1230000.0,1310000.0,1310000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
9546669,m,w,"8521356,7938709,7936895,8119685,8118867","708750.0,756000.0,756000.0,735000.0,735000.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8005627,m,a,"7662434,7678381,7666099,7676685,7687399","584000.0,584000.0,584000.0,365000.0,365000.0","RFA-DA-05-006,RFA-DA-05-006,RFA-DA-05-006,RFA-DA-08-017,RFA-DA-08-017"
9250759,m,w,"10447898,10599976,10405044,10256750,10089077","695500.0,669500.0,695500.0,754000.0,799500.0","RFA-DE-22-001,RFA-DE-22-001,RFA-DE-20-002,RFA-DE-20-002,RFA-DE-20-002"
7892589,m,w,"8538243,8538819,8302846,8301276,8302723","68500.0,67500.0,70000.0,70000.0,70000.0","RFA-FD-11-024,RFA-FD-11-024,RFA-FD-11-024,RFA-FD-11-024,RFA-FD-11-024"
9867656,f,a,"8416032,9136684,8550843,8550842,8550839","342500.0,327500.0,337500.0,337500.0,337500.0","RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007"
8564760,f,b,"9843077,9844416,9254607,9360563,9292375","430500.0,430500.0,437500.0,437500.0,437500.0","RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010"
9004629,m,w,"7846855,7646522,8143938,7872789,7846859","1095000.0,1095000.0,1080000.0,1080000.0,1080000.0","RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007"
9493482,m,w,"10611745,10611097,10611639,10611662,10611691","8025000.000000001,8025000.000000001,8025000.000000001,8025000.000000001,8025000.000000001","RFA-AI-22-019,RFA-AI-22-019,RFA-AI-22-019,RFA-AI-22-019,RFA-AI-22-019"
9509521,m,a,"9462619,9257283,9671344,9671346,9672529","1875000.0,1875000.0,1845000.0,1845000.0,1845000.0","RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004"
8016148,m,w,"8016139,8015838,8016132,8016148,8016134","1224000.0,1224000.0,1224000.0,1224000.0,1224000.0","RFA-HS-10-007,RFA-HS-10-007,RFA-HS-10-007,RFA-HS-10-007,RFA-HS-10-007"
9926734,f,w,"10340783,10493382,10687248,10093953,10094515","901320.0,831390.0,800310.0,615000.0,615000.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-033,RFA-AG-20-033"
7798754,m,w,"8526221,8319434,8146918,8065704,10219354","675000.0,685000.0,700000.0,720000.0,628720.0","RFA-HL-10-018,RFA-HL-10-018,RFA-HL-10-018,RFA-HL-10-018,RFA-HL-20-014"
9532238,f,a,"8693975,8711423,9108891,9133333,8550801","997500.0,997500.0,982500.0,982500.0,1012500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
8364908,m,a,"10443383,9609872,10404042,10445002,9919008","1070000.0,500000.0,428000.0,428000.0,492000.0","RFA-NS-21-021,RFA-NS-18-003,RFA-NS-18-003,RFA-NS-18-003,RFA-NS-18-003"
10088137,m,w,"9999273,9946863,9506944,10088137,8289977","33210000.0,33210000.0,33750000.0,33210000.0,19600000.0","RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-508,RFA-DK-11-501"
8141325,m,w,"9479910,10003414,10248304,9570783,9570790","1500000.0,1476000.0,1392000.0,1500000.0,1500000.0","RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021"
9537570,f,b,"9459885,9926426,8650448,8650444,8649398","187500.0,184500.0,199500.0,199500.0,199500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
10687084,m,w,"8457694,8461762,8545674,8544390,8541698","342500.0,342500.0,337500.0,337500.0,337500.0","RFA-AR-12-007,RFA-AR-12-007,RFA-AR-12-007,RFA-AR-12-007,RFA-AR-12-007"
8819041,m,a,"9206965,10174221,9964866,9546872,9964867","2528300.0,2373900.0,2373900.0,2412500.0,2373900.0","RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035"
10483217,m,w,"10430514,10430544,10641819,10650877,7651101","321000.0,321000.0,309000.0,309000.0,365000.0","RFA-AG-22-002,RFA-AG-22-002,RFA-AG-22-002,RFA-AG-22-002,RFA-AG-05-011"
9354176,f,w,"8119210,8112198,8119834,8699236,8919716","301000.0,301000.0,301000.0,285950.0,285950.0","RFA-HD-10-002,RFA-HD-10-002,RFA-HD-10-002,RFA-HD-10-002,RFA-HD-10-002"
9303777,f,w,"9274534,9344536,8896900,8692132,8675379","393000.0,375000.0,399000.0,405000.0,405000.0","RFA-FD-16-032,RFA-FD-16-032,RFA-FD-13-006,RFA-FD-13-006,RFA-FD-13-006"
8381801,m,w,"9468347,9052825,9052823,9052819,9052822","1875000.0,1965000.0,1965000.0,1965000.0,1965000.0","RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004"
7932543,f,w,"8043433,8043965,8044608,8044246,8144787","288000.0,288000.0,288000.0,288000.0,280000.0","RFA-DK-10-002,RFA-DK-10-002,RFA-DK-10-002,RFA-DK-10-002,RFA-DK-10-002"
9939979,m,w,"8565991,8725571,8566312,8565628,8724343","270000.0,266000.0,270000.0,270000.0,266000.0","RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003"
8876120,m,w,"8282062,9002854,8788787,8281784,8448612","342500.0,327500.0,332500.0,342500.0,337500.0","RFA-MD-12-001,RFA-MD-12-001,RFA-MD-12-001,RFA-MD-12-001,RFA-MD-12-001"
8848515,f,w,"8848724,9267086,9267083,9267082,9267084","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10708990,f,w,"10709664,10701116,10710060,10708990,10604776","515000.0,535000.0,206000.0,206000.0,214000.0","RFA-NR-22-002,RFA-NR-22-002,RFA-NR-22-003,RFA-NR-22-003,RFA-NR-22-003"
7625135,m,w,"8175543,7896944,7674514,7689400,7686391","72000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8382105,f,a,"8544775,8906754,8531158,8525348,8535531","1350000.0,1330000.0,1350000.0,1350000.0,1350000.0","RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002"
9645068,f,w,"7816647,8060630,7902308,7908052,7620363","1825000.0,1750000.0,1825000.0,1825000.0,1825000.0","RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012"
7853780,m,w,"9678234,10249959,9985110,10455604,9789925","487500.0,452400.0,479700.0,417300.0,479700.0","RFA-RM-18-015,RFA-RM-18-015,RFA-RM-18-015,RFA-RM-18-015,RFA-RM-18-015"
8545814,m,w,"7932181,7932256,7693721,7693739,8139716","1440000.0,1440000.0,1460000.0,1460000.0,1400000.0","RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011"
9313301,m,w,"9040335,9763652,9737973,9737974,9737975","997500.0,922500.0,922500.0,922500.0,922500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
9277432,m,w,"8414034,8693975,8711423,9108891,9133333","1027500.0,997500.0,997500.0,982500.0,982500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
8535657,m,w,"10487531,10492637,10690696,10700076,10330219","534998.93,534998.93,514998.97,514998.97,579998.84","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
9883397,f,b,"8074397,8075514,7846858,7846857,7846856","1050000.0,1080000.0,1095000.0,1095000.0,1095000.0","RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007"
9980431,m,b,"8469583,8209569,8309932,8534366,8471785","303750.0,315000.0,308250.0,308250.0,303750.0","RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082"
7901043,m,w,"9183876,9657766,9442800,10831159,10743432","1250000.0,1230000.0,1250000.0,309000.0,309000.0","RFA-ES-15-016,RFA-ES-15-016,RFA-ES-15-016,RFA-DA-23-056,RFA-DA-23-056"
8895653,f,w,"9379922,9546462,9685833,9552302,9895604","600000.0,600000.0,590400.0,600000.0,590400.0","RFA-AG-17-016,RFA-AG-17-016,RFA-AG-17-016,RFA-AG-17-016,RFA-AG-17-016"
10437182,m,b,"10800564,10800561,10809410,10809408,10809407","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001"
8336816,m,w,"9673609,9022397,8892604,9433601,9223662","1230000.0,1310000.0,1330000.0,1250000.0,1250000.0","RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055"
9528536,m,w,"7916899,8050542,7495040,8050543,8050544","730000.0,720000.0,720000.0,720000.0,720000.0","RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009"
