APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_albert_r_wi,APPVAL_RECS_albert_r_wi,FOA_RECS_albert_r_wi
10707971,m,b,"7936966,7936971,7888661,7887230,9751965","540000.0,540000.0,547500.0,547500.0,246000.0","RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-LM-17-002"
9478451,m,w,"9625322,10547781,9625444,10334562,10335276","369000.0,309000.0,369000.0,321000.0,321000.0","RFA-AI-17-036,RFA-AI-17-036,RFA-AI-17-036,RFA-AI-17-036,RFA-AI-17-036"
8611916,m,w,"9883397,10438740,10395946,10395947,10395948","922500.0,802500.0,802500.0,802500.0,802500.0","RFA-DK-18-001,RFA-DK-18-001,RFA-DK-18-001,RFA-DK-18-001,RFA-DK-18-001"
8450250,m,w,"9839865,9840758,9839915,9840750,9840751","2152500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002"
7938809,m,w,"8365091,8173879,8173674,8173675,8173676","6650000.0,6840000.0,6840000.0,6840000.0,6840000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
8705391,m,w,"9770847,9705957,10639265,10455095,10232689","307500.0,312500.0,267500.0,535000.0,580000.0","RFA-FD-18-017,RFA-FD-18-017,RFA-FD-22-020,RFA-AR-21-003,RFA-AR-21-003"
8211337,f,w,"10738080,10662146,10216457,10188501,10188502","309000.0,257500.0,3936000.0,3712000.0,3712000.0","RFA-DE-23-009,RFA-DE-23-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001"
8876650,m,w,"8435054,7797933,7798326,7798339,8607320","411000.00000000006,4171428.78,4171428.78,4171428.78,405000.0","RFA-DK-11-031,RFA-DK-08-006,RFA-DK-08-006,RFA-DK-08-006,RFA-DK-08-001"
9737974,f,a,"8919827,8918703,8384740,8722990,8721461","798000.0,798000.0,822000.0000000001,798000.0,798000.0","RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208"
8380869,m,w,"9241848,9553736,9979841,9979844,10227168","625000.0,625000.0,615000.0,615000.0,580000.0","RFA-DK-16-015,RFA-DK-16-015,RFA-DK-16-015,RFA-DK-16-015,RFA-DK-16-015"
8235235,f,w,"9953834,9707600,9345792,9346083,9696867","861000.0,861000.0,875000.0,875000.0,861000.0","RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017"
9110809,m,b,"8528820,8711255,8899421,9100220,8899420","729000.0,718200.0,718200.0,718200.0,718200.0","RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001"
7928820,m,w,"9976825,10132315,9828246,9888896,10450294","246000.0,232000.0,246000.0,1845000.0,1739999.9999999998","RFA-NS-18-042,RFA-NS-18-042,RFA-NS-18-042,RFA-NS-19-010,RFA-NS-19-010"
9229818,m,w,"7673450,7618247,7613514,7694362,7692257","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
9952381,f,w,"9784896,9659552,9660083,9782980,10441650","492000.0,500000.0,500000.0,492000.0,464000.0","RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025"
8517254,f,h,"8707389,8045883,8509007,8541873,8541872","3098900.0,3355200.0,3145500.0,3145500.0,3145500.0","RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002"
9707164,m,a,"9249555,9045634,9303659,9033910,9033907","187500.0,196500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
9526967,m,w,"9939869,10216942,10222556,10222555,10222554","670350.0,632200.0,632200.0,632200.0,632200.0","RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002"
8830597,f,w,"7690768,7686285,7674556,7851204,7674588","730000.0,730000.0,730000.0,720000.0,730000.0","RFA-DA-08-008,RFA-DA-08-008,RFA-DA-08-008,RFA-DA-08-008,RFA-DA-08-008"
8432558,f,b,"9254602,9257283,9671344,9671346,9672529","1875000.0,1875000.0,1845000.0,1845000.0,1845000.0","RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004"
9267945,m,w,"8822523,9059157,9292356,8927672,10111547","455179.2,448334.4,427800.0,455179.2,371200.0","RFA-HL-14-021,RFA-HL-14-021,RFA-HL-14-021,RFA-HL-14-021,RFA-HL-19-002"
10686097,f,w,"8286344,8530042,7945382,7848311,7828176","685000.0,675000.0,720000.0,720000.0,720000.0","RFA-HD-08-013,RFA-HD-08-013,RFA-HD-08-013,RFA-HD-08-013,RFA-HD-08-013"
8574506,m,w,"8011827,8460707,8786546,8788009,8785115","1050000.0,1027500.0,997500.0,997500.0,997500.0","RFA-DK-09-005,RFA-DK-09-005,RFA-DK-09-005,RFA-DK-09-005,RFA-DK-09-005"
10044533,f,a,"8307946,8728593,8540838,8727476,8721356","2055000.0,1995000.0,2025000.0,1995000.0,1995000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
7937968,f,b,"10663385,10274937,10480007,10489744,10489769","515000.0,580000.0,535000.0,535000.0,535000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
8527853,m,w,"8728671,8527853,8705294,8339359,8521390","399000.0,405000.0,399000.0,411000.00000000006,405000.0","RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006"
9548409,f,w,"9431234,10226219,9589299,9588024,9584051","1875000.0,580000.0,625000.0,625000.0,625000.0","RFA-HL-12-025,RFA-HL-18-019,RFA-HL-18-019,RFA-HL-18-019,RFA-HL-18-019"
8711728,m,w,"8540334,8413560,8551657,8545128,8549241","270000.0,274000.0,270000.0,270000.0,270000.0","RFA-RM-11-014,RFA-RM-11-014,RFA-RM-11-014,RFA-RM-11-014,RFA-RM-11-014"
10672705,m,w,"8564923,8478081,8564913,8564918,8380548","1027500.0,1012500.0,1027500.0,1027500.0,1027500.0","RFA-DK-09-009,RFA-DK-09-009,RFA-DK-09-009,RFA-DK-09-009,RFA-DK-09-009"
10665942,m,w,"10492637,10690696,10700076,10330219,10330342","534998.93,514998.97,514998.97,579998.84,579998.84","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8872957,m,w,"9766247,9354483,9766246,9774037,9774039","307500.0,312500.0,307500.0,307500.0,307500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
9267910,m,w,"8479315,8478028,8537599,8268868,8268955","1012500.0,1012500.0,1027500.0,1027500.0,1027500.0","RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014"
9319725,m,w,"8128338,7667695,8717634,9325495,8717635","720000.0,730000.0,332500.0,312500.0,332500.0","RFA-AT-05-006,RFA-AT-05-006,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
7892977,f,w,"8286379,7905874,7686565,8080344,8068361","685000.0,720000.0,730000.0,700000.0,700000.0","RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001"
7941808,f,h,"10474873,10474231,10474736,10474152,10474894","535000.0,535000.0,535000.0,535000.0,535000.0","RFA-MD-21-004,RFA-MD-21-004,RFA-MD-21-004,RFA-MD-21-004,RFA-MD-21-004"
9352694,f,a,"9981447,9744744,9524829,9525986,9979654","221400.0,221400.0,225000.0,225000.0,221400.0","RFA-HD-16-012,RFA-HD-16-012,RFA-HD-16-012,RFA-HD-16-012,RFA-HD-16-012"
8173807,m,w,"8066098,8173902,8365146,8365145,8101320","7200000.0,7200000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
9930147,f,w,"9547758,9524800,9767006,9767005,9736620","250000.0,250000.0,246000.0,246000.0,246000.0","RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
8726320,f,w,"8488936,8545096,8545703,9137512,9129532","685000.0,675000.0,675000.0,655000.0,655000.0","RFA-FD-12-023,RFA-FD-12-023,RFA-FD-12-023,RFA-FD-12-023,RFA-FD-12-023"
8033868,f,w,"9967767,9966703,10143214,10137201,10616741","615000.0,615000.0,580000.0,580000.0,515000.0","RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035,RFA-CA-19-035"
7782768,m,w,"9462040,9266296,9116592,9117861,9274154","187500.0,187500.0,196500.0,196500.0,187500.0","RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019"
9987626,m,a,"7692305,7935567,7911680,7911689,7935572","511000.0,511000.0,360000.0,360000.0,365000.0","RFA-RM-07-016,RFA-RM-07-016,RFA-RM-07-015,RFA-RM-07-015,RFA-RM-07-015"
10335887,m,w,"10000361,9284475,8910705,8910704,9778989","184500.0,187500.0,199500.0,199500.0,187500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
8830369,f,w,"8197474,7741639,7741685,7992460,7992457","75350.0,79200.0,79200.0,77000.0,77000.0","RFA-ES-06-009,RFA-ES-06-009,RFA-ES-06-009,RFA-ES-06-009,RFA-ES-06-009"
9162008,f,w,"8572986,8566620,8573377,8573215,8572958","67500.0,67500.0,67500.0,67500.0,67500.0","RFA-AG-13-004,RFA-AG-13-004,RFA-AG-13-004,RFA-AG-13-004,RFA-AG-13-004"
10164172,f,w,"8800580,8473040,8806614,8472329,8554931","266000.0,274000.0,266000.0,274000.0,266000.0","RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010"
8081296,m,w,"8857268,8473932,8269769,8269721,8270454","2660000.0,2700000.0,2740000.0,2740000.0,2740000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
9364332,m,w,"10515763,10670378,7898576,7660380,7881477","214000.0,206000.0,432000.0,438000.0,432000.0","RFA-AG-22-028,RFA-AG-22-028,RFA-AG-06-003,RFA-AG-06-003,RFA-AG-06-003"
8865707,m,w,"9085401,9085437,9085446,9091658,9111071","262000.0,262000.0,262000.0,262000.0,262000.0","RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008"
8507238,m,w,"8249499,8053904,8507259,8507239,8509740","602800.0,616000.0,594000.0,594000.0,594000.0","RFA-HD-09-026,RFA-HD-09-026,RFA-HD-09-026,RFA-HD-09-026,RFA-HD-09-026"
7798138,m,w,"8258241,8249306,8249301,8249300,8249299","1507000.0000000002,1540000.0,1540000.0,1540000.0,1540000.0","RFA-ES-10-001,RFA-ES-10-001,RFA-ES-10-001,RFA-ES-10-001,RFA-ES-10-001"
9525227,f,h,"10683504,10266124,10094836,10700147,10704748","534998.93,579998.84,614998.77,514998.97,514998.97","RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017"
9589949,f,h,"10275726,10655614,10697357,10480007,10489744","580000.0,515000.0,515000.0,535000.0,535000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
8391974,m,w,"9270571,8679822,8927031,8679838,8668393","187500.0,332500.0,332500.0,332500.0,332500.0","RFA-RM-15-004,RFA-RM-13-003,RFA-RM-13-003,RFA-RM-13-003,RFA-RM-13-003"
10646261,m,w,"9332091,8919191,8793021,8793020,8793023","9375000.0,9975000.0,9975000.0,9975000.0,9975000.0","RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001"
9750733,f,h,"10059150,10059151,10059148,10059013,10059012","861000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
10758084,m,w,"8734948,7675432,7889293,8103839,7894620","1350000.0,1460000.0,1460000.0,1400000.0,1440000.0","RFA-RR-07-005,RFA-RR-07-005,RFA-RR-07-005,RFA-RR-07-005,RFA-RR-07-005"
9519802,f,b,"8132282,8127909,7730549,8131635,8260962","1099000.0,1099000.0,1146100.0,1099000.0,1099000.0","RFA-AG-09-009,RFA-AG-09-009,RFA-AG-09-009,RFA-AG-09-009,RFA-AG-09-009"
10624199,f,w,"9548493,9325530,9325523,9325529,9325528","812500.0,812500.0,812500.0,812500.0,812500.0","RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021,RFA-DK-15-021"
8566006,m,w,"9647798,8827252,9250087,8486530,9029284","4525000.0,4814600.0,4525000.0,4887000.0,4742200.0","RFA-CA-12-503,RFA-CA-12-503,RFA-CA-12-503,RFA-CA-12-503,RFA-CA-12-503"
8451489,m,w,"7761263,7666750,8115467,8118649,8105727","288000.0,292000.0,288000.0,288000.0,288000.0","RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006"
7680460,f,w,"10083648,9982432,10533818,10586136,10082303","57999.99999999999,61500.0,51500.0,51500.0,57999.99999999999","RFA-MD-18-007,RFA-MD-18-007,RFA-MD-18-007,RFA-MD-18-007,RFA-MD-18-007"
9462171,m,w,"9141767,9138522,9141056,9141785,9143006","327500.0,327500.0,327500.0,327500.0,327500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
7993923,m,w,"8773644,9121397,8551789,8549295,8554927","1350000.0,1310000.0,1350000.0,1350000.0,1350000.0","RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006"
9256414,m,h,"10415065,10624969,10204491,8662665,8440463","5564000.0,5356000.0,6032000.0,1330000.0,1400000.0","RFA-AG-21-014,RFA-AG-21-014,RFA-AG-21-014,RFA-AG-10-002,RFA-AG-10-002"
9546669,m,w,"8794412,9213339,8509163,9000120,8617223","997500.0,937500.0,1012500.0,982500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
8005627,m,a,"8103206,8116503,7979735,7977301,8534876","280000.0,280000.0,288000.0,288000.0,337500.0","RFA-MH-10-011,RFA-MH-10-011,RFA-MH-10-011,RFA-MH-10-011,RFA-MH-10-010"
9250759,m,w,"9011718,9011926,9385159,9533194,8279452","458500.0,458500.0,1000000.0,1000000.0,1027500.0","RFA-HL-15-026,RFA-HL-15-026,RFA-HL-15-027,RFA-HL-15-027,RFA-DK-09-009"
7892589,m,w,"10740956,10741217,8116650,8116648,8128693","329600.0,329600.0,350000.0,350000.0,350000.0","RFA-DA-23-018,RFA-DA-23-018,RFA-DA-09-008,RFA-DA-09-008,RFA-DA-09-008"
9867656,f,a,"8792751,9306895,9072264,9052201,9116910","665000.0,625000.0,655000.0,655000.0,655000.0","RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013"
8564760,f,b,"9581300,9129349,9129437,9127572,9655241","437500.0,458500.0,458500.0,458500.0,430500.0","RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010"
9004629,m,w,"8450718,8334774,8334766,8334776,8293722","202500.0,205500.00000000003,205500.00000000003,205500.00000000003,205500.00000000003","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
9493482,m,w,"10440593,9968924,9969005,10626824,10633173","986000.0,1045500.0,1045500.0,875500.0,875500.0","RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028"
9509521,m,a,"8617223,8794412,8509163,9213339,9000120","997500.0,997500.0,1012500.0,937500.0,982500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
8016148,m,w,"7674494,7882568,8265042,8265038,8265048","584000.0,576000.0,1400000.0,1400000.0,1400000.0","RFA-HS-07-008,RFA-HS-07-008,RFA-HS-11-004,RFA-HS-11-004,RFA-HS-11-004"
9926734,f,w,"10265545,10095390,10091228,10461867,10265509","464000.0,492000.0,492000.0,428000.0,290000.0","RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-038"
7798754,m,w,"8046660,7609199,8046796,7903813,7840785","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-DE-06-005,RFA-DE-06-005,RFA-DE-06-005,RFA-DE-06-005,RFA-DE-06-005"
9532238,f,a,"10705110,10481511,10706512,10473167,10479338","257500.0,267500.0,257500.0,267500.0,267500.0","RFA-RM-21-018,RFA-RM-21-018,RFA-RM-21-018,RFA-RM-21-018,RFA-RM-21-018"
8364908,m,a,"7996282,7848683,7869504,7911439,7658150","288000.0,292000.0,292000.0,292000.0,438000.0","RFA-EY-07-001,RFA-EY-07-001,RFA-NS-07-004,RFA-NS-07-004,RFA-DA-06-008"
10088137,m,w,"9352457,9236973,8598768,8921689,10088137","28820000.0,28820000.0,23940000.0,23940000.0,33210000.0","RFA-DK-15-506,RFA-DK-15-506,RFA-DK-12-510,RFA-DK-12-510,RFA-DK-17-508"
8141325,m,w,"7673736,7672271,7617895,7683038,8088907","365000.0,365000.0,365000.0,365000.0,360000.0","RFA-AI-05-028,RFA-AI-05-028,RFA-AI-05-028,RFA-AI-05-028,RFA-AI-10-014"
9537570,f,b,"10349972,10690429,10361888,10361890,10361891","1872500.0,1802500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
10687084,m,w,"8912026,9546817,9557074,9545517,9557588","1662500.0,1562500.0,1562500.0,1562500.0,1562500.0","RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002"
8819041,m,a,"8604913,8733202,9353208,9964868,9980431","270000.0,266000.0,2412500.0,2373900.0,2373900.0","RFA-MH-13-091,RFA-MH-13-091,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035"
10483217,m,w,"9473734,9692477,9202052,9566451,9922845","625000.0,615000.0,655000.0,625000.0,615000.0","RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009"
9354176,f,w,"9771300,10155418,9194483,9194911,9194909","1230000.0,1160000.0,1310000.0,1310000.0,1310000.0","RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001"
9303777,f,w,"10613274,9274534,9344536,9117807,9131679","1070000.0,393000.0,375000.0,1330000.0,1310000.0","RFA-FD-22-024,RFA-FD-16-032,RFA-FD-16-032,RFA-FD-15-039,RFA-FD-15-039"
8381801,m,w,"9247696,8827672,9509611,9038970,8707091","500000.0,532000.0,500000.0,524000.0,532000.0","RFA-AI-13-012,RFA-AI-13-012,RFA-AI-13-012,RFA-AI-13-012,RFA-AI-13-012"
7932543,f,w,"10650877,10430514,10430544,10641819,8305426","309000.0,321000.0,321000.0,309000.0,342500.0","RFA-AG-22-002,RFA-AG-22-002,RFA-AG-22-002,RFA-AG-22-002,RFA-DE-08-006"
9939979,m,w,"7674704,7685277,7668382,7678962,7683013","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-AG-08-001,RFA-AG-08-001,RFA-AG-08-001,RFA-AG-08-001,RFA-AG-08-001"
8876120,m,w,"7936966,7936971,7888661,7887230,8324499","540000.0,540000.0,547500.0,547500.0,274000.0","RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-LM-10-001"
8848515,f,w,"10204491,10624969,10415065,8662614,8574145","6032000.0,5356000.0,5564000.0,1330000.0,1350000.0","RFA-AG-21-014,RFA-AG-21-014,RFA-AG-21-014,RFA-AG-10-002,RFA-AG-10-002"
10708990,f,w,"10701116,10709664,10427431,10174152,10175650","535000.0,515000.0,535000.0,615000.0,615000.0","RFA-NR-22-002,RFA-NR-22-002,RFA-MD-20-008,RFA-MD-20-008,RFA-MD-20-008"
7625135,m,w,"8173892,7982174,7900157,7674822,7674514","72000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8382105,f,a,"10232834,10676778,10237036,10237035,10237034","535000.0,515000.0,580000.0,580000.0,580000.0","RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004"
9645068,f,w,"9064136,8776085,8776544,8776594,8776564","262000.0,266000.0,266000.0,266000.0,266000.0","RFA-DK-13-010,RFA-DK-13-010,RFA-DK-13-010,RFA-DK-13-010,RFA-DK-13-010"
7853780,m,w,"8222946,8545885,8338454,8725993,8338455","3640000.0,3510000.0,3562000.0000000005,3458000.0,3562000.0000000005","RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017"
8545814,m,w,"8495875,7919769,7920494,7920498,7920499","675000.0,720000.0,720000.0,720000.0,720000.0","RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025"
9313301,m,w,"10003353,9551397,9555002,9767802,9761547","879450.0,893750.0,893750.0,879450.0,879450.0","RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021"
9277432,m,w,"8792751,9306895,9052201,9116910,9320330","665000.0,625000.0,655000.0,655000.0,655000.0","RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013"
8535657,m,w,"8005498,7586381,7692463,7864123,8076829","720000.0,730000.0,730000.0,720000.0,700000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
9883397,f,b,"8339398,8665896,8675841,8665898,8665895","205500.00000000003,199500.0,199500.0,199500.0,199500.0","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
9980431,m,b,"8209569,8534366,8209694,8469583,8471785","315000.0,308250.0,315000.0,303750.0,303750.0","RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082"
7901043,m,w,"8453235,8442257,8325195,8305844,8325194","1890000.0,1890000.0,1918000.0,1918000.0,1918000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
8895653,f,w,"10674797,10194345,9940402,10433954,8324052","257500.0,290000.0,307500.0,267500.0,735000.0","RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-003,RFA-AG-09-005"
10437182,m,b,"9477371,8776074,9054673,9265711,8890215","312500.0,332500.0,327500.0,312500.0,332500.0","RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008"
8336816,m,w,"8432653,8823717,8601687,8602768,8604138","4725000.0,4655000.0,4655000.0,4655000.0,4655000.0","RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002"
9528536,m,w,"8321219,8459402,8723795,8540406,8913926","411000.00000000006,405000.0,665000.0,675000.0,665000.0","RFA-DA-12-007,RFA-DA-12-007,RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009"
10651665,f,w,"9120853,9120858,9318508,9315798,9548655","982500.0,982500.0,937500.0,937500.0,937500.0","RFA-DK-13-507,RFA-DK-13-507,RFA-DK-13-507,RFA-DK-13-507,RFA-DK-13-507"
9788361,m,h,"10352397,10324584,10115540,10115425,10115324","266430.0,266430.0,288840.0,288840.0,288840.0","RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014"
10335890,f,w,"7630565,7630603,7630602,7631142,7629098","620500.0,620500.0,620500.0,620500.0,620500.0","RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011,RFA-ES-06-011"
8320384,m,w,"9284345,9350257,9353295,9280585,8286610","294750.0,281250.0,281250.0,294750.0,506900.00000000006","RFA-FD-16-020,RFA-FD-16-020,RFA-FD-16-020,RFA-FD-16-020,RFA-HL-12-005"
10173611,m,a,"9784662,9674261,9729185,9924496,9734842","625000.0,625000.0,123000.0,123000.0,123000.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003"
7834572,m,w,"8842090,9298558,8842928,8843776,8843352","332500.0,312500.0,332500.0,332500.0,332500.0","RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059,RFA-AI-12-059"
9982117,f,w,"8141176,8382615,8743409,8743404,8743406","1080000.0,1027500.0,1012500.0,1012500.0,1012500.0","RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012"
10699126,m,a,"10613274,10456594,9919955,10229333,10915887","1070000.0,10700000.0,12300000.0,11600000.0,10300000.0","RFA-FD-22-024,RFA-FD-19-003,RFA-FD-19-003,RFA-FD-19-003,RFA-FD-19-003"
8378480,m,h,"10625690,10625691,10625174,10625175,10625176","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001"
10149853,f,w,"10163077,10163079,10164413,10233944,10233945","922500.0,922500.0,922500.0,869999.9999999999,869999.9999999999","RFA-FD-20-028,RFA-FD-20-028,RFA-FD-20-028,RFA-FD-20-028,RFA-FD-20-028"
9471349,m,h,"10435287,10444448,10434979,10612456,10619631","535000.0,535000.0,535000.0,515000.0,515000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
7879533,m,w,"7691302,8268444,7858212,8080356,7849075","365000.0,342500.0,360000.0,350000.0,350000.0","RFA-DA-08-009,RFA-DA-08-009,RFA-DA-08-009,RFA-DA-08-009,RFA-DA-08-009"
9482112,m,w,"8794452,9274351,9462188,9912834,9532926","262000.0,250000.0,250000.0,184500.0,187500.0","RFA-HL-13-022,RFA-HL-13-022,RFA-HL-13-022,RFA-HL-17-015,RFA-HL-17-015"
9920011,f,w,"8189006,8336846,8332244,9142496,9142584","1050000.0,1027500.0,1027500.0,327500.0,327500.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-GM-16-003,RFA-GM-16-003"
7665204,m,w,"8852884,8852809,8851796,8852418,8851212","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8079105,m,a,"10701728,10474915,10471530,10473182,10473958","515000.0,535000.0,535000.0,535000.0,535000.0","RFA-MD-21-004,RFA-MD-21-004,RFA-MD-21-004,RFA-MD-21-004,RFA-MD-21-004"
