APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_albert_r_wi,APPVAL_RECS_albert_r_wi,FOA_RECS_albert_r_wi
8494473,m,w,"10658457,9736904,9903186,9914197,9914195","412000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-23-005,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
8246757,f,w,"7914248,8112678,7696442,8533716,7893813","360000.0,350000.0,365000.0,342500.0,360000.0","RFA-RM-08-026,RFA-RM-08-026,RFA-RM-08-026,RFA-RM-08-026,RFA-RM-08-010"
8899681,m,h,"9102773,8935888,8901503,8899195,8899681","3930000.0,3990000.0,3990000.0,3990000.0,3990000.0","RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016"
8382293,f,w,"9787407,10005929,9788358,9788357,9787411","984000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
10394106,f,h,"10228516,10133807,10331097,10260580,10256062","232000.0,246000.0,232000.0,232000.0,232000.0","RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011"
9258430,m,w,"9698812,9565551,9951029,9950854,10426306","799500.0,812500.0,799500.0,799500.0,695500.0","RFA-DE-18-002,RFA-DE-18-002,RFA-DE-18-002,RFA-DE-18-002,RFA-DE-18-002"
9750222,m,w,"7743015,7931821,7736803,7736801,7747945","360000.0,365000.0,360000.0,360000.0,360000.0","RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005"
8083260,m,w,"9959307,9146035,9506679,9476774,9729515","922500.0,982500.0,937500.0,937500.0,922500.0","RFA-AI-15-024,RFA-AI-15-024,RFA-AI-15-024,RFA-AI-15-024,RFA-AI-15-024"
8901871,m,w,"10533026,10533143,10533028,10533027,10693268","417300.0,417300.0,417300.0,417300.0,401700.0","RFA-HD-22-005,RFA-HD-22-005,RFA-HD-22-005,RFA-HD-22-005,RFA-HD-22-005"
8174662,m,w,"9066166,8678989,8316198,8316237,8316201","150650.0,152950.0,157550.0,157550.0,157550.0","RFA-HL-11-013,RFA-HL-11-013,RFA-HL-11-013,RFA-HL-11-013,RFA-HL-11-013"
10058995,m,b,"10843430,10223299,10220975,10220974,10220973","721000.0,812000.0,812000.0,812000.0,812000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8432009,f,w,"8724467,8289239,8289967,8540992,8540406","665000.0,700000.0,700000.0,675000.0,675000.0","RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009,RFA-DA-11-009"
8260783,m,w,"8894597,8305921,8306428,8469083,8450929","332500.0,342500.0,342500.0,337500.0,337500.0","RFA-LM-11-002,RFA-LM-11-002,RFA-LM-11-002,RFA-LM-11-002,RFA-LM-11-002"
9607557,f,w,"10108941,10320474,9393976,9654608,9654607","290000.0,267500.0,312500.0,307500.0,307500.0","RFA-RM-15-015,RFA-RM-15-015,RFA-RM-15-015,RFA-RM-15-015,RFA-RM-15-015"
8710049,m,w,"9036696,9480886,9094206,9148067,9094234","262000.0,250000.0,262000.0,262000.0,262000.0","RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002"
7933791,f,w,"10797389,10797646,10797850,10798725,10798866","144200.0,144200.0,144200.0,144200.0,144200.0","RFA-PM-23-002,RFA-PM-23-002,RFA-PM-23-002,RFA-PM-23-002,RFA-PM-23-002"
9753815,m,w,"9172461,9525224,9978595,9978597,9978599","1441000.0,1375000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
7882577,m,b,"8508243,8389512,8390609,8390219,8514569","270000.0,274000.0,274000.0,274000.0,270000.0","RFA-DE-12-005,RFA-DE-12-005,RFA-DE-12-005,RFA-DE-12-005,RFA-DE-12-005"
8927937,m,w,"8831676,9926408,9926427,9926426,9926425","199500.0,184500.0,184500.0,184500.0,184500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
10252441,f,a,"9569692,9568754,9568766,9420368,9420764","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001"
9720200,m,w,"10639265,9770847,9705957,10615219,10663986","267500.0,307500.0,312500.0,515000.0,515000.0","RFA-FD-22-020,RFA-FD-18-017,RFA-FD-18-017,RFA-AR-21-003,RFA-AR-21-003"
8141156,f,w,"9761327,9412501,9761329,9761330,9838235","528900.0,537500.0,528900.0,528900.0,528900.0","RFA-HD-17-003,RFA-HD-17-003,RFA-HD-17-003,RFA-HD-17-003,RFA-HD-17-003"
8897974,f,h,"9250068,9333172,9283308,9283312,9233907","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016"
7688873,m,w,"10620818,10620819,10620821,10631980,10794460","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
9475176,m,w,"10037968,10031380,10037760,10037854,10549216","613770.0,613770.0,613770.0,613770.0,1070000.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-AG-22-030"
8033334,f,a,"10085551,10675478,10675494,10675502,10675509","984000.0,824000.0,824000.0,824000.0,824000.0","RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016"
7941822,m,w,"9060558,10532594,10479044,10693955,10745889","4389000.0,214000.0,214000.0,206000.0,206000.0","RFA-ES-15-011,RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015"
9319157,m,b,"9486440,9970405,10326785,10326787,10449341","937500.0,922500.0,802500.0,802500.0,802500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
10190901,m,w,"9385965,9699470,9709267,9709266,9709264","187500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
9517859,f,h,"9517846,9723103,9723101,9723098,9723093","937500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010"
7929598,m,a,"9986704,9546644,9772878,10463886,10519082","307500.0,312500.0,307500.0,290000.0,1070000.0","RFA-CA-16-009,RFA-CA-16-009,RFA-CA-16-009,RFA-CA-16-009,RFA-CA-21-054"
7935295,f,w,"7617659,7684191,7591814,7677468,9143052","292000.0,292000.0,292000.0,1095000.0,1125290.0","RFA-CA-07-037,RFA-CA-07-037,RFA-CA-07-037,RFA-CA-07-044,RFA-CA-14-503"
8449133,m,h,"9242535,9022388,9269130,9433593,9471780","281250.0,294750.0,281250.0,281250.0,281250.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
10652514,m,w,"8899195,8899681,9326322,9320808,9313296","3990000.0,3990000.0,3750000.0,3750000.0,3750000.0","RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016"
9767577,m,w,"9519562,9727788,9333967,9297160,9944316","375000.0,369000.0,375000.0,393000.0,369000.0","RFA-FD-16-045,RFA-FD-16-045,RFA-FD-16-045,RFA-FD-16-045,RFA-FD-16-045"
8345678,m,w,"9932691,9898687,10021470,10023955,10266322","615000.0,615000.0,615000.0,615000.0,615000.0","RFA-EB-18-003,RFA-EB-18-003,RFA-RM-19-001,RFA-RM-19-001,RFA-RM-19-001"
9674856,f,w,"7708035,7880605,7860420,7897598,7914382","292000.0,288000.0,288000.0,288000.0,288000.0","RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020"
10015204,f,w,"7931241,7643794,7682983,9778698,9778695","292000.0,292000.0,292000.0,492000.0,492000.0","RFA-MH-08-060,RFA-MH-08-060,RFA-MH-08-060,RFA-AA-18-007,RFA-AA-18-007"
10663363,f,w,"8768731,8768636,8766909,8882257,8885651","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
10680567,m,w,"10077523,9821172,9623311,9607558,9607557","377000.0,399750.0,399750.0,399750.0,399750.0","RFA-RM-15-013,RFA-RM-15-013,RFA-RM-15-013,RFA-RM-15-013,RFA-RM-15-013"
9188495,f,w,"8189006,8336846,8332244,7675361,7660406","1050000.0,1027500.0,1027500.0,1022000.0,1022000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-EB-07-001,RFA-EB-07-001"
8733160,m,w,"10461052,10127340,10672905,10907944,10265554","802500.0,922500.0,772500.0,772500.0,869999.9999999999","RFA-DK-19-023,RFA-DK-19-023,RFA-DK-19-023,RFA-DK-19-023,RFA-DK-19-023"
8884678,f,w,"10537743,10536567,10760002,10759550,10759735","1070000.0,1070000.0,284038.98,284038.98,284038.98","RFA-NS-22-002,RFA-NS-22-002,RFA-NS-23-006,RFA-NS-23-006,RFA-NS-23-006"
8734222,m,a,"8598111,8443625,8443565,8600321,8653989","232750.0,236250.00000000003,236250.00000000003,232750.0,232750.0","RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021"
9148067,m,w,"10612300,10714023,10707686,10706896,10613257","154500.0,154500.0,154500.0,154500.0,154500.0","RFA-CA-22-001,RFA-CA-22-001,RFA-CA-22-001,RFA-CA-22-001,RFA-CA-22-001"
9135149,m,w,"7938718,8734648,8150047,8379002,8545225","1800000.0,1687500.0,1800000.0,1712500.0000000002,1687500.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
9512924,m,w,"9011718,9011926,9385159,9533194,9068078","458500.0,458500.0,1000000.0,1000000.0,982500.0","RFA-HL-15-026,RFA-HL-15-026,RFA-HL-15-027,RFA-HL-15-027,RFA-DK-11-004"
7701551,m,w,"9362529,10216952,10438220,9363096,9357870","937500.0,869999.9999999999,869999.9999999999,937500.0,937500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
9045566,m,w,"7746286,8460105,7883913,7907073,7996782","2190000.0,2025000.0,2190000.0,2190000.0,2190000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
10144820,m,w,"9625529,10203746,10335757,10320415,10318950","922500.0,869999.9999999999,802500.0,802500.0,802500.0","RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026"
9335976,f,w,"8831247,8831876,8832093,8831971,8831107","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-RM-13-022,RFA-RM-13-022,RFA-RM-13-022,RFA-RM-13-022,RFA-RM-13-022"
9922864,f,b,"10458650,10223114,10330124,10330125,10330126","1605000.0,1739999.9999999998,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
9546019,m,a,"9588955,9737773,9737806,9737805,9737801","1031250.0,1014750.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
7743053,m,w,"7743498,7743489,7751879,7743016,7751847","288000.0,288000.0,288000.0,288000.0,288000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
10339728,f,h,"10274937,10655614,10275726,10273747,10840200","580000.0,515000.0,580000.0,580000.0,515000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
10163676,m,w,"10562309,10563243,10564073,10565802,9222611","515000.0,515000.0,515000.0,515000.0,375000.0","RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-15-054"
9770557,m,w,"10837481,10837461,7657333,7897916,7658184","412000.0,412000.0,365000.0,360000.0,365000.0","RFA-FD-23-028,RFA-FD-23-028,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
10018167,f,b,"10740570,10740237,7660416,7876715,9546829","721000.0,721000.0,365000.0,360000.0,187500.0","RFA-DA-23-026,RFA-DA-23-026,RFA-OH-06-004,RFA-OH-06-004,RFA-HL-15-031"
9321533,m,a,"9117672,9462040,9459829,9683777,9674383","196500.0,187500.0,187500.0,184500.0,184500.0","RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019"
9393537,m,w,"7690953,7691391,7921482,8137471,8127674","365000.0,365000.0,360000.0,360000.0,350000.0","RFA-AA-08-010,RFA-AA-08-010,RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009"
10332731,f,w,"8833289,9043068,9056485,9056492,9043076","2394000.0,2358000.0,2358000.0,2358000.0,2358000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
9186488,f,a,"8617034,8134709,8135908,8134082,8105650","405000.0,432000.0,432000.0,432000.0,432000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9270571,m,a,"10696751,10696373,10695612,8668393,8679822","412000.0,412000.0,412000.0,332500.0,332500.0","RFA-NS-23-004,RFA-NS-23-004,RFA-NS-23-004,RFA-RM-13-003,RFA-RM-13-003"
9250747,m,w,"8411660,8550129,8689156,8876775,9533194","548000.0,540000.0,532000.0,532000.0,1000000.0","RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-15-027"
8290333,f,w,"10584259,10582012,10583024,10583235,10583849","412000.0,412000.0,412000.0,412000.0,412000.0","RFA-AG-23-004,RFA-AG-23-004,RFA-AG-23-004,RFA-AG-23-004,RFA-AG-23-004"
10620820,m,h,"9895148,10018639,10017883,9895227,7860950","246000.0,246000.0,246000.0,246000.0,728540.0","RFA-AT-19-009,RFA-AT-19-009,RFA-AT-19-009,RFA-AT-19-009,RFA-HD-07-018"
8827244,f,w,"9362529,9357870,10438220,9724344,9731412","937500.0,937500.0,869999.9999999999,922500.0,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
8055733,f,w,"8639461,8437090,8639467,8639466,8639470","2297575.0,2332125.0,2297575.0,2297575.0,2297575.0","RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001"
8033384,f,w,"8137657,8733610,8535676,8545115,8540844","2100000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9568396,m,w,"8066756,7922355,7797453,7797452,7797451","1080000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021"
8900947,f,w,"8136377,8381259,8381257,8380932,8381260","560000.0,548000.0,548000.0,548000.0,548000.0","RFA-AR-11-001,RFA-AR-11-001,RFA-AR-11-001,RFA-AR-11-001,RFA-AR-11-001"
10657711,m,w,"9477371,8776074,9054673,9265711,8890215","312500.0,332500.0,327500.0,312500.0,332500.0","RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008"
9132768,m,w,"8675840,8366200,8893053,8882397,8341129","199500.0,205500.00000000003,199500.0,199500.0,205500.00000000003","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
9712515,m,w,"7627999,7658184,7657333,7617881,7912258","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
8089346,m,a,"9247696,9038970,8827672,8707091,8869169","500000.0,524000.0,532000.0,532000.0,532000.0","RFA-AI-13-012,RFA-AI-13-012,RFA-AI-13-012,RFA-AI-13-012,RFA-AI-13-012"
8305921,m,a,"10663338,10663347,10682527,10454674,10454676","824000.0,824000.0,824000.0,856000.0,856000.0","RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029"
10240582,m,w,"7673450,7618247,7613514,7694362,7692257","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
9146685,m,w,"9977807,10263328,9428318,9751999,9569721","922500.0,869999.9999999999,937500.0,922500.0,937500.0","RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017"
10470897,f,w,"8678951,8476239,8323902,8332765,8307766","332500.0,337500.0,342500.0,342500.0,342500.0","RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004"
8379014,f,w,"8446266,8269514,8267778,8268899,8268955","1012500.0,1027500.0,1027500.0,1027500.0,1027500.0","RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014"
10348760,f,h,"8554372,8539640,8450446,8449876,8449927","270000.0,270000.0,274000.0,274000.0,274000.0","RFA-HD-12-211,RFA-HD-12-211,RFA-HD-12-211,RFA-HD-12-211,RFA-HD-12-211"
9577979,m,w,"9783372,9783397,7672519,7646432,7917750","276750.0,276750.0,1095000.0,1095000.0,1095000.0","RFA-ES-18-008,RFA-ES-18-008,RFA-NS-06-007,RFA-NS-06-007,RFA-NS-06-007"
8739566,m,w,"8675127,8890904,9123699,8739566,9319831","2025000.0,1995000.0,1965000.0,1995000.0,1875000.0","RFA-NS-13-012,RFA-NS-13-012,RFA-NS-13-012,RFA-NS-13-012,RFA-NS-13-012"
10385798,m,w,"9705957,9770847,9985371,9987210,10128522","312500.0,307500.0,492000.0,492000.0,464000.0","RFA-FD-18-017,RFA-FD-18-017,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020"
8385088,m,w,"8722990,8721461,8918703,8384740,8385088","798000.0,798000.0,798000.0,822000.0000000001,822000.0000000001","RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208"
7654260,m,w,"8484495,8049064,7666449,7658504,7658562","350000.0,350000.0,365000.0,365000.0,365000.0","RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005"
10349460,f,w,"8600323,8600321,8443566,8443510,8443565","232750.0,232750.0,236250.00000000003,236250.00000000003,236250.00000000003","RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021"
8972873,m,h,"8246704,8063857,8063854,8063856,7825485","1439200.0,1050000.0,1080000.0,1080000.0,1080000.0","RFA-OH-11-002,RFA-DK-06-009,RFA-DK-06-009,RFA-DK-06-009,RFA-DK-06-009"
9143074,m,h,"9293815,9544701,9340007,9759653,9987322","1048000.0,1000000.0,1000000.0,984000.0,984000.0","RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019"
9116302,f,a,"9610195,10436906,9970377,10442652,10442446","500000.0,428000.0,492000.0,428000.0,428000.0","RFA-AA-18-007,RFA-AA-18-007,RFA-AA-18-007,RFA-AA-18-007,RFA-AA-18-007"
8058642,m,w,"10349839,10565872,9459844,9252374,9450465","535000.0,515000.0,437500.0,437500.0,437500.0","RFA-AI-20-055,RFA-AI-20-055,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
9364868,f,w,"8370150,8368840,8367812,8370230,8518215","68500.0,68500.0,68500.0,68500.0,67500.0","RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006"
10303939,m,b,"10075852,10075862,10310689,10310690,10310692","1392000.0,1392000.0,1284000.0,1284000.0,1284000.0","RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003"
8379874,m,w,"7897686,7901149,8113184,8137663,7691805","576000.0,576000.0,560000.0,560000.0,584000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
9526494,m,w,"8665937,9292157,8533672,8512035,8513466","1596000.0,1500000.0,1620000.0,1620000.0,1620000.0","RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001"
9688770,f,w,"10733231,10733195,10733197,10733193,10732992","834300.0,834300.0,834300.0,834300.0,834300.0","RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012"
9112848,f,w,"9240573,9897616,9869164,9668996,9668995","437500.0,430500.0,430500.0,430500.0,430500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
9309585,f,w,"9060558,9062028,9062196,9061070,9060057","4389000.0,10640000.0,10640000.0,10640000.0,10640000.0","RFA-ES-15-011,RFA-ES-15-009,RFA-ES-15-009,RFA-ES-15-009,RFA-ES-15-009"
10242786,m,w,"9114486,9111823,8705986,8519228,8725788","1572000.0,1572000.0,1596000.0,1620000.0,1620000.0","RFA-AI-11-040,RFA-AI-11-040,RFA-AI-11-040,RFA-AI-11-040,RFA-AI-11-040"
10289787,m,h,"9563255,9782899,9766246,9766247,9774037","312500.0,307500.0,307500.0,307500.0,307500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
8935815,f,w,"7692257,7614543,7603122,7673450,7623951","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
9320749,m,w,"10438220,9950980,9543960,9747678,9731412","869999.9999999999,922500.0,937500.0,922500.0,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
9280945,f,h,"10532594,10685294,10693955,10745889,10746327","214000.0,206000.0,206000.0,206000.0,206000.0","RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015"
9170589,m,h,"8520413,8333282,8787806,8819584,8826195","337500.0,342500.0,332500.0,332500.0,332500.0","RFA-NS-12-005,RFA-NS-12-005,RFA-NS-12-005,RFA-NS-12-005,RFA-NS-12-005"
7934079,f,w,"8333572,8390438,8587441,8600630,8588253","350000.0,337500.0,332500.0,332500.0,332500.0","RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001"
8790285,m,a,"9038970,8707091,8869169,8827672,9509611","524000.0,532000.0,532000.0,532000.0,500000.0","RFA-AI-13-012,RFA-AI-13-012,RFA-AI-13-012,RFA-AI-13-012,RFA-AI-13-012"
8448153,m,w,"9902304,9735601,9903186,9910353,9912695","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
10321282,m,w,"9933108,9993465,9745003,9784894,9872847","61500.0,61500.0,61500.0,61500.0,61500.0","RFA-OD-18-001,RFA-OD-18-001,RFA-OD-18-001,RFA-OD-18-001,RFA-OD-18-001"
7849767,f,h,"9342915,9187756,9554612,9545779,9771325","375000.0,393000.0,375000.0,375000.0,369000.0","RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013"
10189583,m,w,"10441650,10026443,9659552,9660083,9784896","464000.0,492000.0,500000.0,500000.0,492000.0","RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025"
8327756,f,w,"10142557,9372362,9899336,10141332,9547950","290000.0,312500.0,307500.0,290000.0,312500.0","RFA-TW-16-003,RFA-TW-16-003,RFA-TW-16-003,RFA-TW-16-003,RFA-TW-16-003"
9911375,m,w,"8605752,8605677,8791686,8791901,8889677","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009"
7936954,m,w,"8871505,8868872,8897214,8336955,8321469","399000.0,399000.0,399000.0,411000.00000000006,411000.00000000006","RFA-AG-11-001,RFA-AG-11-001,RFA-AG-11-001,RFA-AG-11-001,RFA-AG-11-001"
8460020,m,w,"9897520,9738881,9914195,9914197,9927978","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
10644994,m,w,"9001115,8997778,8997736,8998196,10583849","299250.0,299250.0,299250.0,299250.0,412000.0","RFA-MD-15-004,RFA-MD-15-003,RFA-MD-15-003,RFA-MD-15-003,RFA-AG-23-004"
10690743,m,w,"9870087,9870086,9870088,9870710,9870085","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-CA-19-013,RFA-CA-19-013,RFA-CA-19-013,RFA-CA-19-013,RFA-CA-19-013"
9108805,m,w,"9737815,9737811,9737809,9737808,9737807","1014750.0,1014750.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
10381477,m,h,"9859033,10348654,10397134,9862438,10559569","369000.0,321000.0,321000.0,369000.0,309000.0","RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042"
8168306,m,h,"9660083,10219212,9784896,9782980,10441650","500000.0,464000.0,492000.0,492000.0,464000.0","RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025"
8552185,f,w,"9325954,9647412,10071116,9452014,8120347","500000.0,492000.0,492000.0,500000.0,210000.0","RFA-AI-16-025,RFA-AI-16-025,RFA-AI-16-025,RFA-AI-16-025,RFA-AI-08-007"
8119032,m,w,"8711423,8517895,8693975,8913107,8414034","997500.0,1027500.0,997500.0,997500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9180126,m,w,"10157198,10136137,10615692,10615696,10615700","1160000.0,1160000.0,1030000.0,1030000.0,1030000.0","RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012"
8179611,m,w,"9534492,9069695,9069691,9094402,9094401","1000000.0,1048000.0,1048000.0,1048000.0,1048000.0","RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003"
10190904,m,w,"10549789,10379509,9321458,9670292,9164853","412000.0,428000.0,250000.0,250000.0,262000.0","RFA-RM-21-002,RFA-RM-21-002,RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013"
