APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-s_p_wi,APPVAL_RECS_bert-s_p_wi,FOA_RECS_bert-s_p_wi
10242786,m,w,"9749012,9526425,9997178,9749014,9383156","1476000.0,1500000.0,1476000.0,1476000.0,1572000.0","RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047"
10289787,m,h,"9354443,9783800,9766246,9766247,9774037","312500.0,307500.0,307500.0,307500.0,307500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
8935815,f,w,"10136539,9743104,9752986,9744627,9744626","1739999.9999999998,1845000.0,1845000.0,1845000.0,1845000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
9320749,m,w,"9965720,9950980,9522096,9502903,9543960","922500.0,922500.0,937500.0,937500.0,937500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
9280945,f,h,"8994620,9242788,9244119,9118283,9121568","1330000.0,1310000.0,1310000.0,1310000.0,1310000.0","RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010"
9170589,m,h,"10220134,10037769,10368699,10493359,8831247","232000.0,246000.0,232000.0,214000.0,332500.0","RFA-OD-19-021,RFA-OD-19-021,RFA-OD-19-021,RFA-OD-19-021,RFA-RM-13-022"
7934079,f,w,"9896671,9675126,9260057,9260051,9356868","1845000.0,1845000.0,1875000.0,1875000.0,1875000.0","RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013"
8790285,m,a,"10308105,10153409,10136988,10136373,10156146","214000.0,232000.0,232000.0,232000.0,232000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
8448153,m,w,"9899912,9737247,9914200,9918835,9924496","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003"
10321282,m,w,"10666060,10594571,10884691,10444519,10449651","515000.0,515000.0,515000.0,535000.0,535000.0","RFA-OD-21-002,RFA-OD-21-002,RFA-OD-21-002,RFA-OD-21-002,RFA-OD-21-002"
7849767,f,h,"7960783,7959665,7960768,7960770,7960440","730000.0,730000.0,730000.0,730000.0,730000.0","RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001"
10189583,m,w,"9342915,9769736,9352343,9554612,9552161","375000.0,369000.0,375000.0,375000.0,375000.0","RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013"
8327756,f,w,"7921467,7741889,7928268,7921007,7914148","288000.0,292000.0,288000.0,288000.0,288000.0","RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023"
9911375,m,w,"10379210,10379613,10378934,10377742,8829218","274540.60000000003,274540.60000000003,274540.60000000003,274540.60000000003,532000.0","RFA-ES-21-003,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-12-008"
7936954,m,w,"10264171,10095020,10264868,10093338,10094326","57999.99999999999,61500.0,57999.99999999999,61500.0,61500.0","RFA-AG-20-027,RFA-AG-20-027,RFA-AG-20-027,RFA-AG-20-027,RFA-AG-20-027"
8460020,m,w,"9914195,9732984,9899185,9902303,9902304","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
10644994,m,w,"7882229,7884725,7883974,7883988,7935386","182500.0,182500.0,182500.0,182500.0,180000.0","RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008"
10690743,m,w,"9441122,9848509,9568100,9571416,9443282","250000.0,246000.0,250000.0,250000.0,250000.0","RFA-CA-17-010,RFA-CA-17-010,RFA-CA-17-010,RFA-CA-17-010,RFA-CA-17-010"
9108805,m,w,"9273323,9313180,9519756,9537394,9537405","1000000.0,1000000.0,1000000.0,1000000.0,1000000.0","RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003"
10381477,m,h,"10361516,9950456,10576343,10126805,8507118","802500.0,922500.0,772500.0,869999.9999999999,405000.0","RFA-AI-19-011,RFA-AI-19-011,RFA-AI-19-011,RFA-AI-19-011,RFA-AI-09-028"
8168306,m,h,"8114154,7882658,7687367,7684744,7884268","350000.0,360000.0,365000.0,365000.0,360000.0","RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004"
8552185,f,w,"9605108,9605055,9187857,9186491,10175633","6436999.59,6436999.59,6541666.25,6541666.25,6070666.279999999","RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008"
8119032,m,w,"8711423,8517895,8913107,8414034,8413975","997500.0,1027500.0,997500.0,1027500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9180126,m,w,"10631108,10473735,10296340,10518318,10693360","721000.0,749000.0,812000.0,1177000.0,1133000.0","RFA-HG-20-043,RFA-HG-20-043,RFA-HG-20-043,RFA-HG-21-029,RFA-HG-21-029"
8179611,m,w,"10433967,10198656,10433962,10433961,10433960","882750.0,957000.0,882750.0,882750.0,882750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
10190904,m,w,"8510630,8390233,8668926,8715764,8920207","202500.0,205500.00000000003,199500.0,199500.0,199500.0","RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012"
8532849,f,w,"9345335,9767551,9345319,9550783,9543228","472500.0,464940.0,472500.0,472500.0,472500.0","RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019"
7755169,m,w,"7904790,7647136,7876773,7906811,7826608","360000.0,365000.0,360000.0,360000.0,360000.0","RFA-AG-05-011,RFA-AG-05-011,RFA-AG-05-011,RFA-AG-05-011,RFA-AG-05-011"
9049484,f,w,"9353759,9352820,9355168,9344614,9354447","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
8113282,m,w,"10194345,10433954,10674797,9940402,9321814","290000.0,267500.0,257500.0,307500.0,150000.0","RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-003,RFA-AG-14-005"
9065493,m,a,"8653064,9245831,9024430,9012756,9024431","1995000.0,1965000.0,1965000.0,1965000.0,1965000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9999180,m,w,"9889116,9462078,9462077,9473757,9546659","184500.0,187500.0,187500.0,187500.0,187500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
8368498,m,w,"8368498,8625433,8535121,10207946,10544776","411000.00000000006,405000.0,405000.0,348000.0,309000.0","RFA-AG-12-007,RFA-AG-12-007,RFA-AG-12-007,RFA-AG-21-002,RFA-AG-21-002"
9912802,m,w,"8088737,8733329,8675977,8655194,8088462","280000.0,270000.0,266000.0,266000.0,280000.0","RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002"
9718100,m,w,"7870089,7890855,7859818,7932676,7901249","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-AI-07-013,RFA-AI-07-013,RFA-AI-07-013,RFA-AI-07-013,RFA-AI-07-013"
9729491,f,w,"7701561,8508797,8452136,8463987,8501262","1460000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014"
8528649,m,w,"9319995,9487321,9905327,9961457,9559620","250000.0,250000.0,922500.0,922500.0,937500.0","RFA-MH-17-400,RFA-MH-17-400,RFA-MH-17-405,RFA-MH-17-405,RFA-MH-17-405"
7894564,f,a,"9986918,10221786,9981030,9838522,9838515","399750.0,377000.0,399750.0,399750.0,399750.0","RFA-NS-18-033,RFA-NS-18-033,RFA-NS-18-033,RFA-NS-18-033,RFA-NS-18-033"
8826010,m,w,"7900938,7900897,8102994,8120246,8102984","2016000.0,2016000.0,1960000.0,1960000.0,1960000.0","RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007"
9462742,m,w,"10126905,9658543,9901575,9875478,9872208","898999.9999999999,953250.0,953250.0,953250.0,953250.0","RFA-MH-18-250,RFA-MH-18-250,RFA-MH-18-250,RFA-MH-18-250,RFA-MH-18-250"
8070329,m,w,"9662784,9677591,9687655,9679468,9679467","615000.0,615000.0,615000.0,615000.0,615000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
8565739,m,w,"8298260,8565826,8566006,8378202,8292169","1027500.0,1012500.0,1027500.0,1027500.0,1027500.0","RFA-DK-09-013,RFA-DK-09-013,RFA-DK-09-013,RFA-DK-09-013,RFA-DK-09-013"
9813821,f,w,"10434979,10435287,10444448,10598580,10612456","535000.0,535000.0,535000.0,515000.0,515000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
8327271,m,w,"8705692,7944114,8446628,8334396,7944142","1350000.0,1440000.0,1370000.0,1370000.0,1440000.0","RFA-RM-08-023,RFA-RM-08-023,RFA-RM-08-023,RFA-RM-08-023,RFA-RM-08-023"
8717561,m,w,"10156146,10297863,10299633,10304202,10305688","232000.0,214000.0,214000.0,214000.0,214000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
10001475,f,w,"9347018,9185890,9983640,9785838,9527049","982500.0,982500.0,922500.0,937500.0,937500.0","RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015"
7935335,m,w,"8969452,8535941,8675977,8088462,8456147","665000.0,274000.0,266000.0,280000.0,270000.0","RFA-HL-14-013,RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002"
7577305,m,w,"7991555,7861203,7675389,7675391,7686755","504000.0,511000.0,511000.0,511000.0,511000.0","RFA-DK-05-014,RFA-DK-05-014,RFA-DK-05-014,RFA-DK-05-014,RFA-DK-05-014"
8732973,m,a,"7673736,7617895,7672271,7683038,8680584","365000.0,365000.0,365000.0,365000.0,332500.0","RFA-AI-05-028,RFA-AI-05-028,RFA-AI-05-028,RFA-AI-05-028,RFA-AI-12-059"
8691506,m,w,"9914054,10006319,10469997,10223914,9710735","307500.0,307500.0,267500.0,290000.0,312500.0","RFA-FD-19-008,RFA-FD-19-008,RFA-FD-18-012,RFA-FD-18-012,RFA-FD-18-012"
8947313,f,w,"7677500,7692230,7657486,7684281,8379005","511000.0,511000.0,511000.0,511000.0,2055000.0","RFA-HG-07-029,RFA-HG-07-029,RFA-HG-07-029,RFA-HG-07-029,RFA-GM-10-007"
8758187,m,b,"9376249,9376270,7853988,7847999,7852558","281250.0,281250.0,438000.0,438000.0,438000.0","RFA-AR-17-005,RFA-AR-17-005,RFA-RM-09-003,RFA-RM-09-003,RFA-RM-09-003"
7679755,m,w,"9936155,9931155,9824335,9824342,9986687","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
8726094,m,w,"10821572,10206685,10359831,10565872,10349839","309000.0,348000.0,321000.0,515000.0,535000.0","RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-055,RFA-AI-20-055"
7921005,f,w,"8069685,7924578,7679640,7681753,7679056","432000.0,432000.0,438000.0,438000.0,438000.0","RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006"
10319858,m,a,"10470390,10319358,10468220,10450145,10450851","267500.0,290000.0,267500.0,267500.0,267500.0","RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021"
7902967,m,w,"8240158,8239659,8239663,8213846,8239666","1680000.0,1680000.0,1680000.0,1680000.0,1680000.0","RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006"
8128601,f,h,"9204504,9734185,9734161,9264595,9262984","654998.6900000001,614998.77,614998.77,624998.75,624998.75","RFA-HL-14-024,RFA-HL-14-024,RFA-HL-14-024,RFA-HL-14-024,RFA-HL-14-024"
9979637,m,a,"9979643,10207606,9771451,9590409,9590428","799500.0,754000.0,799500.0,812500.0,812500.0","RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505"
9608708,m,w,"7919244,7869229,8137945,8099721,7926024","360000.0,360000.0,350000.0,350000.0,365000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
9765880,f,w,"10205411,10223169,9394525,9393866,9743693","615000.0,580000.0,625000.0,625000.0,615000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
9789234,m,w,"8883374,8526374,8526375,8381453,8382164","532000.0,540000.0,540000.0,548000.0,548000.0","RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010"
9750582,m,w,"10583428,10583437,10581838,10581946,10583982","206000.0,206000.0,206000.0,206000.0,206000.0","RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002"
10704647,f,w,"10532760,10114063,10115540,10115542,10319172","256470.0,288840.0,288840.0,288840.0,266430.0","RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014"
9336338,m,h,"8795892,9119098,8927055,9536881,9324348","266000.0,262000.0,266000.0,250000.0,250000.0","RFA-HL-14-027,RFA-HL-14-027,RFA-HL-14-027,RFA-HL-14-027,RFA-HL-14-027"
8357036,m,w,"9775689,9776022,9615161,9608443,9615743","307500.0,307500.0,312500.0,312500.0,312500.0","RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005"
9015857,f,w,"9555026,9723180,9384724,10219339,9957191","335625.0,330255.0,335625.0,311460.0,330255.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
9429474,m,a,"9672786,10388131,10390460,9915838,9975082","625000.0,535000.0,535000.0,615000.0,615000.0","RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
9936105,f,a,"7627999,7658184,7657333,7617881,7912258","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
10405585,m,w,"9334909,9040338,9334906,9313302,9313299","937500.0,997500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
7940870,m,a,"8601767,9143806,8988608,9143808,9143807","1995000.0,1965000.0,1965000.0,1965000.0,1965000.0","RFA-NS-12-007,RFA-NS-12-007,RFA-NS-12-007,RFA-NS-12-007,RFA-NS-12-007"
9857015,m,w,"10205411,9394525,9393866,9743693,9762886","615000.0,625000.0,625000.0,615000.0,615000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
8792969,f,h,"9148259,9334211,9747903,9544180,9056078","655000.0,625000.0,615000.0,625000.0,665000.0","RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025"
9975112,m,w,"9832193,10316999,10129530,10070100,9246760","61500.0,53500.0,61500.0,57999.99999999999,62500.0","RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
10338361,m,w,"8316152,8379954,8381868,8379959,8381750","1096000.0,1096000.0,1096000.0,1096000.0,1096000.0","RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002"
8128396,m,a,"8931705,9116771,8475794,8471322,8501776","66500.0,65500.0,67500.0,67500.0,67500.0","RFA-AR-13-001,RFA-AR-13-001,RFA-AR-13-001,RFA-AR-13-001,RFA-AR-13-001"
10276528,m,w,"10620321,10434342,10636910,10629324,10624857","515000.0,535000.0,515000.0,515000.0,515000.0","RFA-AG-22-006,RFA-AG-22-006,RFA-AG-22-006,RFA-AG-22-006,RFA-AG-22-006"
7945161,m,w,"8690139,8907806,9105405,8534278,8353089","598500.0,598500.0,589500.0,607500.0,616500.0","RFA-HL-12-021,RFA-HL-12-021,RFA-HL-12-021,RFA-HL-12-021,RFA-HL-12-021"
10688371,m,w,"10003944,10207350,10238907,10238908,10238910","246000.0,232000.0,232000.0,232000.0,232000.0","RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
9414450,f,w,"8927672,8822523,9059157,9292356,9879494","455179.2,455179.2,448334.4,427800.0,146370.0","RFA-HL-14-021,RFA-HL-14-021,RFA-HL-14-021,RFA-HL-14-021,RFA-HL-19-024"
8379437,f,w,"7694306,7694357,7694298,7883706,7924977","730000.0,730000.0,730000.0,730000.0,730000.0","RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009"
9259579,m,w,"9070730,9274328,8925885,8910705,8910704","196500.0,187500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
8378292,m,w,"8805815,8293766,8295029,8295030,8295031","1130500.0,1190000.0,1190000.0,1190000.0,1190000.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8033599,f,w,"8121704,8336816,8334487,8334488,8338845","280000.0,274000.0,274000.0,274000.0,274000.0","RFA-AI-10-022,RFA-AI-10-022,RFA-AI-10-022,RFA-AI-10-022,RFA-AI-10-022"
8377724,m,w,"9732984,9733642,9896747,9897520,9899185","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
10304670,m,w,"10744678,10744578,10743669,9623982,9935976","1030000.0,1030000.0,1030000.0,281250.0,276750.0","RFA-MH-22-190,RFA-MH-22-190,RFA-MH-22-190,RFA-MH-18-605,RFA-MH-18-605"
10137948,m,w,"8927927,9039600,9033911,9041611,9041614","199500.0,196500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
10159207,f,h,"9915866,9903210,10429920,10429918,10429917","307500.0,307500.0,267500.0,267500.0,267500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
9784578,f,w,"10263265,10473543,10200508,10201702,10696473","464000.0,428000.0,464000.0,1276000.0,1177000.0","RFA-FD-20-032,RFA-FD-20-032,RFA-FD-20-032,RFA-RM-17-019,RFA-RM-17-019"
8099029,m,w,"8486038,8514550,8082595,7999145,8681405","342500.0,337500.0,350000.0,360000.0,332500.0","RFA-DA-10-005,RFA-DA-10-005,RFA-DA-10-005,RFA-DA-10-005,RFA-DA-10-005"
8500403,m,a,"8916154,8758405,8748503,8754755,8755421","232750.0,232750.0,232750.0,232750.0,232750.0","RFA-GM-14-014,RFA-GM-14-014,RFA-GM-14-014,RFA-GM-14-014,RFA-GM-14-014"
9753276,f,w,"7918932,8294690,8090908,7903076,8091253","360000.0,342500.0,360000.0,360000.0,350000.0","RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007"
7914340,f,w,"9476627,9055373,9054601,9520098,9460044","1250000.0,1330000.0,1330000.0,1250000.0,1250000.0","RFA-DA-15-017,RFA-DA-15-017,RFA-DA-15-017,RFA-DA-15-017,RFA-DA-15-017"
10207785,f,w,"8932803,9087043,9087049,9188137,8824711","465500.0,458500.0,458500.0,458500.0,465500.0","RFA-NR-14-003,RFA-NR-14-003,RFA-NR-14-003,RFA-NR-14-003,RFA-NR-14-003"
7788202,m,w,"7614319,7603097,7788202,7879439,9435122","365000.0,365000.0,360000.0,360000.0,625000.0","RFA-DE-06-001,RFA-DE-06-001,RFA-DE-06-001,RFA-DE-06-001,RFA-DK-16-014"
8590313,f,w,"7675119,8449718,8454467,8460081,8464771","155125.0,143437.5,143437.5,143437.5,143437.5","RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016"
9689750,m,a,"9882207,9878744,10125837,10101619,10092088","3936000.0,3936000.0,3712000.0,3712000.0,3712000.0","RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037"
9181394,m,w,"9514140,9315139,9323379,9321033,9552405","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
10256085,f,w,"10701700,10256085,10261522,10691909,10261597","1030000.0,1160000.0,1160000.0,1030000.0,1160000.0","RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205"
7905826,f,w,"8077799,8609592,8929298,8079236,8795756","99750.0,99750.0,99750.0,99750.0,99750.0","RFA-MD-10-001,RFA-MD-10-001,RFA-MD-10-001,RFA-MD-10-001,RFA-MD-10-001"
9692616,m,w,"9105617,9514733,9514749,9514735,9750583","1330000.0,1250000.0,1250000.0,1250000.0,1230000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10022174,f,w,"9859231,10023938,10024067,9861937,10020440","246000.0,246000.0,246000.0,246000.0,615000.0","RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-120"
9061789,m,w,"8643312,8066145,8291601,8292301,8317867","6650000.0,7200000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
10046143,m,w,"10674937,10512735,10512733,10512732,10512731","154500.0,160500.0,160500.0,160500.0,160500.0","RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015"
8230804,m,h,"9022512,8825531,9245732,8604915,7631353","3144000.0,3192000.0,3000000.0,3192000.0,730000.0","RFA-HL-13-013,RFA-HL-13-013,RFA-HL-13-013,RFA-HL-13-013,RFA-HL-06-002"
10704599,f,w,"9685867,9482415,9351148,9350740,9337397","1845000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
8188446,m,w,"9464390,9180267,9180126,9180125,9180128","1500000.0,1572000.0,1572000.0,1572000.0,1572000.0","RFA-HD-16-010,RFA-HD-16-010,RFA-HD-16-010,RFA-HD-16-010,RFA-HD-16-010"
9390885,f,w,"8788721,8957921,8812012,8775259,8629791","5320000.0,5240000.0,5320000.0,5320000.0,5320000.0","RFA-MH-13-010,RFA-MH-13-010,RFA-MH-13-010,RFA-MH-13-010,RFA-MH-13-010"
10589035,m,w,"8733120,8514717,8906517,8210781,8333365","665000.0,675000.0,665000.0,685000.0,685000.0","RFA-DA-11-003,RFA-DA-11-003,RFA-DA-11-003,RFA-DA-11-003,RFA-DA-11-003"
8288813,f,w,"8537894,8539592,8443710,8446031,8722121","270000.0,270000.0,274000.0,274000.0,266000.0","RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-14-002"
8840252,m,w,"8900539,8450239,9570504,8667869,8450241","2394000.0,2430000.0,2250000.0,2430000.0,2430000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8465810,m,a,"8960275,9480206,9089977,9088344,9090070","399000.0,375000.0,393000.0,393000.0,393000.0","RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
7686060,m,b,"8545115,8724403,8323614,8318400,8323608","2025000.0,1995000.0,2100000.0,2100000.0,2100000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9977779,m,w,"10224951,9589637,9589587,9586714,9589624","348000.0,375000.0,375000.0,375000.0,375000.0","RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010"
9143772,f,h,"10773680,9066669,8512941,8512035,8533672","515000.0,1572000.0,1620000.0,1620000.0,1620000.0","RFA-DA-23-050,RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001"
8379662,m,w,"8913590,7622561,8069830,8299125,7631246","997500.0,584000.0,560000.0,548000.0,584000.0","RFA-ES-14-005,RFA-ES-06-007,RFA-ES-06-007,RFA-ES-06-007,RFA-ES-06-007"
8662338,m,a,"8663551,8514000,8617279,8664193,8662338","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001"
7853668,m,w,"9270571,10730723,10730209,10862054,10861608","187500.0,257500.0,257500.0,257500.0,257500.0","RFA-RM-15-004,RFA-FD-23-001,RFA-FD-23-001,RFA-FD-23-001,RFA-FD-23-001"
7852885,m,w,"9081471,8688737,8819101,8820238,9433510","655000.0,665000.0,665000.0,665000.0,625000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
10375975,m,w,"10477061,10450294,9888896,9941708,8287682","1545000.0,1739999.9999999998,1845000.0,1845000.0,342500.0","RFA-NS-19-010,RFA-NS-19-010,RFA-NS-19-010,RFA-NS-19-010,RFA-DA-08-016"
10174503,m,w,"7613514,8005977,7618247,7623951,7614543","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
7988914,m,a,"10337316,9884761,10549319,10104483,9638710","534998.93,614998.77,514998.97,579998.84,614998.77","RFA-DK-17-016,RFA-DK-17-016,RFA-DK-17-016,RFA-DK-17-016,RFA-DK-17-016"
10541354,f,w,"10701771,10514064,9022388,8712256,9269130","515000.0,535000.0,294750.0,299250.0,281250.0","RFA-AG-22-019,RFA-AG-22-019,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
9509361,m,w,"10557103,10629794,10381668,10381667,10381666","515000.0,515000.0,535000.0,535000.0,535000.0","RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002"
