APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xxxxx_p_w,APPVAL_RECS_bert-xxxxx_p_w,FOA_RECS_bert-xxxxx_p_w
9771465,f,w,"10457740,10459080,9937535,10259671,10013216","274540.60000000003,274540.60000000003,819795.0,773140.0,819795.0","RFA-HD-22-010,RFA-HD-22-010,RFA-HS-19-002,RFA-HS-19-002,RFA-HS-19-002"
8381865,m,w,"9546463,9926797,9156542,9346002,9691088","156250.0,153750.0,163750.0,156250.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9646351,m,a,"9278724,9430398,9475207,9674422,9674237","625000.0,625000.0,625000.0,615000.0,615000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
10701808,f,w,"9691088,9546463,9346002,9156542,9926797","153750.0,156250.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8368503,m,w,"9022388,9433593,9242535,8851500,8867993","294750.0,281250.0,281250.0,299250.0,299250.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
8686820,m,w,"8711927,8413274,8413360,8412898,8413188","1330000.0,685000.0,685000.0,685000.0,685000.0","RFA-MD-13-005,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130"
10651389,m,a,"8712256,8709733,8851500,8867993,9471780","299250.0,299250.0,299250.0,299250.0,281250.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
8712344,m,w,"10432056,10188376,9932295,9934086,9963133","3531000.0,3828000.0,4059000.0,4059000.0,4059000.0","RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
10615613,f,a,"10578468,10588717,10578616,10710052,10578526","515000.0,535000.0,515000.0,515000.0,515000.0","RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041"
7687587,m,w,"8851592,8582263,8691778,8743206,8723828","532000.0,540000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8897975,f,b,"10665204,8758050,9000120,8794412,8617223","206000.0,332500.0,982500.0,997500.0,997500.0","RFA-AG-23-011,RFA-AG-14-012,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
8309959,m,w,"9057934,8851500,8867993,9471780,9433593","294750.0,299250.0,299250.0,281250.0,281250.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
9432737,m,w,"10023184,10670059,9882763,9882671,9882611","307500.0,257500.0,307500.0,307500.0,307500.0","RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002"
9052188,m,w,"9926797,9156542,9346002,9691088,9546463","153750.0,163750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9058980,m,w,"8843348,8370399,8662694,8858501,8370442","332500.0,342500.0,332500.0,332500.0,342500.0","RFA-AI-11-033,RFA-AI-11-033,RFA-AI-11-033,RFA-AI-11-033,RFA-AI-11-033"
9925073,m,w,"9691088,9546463,9346002,9156542,9926797","153750.0,156250.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9692771,m,w,"10559569,9859033,10213585,10089400,10348654","309000.0,369000.0,348000.0,348000.0,321000.0","RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042"
9203505,m,w,"8758050,8876775,8411660,8689156,8550129","332500.0,532000.0,548000.0,532000.0,540000.0","RFA-AG-14-012,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035"
9167306,m,a,"10491848,10670680,10372447,9932295,10180829","267500.0,257500.0,290000.0,4059000.0,3828000.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-AG-18-021,RFA-AG-18-021"
9119880,m,w,"10093134,9851000,9982445,9468430,9692798","580000.0,615000.0,615000.0,625000.0,615000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
9350737,m,b,"10645467,10645719,10645746,10645964,8996081","515000.0,515000.0,515000.0,515000.0,399000.0","RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-15-004"
10359841,m,w,"9546463,9926797,9156542,9346002,9691088","156250.0,153750.0,163750.0,156250.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8241289,m,w,"10642813,10448106,10701922,10533583,10588717","412000.0,428000.0,360500.0,374500.0,535000.0","RFA-TR-21-002,RFA-TR-21-002,RFA-HG-21-033,RFA-HG-21-033,RFA-HG-21-041"
9242631,m,a,"8743206,8583621,8691778,8829218,8854085","532000.0,540000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8306245,m,w,"9928385,9421907,9695908,9565384,9264670","430500.0,437500.0,430500.0,437500.0,458500.0","RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-16-005"
7688953,m,w,"9936066,9962481,9576864,9768539,9767857","430500.0,430500.0,437500.0,430500.0,430500.0","RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022"
9128433,m,w,"9048061,9775234,9147580,9147579,9336296","665000.0,615000.0,655000.0,655000.0,625000.0","RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019"
9741771,f,b,"9146268,9291402,8996081,10437135,10617370","393000.0,375000.0,399000.0,535000.0,515000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-AG-22-020,RFA-AG-22-020"
10729446,f,w,"10533583,10701922,9124606,8919254,8886572","374500.0,360500.0,262000.0,266000.0,266000.0","RFA-HG-21-033,RFA-HG-21-033,RFA-FD-14-083,RFA-FD-14-083,RFA-FD-14-083"
9844366,m,w,"10152382,9287024,9468430,9515968,9692798","535000.0,625000.0,625000.0,625000.0,615000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
8138504,m,a,"10670680,10491848,10372447,8883055,8881515","257500.0,267500.0,290000.0,266000.0,266000.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-FD-14-082,RFA-FD-14-082"
7779493,f,a,"10689928,10528845,10797923,10044348,10397655","515000.0,535000.0,412000.0,492000.0,428000.0","RFA-DA-22-009,RFA-DA-22-009,RFA-DA-20-019,RFA-DA-20-019,RFA-DA-20-019"
9783777,m,w,"10372447,10670680,10491848,10701846,10599641","290000.0,257500.0,267500.0,309000.0,321000.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-FD-22-016,RFA-FD-22-016"
7625150,m,w,"9346002,9546463,9156542,9691088,9926797","156250.0,156250.0,163750.0,153750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7940940,f,w,"9546463,9926797,9156542,9346002,9691088","156250.0,153750.0,163750.0,156250.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10800507,m,a,"9546463,9691088,9346002,9156542,9926797","156250.0,153750.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8293717,m,w,"8867993,9057934,8851500,8709733,8711845","299250.0,294750.0,299250.0,299250.0,299250.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
8360531,m,w,"8743206,8584670,8854085,8857464,8851592","532000.0,540000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
9277346,m,w,"9058294,9060204,9135225,9137620,9338043","266000.0,266000.0,262000.0,262000.0,250000.0","RFA-FD-15-008,RFA-FD-15-008,RFA-FD-15-008,RFA-FD-15-008,RFA-FD-15-008"
7942068,m,w,"9831543,10205060,10655524,9966987,10450885","61500.0,57999.99999999999,51500.0,61500.0,53500.0","RFA-DK-17-026,RFA-DK-17-026,RFA-DK-17-026,RFA-DK-17-026,RFA-DK-17-026"
8402640,f,w,"10653997,10680471,10450116,10452653,10657002","231750.0,231750.0,240750.0,240750.0,240750.0","RFA-MH-20-500,RFA-MH-20-500,RFA-MH-20-500,RFA-MH-20-500,RFA-MH-20-500"
9351194,m,w,"8889677,8606033,8791686,8826120,9113017","266000.0,266000.0,266000.0,266000.0,250000.0","RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009"
8724190,f,w,"9156542,9691088,9546463,9926797,9346002","163750.0,153750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7935226,f,w,"7743327,8496518,7902093,7906929,8105554","365000.0,337500.0,360000.0,360000.0,360000.0","RFA-HD-08-023,RFA-HD-08-023,RFA-HD-08-023,RFA-HD-08-023,RFA-HD-08-023"
10494162,m,h,"10393600,9933610,10649426,10164866,9691088","321000.0,369000.0,309000.0,348000.0,153750.0","RFA-OD-19-011,RFA-OD-19-011,RFA-OD-19-011,RFA-OD-19-011,RFA-AG-16-010"
10301870,m,w,"8643294,9034456,8546118,9248811,8822145","465500.0,458500.0,472500.00000000006,437500.0,465500.0","RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001"
9932830,m,w,"10739361,9657390,9926730,9892887,9899756","1030000.0,437500.0,406000.0,430500.0,430500.0","RFA-AT-23-003,RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003"
7795752,m,w,"9517023,9951035,9173599,9316605,9697814","562500.0,553500.0,589500.0,562500.0,553500.0","RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
8288226,m,w,"9932272,9001587,9323220,9699998,9512632","615000.0,655000.0,625000.0,615000.0,625000.0","RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
8052894,m,w,"8550129,8411660,8689156,8876775,8833707","540000.0,548000.0,532000.0,532000.0,1330000.0","RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-DK-13-027"
9809019,f,w,"9921599,10163270,9925602,10023284,10023282","246000.0,232000.0,246000.0,246000.0,246000.0","RFA-MH-20-115,RFA-MH-20-115,RFA-MH-20-115,RFA-MH-20-115,RFA-MH-20-115"
8090447,m,w,"9926797,9156542,9346002,9691088,9546463","153750.0,163750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8433425,m,w,"9546463,9346002,9156542,9926797,9691088","156250.0,156250.0,163750.0,153750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8683138,m,w,"9177874,9319816,9706654,9494700,9812311","3144000.0,3000000.0,2952000.0,3000000.0,3000000.0","RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600"
9736568,m,h,"9644908,9665257,9428958,9458170,9665258","307500.0,307500.0,312500.0,312500.0,307500.0","RFA-DE-16-004,RFA-DE-16-004,RFA-DE-16-004,RFA-DE-16-004,RFA-DE-16-004"
8900547,m,w,"8883055,9124602,8919250,8925805,9124604","266000.0,262000.0,266000.0,266000.0,262000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
7886742,m,b,"10729771,10630618,10701083,9015857,9546829","206000.0,133750.0,128750.0,199500.0,187500.0","RFA-AG-23-023,RFA-LM-22-001,RFA-LM-22-001,RFA-HL-15-031,RFA-HL-15-031"
9742869,f,w,"9316605,9951035,9697814,9517023,9173599","562500.0,553500.0,553500.0,562500.0,589500.0","RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
8513254,m,w,"9631927,8677087,9212086,8653231,8665104","1875000.0,1995000.0,1875000.0,1995000.0,1995000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
10120692,f,a,"8876775,8411660,8550129,8689156,9564694","532000.0,548000.0,540000.0,532000.0,625000.0","RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-17-020"
8309520,m,w,"9928385,9421907,9695908,9565384,9264661","430500.0,437500.0,430500.0,437500.0,458500.0","RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-16-005"
9453871,m,w,"8374608,8102096,8319863,8139121,7938930","1370000.0,1400000.0,1400000.0,1440000.0,1440000.0","RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013"
9980408,m,w,"10701083,10630618,10529887,10666636,10500864","128750.0,133750.0,342400.0,329600.0,148730.0","RFA-LM-22-001,RFA-LM-22-001,RFA-DA-22-020,RFA-DA-22-020,RFA-AG-22-009"
7675504,m,w,"10670680,10491848,10372447,8448066,8636993","257500.0,267500.0,290000.0,1012500.0,997500.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-AI-11-004,RFA-AI-11-004"
9445413,m,w,"10670680,10491848,10372447,9335971,9090775","257500.0,267500.0,290000.0,562500.0,589500.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-HL-16-001,RFA-HL-16-001"
10037512,f,w,"10095572,10094515,10093953,9936112,9787107","615000.0,615000.0,615000.0,615000.0,615000.0","RFA-AG-20-033,RFA-AG-20-033,RFA-AG-20-033,RFA-AG-18-024,RFA-AG-18-024"
9474831,m,w,"9654628,9787307,10450087,10450686,9928881","4125000.0,4059000.0,3531000.0,3531000.0,4059000.0","RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
8074160,f,h,"9291402,9146268,8996081,8833707,9646134","375000.0,393000.0,399000.0,1330000.0,625000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-DK-13-027,RFA-AG-18-023"
9491814,m,a,"8582263,9036982,8829218,8854085,8857464","540000.0,524000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8701239,f,w,"10837481,10837461,8565628,8725571,8724343","412000.0,412000.0,270000.0,266000.0,266000.0","RFA-FD-23-028,RFA-FD-23-028,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003"
7902764,m,w,"8574235,8914013,8919411,8840977,8574280","337500.0,332500.0,332500.0,332500.0,337500.0","RFA-GM-13-009,RFA-GM-13-009,RFA-GM-13-009,RFA-GM-13-009,RFA-GM-13-009"
9557555,m,b,"8794412,9213339,8509163,9000120,8617223","997500.0,937500.0,1012500.0,982500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
10460115,f,w,"10213065,10091112,9772885,10225982,9999509","1160000.0,1230000.0,1230000.0,1160000.0,1230000.0","RFA-FD-20-004,RFA-FD-20-004,RFA-FD-18-009,RFA-FD-18-009,RFA-FD-18-009"
8898076,m,w,"8689156,8550129,8876775,8411660,9001756","532000.0,540000.0,532000.0,548000.0,665000.0","RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-AG-15-018"
10231084,f,w,"9926797,9546463,9691088,9346002,9156542","153750.0,156250.0,153750.0,156250.0,163750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8293402,m,w,"8794412,9213339,8509163,9000120,8617223","997500.0,937500.0,1012500.0,982500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
7799198,m,w,"8607976,8813609,8551682,9211357,8431983","664998.67,664998.67,664998.67,624998.75,674998.65","RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206"
10200485,m,w,"9376394,9529618,9931108,9724320,9737780","250000.0,250000.0,307500.0,307500.0,307500.0","RFA-DE-17-005,RFA-DE-17-005,RFA-AG-17-040,RFA-AG-17-040,RFA-AG-17-040"
7871444,m,w,"9242600,9648683,8667701,9631927,9526788","1875000.0,1875000.0,1995000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9142818,m,w,"8758050,10599641,10701846,10689928,10528845","332500.0,321000.0,309000.0,515000.0,535000.0","RFA-AG-14-012,RFA-FD-22-016,RFA-FD-22-016,RFA-DA-22-009,RFA-DA-22-009"
8378823,f,w,"8758050,9268700,9024427,9012753,9024428","332500.0,1875000.0,1965000.0,1965000.0,1965000.0","RFA-AG-14-012,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
10701744,m,w,"10645964,10645467,10645719,10645746,10665204","515000.0,515000.0,515000.0,515000.0,206000.0","RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-011"
9335480,m,w,"8283753,8637915,8636993,8638892,8632988","1027500.0,997500.0,997500.0,997500.0,997500.0","RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004"
9972763,f,w,"8728040,8339365,8735667,8255223,8257480","399000.0,411000.00000000006,399000.0,420000.0,420000.0","RFA-NR-11-008,RFA-NR-11-008,RFA-NR-11-008,RFA-NR-11-008,RFA-NR-11-008"
9207744,m,w,"9264682,9264661,9264670,9264681,9565384","458500.0,458500.0,458500.0,458500.0,437500.0","RFA-AG-16-005,RFA-AG-16-005,RFA-AG-16-005,RFA-AG-16-005,RFA-AG-17-002"
9522188,f,w,"8882257,8874104,8766909,8768636,8768731","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
9700150,m,b,"8691778,8582263,8851592,8857464,8854085","532000.0,540000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8446545,m,w,"9932295,9934086,10173608,10180829,10188376","4059000.0,4059000.0,3828000.0,3828000.0,3828000.0","RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
7728693,m,a,"8833707,10350001,10350448,10570917,10573170","1330000.0,374500.0,374500.0,360500.0,360500.0","RFA-DK-13-027,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013"
8296525,m,w,"8758050,9918231,9787678,9757654,9769612","332500.0,307500.0,312500.0,307500.0,307500.0","RFA-AG-14-012,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009"
10215196,f,a,"9319816,9177874,9494700,9706654,9812311","3000000.0,3144000.0,3000000.0,2952000.0,3000000.0","RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600"
9772226,m,w,"9476678,9478480,9476681,9479644,9477813","468750.0,468750.0,468750.0,468750.0,468750.0","RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005"
7982871,m,w,"8758050,9024425,9067901,9067908,9242594","332500.0,1965000.0,1965000.0,1965000.0,1875000.0","RFA-AG-14-012,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
10438919,f,w,"8833707,9544180,9148259,9334211,9747903","1330000.0,625000.0,655000.0,625000.0,615000.0","RFA-DK-13-027,RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025"
8927475,m,w,"10672642,10672784,8875678,8856231,8706639","515000.0,515000.0,299250.0,299250.0,299250.0","RFA-HD-23-004,RFA-HD-23-004,RFA-DK-13-002,RFA-DK-13-002,RFA-DK-13-002"
9961762,f,h,"9546463,9691088,9346002,9156542,9926797","156250.0,153750.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7820252,m,w,"9349629,9248089,9353278,9930703,10597055","524000.0,524000.0,500000.0,307500.0,257500.0","RFA-AG-16-012,RFA-AG-16-012,RFA-AG-16-012,RFA-ES-19-001,RFA-ES-19-001"
8502700,m,w,"9576864,9936066,9962481,10178079,10208941","437500.0,430500.0,430500.0,406000.0,406000.0","RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022"
9519158,f,w,"9926797,9156542,9346002,9691088,9546463","153750.0,163750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8544783,m,w,"8833707,8550129,8689156,8876775,8411660","1330000.0,540000.0,532000.0,532000.0,548000.0","RFA-DK-13-027,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035"
10672408,m,w,"9351279,9273255,10692787,10375078,10647834","312500.0,327500.0,133750.0,145000.0,1030000.0","RFA-FD-16-026,RFA-FD-16-026,RFA-FD-21-027,RFA-FD-21-027,RFA-HD-22-004"
10621257,m,w,"9613003,9922141,9612683,9609872,9769902","500000.0,492000.0,500000.0,500000.0,492000.0","RFA-NS-18-003,RFA-NS-18-003,RFA-NS-18-003,RFA-NS-18-003,RFA-NS-18-003"
8469083,m,a,"8551728,8675008,8472300,8551727,8472259","472500.00000000006,465500.0,479500.00000000006,472500.00000000006,479500.00000000006","RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010"
7923917,m,w,"8758050,8812776,8675628,8711625,8677087","332500.0,1995000.0,1995000.0,1995000.0,1995000.0","RFA-AG-14-012,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
10003410,m,w,"9351279,9273255,8842641,8828698,8663551","312500.0,327500.0,332500.0,332500.0,332500.0","RFA-FD-16-026,RFA-FD-16-026,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001"
7822888,f,w,"9346002,9546463,9156542,9926797,9691088","156250.0,156250.0,163750.0,153750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7840548,m,b,"10406359,9566197,9734094,9752562,9754149","802500.0,937500.0,922500.0,922500.0,922500.0","RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008"
7862608,f,w,"9147608,9147579,9348640,9335720,9335664","655000.0,655000.0,625000.0,625000.0,625000.0","RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019"
9352733,m,w,"10710052,10578616,10578579,10578526,10578468","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041"
8515270,m,h,"9117095,9432431,9849270,9849598,9237257","1310000.0,1250000.0,1230000.0,1230000.0,1250000.0","RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003"
8105554,f,w,"9926797,9156542,9346002,9691088,9546463","153750.0,163750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7676891,m,w,"8758050,9932295,9654389,9791149,9789137","332500.0,4059000.0,4125000.0,4059000.0,4059000.0","RFA-AG-14-012,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
9278001,m,w,"8925789,9352579,9710735,9770854,10223914","665000.0,655000.0,312500.0,307500.0,290000.0","RFA-FD-14-022,RFA-FD-14-022,RFA-FD-18-012,RFA-FD-18-012,RFA-FD-18-012"
8733071,m,w,"8822145,8643294,8546118,9034456,9248811","465500.0,465500.0,472500.00000000006,458500.0,437500.0","RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001"
7911714,m,w,"9509503,9477768,9089463,9090775,9335971","562500.0,562500.0,589500.0,589500.0,562500.0","RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001"
9298053,m,w,"10689928,10528845,10150811,10388131,10390460","515000.0,535000.0,580000.0,535000.0,535000.0","RFA-DA-22-009,RFA-DA-22-009,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
9301421,f,w,"9114794,9515968,9468430,9692798,9625166","465500.0,625000.0,625000.0,615000.0,615000.0","RFA-MH-15-400,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
7841512,m,a,"9340202,9547441,9205998,9851000,9515968","625000.0,625000.0,655000.0,615000.0,625000.0","RFA-EY-15-002,RFA-EY-15-002,RFA-EY-15-002,RFA-MH-17-300,RFA-MH-17-300"
9518443,f,w,"10746527,10879351,10746646,10879238,10487879","154500.0,154500.0,154500.0,154500.0,214000.0","RFA-DA-23-037,RFA-DA-23-037,RFA-DA-23-037,RFA-DA-23-037,RFA-DA-22-008"
9811716,f,w,"10013216,10259671,9937535,10739361,10662567","819795.0,773140.0,819795.0,1030000.0,309000.0","RFA-HS-19-002,RFA-HS-19-002,RFA-HS-19-002,RFA-AT-23-003,RFA-AT-19-006"
10359139,m,w,"10670680,10372447,10491848,9705957,9770847","257500.0,290000.0,267500.0,312500.0,307500.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-FD-18-017,RFA-FD-18-017"
8875487,f,w,"9156542,9926797,9546463,9691088,9346002","163750.0,153750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10485955,m,w,"9390544,9671806,10170184,10205952,9390420","281250.0,276750.0,261000.0,261000.0,281250.0","RFA-AG-17-030,RFA-AG-17-030,RFA-AG-17-030,RFA-AG-17-030,RFA-AG-17-030"
8295033,m,w,"9697804,9275470,9031759,8897762,9022388","615000.0,625000.0,655000.0,665000.0,294750.0","RFA-DC-15-001,RFA-DC-15-001,RFA-DC-15-001,RFA-DC-15-001,RFA-AG-14-002"
7939698,m,w,"9146268,9291402,8996081,9963133,10404992","393000.0,375000.0,399000.0,4059000.0,3531000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-AG-18-021,RFA-AG-18-021"
