APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xxxxx_p_w,APPVAL_RECS_bert-xxxxx_p_w,FOA_RECS_bert-xxxxx_p_w
9269122,m,w,"10645719,10645746,10645467,10645964,8689156","515000.0,515000.0,515000.0,515000.0,532000.0","RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-HL-12-035"
9293375,m,w,"10681283,10500864,10879351,10879238,10746527","143170.0,148730.0,154500.0,154500.0,154500.0","RFA-AG-22-009,RFA-AG-22-009,RFA-DA-23-037,RFA-DA-23-037,RFA-DA-23-037"
9024439,m,w,"9648682,9631925,9648683,9648687,9526794","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
7791636,f,w,"9936066,9962481,10178079,10208941,10435711","430500.0,430500.0,406000.0,406000.0,406000.0","RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022"
9097487,m,w,"10491848,10372447,10670680,8449564,8283415","267500.0,290000.0,257500.0,1012500.0,1027500.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-AI-11-004,RFA-AI-11-004"
9918904,f,w,"9784921,9787681,9757654,9748396,9744560","312500.0,312500.0,307500.0,307500.0,307500.0","RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009"
8897260,m,a,"8794412,9213339,8509163,9000120,8617223","997500.0,937500.0,1012500.0,982500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
8503591,m,w,"9691088,9926797,9156542,9346002,9546463","153750.0,153750.0,163750.0,156250.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10292872,m,w,"10330584,10376779,9930311,9930703,10569629","267500.0,267500.0,307500.0,307500.0,257500.0","RFA-ES-19-001,RFA-ES-19-001,RFA-ES-19-001,RFA-ES-19-001,RFA-ES-19-001"
8173835,m,w,"10701922,10533583,9058116,8574235,8692954","360500.0,374500.0,327500.0,337500.0,332500.0","RFA-HG-21-033,RFA-HG-21-033,RFA-GM-13-009,RFA-GM-13-009,RFA-GM-13-009"
8625205,m,w,"8833707,10678876,10199016,10657489,10224320","1330000.0,499550.0,562600.0,499550.0,562600.0","RFA-DK-13-027,RFA-HL-19-014,RFA-HL-19-014,RFA-HL-19-014,RFA-HL-19-014"
7961413,f,w,"9039783,9040712,9146341,9144791,9291584","266000.0,266000.0,262000.0,262000.0,262000.0","RFA-DK-15-001,RFA-DK-15-001,RFA-DK-15-001,RFA-DK-15-001,RFA-DK-15-001"
9750228,f,w,"10018872,10018101,9894579,9894473,9894260","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-OD-19-015,RFA-OD-19-015,RFA-OD-19-015,RFA-OD-19-015,RFA-OD-19-015"
8300115,m,h,"9546463,9691088,9346002,9156542,9926797","156250.0,153750.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8875808,m,w,"9691088,9546463,9346002,9156542,9926797","153750.0,156250.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8379417,m,w,"9730232,8970649,9648028,9624757,9110960","1230000.0,1330000.0,1230000.0,1230000.0,1310000.0","RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003"
7961436,m,w,"8897762,9697804,9275470,9031759,7674747","665000.0,615000.0,625000.0,655000.0,438000.0","RFA-DC-15-001,RFA-DC-15-001,RFA-DC-15-001,RFA-DC-15-001,RFA-RM-07-004"
10612068,m,a,"9517023,9951035,9173599,9316605,9697814","562500.0,553500.0,589500.0,562500.0,553500.0","RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
9060549,f,w,"9266776,9135690,9260968,8617223,8509163","655000.0,665000.0,665000.0,997500.0,1012500.0","RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-023,RFA-AI-12-007,RFA-AI-12-007"
8470154,m,w,"9291402,8996081,9146268,9454567,9555305","375000.0,399000.0,393000.0,500000.0,375000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-MH-14-030,RFA-AG-17-056"
10592369,f,a,"10645746,10645719,10645964,10645467,8538264","515000.0,515000.0,515000.0,515000.0,405000.0","RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-NR-11-008"
9393534,m,w,"9146268,9291402,8996081,8770165,8769410","393000.0,375000.0,399000.0,266000.0,266000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-ES-13-011,RFA-ES-13-011"
8459492,m,w,"8416617,8685321,8550821,8550826,8417125","342500.0,332500.0,337500.0,337500.0,342500.0","RFA-HL-12-033,RFA-HL-12-033,RFA-HL-12-033,RFA-HL-12-033,RFA-HL-12-033"
9481528,m,w,"8996081,9291402,9146268,8565628,8725571","399000.0,375000.0,393000.0,270000.0,266000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-AG-13-003,RFA-AG-13-003"
7681103,m,w,"9260968,9135690,9266776,10689928,10528845","665000.0,665000.0,655000.0,515000.0,535000.0","RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-023,RFA-DA-22-009,RFA-DA-22-009"
10054955,m,a,"10701083,10630618,9535290,9562053,9768431","128750.0,133750.0,62500.0,62500.0,61500.0","RFA-LM-22-001,RFA-LM-22-001,RFA-DK-15-006,RFA-DK-15-006,RFA-DK-15-006"
9922932,f,w,"8913107,8550801,8693975,8711423,9108891","997500.0,1012500.0,997500.0,997500.0,982500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
8731065,m,w,"9654290,10205959,9654633,9654389,9654628","4125000.0,3828000.0,4125000.0,4125000.0,4125000.0","RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
8449643,m,a,"10436554,10437135,10617370,10624351,10180829","535000.0,535000.0,515000.0,515000.0,3828000.0","RFA-AG-22-020,RFA-AG-22-020,RFA-AG-22-020,RFA-AG-22-020,RFA-AG-18-021"
9626784,m,w,"10569629,9930311,10376779,10330584,10186749","257500.0,307500.0,267500.0,267500.0,290000.0","RFA-ES-19-001,RFA-ES-19-001,RFA-ES-19-001,RFA-ES-19-001,RFA-ES-19-001"
10120614,f,w,"10407966,9644737,9646134,9787122,9787105","535000.0,625000.0,625000.0,615000.0,615000.0","RFA-AG-18-023,RFA-AG-18-023,RFA-AG-18-023,RFA-AG-18-023,RFA-AG-18-023"
9900726,m,w,"8617223,9000120,8509163,9213339,8794412","997500.0,982500.0,1012500.0,937500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
8016139,m,w,"10630618,10701083,9691088,9926797,9546463","133750.0,128750.0,153750.0,153750.0,156250.0","RFA-LM-22-001,RFA-LM-22-001,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10170970,m,w,"9846198,9761971,10326785,10451579,9841903","922500.0,922500.0,802500.0,802500.0,922500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
7894640,f,w,"10689928,10528845,8369767,8367889,10388131","515000.0,535000.0,274000.0,274000.0,535000.0","RFA-DA-22-009,RFA-DA-22-009,RFA-AG-12-008,RFA-AG-12-008,RFA-AG-18-027"
8075539,m,w,"9546463,9156542,9926797,9346002,9691088","156250.0,163750.0,153750.0,156250.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8427259,m,w,"8758050,10689928,10528845,9544180,9747903","332500.0,515000.0,535000.0,625000.0,615000.0","RFA-AG-14-012,RFA-DA-22-009,RFA-DA-22-009,RFA-DK-14-025,RFA-DK-14-025"
8326935,m,w,"9454567,8712022,9057934,8712256,8711845","500000.0,299250.0,294750.0,299250.0,299250.0","RFA-MH-14-030,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
8501205,m,w,"10645964,10645746,10645719,10645467,8550129","515000.0,515000.0,515000.0,515000.0,540000.0","RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-HL-12-035"
9926980,f,h,"8990838,8606066,8605677,8605752,8791686","262000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009"
8248226,m,w,"9975082,10147840,9915838,10388131,9672786","615000.0,580000.0,615000.0,535000.0,625000.0","RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
10707894,m,a,"10573170,10570917,10350448,10350001,10305680","360500.0,360500.0,374500.0,374500.0,374500.0","RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-AI-16-053"
8134236,m,w,"9926797,9546463,9691088,9346002,9156542","153750.0,156250.0,153750.0,156250.0,163750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10686055,m,w,"10710052,10578616,10578579,10578526,10578468","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041"
9405967,f,w,"10701922,10533583,10701083,10630618,9701100","360500.0,374500.0,128750.0,133750.0,553500.0","RFA-HG-21-033,RFA-HG-21-033,RFA-LM-22-001,RFA-LM-22-001,RFA-AG-15-015"
10400683,m,a,"10697344,10472040,10697350,10264913,10264914","2575000.0,2675000.0,2575000.0,2900000.0,2900000.0","RFA-OD-20-007,RFA-OD-20-007,RFA-OD-20-007,RFA-OD-20-007,RFA-OD-20-007"
9869842,f,w,"8876775,8411660,8689156,8550129,8833707","532000.0,548000.0,532000.0,540000.0,1330000.0","RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-DK-13-027"
8366078,m,w,"8437149,8874318,8331155,8331031,8331064","675000.0,665000.0,685000.0,685000.0,685000.0","RFA-NS-12-003,RFA-NS-12-003,RFA-NS-12-003,RFA-NS-12-003,RFA-NS-12-003"
10004769,f,w,"9691088,9346002,9156542,9926797,9546463","153750.0,156250.0,163750.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9996371,m,w,"8885651,8874104,8766909,8768636,8768731","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
8136301,m,w,"10528845,10689928,8758050,10491848,10372447","535000.0,515000.0,332500.0,267500.0,290000.0","RFA-DA-22-009,RFA-DA-22-009,RFA-AG-14-012,RFA-FD-21-018,RFA-FD-21-018"
7933664,m,w,"9056167,10078197,9301520,9147573,9665671","665000.0,615000.0,625000.0,655000.0,625000.0","RFA-DK-14-026,RFA-DK-14-026,RFA-DK-14-026,RFA-DK-14-026,RFA-DK-14-026"
10534773,f,w,"10015531,9900325,10018234,10018973,10019013","276750.0,276750.0,276750.0,276750.0,276750.0","RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029"
9469505,m,w,"10697339,10264914,10697344,10108752,10472040","2575000.0,2900000.0,2575000.0,3075000.0,2675000.0","RFA-OD-20-007,RFA-OD-20-007,RFA-OD-20-007,RFA-OD-20-007,RFA-OD-20-007"
10907056,m,a,"9124604,8883055,8919250,8881515,9124602","262000.0,266000.0,266000.0,266000.0,262000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
9589322,m,w,"8758050,10256617,10194496,10137942,9930827","332500.0,174000.0,174000.0,174000.0,184500.0","RFA-AG-14-012,RFA-ES-19-002,RFA-ES-19-002,RFA-ES-19-002,RFA-ES-19-002"
8508876,m,w,"9024435,8675623,8653053,8712042,8711627","1965000.0,1995000.0,1995000.0,1995000.0,1995000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9729348,m,w,"9322213,9534196,9322218,9297127,9300731","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001"
9605770,m,w,"10445002,9751992,10405484,10404042,9988544","428000.0,492000.0,428000.0,428000.0,492000.0","RFA-NS-18-003,RFA-NS-18-003,RFA-NS-18-003,RFA-NS-18-003,RFA-NS-18-003"
9119327,m,w,"9783743,9673275,9981719,9985020,10216339","768750.0,781250.0,768750.0,768750.0,725000.0","RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001"
9001791,m,w,"8446031,8443710,8539592,8537894,10689928","274000.0,274000.0,270000.0,270000.0,515000.0","RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DA-22-009"
8317646,m,w,"9646322,9979742,9486473,9640405,9485464","922500.0,922500.0,937500.0,922500.0,937500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
8625501,m,h,"9090775,9089463,9313927,9335971,9509503","589500.0,589500.0,562500.0,562500.0,562500.0","RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001"
8019083,f,a,"9187857,9185920,9828042,9829067,8975603","6541666.25,6541666.25,6436999.59,6436999.59,6855666.23","RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008"
9692535,f,w,"8824547,9270754,8813612,8787481,9064911","997500.0,982500.0,997500.0,997500.0,997500.0","RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018"
9693080,f,h,"10419022,10492007,9156542,9926797,9691088","580000.0,535000.0,163750.0,153750.0,153750.0","RFA-AG-21-035,RFA-AG-21-035,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8876933,m,w,"8367889,8369767,9928385,9421907,9695908","274000.0,274000.0,430500.0,437500.0,430500.0","RFA-AG-12-008,RFA-AG-12-008,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002"
8037174,f,w,"10786889,10578526,10578579,10578468,10588717","257500.0,515000.0,515000.0,515000.0,535000.0","RFA-FD-23-016,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041"
8181655,f,w,"8758050,10670680,10372447,10491848,9090775","332500.0,257500.0,290000.0,267500.0,589500.0","RFA-AG-14-012,RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-HL-16-001"
9228821,f,w,"8833707,9697814,9316605,9517023,9173599","1330000.0,553500.0,562500.0,562500.0,589500.0","RFA-DK-13-027,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
8457694,m,h,"8472259,8858686,8862197,8472300,8551727","479500.00000000006,465500.0,465500.0,479500.00000000006,472500.00000000006","RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010"
7938853,f,h,"9546463,9926797,9156542,9346002,9691088","156250.0,153750.0,163750.0,156250.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9318434,m,w,"9433593,8712256,8851500,8867993,9471780","281250.0,299250.0,299250.0,299250.0,281250.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
8719004,m,h,"8996081,9146268,9291402,8538264,8728040","399000.0,393000.0,375000.0,405000.0,399000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-NR-11-008,RFA-NR-11-008"
10070075,m,w,"10655345,10064481,10435518,10453756,10062757","515000.0,615000.0,535000.0,535000.0,615000.0","RFA-DK-19-014,RFA-DK-19-014,RFA-DK-19-014,RFA-DK-19-014,RFA-DK-19-014"
10416003,f,w,"9665671,10078197,9056167,9147573,9301520","625000.0,615000.0,665000.0,655000.0,625000.0","RFA-DK-14-026,RFA-DK-14-026,RFA-DK-14-026,RFA-DK-14-026,RFA-DK-14-026"
10149646,f,w,"9118438,10408050,10334979,10630187,9561895","665000.0,535000.0,580000.0,515000.0,500000.0","RFA-FD-15-041,RFA-FD-21-006,RFA-FD-21-006,RFA-FD-21-006,RFA-FD-17-011"
9542406,m,w,"8990840,8605752,8791901,8889677,8826120","262000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009"
7931753,m,w,"10457740,10459080,10205060,10655524,9966987","274540.60000000003,274540.60000000003,57999.99999999999,51500.0,61500.0","RFA-HD-22-010,RFA-HD-22-010,RFA-DK-17-026,RFA-DK-17-026,RFA-DK-17-026"
9282289,f,w,"10533583,10701922,8919250,8883055,8881515","374500.0,360500.0,266000.0,266000.0,266000.0","RFA-HG-21-033,RFA-HG-21-033,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
8359692,m,w,"10451579,9979742,9485464,9486473,9767656","802500.0,922500.0,937500.0,937500.0,922500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
8625413,m,w,"10450087,9789137,10404992,10432056,10450686","3531000.0,4059000.0,3531000.0,3531000.0,3531000.0","RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
10021244,f,w,"8932780,9533909,9533908,9531462,9531460","399000.0,375000.0,375000.0,375000.0,375000.0","RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001"
9393649,m,w,"9517023,9697814,9316605,9173599,9951035","562500.0,553500.0,562500.0,589500.0,553500.0","RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
9257419,f,w,"8846602,8727814,8213829,8239654,8239656","1596000.0,1620000.0,1680000.0,1680000.0,1680000.0","RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006"
9186640,f,w,"10589115,10589937,10475527,10476013,8926397","206000.0,206000.0,214000.0,214000.0,66500.0","RFA-MH-21-226,RFA-MH-21-226,RFA-MH-21-226,RFA-MH-21-226,RFA-DK-11-028"
9547644,m,w,"9546463,9691088,9346002,9156542,9926797","156250.0,153750.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7787758,m,w,"8723828,8743206,9036982,9084547,9068103","532000.0,532000.0,524000.0,524000.0,524000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
9978686,f,w,"9692798,10152382,9851000,9515968,9468430","615000.0,535000.0,615000.0,625000.0,625000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
8672642,f,w,"7625207,8056501,7922582,7924510,8010072","438000.0,420000.0,432000.0,432000.0,432000.0","RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004"
10675746,f,a,"8626815,8711465,8711467,8624922,8627412","337500.0,332500.0,332500.0,337500.0,337500.0","RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004"
7816432,m,w,"8833707,9291402,8996081,9146268,9147573","1330000.0,375000.0,399000.0,393000.0,655000.0","RFA-DK-13-027,RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-DK-14-026"
7997152,m,w,"9411341,10241239,9965878,9743795,9544151","462500.0,429200.0,455100.0,455100.0,462500.0","RFA-DA-17-023,RFA-DA-17-023,RFA-DA-17-023,RFA-DA-17-023,RFA-DA-17-023"
8377050,m,w,"9922858,10630048,9577408,9575666,9727895","922500.0,772500.0,937500.0,937500.0,922500.0","RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014"
9278724,m,a,"9278724,9430398,9475207,9674422,9674237","625000.0,625000.0,625000.0,615000.0,615000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
7853372,f,w,"10694220,10524159,10525271,10666669,10470383","1030000.0,1070000.0,1070000.0,1030000.0,374500.0","RFA-DA-22-022,RFA-DA-22-022,RFA-DA-22-022,RFA-DA-22-022,RFA-AA-19-006"
10393674,f,h,"9531462,9534194,8820484,8820485,8821270","375000.0,375000.0,399000.0,399000.0,399000.0","RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001"
10426145,m,w,"9936112,9787107,9654946,8858686,8862197","615000.0,615000.0,625000.0,465500.0,465500.0","RFA-AG-18-024,RFA-AG-18-024,RFA-AG-18-024,RFA-NR-12-010,RFA-NR-12-010"
10260511,f,w,"10003402,9482389,9573307,9766416,9769547","246000.0,250000.0,250000.0,246000.0,246000.0","RFA-NS-17-012,RFA-NS-17-012,RFA-NS-17-012,RFA-NS-17-012,RFA-NS-17-012"
10707971,m,b,"9346002,9546463,9926797,9156542,9691088","156250.0,156250.0,153750.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9478451,m,w,"8459979,8460462,8828065,8283415,8448066","1012500.0,1012500.0,997500.0,1027500.0,1012500.0","RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004"
8611916,m,w,"10216339,10224615,9981719,9673275,9672778","725000.0,725000.0,768750.0,781250.0,781250.0","RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001"
8450250,m,w,"8883055,9124602,8919250,8925805,9124604","266000.0,262000.0,266000.0,266000.0,262000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
7938809,m,w,"9697804,9275470,9031759,8897762,9546463","615000.0,625000.0,655000.0,665000.0,156250.0","RFA-DC-15-001,RFA-DC-15-001,RFA-DC-15-001,RFA-DC-15-001,RFA-AG-16-010"
8705391,m,w,"10372447,10670680,10491848,10450686,9654633","290000.0,257500.0,267500.0,3531000.0,4125000.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-AG-18-021,RFA-AG-18-021"
8211337,f,w,"8716619,8668834,9121338,9063017,8542745","665000.0,665000.0,655000.0,655000.0,675000.0","RFA-AA-12-008,RFA-AA-12-008,RFA-AA-12-008,RFA-AA-12-008,RFA-AA-12-008"
8876650,m,w,"8758050,9767005,10240688,10240686,10240684","332500.0,246000.0,232000.0,232000.0,232000.0","RFA-AG-14-012,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
9737974,f,a,"9546463,9926797,9346002,9156542,9691088","156250.0,153750.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8380869,m,w,"8892292,9131455,8904327,8668569,8670377","66500.0,665000.0,665000.0,675000.0,675000.0","RFA-FD-14-080,RFA-FD-13-030,RFA-FD-13-030,RFA-FD-13-030,RFA-FD-13-030"
8235235,f,w,"9691088,9546463,9346002,9156542,9926797","153750.0,156250.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9110809,m,b,"9257270,9212089,9442685,9532725,9631926","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
7928820,m,w,"10425329,9674724,10441406,9932869,9949615","535000.0,625000.0,535000.0,615000.0,615000.0","RFA-AG-18-022,RFA-AG-18-022,RFA-AG-18-022,RFA-AG-18-022,RFA-AG-18-022"
9229818,m,w,"8927806,9527152,9745733,9773310,9775236","498750.0,468750.0,468750.0,468750.0,461250.0","RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006"
9952381,f,w,"10491848,10670680,10372447,8881515,9124602","267500.0,257500.0,290000.0,266000.0,262000.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-FD-14-082,RFA-FD-14-082"
8517254,f,h,"9882840,10559669,10401860,10405655,10670059","307500.0,257500.0,267500.0,267500.0,257500.0","RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002"
9707164,m,a,"8925805,9124602,8883055,8919250,9124604","266000.0,262000.0,266000.0,266000.0,262000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
9526967,m,w,"9346002,9926797,9546463,9691088,9156542","156250.0,153750.0,156250.0,153750.0,163750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8830597,f,w,"9087275,8787871,8916813,9320782,10624351","458500.0,465500.0,465500.0,437500.0,515000.0","RFA-HD-14-025,RFA-HD-14-025,RFA-HD-14-025,RFA-HD-14-025,RFA-AG-22-020"
8432558,f,b,"8698651,8258577,8339363,8519139,9130634","465500.0,490000.0,479500.00000000006,472500.00000000006,458500.0","RFA-NR-11-007,RFA-NR-11-007,RFA-NR-11-007,RFA-NR-11-007,RFA-NR-11-007"
9267945,m,w,"10091112,10213065,9937535,10259671,10013216","1230000.0,1160000.0,819795.0,773140.0,819795.0","RFA-FD-20-004,RFA-FD-20-004,RFA-HS-19-002,RFA-HS-19-002,RFA-HS-19-002"
10686097,f,w,"9403567,9403965,9694731,9763656,9549142","281250.0,281250.0,276750.0,276750.0,281250.0","RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560"
8574506,m,w,"10199296,10199168,10696256,10676206,10663171","290000.0,290000.0,257500.0,257500.0,257500.0","RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001"
10044533,f,a,"8996081,9146268,9291402,10645964,10645746","399000.0,393000.0,375000.0,515000.0,515000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-AG-23-009,RFA-AG-23-009"
7937968,f,b,"9526959,9519802,9353951,9137602,9140087","562500.0,562500.0,589500.0,589500.0,589500.0","RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015"
8527853,m,w,"9177874,9319816,9706654,9494700,9812311","3144000.0,3000000.0,2952000.0,3000000.0,3000000.0","RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600"
