APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xxxxx_o_w,APPVAL_RECS_bert-xxxxx_o_w,FOA_RECS_bert-xxxxx_o_w
10093953,m,w,"10340783,10687248,10493382,10458695,10087183","901320.0,800310.0,831390.0,160500.0,184500.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-031,RFA-AG-20-031"
8461747,m,w,"9477238,9554643,9478418,9478417,9554610","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010"
9737048,f,h,"8951636,9517695,9518519,9724339,9722997","532000.0,500000.0,500000.0,492000.0,492000.0","RFA-AI-14-012,RFA-AI-14-012,RFA-AI-14-012,RFA-AI-14-012,RFA-AI-14-012"
8532979,m,w,"8534175,8119026,8534154,8534173,8119025","2700000.0,2880000.0,2700000.0,2700000.0,2880000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
9768292,f,w,"7888746,7652453,7924518,7886896,8094480","365000.0,365000.0,360000.0,360000.0,350000.0","RFA-AA-07-020,RFA-AA-07-020,RFA-AA-07-020,RFA-AA-07-020,RFA-AA-07-020"
10532538,f,w,"10532013,10532012,10703474,10703468,10703463","1070000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-HD-22-009,RFA-HD-22-009,RFA-HD-22-009,RFA-HD-22-009,RFA-HD-22-009"
9103366,f,w,"9476389,9476618,9476681,9479644,9477813","468750.0,468750.0,468750.0,468750.0,468750.0","RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005"
10227948,f,w,"9810886,10461990,10017794,10017799,10017806","615000.0,535000.0,615000.0,615000.0,615000.0","RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006"
9440660,f,w,"9746943,9872671,10018085,9785589,9935054","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-OD-18-003,RFA-OD-18-003,RFA-OD-18-003,RFA-OD-18-003,RFA-OD-18-003"
8448447,f,w,"9131807,9537273,9119619,9332137,9120400","327500.0,312500.0,327500.0,312500.0,327500.0","RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017"
9545765,f,a,"8895402,9320887,8638405,9116281,8743255","638400.0,600000.0,648000.0,628800.0,638400.0","RFA-HL-13-028,RFA-HL-13-028,RFA-HL-13-028,RFA-HL-13-028,RFA-HL-13-028"
8389846,m,w,"8699878,8829129,9983262,10600094,10138992","3192000.0,3192000.0,307500.0,257500.0,290000.0","RFA-AI-13-010,RFA-AI-13-010,RFA-AI-19-023,RFA-AI-19-023,RFA-AI-19-023"
9994966,m,w,"10198759,9854038,9854803,9854802,9854801","1160000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013"
10670333,f,w,"8992423,9536058,9772522,9771330,9769534","465500.0,437500.0,430500.0,430500.0,430500.0","RFA-OD-15-001,RFA-OD-15-001,RFA-OD-15-001,RFA-OD-15-001,RFA-OD-15-001"
10264950,m,w,"8990689,9563295,9757795,9323489,9105753","1463000.0,1375000.0,1353000.0,1375000.0,1441000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
7817303,m,w,"8336887,8231623,8677231,8336902,8463321","342500.0,350000.0,337500.0,342500.0,342500.0","RFA-RM-10-005,RFA-RM-10-005,RFA-RM-10-005,RFA-RM-10-005,RFA-RM-10-005"
8607882,m,w,"7919290,8097278,7914972,7898208,8122394","1387000.0,1368000.0,1387000.0,1387000.0,1368000.0","RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027"
9060404,m,w,"10410498,10424549,10025551,10033596,10625462","428000.0,428000.0,492000.0,492000.0,412000.0","RFA-HL-20-016,RFA-HL-20-016,RFA-HL-20-016,RFA-HL-20-016,RFA-HL-20-016"
8709275,f,w,"9774024,9997666,9589484,10237905,7777536","369000.0,369000.0,375000.0,348000.0,1752000.0","RFA-RM-17-012,RFA-RM-17-012,RFA-RM-17-012,RFA-RM-17-012,RFA-RM-06-007"
10146359,f,w,"8288323,8053901,8268140,8281679,7617266","479500.00000000006,490000.0,479500.00000000006,479500.00000000006,511000.0","RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018"
8063772,m,a,"9207386,9353218,9207242,9207244,9207385","2528300.0,2412500.0,2528300.0,2528300.0,2528300.0","RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035"
9742550,m,w,"8470607,8471427,9271347,8659008,8726653","337500.0,342500.0,327500.0,337500.0,337500.0","RFA-RM-09-016,RFA-RM-09-016,RFA-RM-09-016,RFA-RM-09-016,RFA-RM-09-016"
10404416,m,w,"8916503,8345673,8380650,8344374,8379696","1330000.0,1370000.0,1370000.0,1370000.0,1370000.0","RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002"
8700265,m,w,"9737800,10433959,9737810,9737809,9737808","1014750.0,882750.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
8892301,m,a,"8123358,8312698,7852885,7854401,8127985","700000.0,685000.0,730000.0,730000.0,700000.0","RFA-DA-09-011,RFA-DA-09-011,RFA-DA-09-011,RFA-DA-09-011,RFA-DA-09-011"
8725122,f,w,"10404933,10075916,10075918,10077833,10077851","1070000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-DK-16-020,RFA-DK-16-020,RFA-DK-16-020,RFA-DK-16-020,RFA-DK-16-020"
10891329,f,w,"10761138,10761968,10762715,10556273,10693983","1854000.0,1854000.0,1854000.0,1926000.0,1854000.0","RFA-OH-23-003,RFA-OH-23-003,RFA-OH-23-003,RFA-OH-22-001,RFA-OH-22-001"
10260448,f,b,"10163269,10149406,9917845,9935038,9967125","348000.0,348000.0,369000.0,369000.0,369000.0","RFA-MH-18-400,RFA-MH-18-400,RFA-MH-18-400,RFA-MH-18-400,RFA-MH-18-400"
10201889,m,h,"9540701,8971761,9987199,9750688,9342869","1250000.0,1330000.0,1230000.0,1230000.0,1250000.0","RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001"
10104266,f,w,"8053133,8309774,8053191,8053227,8053213","2399040.0,2282420.0,2399040.0,2399040.0,2399040.0","RFA-HS-10-014,RFA-HS-10-014,RFA-HS-10-014,RFA-HS-10-014,RFA-HS-10-014"
9041305,m,w,"9348404,9737730,9348405,9697666,9697667","875000.0,861000.0,875000.0,861000.0,861000.0","RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009"
9550774,m,w,"9345331,9097081,9098136,9097167,9097334","472500.0,502740.0,502740.0,502740.0,502740.0","RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019"
9927584,f,w,"9707732,9515759,9931114,10159074,10180888","369000.0,375000.0,369000.0,348000.0,348000.0","RFA-AI-16-042,RFA-AI-16-042,RFA-AI-16-042,RFA-AI-16-042,RFA-AI-16-042"
8295437,m,w,"8517782,8554312,8433794,8433290,8434398","540000.0,1350000.0,1370000.0,1370000.0,1370000.0","RFA-HD-10-017,RFA-HD-12-210,RFA-HD-12-210,RFA-HD-12-210,RFA-HD-12-210"
10532015,f,w,"10128110,10263262,10261519,10127489,10126385","246000.0,232000.0,232000.0,246000.0,246000.0","RFA-MD-20-005,RFA-MD-20-005,RFA-MD-20-005,RFA-MD-20-005,RFA-MD-20-005"
7829637,f,w,"7943091,7938085,7844258,7842833,7940995","648000.0,648000.0,657000.0,657000.0,648000.0","RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173"
8537115,m,w,"9045128,9050243,9050369,9339517,9340059","299250.0,299250.0,299250.0,250000.0,250000.0","RFA-AA-15-008,RFA-AA-15-008,RFA-AA-15-008,RFA-AA-16-009,RFA-AA-16-009"
10701944,f,w,"9930466,10132456,10322698,10322697,10597893","615000.0,580000.0,535000.0,535000.0,515000.0","RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006"
8842603,m,w,"9657404,9703435,9703434,9902788,9902838","184500.0,184500.0,184500.0,184500.0,184500.0","RFA-CA-18-008,RFA-CA-18-009,RFA-CA-18-009,RFA-CA-19-025,RFA-CA-19-025"
7677986,m,w,"8625433,8535121,8368498,8529444,8370150","405000.0,405000.0,411000.00000000006,67500.0,68500.0","RFA-AG-12-007,RFA-AG-12-007,RFA-AG-12-007,RFA-AG-12-006,RFA-AG-12-006"
9171885,m,w,"8240877,7651371,7793458,8250263,7792366","808300.0000000001,861400.0,849600.0,808300.0000000001,849600.0","RFA-CA-08-503,RFA-CA-08-503,RFA-CA-08-503,RFA-CA-08-503,RFA-CA-08-503"
9938413,f,w,"10122874,10149313,9854038,10122876,10599819","1160000.0,1160000.0,1230000.0,1160000.0,1030000.0","RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013"
9527426,m,w,"8743231,8908033,8576339,9136225,10228319","465500.0,465500.0,472500.00000000006,458500.0,928000.0","RFA-RM-12-007,RFA-RM-12-007,RFA-RM-12-007,RFA-RM-12-007,RFA-HG-20-037"
9732936,f,h,"8309932,8534366,8209694,8209569,8469583","308250.0,308250.0,315000.0,315000.0,303750.0","RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082"
9744452,m,w,"10666587,10599359,10599356,10469111,10469110","1030000.0,1030000.0,1030000.0,1070000.0,1070000.0","RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013"
8167632,f,w,"8167692,8360044,8360440,8360442,8360444","288000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
8368675,f,w,"9965956,9739091,9406040,9405262,9405265","615000.0,615000.0,625000.0,625000.0,625000.0","RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007"
8619190,f,w,"9242790,9405008,9281749,9280947,9280944","1310000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010"
7683854,m,w,"7907928,7906014,7906017,7668693,7885419","1095000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030"
9390979,f,w,"10760002,10759735,10759550,9620023,9406293","284038.98,284038.98,284038.98,492000.0,500000.0","RFA-NS-23-006,RFA-NS-23-006,RFA-NS-23-006,RFA-DC-14-001,RFA-DC-14-001"
8090478,f,h,"8534667,8395548,8533519,8395439,8395463","548000.0,548000.0,548000.0,548000.0,548000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
7790849,m,w,"7876970,7920738,7625233,7625183,7625240","6840000.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
9515571,f,w,"9113419,9751091,9730238,9732317,9733025","412650.0,387450.0,387450.0,387450.0,387450.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
9259942,f,w,"10373076,10690489,10656219,10673762,10673797","160500.0,154500.0,154500.0,154500.0,154500.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
8511843,f,w,"9625339,10674001,10663347,10682534,10682527","468750.0,824000.0,824000.0,824000.0,824000.0","RFA-CA-17-043,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029"
8539894,m,w,"10414819,10248544,10247521,10675681,10645187","535000.0,580000.0,580000.0,515000.0,515000.0","RFA-DK-19-007,RFA-DK-19-007,RFA-DK-19-007,RFA-DK-19-007,RFA-DK-19-007"
10149922,f,b,"7676699,7670344,7901503,7805577,7918923","292000.0,292000.0,288000.0,288000.0,288000.0","RFA-AI-05-042,RFA-AI-05-042,RFA-AI-05-042,RFA-AI-05-042,RFA-AI-05-042"
8249397,f,w,"9073836,9252485,9253250,9245719,9249619","262000.0,250000.0,250000.0,250000.0,250000.0","RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020"
9189717,m,w,"10693151,10290853,10290851,10290850,10290849","412000.0,464000.0,464000.0,464000.0,464000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
10381666,f,w,"10414790,9769994,10380052,10414788,9905569","802500.0,922500.0,802500.0,802500.0,922500.0","RFA-RM-18-014,RFA-RM-18-014,RFA-RM-18-014,RFA-RM-18-014,RFA-RM-18-014"
10453564,m,w,"7682224,7673312,7658706,7664456,7663788","328500.0,328500.0,328500.0,328500.0,328500.0","RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003"
7827995,f,w,"8287018,8365197,8365092,8365093,8098142","6507500.000000001,6650000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
7942063,m,w,"7936516,7901642,7651392,7629810,7924910","1460000.0,1440000.0,1460000.0,1460000.0,1095000.0","RFA-AA-06-007,RFA-AA-06-007,RFA-AA-06-007,RFA-AA-06-007,RFA-AA-06-006"
9774474,f,a,"10610660,10794902,10754319,10754425,10754481","62060.0,59740.0,59740.0,59740.0,59740.0","RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012"
9450430,f,w,"10809405,10800561,10809411,10809410,10809408","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001"
9509407,m,w,"8534761,8332952,8707069,8537711,8326068","337500.0,350000.0,337500.0,342500.0,342500.0","RFA-DK-10-007,RFA-DK-10-007,RFA-DK-10-007,RFA-DK-10-007,RFA-DK-10-007"
10606568,m,w,"10176493,10430118,10430120,10015282,10015284","812000.0,749000.0,749000.0,861000.0,861000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
10140354,m,a,"10307397,10532212,10307483,10307482,10307481","535000.0,515000.0,535000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
7766367,m,w,"7862326,7555583,7692271,9971574,9353884","1440000.0,1460000.0,1460000.0,861000.0,875000.0","RFA-MH-08-110,RFA-MH-08-110,RFA-MH-08-111,RFA-MH-16-750,RFA-MH-16-750"
8099009,f,w,"9767651,9380824,9767010,9767009,9767006","246000.0,250000.0,246000.0,246000.0,246000.0","RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
8502615,m,w,"8651876,8822807,9750887,9750891,8325194","1862000.0,1862000.0,1750000.0,1750000.0,1918000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
8063752,m,w,"10001556,9553847,9459404,9767599,9692273","369000.0,375000.0,375000.0,369000.0,369000.0","RFA-HD-17-011,RFA-HD-17-011,RFA-HD-17-011,RFA-HD-17-011,RFA-HD-17-011"
8464111,m,w,"9016112,9016471,9019375,9702001,9749167","299250.0,299250.0,299250.0,1845000.0,1845000.0","RFA-ES-15-005,RFA-ES-15-005,RFA-ES-15-005,RFA-ES-17-007,RFA-ES-17-007"
8013407,f,w,"10670241,10675595,10670236,10470819,10474380","515000.0,515000.0,515000.0,535000.0,535000.0","RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007"
9116934,f,w,"7791636,7791184,7792581,8324617,8529703","365000.0,365000.0,365000.0,342500.0,342500.0","RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005"
7855009,m,w,"9011505,9020204,8892766,8891700,9437665","196500.0,196500.0,199500.0,199500.0,187500.0","RFA-AI-14-006,RFA-AI-14-006,RFA-AI-14-006,RFA-AI-14-006,RFA-AI-14-006"
7626257,m,w,"7882294,7880195,8098679,8092477,8099727","720000.0,720000.0,700000.0,700000.0,700000.0","RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001"
9787544,f,w,"10644944,10631693,10710201,7894620,8103839","1070000.0,1070000.0,1030000.0,1440000.0,1400000.0","RFA-MD-22-006,RFA-MD-22-006,RFA-MD-22-006,RFA-RR-07-005,RFA-RR-07-005"
8624903,m,a,"10271986,10271987,9442319,10253467,9629979","174000.0,174000.0,250000.0,246000.0,246000.0","RFA-CA-20-025,RFA-CA-20-025,RFA-CA-17-010,RFA-CA-17-010,RFA-CA-17-010"
8257680,m,w,"8379370,8379437,8380415,8379372,8381883","1027500.0,1027500.0,1027500.0,1027500.0,1027500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
10087180,m,w,"10253131,10432079,10438842,10474541,10092409","307500.0,267500.0,267500.0,267500.0,307500.0","RFA-AG-20-039,RFA-AG-20-039,RFA-AG-20-039,RFA-AG-20-039,RFA-AG-20-039"
7786621,f,a,"10264030,10424563,10263310,10665678,10646433","290000.0,267500.0,290000.0,257500.0,257500.0","RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044"
10169872,f,w,"9846198,10219080,9841903,10451579,10449341","922500.0,869999.9999999999,922500.0,802500.0,802500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
8664193,m,w,"10555323,10417068,10521304,9894484,9894438","8240000.0,8560000.0,8240000.0,9840000.0,9840000.0","RFA-HL-20-012,RFA-HL-20-012,RFA-HL-20-012,RFA-HL-20-012,RFA-HL-20-012"
7664558,f,w,"8915685,9330688,8586103,9102757,8731233","598500.0,562500.0,607500.0,589500.0,598500.0","RFA-DK-12-010,RFA-DK-12-010,RFA-DK-12-010,RFA-DK-12-010,RFA-DK-12-010"
10440265,m,w,"8332244,8336846,8189006,7937570,7666180","1027500.0,1027500.0,1050000.0,1460000.0,1460000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-07-039,RFA-CA-07-039"
8889709,m,w,"9973209,9973108,8106663,8104898,8639467","92250.0,92250.0,2418500.0,2418500.0,2297575.0","RFA-HL-16-019,RFA-HL-16-019,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001"
8133995,m,w,"8010575,8111149,8434038,8233429,8214671","1080000.0,1050000.0,1012500.0,1027500.0,1027500.0","RFA-DA-10-010,RFA-DA-10-010,RFA-DA-10-010,RFA-DA-10-010,RFA-DA-10-010"
8959735,m,w,"8959631,9089966,8960275,8959902,8959800","399000.0,393000.0,399000.0,399000.0,399000.0","RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
10001483,m,w,"10231198,10063065,9976616,9788106,9828791","406000.0,406000.0,430500.0,430500.0,430500.0","RFA-NS-18-006,RFA-NS-17-002,RFA-NS-18-006,RFA-NS-18-006,RFA-NS-17-002"
10690423,m,w,"10361892,10353540,10353538,10353537,10353536","1872500.0,1872500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
10694878,f,w,"10627104,10559718,10331040,10331041,10381666","535000.0,515000.0,535000.0,535000.0,535000.0","RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002"
9750114,m,w,"8545299,7847598,7902219,8246757,8319074","5822500.0,6120000.0,6120000.0,5950000.0,5950000.0","RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001"
7784258,f,w,"8599783,8204667,8197202,8197261,8403188","246050.0,253450.00000000003,253450.00000000003,253450.00000000003,249750.00000000003","RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025"
9142698,m,w,"7663289,7664456,7673312,7931242,7658706","328500.0,328500.0,328500.0,328500.0,328500.0","RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003"
8907088,m,w,"10730758,10731013,10731254,10463576,9987330","875500.0,952750.0,952750.0,802500.0,922500.0","RFA-DK-22-505,RFA-DK-22-504,RFA-DK-22-504,RFA-DK-17-502,RFA-DK-17-502"
9998678,m,w,"9750227,9355685,9355671,9355681,9355680","984000.0,1000000.0,1000000.0,1000000.0,1000000.0","RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013"
8955334,m,w,"8729571,8913110,8639733,8640771,8640692","332500.0,332500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9854093,f,w,"9939407,9789174,9939403,9789179,9984225","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004"
10005516,m,w,"8931041,8751858,8754410,8757198,8750344","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001"
9765062,m,w,"9532584,9765045,9743097,9743096,9743089","625000.0,615000.0,615000.0,615000.0,615000.0","RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003"
