APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_p_wi,APPVAL_RECS_bert-base(para)_p_wi,FOA_RECS_bert-base(para)_p_wi
8047311,m,w,"10697348,10670402,10645133,10560579,10497417","206000.0,206000.0,206000.0,206000.0,214000.0","RFA-CA-21-005,RFA-CA-21-005,RFA-CA-21-005,RFA-CA-21-005,RFA-CA-21-005"
8637449,m,w,"7826611,8066804,7587878,7630038,8637449","1080000.0,1050000.0,1095000.0,1095000.0,1012500.0","RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011"
8757412,m,w,"9988411,10407081,9810503,10335116,10245264","510450.0,444050.0,510450.0,481400.0,481400.0","RFA-RM-18-022,RFA-RM-18-022,RFA-RM-18-022,RFA-RM-18-022,RFA-RM-18-022"
8475544,m,w,"7706939,7708766,7714319,7714327,7706420","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020"
10251159,m,a,"10471886,10457930,9978950,10004189,10222805","535000.0,535000.0,615000.0,615000.0,580000.0","RFA-RM-18-013,RFA-RM-18-013,RFA-RM-18-013,RFA-RM-18-013,RFA-RM-18-013"
7675119,m,w,"9122477,9319349,8550814,8724107,9534826","327500.0,327500.0,337500.0,337500.0,312500.0","RFA-HL-12-032,RFA-HL-12-032,RFA-HL-12-032,RFA-HL-12-032,RFA-HL-12-032"
9766089,m,w,"10543359,10543360,10543368,10543369,10707113","401250.0,401250.0,401250.0,401250.0,386250.0","RFA-DK-21-022,RFA-DK-21-022,RFA-DK-21-022,RFA-DK-21-022,RFA-DK-21-022"
8481564,m,w,"7741894,7743509,8487420,8538928,8496518","365000.0,365000.0,337500.0,337500.0,337500.0","RFA-HD-08-023,RFA-HD-08-023,RFA-HD-08-023,RFA-HD-08-023,RFA-HD-08-023"
8207294,f,w,"8843779,9263887,9038249,8705846,8686742","199500.0,187500.0,196500.0,199500.0,199500.0","RFA-AI-13-007,RFA-AI-13-007,RFA-AI-13-007,RFA-AI-13-007,RFA-AI-11-018"
8246308,m,a,"7742160,8015211,7514974,8417684,8213578","1080000.0,1050000.0,1095000.0,1012500.0,1027500.0","RFA-DC-08-002,RFA-DC-08-002,RFA-DC-08-002,RFA-DC-08-002,RFA-DC-08-002"
9564871,m,w,"7798326,7797933,7798339,8251834,8251698","4171428.78,4171428.78,4171428.78,70000.0,70000.0","RFA-DK-08-006,RFA-DK-08-006,RFA-DK-08-006,RFA-DK-11-007,RFA-DK-11-007"
10512732,m,w,"8066756,7797454,8058788,8058789,7856107","1080000.0,1080000.0,1080000.0,1080000.0,1095000.0","RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021"
10656428,m,w,"9352343,9188443,9996697,9998950,9188322","375000.0,393000.0,369000.0,369000.0,393000.0","RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013"
9926927,m,w,"9696418,9483792,9483372,9483789,9482464","430500.0,437500.0,437500.0,437500.0,437500.0","RFA-NR-16-002,RFA-NR-16-002,RFA-NR-16-002,RFA-NR-16-002,RFA-NR-16-002"
7495040,m,w,"8050542,7495040,8050543,8050544,8050546","720000.0,720000.0,720000.0,720000.0,720000.0","RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009"
8381776,m,w,"10477235,10663982,10663986,10676779,10676780","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
10272361,m,a,"10173111,10410374,10173994,10178968,10421358","232000.0,214000.0,232000.0,232000.0,214000.0","RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005"
8289433,m,w,"9607612,9389515,8968843,9187489,8803561","307500.0,312500.0,327500.0,312500.0,332500.0","RFA-HL-13-021,RFA-HL-13-021,RFA-HL-13-021,RFA-HL-13-021,RFA-HL-13-021"
10000426,f,w,"8548349,8461584,9043076,9043078,9043067","2430000.0,2430000.0,2358000.0,2358000.0,2358000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
9520932,m,h,"9910421,9520932,9667461,8909903,9473658","615000.0,625000.0,615000.0,266000.0,250000.0","RFA-HD-18-002,RFA-HD-18-002,RFA-HD-18-002,RFA-HD-14-034,RFA-HD-14-034"
9478262,f,w,"9660083,10026443,10026444,10215448,10219212","500000.0,492000.0,492000.0,464000.0,464000.0","RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025"
9002033,f,w,"9741953,10114279,9857598,10140338,9960297","430500.0,406000.0,430500.0,1160000.0,1230000.0","RFA-DK-17-019,RFA-DK-17-019,RFA-DK-17-019,RFA-DK-18-020,RFA-DK-18-020"
7893145,f,w,"8707932,9272297,8720663,8721317,9069718","266000.0,250000.0,266000.0,266000.0,262000.0","RFA-AG-13-007,RFA-AG-13-007,RFA-AG-13-007,RFA-AG-13-007,RFA-AG-13-007"
8064130,m,w,"9250145,9247940,9249549,9249554,9249545","187500.0,187500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
9360103,m,a,"9147636,9037332,9037282,9036886,9310142","262000.0,266000.0,266000.0,266000.0,250000.0","RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215"
