APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_o_wi,APPVAL_RECS_bert-base(para)_o_wi,FOA_RECS_bert-base(para)_o_wi
8451489,m,w,"9904689,9257896,9260439,9537160,9260437","2152500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
7680460,f,w,"9055558,9204319,9188028,9179553,9188824","327500.0,312500.0,312500.0,312500.0,312500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
9462171,m,w,"9978832,10199755,10172921,10172922,10172923","922500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
7993923,m,w,"7828781,7942063,8072965,8070951,8077724","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9256414,m,h,"9086176,9476197,9462790,9526402,9480680","1310000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
9546669,m,w,"9673609,8892604,9022397,9223662,9433601","1230000.0,1330000.0,1310000.0,1250000.0,1250000.0","RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055"
8005627,m,a,"8246525,8080929,8100514,8135339,8109404","548000.0,560000.0,560000.0,560000.0,560000.0","RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060"
9250759,m,w,"8564918,8110180,8564923,8685245,8685247","1027500.0,1080000.0,1027500.0,997500.0,997500.0","RFA-DK-09-009,RFA-DK-09-009,RFA-DK-09-009,RFA-DK-09-009,RFA-DK-09-009"
7892589,m,w,"7674494,7882568,10491953,10665746,10378786","584000.0,576000.0,615250.0,592250.0,667000.0","RFA-HS-07-008,RFA-HS-07-008,RFA-DA-21-029,RFA-DA-21-029,RFA-DA-21-029"
9867656,f,a,"9494756,9230058,9230018,9229368,9229409","62500.0,65500.0,65500.0,65500.0,65500.0","RFA-CA-16-005,RFA-CA-16-005,RFA-CA-16-005,RFA-CA-16-005,RFA-CA-16-005"
8564760,f,b,"8586274,8500716,8500760,8499748,8498698","332500.0,337500.0,337500.0,337500.0,337500.0","RFA-MD-12-006,RFA-MD-12-006,RFA-MD-12-006,RFA-MD-12-006,RFA-MD-12-006"
9004629,m,w,"8882396,8334766,9132224,9071406,9071409","199500.0,205500.00000000003,196500.0,196500.0,196500.0","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
9493482,m,w,"9170223,9493482,9170226,9492804,9772155","655000.0,625000.0,655000.0,625000.0,625000.0","RFA-ES-15-018,RFA-ES-15-018,RFA-ES-15-018,RFA-ES-15-018,RFA-ES-15-018"
9509521,m,a,"10534936,10652615,9350661,9477116,10330823","214000.0,206000.0,250000.0,250000.0,232000.0","RFA-MH-21-251,RFA-MH-21-251,RFA-MH-17-100,RFA-MH-17-100,RFA-MH-20-702"
8016148,m,w,"8016145,8016130,8016146,8015432,8016149","1296000.0,1296000.0,1296000.0,1296000.0,1296000.0","RFA-HS-10-011,RFA-HS-10-011,RFA-HS-10-011,RFA-HS-10-011,RFA-HS-10-011"
9926734,f,w,"9570704,9926741,9932817,9932813,9928308","1187500.0,1168500.0,1168500.0,1168500.0,1168500.0","RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
7798754,m,w,"8257921,8651506,8122064,8477225,10423437","1370000.0,1330000.0,1400000.0,1350000.0,107000.0","RFA-HD-10-019,RFA-HD-10-019,RFA-HD-10-019,RFA-HD-10-019,RFA-RM-21-011"
9532238,f,a,"9996718,10229469,10234007,10234085,10234138","307500.0,290000.0,290000.0,290000.0,290000.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
8364908,m,a,"8360217,8168266,8360162,8360163,7928801","280000.0,288000.0,280000.0,280000.0,288000.0","RFA-RR-08-007,RFA-RR-08-007,RFA-RR-08-007,RFA-RR-08-007,RFA-RR-08-007"
10088137,m,w,"10462502,10227063,9689710,9689121,9690420","1177000.0,1276000.0,1375000.0,1375000.0,1375000.0","RFA-DK-17-511,RFA-DK-17-511,RFA-DK-17-511,RFA-DK-17-511,RFA-DK-17-511"
8141325,m,w,"8221009,7783755,7739501,7770812,7934054","548000.0,548000.0,576000.0,576000.0,584000.0","RFA-FD-08-001,RFA-FD-08-001,RFA-FD-08-001,RFA-FD-08-001,RFA-FD-08-001"
9537570,f,b,"9671897,10144456,10137972,10137971,10137965","2152500.0,2030000.0,2030000.0,2030000.0,2030000.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
10687084,m,w,"8934176,9133106,9145794,9114677,9114674","1662500.0,1637500.0,1637500.0,1637500.0,1637500.0","RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002"
8819041,m,a,"8630878,8254331,8254333,8258654,8259091","1810277.63,1864722.07,1864722.07,1864722.07,1864722.07","RFA-HD-10-015,RFA-HD-10-015,RFA-HD-10-015,RFA-HD-10-015,RFA-HD-10-015"
10483217,m,w,"10650877,10641819,10430544,10430514,10663385","309000.0,309000.0,321000.0,321000.0,515000.0","RFA-AG-22-002,RFA-AG-22-002,RFA-AG-22-002,RFA-AG-22-002,RFA-AG-21-011"
9354176,f,w,"9748841,10691907,10017672,10017674,10019333","615000.0,515000.0,615000.0,615000.0,615000.0","RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002"
9303777,f,w,"9344536,9274534,8535701,8729318,8730553","375000.0,393000.0,675000.0,665000.0,665000.0","RFA-FD-16-032,RFA-FD-16-032,RFA-FD-11-031,RFA-FD-11-031,RFA-FD-11-031"
8381801,m,w,"10602745,10469110,10469112,10599356,10599358","1030000.0,1070000.0,1070000.0,1030000.0,1030000.0","RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013"
7932543,f,w,"7932543,7684217,7685462,7556643,8089430","292000.0,292000.0,365000.0,365000.0,350000.0","RFA-DE-08-007,RFA-DE-08-007,RFA-DE-08-006,RFA-DE-08-006,RFA-DE-08-006"
9939979,m,w,"10674797,9940402,10433954,10194345,10198766","257500.0,307500.0,267500.0,290000.0,632200.0","RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-001"
8876120,m,w,"10662514,10657759,10657754,10657751,10657747","3090000.0,3090000.0,3090000.0,3090000.0,3090000.0","RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007"
8848515,f,w,"8850275,9519709,9246411,9476197,9318406","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10708990,f,w,"10709664,10701116,10175650,10174152,10427431","515000.0,535000.0,615000.0,615000.0,535000.0","RFA-NR-22-002,RFA-NR-22-002,RFA-MD-20-008,RFA-MD-20-008,RFA-MD-20-008"
7625135,m,w,"8278415,8097983,8322286,8116677,8113937","70000.0,70000.0,70000.0,70000.0,70000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
8382105,f,a,"8277980,8291434,7924331,7925244,8230165","205500.00000000003,205500.00000000003,216000.0,216000.0,210000.0","RFA-AR-10-005,RFA-AR-10-005,RFA-AR-10-005,RFA-AR-10-005,RFA-AR-10-005"
9645068,f,w,"10694213,10382308,10392976,10392977,10392978","1030000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-DK-18-020,RFA-DK-18-020,RFA-DK-18-020,RFA-DK-18-020,RFA-DK-18-020"
7853780,m,w,"7939874,7943026,7935327,7938610,7941731","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004"
8545814,m,w,"7932179,8329443,8545809,8545813,8545815","1440000.0,1370000.0,1350000.0,1350000.0,1350000.0","RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011"
9313301,m,w,"9040285,9729752,9736733,9736731,9736729","997500.0,922500.0,922500.0,922500.0,922500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
9277432,m,w,"8322939,8118437,8076829,8074528,8044067","700000.0,700000.0,700000.0,700000.0,700000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
8535657,m,w,"10704617,10729384,10730407,10730409,10729388","1545000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048"
9883397,f,b,"8334772,9132231,8464066,8450719,8441490","205500.00000000003,196500.0,202500.0,202500.0,202500.0","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
9980431,m,b,"10091323,10217030,10091568,10250532,10475677","276750.0,261000.0,615000.0,580000.0,535000.0","RFA-MH-20-521,RFA-MH-20-521,RFA-MH-20-520,RFA-MH-20-520,RFA-MH-20-520"
7901043,m,w,"8826011,8992897,8997972,8992901,8992899","1330000.0,1310000.0,1310000.0,1310000.0,1310000.0","RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006"
8895653,f,w,"8081731,8493925,8493961,8493921,8493915","735000.0,708750.0,708750.0,708750.0,708750.0","RFA-AG-09-005,RFA-AG-09-005,RFA-AG-09-005,RFA-AG-09-005,RFA-AG-09-005"
10437182,m,b,"9889818,9729472,9696243,9696244,9696245","1168500.0,1168500.0,1168500.0,1168500.0,1168500.0","RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
8336816,m,w,"8605429,8605670,8831590,8811400,8793095","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-DA-14-001,RFA-DA-14-001,RFA-DA-14-001,RFA-DA-14-001,RFA-DA-14-001"
9528536,m,w,"8470147,8099028,8470142,8470146,8470149","1350000.0,1440000.0,1350000.0,1350000.0,1350000.0","RFA-DA-09-002,RFA-DA-09-002,RFA-DA-09-002,RFA-DA-09-002,RFA-DA-09-002"
10651665,f,w,"8776323,8662064,8909153,8785112,8661564","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-NS-13-014,RFA-NS-13-014,RFA-NS-13-014,RFA-NS-13-014,RFA-NS-13-014"
9788361,m,h,"8730567,8381605,8555490,8555496,8555489","166250.0,171250.0,171250.0,171250.0,171250.0","RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001"
10335890,f,w,"10000457,9260647,9672931,9672932,9672934","2152500.0,2187500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8320384,m,w,"8719068,8323961,8606917,8526442,8523813","1163750.0,1198750.0,1181250.0,1181250.0,1181250.0","RFA-DA-10-009,RFA-DA-10-009,RFA-DA-10-009,RFA-DA-10-009,RFA-DA-10-009"
10173611,m,a,"10374361,10491974,10031380,10037760,10037854","869999.9999999999,802500.0,613770.0,613770.0,613770.0","RFA-AG-21-033,RFA-AG-21-033,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004"
7834572,m,w,"7943978,7811550,7825606,7821746,7820887","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9982117,f,w,"10533028,10533026,10533149,10681437,10681438","417300.0,417300.0,417300.0,401700.0,401700.0","RFA-HD-22-005,RFA-HD-22-005,RFA-HD-22-005,RFA-HD-22-005,RFA-HD-22-005"
10699126,m,a,"9293815,9340007,9759653,9544701,9987322","1048000.0,1000000.0,984000.0,1000000.0,984000.0","RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019"
8378480,m,h,"10145159,10548122,10659363,10659362,10659359","464000.0,412000.0,428000.0,428000.0,428000.0","RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021"
10149853,f,w,"9111637,9308685,9310029,9310022,9308694","93100.0,87500.0,87500.0,87500.0,87500.0","RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018"
9471349,m,h,"9679466,10131124,9287825,9287851,9287849","615000.0,580000.0,625000.0,625000.0,625000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
7879533,m,w,"8043510,8061613,8043514,8061615,7792270","1116000.0,1116000.0,1085000.0,1085000.0,1085000.0","RFA-AI-06-009,RFA-AI-06-009,RFA-AI-06-009,RFA-AI-06-009,RFA-AI-06-009"
9482112,m,w,"8878331,8495831,8708206,8708186,8686198","1330000.0,1350000.0,1330000.0,1330000.0,1330000.0","RFA-HL-13-016,RFA-HL-13-016,RFA-HL-13-016,RFA-HL-13-016,RFA-HL-13-016"
9920011,f,w,"9570094,10247636,10247744,10247784,10249224","312500.0,290000.0,290000.0,290000.0,290000.0","RFA-RM-17-008,RFA-RM-17-008,RFA-RM-17-008,RFA-RM-17-008,RFA-RM-17-008"
7665204,m,w,"9226049,9225185,9225189,9225190,9228362","8875000.0,8875000.0,8875000.0,8875000.0,8875000.0","RFA-DK-15-501,RFA-DK-15-501,RFA-DK-15-501,RFA-DK-15-501,RFA-DK-15-501"
8079105,m,a,"7935616,7684003,7686060,7682324,7847346","175200.0,175200.0,175200.0,175200.0,175200.0","RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013"
8494473,m,w,"8848723,9514733,9514748,9514726,9514736","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
8246757,f,w,"8382376,8382374,8085933,8310922,8550177","2260500.0,2260500.0,5950000.0,5822500.0,5822500.0","RFA-RM-10-003,RFA-RM-10-003,RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001"
8899681,m,h,"9545013,9326322,8901503,8935888,8935892","3750000.0,3750000.0,3990000.0,3990000.0,3990000.0","RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016"
8382293,f,w,"8541731,8022177,8033990,8033991,8008587","2055000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10394106,f,h,"10393297,10652257,10610207,10610208,10641971","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
9258430,m,w,"9472892,8724906,8724073,8725456,8724835","625000.0,665000.0,665000.0,665000.0,665000.0","RFA-DE-14-004,RFA-DE-14-004,RFA-DE-14-004,RFA-DE-14-004,RFA-DE-14-004"
9750222,m,w,"10240003,10678894,10454194,10454197,10455675","928000.0,824000.0,856000.0,856000.0,856000.0","RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009"
8083260,m,w,"10704325,10704819,10576491,8954877,9527013","772500.0,772500.0,515000.0,399000.0,375000.0","RFA-AI-22-037,RFA-AI-22-037,RFA-AI-21-070,RFA-AI-14-026,RFA-AI-14-026"
8901871,m,w,"9580260,10449365,9925783,10163762,9737783","437500.0,374500.0,430500.0,406000.0,430500.0","RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008"
8174662,m,w,"9066159,8678987,8485632,8678971,8678979","150650.0,152950.0,155250.0,152950.0,152950.0","RFA-HL-11-013,RFA-HL-11-013,RFA-HL-11-013,RFA-HL-11-013,RFA-HL-11-013"
10058995,m,b,"9325329,9325314,9321834,9320543,9320875","875000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8432009,f,w,"8681405,7999145,8082595,8514550,8486038","332500.0,360000.0,350000.0,337500.0,342500.0","RFA-DA-10-005,RFA-DA-10-005,RFA-DA-10-005,RFA-DA-10-005,RFA-DA-10-005"
8260783,m,w,"8883700,8478193,8499419,8496873,8501673","1489600.0,1512000.0,1512000.0,1512000.0,1512000.0","RFA-LM-11-001,RFA-LM-11-001,RFA-LM-11-001,RFA-LM-11-001,RFA-LM-11-001"
9607557,f,w,"9395865,10533648,10341095,10341087,9821169","406250.0,347750.0,347750.0,347750.0,399750.0","RFA-RM-15-013,RFA-RM-15-013,RFA-RM-15-013,RFA-RM-15-013,RFA-RM-15-013"
8710049,m,w,"8537856,7983099,7982607,7982609,7982610","4320000.0,4608000.0,4608000.0,4608000.0,4608000.0","RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012"
7933791,f,w,"8073677,7817973,7813114,7832789,7827470","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9753815,m,w,"9480667,9462787,9462696,9462698,9476186","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
7882577,m,b,"7882577,8118856,7663159,7879409,7663167","360000.0,350000.0,365000.0,288000.0,292000.0","RFA-DE-08-001,RFA-DE-08-001,RFA-DE-08-001,RFA-DE-08-005,RFA-DE-08-005"
8927937,m,w,"9919565,10145685,10179383,10179382,10179381","2152500.0,2030000.0,2030000.0,2030000.0,2030000.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
10252441,f,a,"9568754,9569692,9420368,9420764,9420111","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001"
9720200,m,w,"10463721,10676785,10236871,10477235,10615211","535000.0,515000.0,580000.0,535000.0,515000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
8141156,f,w,"9750230,9750232,9748883,9748884,9748885","984000.0,984000.0,984000.0,984000.0,984000.0","RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013"
8897974,f,h,"9285909,9461739,9471794,9679461,9677596","625000.0,625000.0,625000.0,615000.0,615000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
7688873,m,w,"8842274,8842085,8842270,8842088,8843354","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060"
9475176,m,w,"9085428,8936251,8936254,8936250,8936252","327500.0,332500.0,332500.0,332500.0,332500.0","RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011"
8033334,f,a,"8141166,8508976,8508973,8501588,8508970","1080000.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016"
7941822,m,w,"9608514,9609947,7937311,7939130,7941383","375000.0,375000.0,432000.0,432000.0,432000.0","RFA-MH-18-500,RFA-MH-18-500,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007"
9319157,m,b,"10397134,10348654,10213585,10089400,10613911","321000.0,321000.0,348000.0,348000.0,309000.0","RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042"
10190901,m,w,"9693717,9259939,9301629,9530920,9259990","184500.0,187500.0,187500.0,187500.0,187500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
9517859,f,h,"9323395,9323415,9323439,9323416,9324986","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010"
7929598,m,a,"10732986,10733311,10732953,10732948,10732949","834300.0,834300.0,834300.0,834300.0,834300.0","RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012"
7935295,f,w,"10559603,10837461,10837481,10571074,10573677","309000.0,412000.0,412000.0,428000.0,428000.0","RFA-TR-21-008,RFA-FD-23-028,RFA-FD-23-028,RFA-FD-22-001,RFA-FD-22-001"
8449133,m,h,"8441082,8459478,8574145,8460060,8459491","1370000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002"
10652514,m,w,"10652514,10451561,10223339,10213177,10213069","4120000.0,4280000.0,4640000.0,4640000.0,4640000.0","RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006"
9767577,m,w,"9109477,9334609,9111220,9110566,9111138","997500.0,937500.0,997500.0,997500.0,997500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
8345678,m,w,"8293764,8293904,8293838,8295198,8295192","1096000.0,1096000.0,1096000.0,1096000.0,1096000.0","RFA-AR-12-001,RFA-AR-12-001,RFA-AR-12-001,RFA-AR-12-001,RFA-AR-12-001"
9674856,f,w,"9894727,9894725,9927977,9927976,9927971","184500.0,184500.0,184500.0,184500.0,184500.0","RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040"
10015204,f,w,"9747839,9340801,10223194,10223443,10231123","861000.0,875000.0,812000.0,812000.0,812000.0","RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005"
10663363,f,w,"10666644,10650878,10641986,10641987,10641988","3605000.0,3605000.0,3605000.0,3605000.0,3605000.0","RFA-AI-21-030,RFA-AI-21-030,RFA-AI-21-030,RFA-AI-21-030,RFA-AI-21-030"
10680567,m,w,"8659638,8862198,9091301,9293135,9293133","472500.00000000006,465500.0,458500.0,437500.0,437500.0","RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002"
9188495,f,w,"9518902,9730476,9308980,9152359,9965924","625000.0,615000.0,625000.0,655000.0,615000.0","RFA-ES-15-012,RFA-ES-15-012,RFA-ES-15-012,RFA-ES-15-012,RFA-ES-15-012"
8733160,m,w,"8565054,8218157,8531221,8565074,8490369","1027500.0,1050000.0,1012500.0,1012500.0,1012500.0","RFA-DK-09-006,RFA-DK-09-006,RFA-DK-09-006,RFA-DK-09-006,RFA-DK-09-006"
8884678,f,w,"9938691,9763657,9606865,9606613,9606615","430500.0,430500.0,437500.0,437500.0,437500.0","RFA-NR-17-004,RFA-NR-17-004,RFA-NR-17-004,RFA-NR-17-004,RFA-NR-17-004"
8734222,m,a,"10349461,10599823,10696024,10696021,10688180","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013"
9148067,m,w,"10612300,10707686,10612611,10612641,10613257","154500.0,154500.0,154500.0,154500.0,154500.0","RFA-CA-22-001,RFA-CA-22-001,RFA-CA-22-001,RFA-CA-22-001,RFA-CA-22-001"
9135149,m,w,"8545224,8150047,8734648,8144939,8545225","1687500.0,1800000.0,1687500.0,1750000.0,1687500.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
9512924,m,w,"10675548,10691523,10686304,10686312,10686318","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-19-003,RFA-DK-19-003,RFA-DK-19-003,RFA-DK-19-003,RFA-DK-19-003"
7701551,m,w,"9068791,9484139,9484141,9544814,9655141","2292500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016"
9045566,m,w,"9689910,9475160,9475560,9475158,9475555","147600.0,150000.0,150000.0,150000.0,150000.0","RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028"
10144820,m,w,"10458652,10144818,9728689,9728688,9728687","1605000.0,1739999.9999999998,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
9335976,f,w,"9140641,9138522,9141056,9141785,9143006","327500.0,327500.0,327500.0,327500.0,327500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
9922864,f,b,"8525327,8138521,8137732,8137731,8137730","459000.00000000006,489600.0,489600.0,489600.0,489600.0","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
9546019,m,a,"8525275,8696977,8380707,8380714,8380716","1080000.0,1064000.0,1096000.0,1096000.0,1096000.0","RFA-AG-10-003,RFA-AG-10-003,RFA-AG-10-003,RFA-AG-10-003,RFA-AG-10-003"
7743053,m,w,"8019086,8020150,7999237,7995162,7996645","280000.0,280000.0,280000.0,280000.0,280000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
10339728,f,h,"10697398,10493322,10493276,10506881,10512305","231750.0,240750.0,240750.0,240750.0,240750.0","RFA-AG-21-021,RFA-AG-21-021,RFA-AG-21-021,RFA-AG-21-021,RFA-AG-21-021"
10163676,m,w,"9728263,10132959,10160781,10160780,10160779","92250.0,87000.0,87000.0,87000.0,87000.0","RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004"
9770557,m,w,"9989540,10837481,10837461,10559603,10701030","369000.0,412000.0,412000.0,309000.0,412000.0","RFA-FD-19-029,RFA-FD-23-028,RFA-FD-23-028,RFA-TR-21-008,RFA-FD-22-001"
10018167,f,b,"8768204,8769006,8767346,9312392,8768514","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002"
9321533,m,a,"8382277,8514503,8514504,8516452,8526362","1370000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022"
