APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xx_r_w,APPVAL_RECS_bert-xx_r_w,FOA_RECS_bert-xx_r_w
10197904,m,a,"9821172,9395865,10341087,10341095,10341097","399750.0,406250.0,347750.0,347750.0,347750.0","RFA-RM-15-013,RFA-RM-15-013,RFA-RM-15-013,RFA-RM-15-013,RFA-RM-15-013"
8520046,m,w,"8387982,8368591,8368598,8368677,8368600","202500.0,205500.00000000003,205500.00000000003,205500.00000000003,205500.00000000003","RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020"
9332366,f,w,"9089286,9530728,9733443,9733435,9548214","299250.0,281250.0,281250.0,281250.0,281250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
8920545,m,w,"9769701,10234116,9608674,9607649,9608453","307500.0,290000.0,312500.0,312500.0,312500.0","RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509"
10013563,m,w,"8901173,8916722,8756251,8752056,8754322","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007"
7778742,m,w,"8380691,7905545,8119031,8119032,8119033","2740000.0,2920000.0,2880000.0,2880000.0,2880000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
8849042,m,w,"9054067,9514739,9514747,9514738,9105617","1310000.0,1250000.0,1250000.0,1250000.0,1330000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
8879187,f,b,"9144844,8997188,9323560,9565173,9319794","327500.0,332500.0,312500.0,312500.0,312500.0","RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024"
9612492,m,w,"9139400,8989453,9747175,8989450,9747176","262000.0,266000.0,246000.0,266000.0,246000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
7903428,f,w,"8132421,7915185,7915183,7678455,7903428","1708000.0,1781200.0,1781200.0,1781200.0,1781200.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"8323995,8536088,8534890,8723125,8729854","2055000.0,2055000.0,2055000.0,1995000.0,1995000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10245896,m,a,"8337801,8337855,8544486,8517175,8240860","685000.0,685000.0,675000.0,675000.0,700000.0","RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003"
7573426,m,w,"8277997,8470154,7640190,8073974,7792370","685000.0,675000.0,730000.0,700000.0,720000.0","RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003"
7656696,m,h,"8662788,8664917,8450929,8469083,8306428","332500.0,332500.0,337500.0,337500.0,342500.0","RFA-LM-11-002,RFA-LM-11-002,RFA-LM-11-002,RFA-LM-11-002,RFA-LM-11-002"
8376563,m,w,"8538754,8101086,7866690,8103045,8103044","540000.0,576000.0,576000.0,576000.0,576000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
9100656,m,h,"9502903,10438220,9950980,9965720,9978692","937500.0,869999.9999999999,922500.0,922500.0,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
9067860,m,w,"7931490,7931147,7931155,7931618,10379285","486180.0,486180.0,486180.0,486180.0,856000.0","RFA-DP-05-071,RFA-DP-05-071,RFA-DP-05-071,RFA-DP-05-071,RFA-CA-18-025"
10439933,f,w,"10263369,10694022,10130130,10478056,9888974","1160000.0,1030000.0,1230000.0,1070000.0,430500.0","RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-DE-18-004"
9893850,f,w,"10528540,10528596,10703511,10659250,10696217","1926000.0,1926000.0,1854000.0,1854000.0,1854000.0","RFA-DE-22-003,RFA-DE-22-003,RFA-DE-22-003,RFA-DE-22-003,RFA-DE-22-004"
9852507,f,w,"9765394,10140147,10181073,9768548,9768549","430500.0,406000.0,406000.0,430500.0,430500.0","RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004"
7750586,m,w,"9875270,9464008,9242005,9707782,9703699","1230000.0,1250000.0,1250000.0,1230000.0,1230000.0","RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003"
9752514,m,w,"8624817,9543188,9339685,9543177,9339686","1012500.0,937500.0,937500.0,937500.0,937500.0","RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008"
9547256,m,w,"7916877,7684232,7900364,7886737,7936907","1460000.0,1460000.0,1440000.0,1440000.0,1440000.0","RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018"
10691911,m,w,"10471577,10683326,10156594,10483174,10683125","1160000.0,1030000.0,1230000.0,1070000.0,206000.0","RFA-AT-20-004,RFA-AT-20-004,RFA-AT-20-004,RFA-AT-20-004,RFA-AR-19-029"
9989552,m,w,"10704629,10696181,10491820,10491787,10488242","309000.0,309000.0,321000.0,321000.0,321000.0","RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047"
8365163,m,w,"7961336,8365226,8097508,8092791,8098149","6935000.0,6650000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
7905197,m,w,"8134298,7925688,7930611,7930610,7930609","1728000.0,1728000.0,1752000.0,1752000.0,1752000.0","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"8975581,8782594,9392124,9389475,9605108","6855666.23,6960332.890000001,6541666.25,6541666.25,6436999.59","RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008"
8056801,f,w,"10263265,10200508,10473543,9212086,9268707","464000.0,464000.0,428000.0,1875000.0,1875000.0","RFA-FD-20-032,RFA-FD-20-032,RFA-FD-20-032,RFA-AI-12-048,RFA-AI-12-048"
9475082,f,w,"7617641,7673561,7646538,7683895,7688081","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-035,RFA-CA-07-035,RFA-CA-07-035,RFA-CA-07-035,RFA-CA-07-035"
7797602,f,b,"8134905,7906028,8121566,7671377,7908827","576000.0,584000.0,560000.0,584000.0,584000.0","RFA-MD-07-002,RFA-MD-07-002,RFA-MD-07-002,RFA-MD-07-002,RFA-MD-07-002"
8691551,m,w,"8415605,8415611,8414453,8415616,8415615","164400.0,164400.0,164400.0,164400.0,164400.0","RFA-HS-12-002,RFA-HS-12-002,RFA-HS-12-002,RFA-HS-12-002,RFA-HS-12-002"
7658237,m,w,"7989838,8099486,7671310,7677949,7668001","504000.0,490000.0,511000.0,511000.0,511000.0","RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010"
8375469,f,w,"8301462,8839873,8301236,8302155,8301242","411000.00000000006,399000.0,411000.00000000006,411000.00000000006,411000.00000000006","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9900325,f,h,"8926440,8756251,8752056,8754322,8916722","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007"
8659423,m,w,"8334567,8686844,8230318,8230328,8230321","205500.00000000003,199500.0,210000.0,210000.0,210000.0","RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009"
9978601,m,w,"10038237,10247594,10037798,10038020,10038021","922500.0,869999.9999999999,922500.0,922500.0,922500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
8399839,m,w,"9901517,10131791,9779305,9779215,9778199","1476000.0,1392000.0,1476000.0,1476000.0,1476000.0","RFA-DK-18-006,RFA-DK-18-006,RFA-DK-18-006,RFA-DK-18-006,RFA-DK-18-006"
9565766,m,w,"9672448,9677063,9677083,9677082,9677081","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003"
9317706,f,w,"9543960,9357870,9950980,9965720,9502903","937500.0,937500.0,922500.0,922500.0,937500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
9514768,f,w,"8527660,8013366,8144917,8143466,8145677","270000.0,288000.0,280000.0,280000.0,280000.0","RFA-AG-10-010,RFA-AG-10-010,RFA-AG-10-010,RFA-AG-10-010,RFA-AG-10-010"
9550778,m,b,"7618033,7802963,7619477,7795130,7826711","365000.0,360000.0,365000.0,360000.0,360000.0","RFA-CA-07-046,RFA-CA-07-046,RFA-CA-07-046,RFA-CA-07-046,RFA-CA-07-046"
8066691,m,h,"10731789,10399721,10515459,10598626,10615485","206000.0,214000.0,214000.0,206000.0,206000.0","RFA-EY-21-001,RFA-EY-21-001,RFA-EY-21-001,RFA-EY-21-001,RFA-EY-21-001"
9414391,m,w,"9001587,9932272,9001630,9001462,9001756","655000.0,615000.0,665000.0,665000.0,665000.0","RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
9608711,m,w,"8867959,8534003,8413114,8413177,8692619","665000.0,675000.0,685000.0,685000.0,665000.0","RFA-AA-12-006,RFA-AA-12-006,RFA-AA-12-006,RFA-AA-12-006,RFA-AA-12-006"
10404437,m,w,"10463724,10236868,10236870,10236871,10236872","535000.0,580000.0,580000.0,580000.0,580000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
9522003,m,w,"10837481,10837461,10520457,10295716,10294431","412000.0,412000.0,214000.0,232000.0,232000.0","RFA-FD-23-028,RFA-FD-23-028,RFA-OD-20-004,RFA-OD-20-004,RFA-OD-20-004"
9263859,f,w,"8848725,9267086,9514733,9514729,9514749","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10525192,f,w,"10436311,10580604,10594466,10617337,10669189","160500.0,154500.0,154500.0,154500.0,154500.0","RFA-CA-19-009,RFA-CA-19-009,RFA-CA-19-009,RFA-CA-19-009,RFA-CA-19-009"
8790574,m,h,"8521355,8119685,8308465,8308466,8521356","708750.0,735000.0,719250.0,719250.0,708750.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
9644048,f,a,"9135690,9260968,9266776,9050296,9771460","665000.0,665000.0,655000.0,665000.0,615000.0","RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-019,RFA-DK-14-019"
8461242,f,w,"9100864,9095374,9091579,8916154,8904688","229250.0,229250.0,229250.0,232750.0,232750.0","RFA-GM-14-014,RFA-GM-14-014,RFA-GM-14-014,RFA-GM-14-014,RFA-GM-14-014"
9085450,m,w,"10744965,8885926,8550171,8338822,9308007","1339000.0,2327500.0,2397500.0,2397500.0,2187500.0","RFA-NS-22-030,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009"
7941872,m,w,"7677468,9750650,10190844,10204929,10227768","1095000.0,922500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-CA-07-044,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014"
8894056,m,w,"7668069,7665566,7900773,8183159,8725992","292000.0,292000.0,292000.0,350000.0,332500.0","RFA-HG-06-016,RFA-HG-06-016,RFA-HG-06-016,RFA-HG-10-014,RFA-HG-10-014"
9052094,f,w,"8883732,9537829,9120432,8438396,8473930","665000.0,625000.0,655000.0,675000.0,675000.0","RFA-NS-12-003,RFA-NS-12-003,RFA-NS-12-003,RFA-NS-12-003,RFA-NS-12-003"
9985190,m,b,"9823598,9822061,9823381,9823548,9823754","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
9352740,m,w,"10038237,10247594,10037798,10038020,10038021","922500.0,869999.9999999999,922500.0,922500.0,922500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
8690906,m,w,"8132419,7903427,7678455,7915183,7915184","1756800.0,1781200.0,1781200.0,1781200.0,1781200.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
9557571,f,w,"9348407,9697669,9550853,9495604,9492376","875000.0,861000.0,875000.0,875000.0,875000.0","RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009"
8377944,m,w,"7640704,7582243,7673872,7912418,8432110","365000.0,365000.0,365000.0,365000.0,350000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
7856355,f,w,"9326924,9147742,9244002,9338200,9324962","375000.0,393000.0,375000.0,375000.0,375000.0","RFA-CA-15-003,RFA-CA-15-003,RFA-CA-15-003,RFA-CA-15-003,RFA-CA-15-003"
8284352,m,h,"8554931,8554393,8806614,8800580,8473040","266000.0,266000.0,266000.0,266000.0,274000.0","RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010"
7764313,f,w,"7762460,8133004,8527695,7762462,7762461","496400.0,489600.0,459000.00000000006,496400.0,496400.0","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10499403,m,w,"9999173,9729136,9903551,9919870,9925948","184500.0,187500.0,184500.0,184500.0,184500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
8337273,m,w,"8468331,7933670,7797631,8121471,8067056","47950.00000000001,50400.0,50400.0,49000.0,49000.0","RFA-HD-06-018,RFA-HD-06-018,RFA-HD-06-018,RFA-HD-06-018,RFA-HD-06-018"
8707989,f,w,"8336846,8332244,8189006,10263369,10694022","1027500.0,1027500.0,1050000.0,1160000.0,1030000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-RM-20-007,RFA-RM-20-007"
8231456,m,h,"8852457,8851212,8852388,8849086,8853001","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8642228,m,w,"9857560,9331603,9537482,9537423,9976120","615000.0,625000.0,625000.0,625000.0,615000.0","RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011"
9096099,f,w,"10477046,9841250,10251172,10693324,10020988","535000.0,615000.0,580000.0,515000.0,615000.0","RFA-CA-18-027,RFA-CA-18-027,RFA-CA-18-027,RFA-CA-18-027,RFA-CA-18-027"
9207637,f,w,"10488795,10466937,10491106,10491121,10491124","856000.0,856000.0,856000.0,856000.0,856000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
8440888,m,w,"10491974,10374361,10031380,10037968,10037854","802500.0,869999.9999999999,613770.0,613770.0,613770.0","RFA-AG-21-033,RFA-AG-21-033,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004"
10065441,m,w,"8990689,9105753,9323489,9757795,9563295","1463000.0,1441000.0,1375000.0,1353000.0,1375000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
10622128,f,w,"10677598,10429878,9591641,10152525,9927601","283250.0,294250.0,312500.0,290000.0,307500.0","RFA-HL-22-002,RFA-HL-22-002,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031"
9815293,f,w,"8841801,8513587,9261781,8682895,9062480","532000.0,540000.0,524000.0,532000.0,1310000.0","RFA-HG-12-007,RFA-HG-12-007,RFA-HG-12-007,RFA-HG-12-007,RFA-HG-13-004"
10003455,m,w,"9051168,9150569,9463977,9567554,9856278","266000.0,262000.0,312500.0,312500.0,312500.0","RFA-RM-15-002,RFA-RM-15-002,RFA-RM-17-003,RFA-RM-17-003,RFA-RM-17-003"
10700012,m,a,"8060093,7691364,10492515,10667600,10425395","360000.0,365000.0,321000.0,309000.0,321000.0","RFA-HL-08-004,RFA-HL-08-004,RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006"
9546849,m,w,"10064152,10831117,10292992,9924195,9177874","580000.0,515000.0,535000.0,615000.0,3144000.0","RFA-MH-20-110,RFA-MH-20-110,RFA-MH-20-110,RFA-MH-20-110,RFA-MH-16-600"
10406901,f,w,"10732949,10733196,10732948,10733397,10733396","834300.0,834300.0,834300.0,834300.0,834300.0","RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012"
8210201,m,w,"8278774,8531363,9068253,9145778,8675970","171250.0,168750.0,163750.0,163750.0,166250.0","RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002"
10155547,m,w,"8547105,8413065,8657013,8733509,8733507","675000.0,675000.0,665000.0,665000.0,665000.0","RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130"
10380652,f,w,"9339517,9340059,9339461,9337320,9264744","250000.0,250000.0,250000.0,250000.0,262000.0","RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009"
8328121,m,w,"10727050,10711291,10724152,10724796,10724896","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
9728688,f,w,"10396591,10601136,10597151,10597153,10601124","80250.0,77250.0,77250.0,77250.0,77250.0","RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004"
9762768,f,a,"9430880,9429358,9569726,9568823,10683504","62500.0,62500.0,62500.0,62500.0,534998.93","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-AG-20-017"
10366039,m,w,"10673319,10674221,10674274,10674294,10326787","669500.0,669500.0,669500.0,669500.0,802500.0","RFA-AI-22-028,RFA-AI-22-028,RFA-AI-22-028,RFA-AI-22-028,RFA-AI-16-081"
8525585,m,w,"8526261,8525869,8522393,8524546,8525585","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008"
9149219,m,w,"10250550,10055881,10251870,10251338,10250536","812000.0,861000.0,812000.0,812000.0,812000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
9546829,f,w,"8318381,8660719,9041666,9042419,9055778","342500.0,332500.0,327500.0,327500.0,327500.0","RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027"
10578760,m,w,"9247816,9240573,9108613,9108584,9897616","437500.0,437500.0,458500.0,458500.0,430500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
7942235,m,w,"10239468,10240002,10455679,10455680,10545300","928000.0,928000.0,856000.0,856000.0,856000.0","RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009"
10707158,m,w,"8268769,8365249,8490516,8365258,8365259","685000.0,2800000.0,2700000.0,2800000.0,2800000.0","RFA-RR-11-004,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
7919773,m,w,"8173863,7896944,8173803,8173802,8173801","72000.0,73000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8527695,f,w,"9729367,10618187,10615100,10615096,10615094","1845000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10351931,f,w,"9671886,9260364,9259575,9255140,9542622","2152500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8119685,m,a,"8119685,7938709,8308466,8521355,7936895","735000.0,756000.0,719250.0,708750.0,756000.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8073735,8492194,8261666,8207937,8207882","262500.0,253125.00000000003,256875.00000000003,256875.00000000003,256875.00000000003","RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002"
8666752,m,w,"9536015,9118220,9320540,9323438,9320886","875000.0,917000.0,875000.0,875000.0,875000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
7714604,m,w,"10428680,10676761,10437327,9316364,9472952","428000.0,412000.0,428000.0,1250000.0,1250000.0","RFA-HG-21-008,RFA-HG-21-007,RFA-HG-21-007,RFA-HG-15-039,RFA-HG-15-039"
9854274,m,a,"10469898,9981830,9577581,9773226,10224900","277785.91000000003,615000.0,625000.0,615000.0,580000.0","RFA-DA-22-001,RFA-OD-17-004,RFA-OD-17-004,RFA-OD-17-004,RFA-OD-17-004"
7637402,f,w,"9767656,10087865,9486440,9485464,9486473","922500.0,869999.9999999999,937500.0,937500.0,937500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
9193285,m,w,"9700232,9313947,9308002,9318599,9308003","492000.0,500000.0,500000.0,500000.0,500000.0","RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004"
8543632,f,w,"10037854,10037968,10037760,10031380,9784662","613770.0,613770.0,613770.0,613770.0,625000.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-AG-18-025"
9699505,m,w,"9646322,10449341,10087865,10219080,10228691","922500.0,802500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
10160883,f,w,"10407758,10407754,10407836,10622635,10622638","1070000.0,1070000.0,1070000.0,1030000.0,1030000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
8851574,m,w,"8840570,8840564,8657034,8657032,8657033","199500.0,199500.0,199500.0,199500.0,199500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
9717295,m,w,"9485396,9056050,9055905,9053610,9056202","250000.0,266000.0,266000.0,266000.0,266000.0","RFA-EY-15-001,RFA-EY-15-001,RFA-EY-15-001,RFA-EY-15-001,RFA-EY-15-001"
8538309,m,a,"7692815,7864123,7917417,7901162,7798143","730000.0,720000.0,720000.0,720000.0,720000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
8663557,m,h,"10045655,10437534,10437469,10213480,10393060","307500.0,267500.0,267500.0,290000.0,4280000.0","RFA-CA-19-053,RFA-CA-19-049,RFA-CA-19-049,RFA-CA-19-049,RFA-CA-20-033"
8659452,m,w,"9646356,9870928,9882999,10088444,10304211","430500.0,430500.0,430500.0,406000.0,406000.0","RFA-ES-17-001,RFA-ES-17-001,RFA-ES-17-001,RFA-ES-17-001,RFA-ES-17-001"
8499148,f,w,"9442694,9897616,9108613,9108588,9890987","437500.0,430500.0,458500.0,458500.0,430500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
10201577,m,a,"10631943,10414925,10019528,10019520,10019517","824000.0,856000.0,984000.0,984000.0,984000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10090965,f,h,"7595816,8150719,7624328,7624339,7847085","365000.0,360000.0,365000.0,365000.0,365000.0","RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008"
9350668,f,a,"7848683,7996282,7911439,7869504,8055974","292000.0,288000.0,292000.0,292000.0,1050000.0","RFA-EY-07-001,RFA-EY-07-001,RFA-NS-07-004,RFA-NS-07-004,RFA-MH-08-021"
9109284,m,w,"9768170,9540712,9540700,9769426,9540711","922500.0,937500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"7838576,7844787,7844579,7843200,7844429","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-MH-09-170,RFA-MH-09-170,RFA-MH-09-170,RFA-MH-09-170,RFA-MH-09-170"
7942791,m,w,"9788281,10369638,9927601,10152525,9591641","307500.0,267500.0,307500.0,290000.0,312500.0","RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031"
9969469,m,h,"8364948,8131306,7938399,7938389,7938341","1050000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005"
7626596,m,w,"7892255,7938333,7926326,7934822,8710281","438000.0,438000.0,438000.0,438000.0,665000.0","RFA-RM-08-014,RFA-RM-08-014,RFA-RM-08-014,RFA-RM-08-014,RFA-RM-10-008"
10134824,f,w,"9961267,10289496,10493296,10493308,9961257","984000.0,928000.0,856000.0,856000.0,984000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
9813755,m,a,"7797933,7798326,7798339,8536794,7932712","4171428.78,4171428.78,4171428.78,675000.0,720000.0","RFA-DK-08-006,RFA-DK-08-006,RFA-DK-08-006,RFA-DK-09-004,RFA-DK-09-004"
7924597,m,w,"8153648,7900507,7924597,8536992,7849341","360000.0,360000.0,360000.0,360000.0,365000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
7937028,m,w,"7929889,7681145,7661662,7661652,7681144","144000.0,146000.0,146000.0,146000.0,146000.0","RFA-DA-06-011,RFA-DA-06-011,RFA-DA-06-011,RFA-DA-06-011,RFA-DA-06-011"
10221177,f,w,"10636807,10438910,10254418,10221177,10213963","360500.0,374500.0,406000.0,430500.0,430500.0","RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001"
