APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xx_r_w,APPVAL_RECS_bert-xx_r_w,FOA_RECS_bert-xx_r_w
7651422,m,w,"8365073,8259132,8249406,8255455,7961501","3266666.2,3196666.2100000004,3196666.2100000004,3196666.2100000004,3406666.18","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
9544222,f,a,"9070675,8757453,8913969,8925885,8910705","196500.0,199500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
9381424,f,w,"9117803,8926197,8926038,7690330,7538900","294750.0,299250.0,299250.0,1022000.0,1022000.0","RFA-AT-16-003,RFA-AT-15-003,RFA-AT-15-003,RFA-RR-07-003,RFA-RR-07-003"
9750019,m,w,"8628039,9221952,8510985,8511238,8510982","399000.0,375000.0,405000.0,405000.0,405000.0","RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020"
10206112,m,a,"8513587,9261781,8682895,8841801,9062480","540000.0,524000.0,532000.0,532000.0,1310000.0","RFA-HG-12-007,RFA-HG-12-007,RFA-HG-12-007,RFA-HG-12-007,RFA-HG-13-004"
10225470,f,w,"10478056,10130130,10263369,10694022,9391482","1070000.0,1230000.0,1160000.0,1030000.0,250000.0","RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-RM-16-023"
9900722,m,w,"9502903,10438220,9522096,9950980,9965720","937500.0,869999.9999999999,937500.0,922500.0,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
10619616,f,w,"9577443,9577979,9749167,9702001,8620276","1875000.0,1875000.0,1845000.0,1845000.0,303750.0","RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-13-003"
9553831,m,a,"8147534,7938633,8537432,8537434,7800089","108000.0,108000.0,101250.0,101250.0,109500.0","RFA-DK-08-015,RFA-DK-08-015,RFA-DK-08-015,RFA-DK-08-015,RFA-DK-08-015"
8010072,f,w,"8848144,8720831,8722779,8847406,8657325","66500.0,66500.0,66500.0,66500.0,266000.0","RFA-MH-14-200,RFA-MH-14-200,RFA-MH-14-200,RFA-MH-14-200,RFA-MH-14-140"
8608518,f,w,"8852457,8851212,8852388,8849086,8853001","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8304805,f,w,"7938945,7792581,7939800,7941928,8145323","360000.0,365000.0,360000.0,360000.0,360000.0","RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005,RFA-GM-09-005"
8705987,m,w,"10724522,10597005,10047112,10592259,10586045","515000.0,515000.0,615000.0,515000.0,515000.0","RFA-OD-22-013,RFA-OD-19-027,RFA-OD-19-027,RFA-OD-19-027,RFA-OD-19-027"
8901870,m,w,"9507751,9282384,9001539,9143829,9698245","312500.0,312500.0,332500.0,332500.0,307500.0","RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008"
9036868,f,w,"8588686,9314608,8588678,8588677,8588703","1620000.0,1500000.0,1620000.0,1620000.0,1620000.0","RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016"
8899507,m,w,"7742455,7942845,7743153,7742809,7742945","730000.0,720000.0,730000.0,730000.0,730000.0","RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004"
10019516,m,w,"10591489,10152517,10144394,10138990,10617702","309000.0,348000.0,348000.0,348000.0,309000.0","RFA-AI-19-015,RFA-AI-19-015,RFA-AI-19-015,RFA-AI-19-015,RFA-AI-19-015"
9967656,f,w,"9967682,10625521,10632057,10632054,10632050","307500.0,257500.0,257500.0,257500.0,257500.0","RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004"
9229202,f,w,"7844429,7938092,7845977,7843426,7938974","365000.0,360000.0,365000.0,365000.0,360000.0","RFA-MH-09-170,RFA-MH-09-170,RFA-MH-09-170,RFA-MH-09-170,RFA-MH-09-170"
10282001,m,w,"10649829,10203525,9534358,9928960,9934207","139050.0,232000.0,143750.0,141450.0,141450.0","RFA-DK-22-004,RFA-RM-19-004,RFA-RM-17-004,RFA-RM-17-004,RFA-RM-17-004"
8451695,f,w,"10310901,10485231,10491885,10700072,10700075","290000.0,267500.0,267500.0,257500.0,257500.0","RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003"
10145677,f,w,"8620435,8618274,8620276,8618291,8620564","303750.0,303750.0,303750.0,303750.0,303750.0","RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003"
9063146,f,w,"10399644,10206089,10055497,10611438,10528845","535000.0,580000.0,615000.0,515000.0,535000.0","RFA-DA-20-023,RFA-DA-20-023,RFA-DA-20-023,RFA-DA-20-023,RFA-DA-22-009"
7667758,m,h,"7932314,7935828,8146127,8146185,8146124","360000.0,365000.0,350000.0,350000.0,350000.0","RFA-DK-06-504,RFA-DK-06-504,RFA-DK-06-504,RFA-DK-06-504,RFA-DK-06-504"
9086187,m,w,"9674261,9784662,9932272,9001587,9001756","625000.0,625000.0,615000.0,655000.0,665000.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
8542844,f,w,"9042917,9090085,9119516,8832151,8831313","327500.0,327500.0,327500.0,332500.0,332500.0","RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
9557074,m,w,"9789876,9775689,9615376,9615161,9608443","307500.0,307500.0,312500.0,312500.0,312500.0","RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005"
10003414,m,w,"8706767,7992670,7992673,8115993,8105084","1596000.0,1728000.0,1728000.0,1680000.0,1680000.0","RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030"
9312784,f,h,"10328020,10328173,10327920,10686097,10632081","261000.0,261000.0,261000.0,231750.0,231750.0","RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150"
8173806,m,w,"8365215,8366089,8321751,8321752,8287224","70000.0,70000.0,70000.0,70000.0,70000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
8323155,m,w,"9266776,9135690,9260968,9843563,10075306","655000.0,665000.0,665000.0,614998.77,579998.84","RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-023,RFA-HL-18-004,RFA-HL-18-004"
8168360,f,h,"8516143,8516137,8414961,8414504,8415397","337500.0,337500.0,342500.0,342500.0,342500.0","RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001"
9551706,m,h,"9130282,8882622,9350395,9329505,9329501","1310000.0,1330000.0,1250000.0,1250000.0,1250000.0","RFA-NS-14-003,RFA-NS-14-003,RFA-NS-14-003,RFA-NS-14-003,RFA-NS-14-003"
10062818,f,w,"10670680,10372447,10491848,9385357,10579385","257500.0,290000.0,267500.0,437500.0,374500.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-AI-16-053,RFA-AI-16-053"
8516922,m,h,"9906733,8727875,8726574,8725922,8727839","1230000.0,239400.0,239400.0,239400.0,239400.0","RFA-FD-19-014,RFA-HS-14-002,RFA-HS-14-002,RFA-HS-14-002,RFA-HS-14-002"
8548110,m,a,"8398411,9143107,9143106,9136095,9136825","1027500.0,982500.0,982500.0,982500.0,982500.0","RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009"
10700830,f,h,"10355532,10582554,10355531,10210397,10171852","802500.0,772500.0,802500.0,869999.9999999999,869999.9999999999","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
10672416,f,w,"10058983,10670766,10251338,10250550,10250536","861000.0,721000.0,812000.0,812000.0,812000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
8380712,m,b,"8520025,8130840,8383590,8383589,8130850","945000.0,980000.0,980000.0,980000.0,980000.0","RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004"
9976185,f,w,"10003136,10168407,10242817,10242816,10242815","615000.0,580000.0,580000.0,580000.0,580000.0","RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006"
8757890,m,w,"8710281,8337692,8508325,8541855,8541057","665000.0,685000.0,675000.0,675000.0,675000.0","RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008"
10247669,m,w,"8815574,8814095,9351659,8925082,8928619","266000.0,266000.0,262000.0,266000.0,266000.0","RFA-RM-14-001,RFA-RM-14-001,RFA-RM-14-001,RFA-RM-14-001,RFA-RM-14-001"
9260052,m,a,"9115446,9115429,9115018,9114846,9213315","294750.0,294750.0,294750.0,294750.0,312500.0","RFA-MD-15-009,RFA-MD-15-009,RFA-MD-15-008,RFA-MD-15-008,RFA-MD-12-003"
8927122,f,w,"8725571,8724343,8565991,8566312,8565628","266000.0,266000.0,270000.0,270000.0,270000.0","RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003,RFA-AG-13-003"
9002168,m,w,"9150623,9137657,9053610,9055905,9055423","262000.0,262000.0,266000.0,266000.0,266000.0","RFA-EY-15-001,RFA-EY-15-001,RFA-EY-15-001,RFA-EY-15-001,RFA-EY-15-001"
8628753,m,w,"8537438,8415609,8415615,8415993,8415605","162000.0,164400.0,164400.0,164400.0,164400.0","RFA-HS-12-002,RFA-HS-12-002,RFA-HS-12-002,RFA-HS-12-002,RFA-HS-12-002"
9670750,m,w,"9343412,9959359,9959357,9959355,9959354","1875000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
9461088,f,a,"9143829,9697743,9001684,9145617,9276547","332500.0,307500.0,332500.0,327500.0,312500.0","RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008"
8114220,m,w,"8994257,9274039,8898714,8790424,8792365","982500.0,937500.0,997500.0,997500.0,997500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
7914844,f,w,"9264974,9475160,9264983,9264981,9269973","150000.0,150000.0,150000.0,150000.0,150000.0","RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028"
8308497,m,w,"10056253,8990854,9187879,9609523,9395915","1599000.0,1703000.0,1625000.0,1599000.0,1625000.0","RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020"
8461393,f,w,"8730553,8298387,8301456,8707611,8536137","665000.0,700000.0,700000.0,675000.0,675000.0","RFA-FD-11-031,RFA-FD-11-031,RFA-FD-11-031,RFA-FD-11-031,RFA-FD-11-031"
9562956,m,w,"7900021,8380692,8534155,8534169,8534177","2880000.0,2740000.0,2700000.0,2700000.0,2700000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
8414504,m,w,"7869504,7911439,9609947,9608514,9564973","292000.0,292000.0,375000.0,375000.0,375000.0","RFA-NS-07-004,RFA-NS-07-004,RFA-MH-18-500,RFA-MH-18-500,RFA-MH-17-260"
9146763,m,w,"8309338,8314113,7693834,7691805,8137663","548000.0,548000.0,584000.0,584000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
10138971,f,a,"9922858,10393529,10630048,10138971,9727895","922500.0,802500.0,772500.0,869999.9999999999,922500.0","RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014"
8753251,f,w,"9057612,9458799,8691200,8691457,8904276","524000.0,500000.0,532000.0,532000.0,532000.0","RFA-MH-14-050,RFA-MH-14-050,RFA-MH-14-050,RFA-MH-14-050,RFA-MH-14-050"
7818012,f,w,"7674794,10739361,9587650,9773225,9696402","365000.0,1030000.0,281250.0,276750.0,276750.0","RFA-MH-07-051,RFA-AT-23-003,RFA-MH-17-612,RFA-MH-17-612,RFA-MH-17-612"
8811917,m,w,"9024424,9040873,9223658,9223652,9257271","1965000.0,1965000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9230544,m,a,"10260601,10265575,10265573,10260603,10260602","232000.0,232000.0,232000.0,232000.0,232000.0","RFA-DK-19-033,RFA-DK-19-033,RFA-DK-19-033,RFA-DK-19-033,RFA-DK-19-033"
9963302,m,w,"10603546,10604776,10708990,10710060,10701116","214000.0,214000.0,206000.0,206000.0,535000.0","RFA-NR-22-003,RFA-NR-22-003,RFA-NR-22-003,RFA-NR-22-003,RFA-NR-22-002"
9567540,m,w,"8146186,7932314,8145082,7932707,7688609","350000.0,360000.0,360000.0,360000.0,365000.0","RFA-DK-06-504,RFA-DK-06-504,RFA-DK-06-504,RFA-DK-06-504,RFA-DK-06-504"
8395435,f,w,"9986589,10232383,10451810,10451809,10451807","2767500.0,2610000.0,2407500.0,2407500.0,2407500.0","RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002"
10200770,f,w,"9352613,9605286,9605289,9605290,9617237","937500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012"
10748106,f,h,"9391182,9824459,9252208,9537912,9606073","593750.0,584250.0,593750.0,593750.0,584250.0","RFA-DC-17-001,RFA-DC-17-001,RFA-DC-17-001,RFA-DC-17-001,RFA-DC-17-001"
9733172,f,w,"9610195,10442652,9609755,9609377,9783705","500000.0,428000.0,500000.0,500000.0,492000.0","RFA-AA-18-007,RFA-AA-18-007,RFA-AA-18-007,RFA-AA-18-007,RFA-AA-18-007"
9506944,m,w,"9236973,9352457,10225432,10232095,10471187","28820000.0,28820000.0,1276000.0,1276000.0,1177000.0","RFA-DK-15-506,RFA-DK-15-506,RFA-DK-17-511,RFA-DK-17-511,RFA-DK-17-511"
8132413,m,w,"8382462,8711455,8015695,8015691,7994017","959000.0,931000.0,1008000.0,1008000.0,1008000.0","RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004"
9617184,f,w,"9841349,9201286,9841344,9841345,9841347","9102000.0,9250000.0,9102000.0,9102000.0,9102000.0","RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002"
8657472,f,w,"7810562,8282632,8097114,7862518,8127920","360000.0,342500.0,360000.0,360000.0,350000.0","RFA-HD-07-020,RFA-HD-07-020,RFA-HD-07-020,RFA-HD-07-020,RFA-HD-07-020"
9604799,m,a,"9960399,9965704,9965706,9965707,9976411","1014750.0,1014750.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
10437903,f,w,"10667123,10666871,10666025,9732984,9735657","515000.0,515000.0,515000.0,123000.0,123000.0","RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-010,RFA-AG-19-002,RFA-AG-19-002"
7853209,m,w,"10326825,10549737,10078590,9667823,10092091","535000.0,515000.0,535000.0,615000.0,580000.0","RFA-AI-17-039,RFA-AI-17-039,RFA-AI-17-039,RFA-AI-17-039,RFA-AI-17-039"
10013162,m,w,"8521778,8240719,8337855,8544486,8517175","685000.0,700000.0,685000.0,675000.0,675000.0","RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003"
9329412,m,h,"8847115,9113065,9734185,9734182,9734161","664998.67,654998.6900000001,614998.77,614998.77,614998.77","RFA-HL-14-024,RFA-HL-14-024,RFA-HL-14-024,RFA-HL-14-024,RFA-HL-14-024"
8379952,f,a,"9973181,10174682,9812548,9982738,9981603","276750.0,261000.0,276750.0,276750.0,276750.0","RFA-AG-19-017,RFA-AG-19-017,RFA-AG-19-017,RFA-AG-19-017,RFA-AG-19-017"
8360036,m,w,"9001772,9001699,9376249,9376270,10236950","166250.0,166250.0,281250.0,281250.0,580000.0","RFA-DE-15-005,RFA-DE-15-005,RFA-AR-17-005,RFA-AR-17-005,RFA-AR-21-004"
8382371,f,w,"10177832,9902280,10406885,10392963,10383697","290000.0,307500.0,267500.0,267500.0,267500.0","RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009"
7625894,m,w,"10602532,10599333,10432507,10423437,9524848","103000.0,103000.0,107000.0,107000.0,1750000.0","RFA-RM-21-011,RFA-RM-21-011,RFA-RM-21-011,RFA-RM-21-011,RFA-HD-17-023"
7837216,m,w,"7896848,7901634,7654129,7631353,7884302","720000.0,720000.0,730000.0,730000.0,972000.0","RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-007"
10626040,f,w,"10626039,10622622,10408485,10408484,10408481","1030000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
10053952,f,w,"10248541,10053952,10053158,10053258,10053405","522000.0,553500.0,553500.0,553500.0,553500.0","RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015"
8126245,f,w,"8121657,7664320,7903437,7903435,7903390","506900.00000000006,540200.0,532800.0,532800.0,532800.0","RFA-HL-07-004,RFA-HL-07-004,RFA-HL-07-004,RFA-HL-07-004,RFA-HL-07-004"
9054855,f,w,"7798326,7797933,7798339,7932712,8141235","4171428.78,4171428.78,4171428.78,720000.0,700000.0","RFA-DK-08-006,RFA-DK-08-006,RFA-DK-08-006,RFA-DK-09-004,RFA-DK-09-004"
9137602,f,b,"8403952,9212081,8926488,9337600,9031018","15525000.000000002,14375000.0,15295000.0,15065000.0,15065000.0","RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001"
9469495,m,w,"10210397,10355532,10171852,10171851,10598566","869999.9999999999,802500.0,869999.9999999999,869999.9999999999,772500.0","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
9569265,m,w,"7932751,8121403,8121400,7932754,8304150","1168000.0,1152000.0,1152000.0,1152000.0,1096000.0","RFA-AR-07-001,RFA-AR-07-001,RFA-AR-07-001,RFA-AR-07-001,RFA-AR-07-001"
8701215,m,w,"7682873,8101286,8085744,8085747,8085748","1387000.0,1368000.0,1368000.0,1368000.0,1368000.0","RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027"
10454671,m,w,"10454676,10663338,10454678,10454679,10663327","856000.0,824000.0,856000.0,856000.0,824000.0","RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029,RFA-CA-21-029"
9377237,m,w,"10379210,10379613,10378934,10377742,9669041","274540.60000000003,274540.60000000003,274540.60000000003,274540.60000000003,114813.12","RFA-ES-21-003,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-14-004"
9180056,m,w,"8990374,8968191,9187498,9196267,9274846","327500.0,327500.0,312500.0,312500.0,312500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
9976230,m,w,"10017831,10679047,9810627,9810628,9810629","615000.0,515000.0,615000.0,615000.0,615000.0","RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006"
10731711,m,w,"9459829,9116592,9117672,9117861,9274154","187500.0,196500.0,196500.0,196500.0,187500.0","RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019"
7620050,f,h,"8687997,8147009,8687994,8926533,8033617","332500.0,350000.0,332500.0,332500.0,360000.0","RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003"
9729074,m,w,"9437827,9215356,9213709,9420639,10374385","250000.0,250000.0,250000.0,250000.0,535000.0","RFA-MH-17-150,RFA-MH-17-150,RFA-MH-17-150,RFA-MH-17-150,RFA-MH-21-160"
7682546,f,w,"10472486,10206673,10060460,10201887,10201889","695500.0,754000.0,799500.0,754000.0,754000.0","RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005,RFA-DK-19-005"
8391179,m,w,"9455450,10560333,10558509,10687222,9831186","375000.0,489250.0,489250.0,412000.0,492000.0","RFA-ES-17-002,RFA-ES-21-007,RFA-ES-21-007,RFA-ES-18-007,RFA-ES-18-007"
8075920,m,w,"9459844,9870863,9442694,9869164,9668996","437500.0,430500.0,437500.0,430500.0,430500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
9568843,m,w,"9420111,9568766,9420764,9420368,9569692","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001"
7588810,m,w,"9875270,9707782,9648028,9627971,9624757","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003"
9736301,m,a,"10478056,10263369,10694022,10130130,7935239","1070000.0,1160000.0,1030000.0,1230000.0,1898000.0","RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-CA-08-002"
10000521,m,w,"8230321,8478105,8230305,8230342,8230320","210000.0,202500.0,210000.0,210000.0,210000.0","RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009"
7922027,m,w,"8119028,8119029,8119031,8119032,8119033","2880000.0,2880000.0,2880000.0,2880000.0,2880000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
9882675,m,w,"10424466,10661699,10661732,10661734,10671048","1284000.0,1236000.0,1236000.0,1236000.0,1236000.0","RFA-OD-19-001,RFA-OD-19-001,RFA-OD-19-001,RFA-OD-19-001,RFA-OD-19-001"
9569261,m,w,"7664567,8774345,9100735,9323377,9324974","937320.0,2992500.0,2947500.0,2812500.0,2812500.0","RFA-RM-05-015,RFA-DK-13-503,RFA-DK-13-503,RFA-DK-13-503,RFA-DK-13-503"
7883431,m,w,"8906715,9113510,8534676,8534677,8534643","532000.0,524000.0,540000.0,540000.0,540000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
9248858,m,w,"9291398,8768977,8769634,9084484,9069722","250000.0,266000.0,266000.0,262000.0,262000.0","RFA-AG-14-013,RFA-AG-14-013,RFA-AG-14-013,RFA-AG-14-013,RFA-AG-14-013"
8035532,m,w,"7898860,8111778,8035532,8121133,8145801","5431200.0,5356800.0,5356800.0,5356800.0,5356800.0","RFA-DK-06-503,RFA-DK-06-503,RFA-DK-06-503,RFA-DK-06-503,RFA-DK-06-503"
7764470,f,w,"8380066,8479321,8380609,8380605,8380612","548000.0,540000.0,548000.0,548000.0,548000.0","RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011"
7696352,m,w,"10783500,9659552,10219212,10026444,10215448","1030000.0,500000.0,464000.0,492000.0,464000.0","RFA-OD-23-005,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025"
10683504,f,w,"9429358,9569726,9568823,9430880,9912697","62500.0,62500.0,62500.0,62500.0,123000.0","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-AG-19-002"
9518904,m,h,"10231234,10066724,10410437,10066711,10391545","348000.0,369000.0,321000.0,369000.0,321000.0","RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003"
8458888,f,w,"9756134,9748889,9730343,9739101,9742550","861000.0,861000.0,861000.0,861000.0,861000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
8365003,m,w,"8539569,8152110,8394380,8395904,8332664","101250.0,105000.0,102750.0,102750.0,102750.0","RFA-TW-10-008,RFA-TW-10-008,RFA-TW-10-008,RFA-TW-10-008,RFA-TW-10-008"
8144480,f,b,"7939571,8515894,7797253,7796498,8427901","360000.0,337500.0,365000.0,365000.0,350000.0","RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003"
9055118,m,w,"8924782,9143569,9143567,9134456,9143566","66500.0,65500.0,65500.0,65500.0,65500.0","RFA-FD-13-010,RFA-FD-13-010,RFA-FD-13-010,RFA-FD-13-010,RFA-FD-13-010"
10045791,m,w,"8472329,8806614,8800580,8473040,8554931","274000.0,266000.0,266000.0,274000.0,266000.0","RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010"
7691811,m,w,"8466738,8466743,8378875,8378966,8378873","1620000.0,1620000.0,1644000.0000000002,1644000.0000000002,1644000.0000000002","RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006"
9043951,m,w,"8143344,7934566,7932292,7684270,7683307","70000.0,72000.0,72000.0,73000.0,73000.0","RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033,RFA-AI-06-033"
10394908,m,w,"9673729,9923633,9889117,9889120,9901505","184500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
8182412,m,w,"9328009,9502956,9669904,9536781,9536779","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
8352942,m,a,"7675361,7660406,7684744,8114154,7884268","1022000.0,1022000.0,365000.0,350000.0,360000.0","RFA-EB-07-001,RFA-EB-07-001,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004"
10020310,m,w,"10436554,10437135,10617370,10624351,10450051","535000.0,535000.0,515000.0,515000.0,535000.0","RFA-AG-22-020,RFA-AG-22-020,RFA-AG-22-020,RFA-AG-22-020,RFA-AG-20-006"
8044996,m,w,"10109116,10262912,9879427,9879380,9879361","174000.0,174000.0,184500.0,184500.0,184500.0","RFA-CA-19-009,RFA-CA-19-009,RFA-CA-19-009,RFA-CA-19-009,RFA-CA-19-009"
