APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_biobert_r_wi,APPVAL_RECS_biobert_r_wi,FOA_RECS_biobert_r_wi
8728858,m,w,"10570917,10350001,10350448,10573170,9591339","360500.0,374500.0,374500.0,360500.0,584250.0","RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-13-014"
9477548,f,w,"8251714,8251498,8251834,8251698,8241486","70000.0,70000.0,70000.0,70000.0,1050000.0","RFA-DK-11-007,RFA-DK-11-007,RFA-DK-11-007,RFA-DK-11-007,RFA-DK-10-012"
9146688,f,a,"8782643,8459827,8459770,8601748,8601749","665000.0,675000.0,675000.0,665000.0,665000.0","RFA-NS-13-001,RFA-NS-13-001,RFA-NS-13-001,RFA-NS-13-001,RFA-NS-13-001"
9693955,f,w,"9255142,10179383,9259338,9260440,9258541","2187500.0,2030000.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
7937684,f,w,"7691391,7690953,8137471,8318751,8318750","365000.0,365000.0,360000.0,342500.0,342500.0","RFA-AA-08-010,RFA-AA-08-010,RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009"
10212458,f,a,"9069905,9031830,9098759,9098768,8877868","196500.0,196500.0,196500.0,196500.0,199500.0","RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005"
10223299,m,w,"8517424,8517854,8517911,8518023,8517934","270000.0,270000.0,270000.0,270000.0,270000.0","RFA-ES-12-005,RFA-ES-12-005,RFA-ES-12-005,RFA-ES-12-005,RFA-ES-12-005"
8660774,m,h,"10223340,10434042,10467998,10451561,10450867","4640000.0,4280000.0,4280000.0,4280000.0,4280000.0","RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006"
8509566,m,w,"8145186,8150960,8150382,8144787,8044246","280000.0,280000.0,280000.0,280000.0,288000.0","RFA-DK-10-002,RFA-DK-10-002,RFA-DK-10-002,RFA-DK-10-002,RFA-DK-10-002"
8184695,f,w,"7670440,8136122,7677490,7630627,7679641","511000.0,490000.0,511000.0,511000.0,511000.0","RFA-HD-06-007,RFA-HD-06-007,RFA-HD-06-007,RFA-HD-06-007,RFA-HD-06-007"
10601095,f,w,"8277997,8470154,7640190,8073974,7792370","685000.0,675000.0,730000.0,700000.0,720000.0","RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003"
8880170,m,w,"8770980,9000143,8770335,8880170,8370150","266000.0,262000.0,266000.0,266000.0,68500.0","RFA-DA-14-012,RFA-DA-14-012,RFA-DA-14-012,RFA-DA-14-012,RFA-AG-12-006"
9167953,m,w,"7890472,7898551,8101260,8097991,7656630","720000.0,720000.0,700000.0,700000.0,730000.0","RFA-AI-07-025,RFA-AI-07-025,RFA-AI-07-025,RFA-AI-07-025,RFA-AI-07-025"
8927981,f,w,"8488586,8103045,8091324,8091325,8091326","548000.0,576000.0,576000.0,576000.0,576000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
10374737,m,a,"9242621,8474132,8637972,8611915,9024508","937500.0,1012500.0,997500.0,997500.0,982500.0","RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022"
8410154,m,w,"8583061,8284461,8464625,8471051,8478035","205500.00000000003,205500.00000000003,202500.0,202500.0,202500.0","RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024"
9515028,m,h,"7755519,7903201,8316181,8316179,8322625","2044000.0,2016000.0,1918000.0,1918000.0,1918000.0","RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007"
9665685,m,a,"9454331,9883629,9276322,10124296,9665685","312500.0,307500.0,312500.0,290000.0,307500.0","RFA-CA-16-007,RFA-CA-16-007,RFA-CA-16-007,RFA-CA-16-007,RFA-CA-16-007"
9884712,m,w,"8843059,8516613,8310152,8322566,8308332","332500.0,337500.0,342500.0,342500.0,342500.0","RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005"
10689848,m,w,"10604375,10480051,10417238,10437018,10610914","515000.0,535000.0,535000.0,535000.0,515000.0","RFA-DA-21-009,RFA-DA-21-009,RFA-DA-21-009,RFA-DA-21-009,RFA-DA-21-009"
7879935,f,w,"8395550,8395435,8395502,8395507,9407092","548000.0,548000.0,548000.0,548000.0,500000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
9972760,m,a,"9451951,9260053,9356867,9260052,9260054","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013"
7938399,m,w,"10457369,9944636,10691317,10168573,9708117","267500.0,307500.0,257500.0,290000.0,307500.0","RFA-GM-18-003,RFA-GM-18-003,RFA-GM-18-003,RFA-GM-18-003,RFA-GM-18-003"
7714896,m,w,"8266326,7905874,8266327,8473836,8477161","685000.0,720000.0,685000.0,675000.0,675000.0","RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001"
8932807,m,w,"9085430,8936254,8936250,8936252,8936251","327500.0,332500.0,332500.0,332500.0,332500.0","RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011"
7780850,f,w,"10643463,7617842,8051045,7618793,8049998","103000.0,219000.0,216000.0,219000.0,216000.0","RFA-RM-22-006,RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050"
9902961,f,b,"7676680,7588955,7587857,7587766,8102153","365000.0,365000.0,365000.0,365000.0,350000.0","RFA-DA-08-016,RFA-DA-08-016,RFA-DA-08-016,RFA-DA-08-016,RFA-DA-08-016"
8832598,m,w,"8477192,8685981,8686848,8686843,8686844","202500.0,199500.0,199500.0,199500.0,199500.0","RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009"
10699972,f,b,"10700014,10700018,10309092,10309091,10309090","1030000.0,1030000.0,1160000.0,1160000.0,1160000.0","RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002"
8918792,f,a,"8034109,8733610,8529241,8529240,8535676","2160000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9625444,m,w,"8528822,8515272,8896404,8896296,8516924","729000.0,729000.0,718200.0,718200.0,729000.0","RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001"
9772793,m,w,"9728937,9539645,9728932,9728934,9728935","922500.0,937500.0,922500.0,922500.0,922500.0","RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031"
8173841,m,w,"8262015,8365238,8365240,8262013,8365246","2800000.0,2800000.0,2800000.0,2800000.0,2800000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
9245839,f,w,"9037282,9147636,9147638,9148241,9313725","266000.0,262000.0,262000.0,262000.0,250000.0","RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215"
8700163,f,w,"9533890,9747330,9324029,9114642,8951512","336250.0,330870.0,336250.0,352390.0,357770.0","RFA-HL-15-012,RFA-HL-15-012,RFA-HL-15-012,RFA-HL-15-012,RFA-HL-15-012"
8900879,m,w,"7666251,7900507,7677333,7939058,7849341","365000.0,360000.0,365000.0,365000.0,365000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
7914148,f,w,"7741625,7921467,7928268,7921007,7914148","292000.0,288000.0,288000.0,288000.0,288000.0","RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023"
10476477,f,a,"8309794,7833740,8541630,8541619,8541628","376750.00000000006,401500.0,371250.0,371250.0,371250.0","RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501"
9763613,m,w,"10455718,10693920,10686076,10686069,10686055","642000.0,618000.0,618000.0,618000.0,618000.0","RFA-DK-19-010,RFA-DK-19-010,RFA-DK-19-010,RFA-DK-19-010,RFA-DK-19-010"
8325286,m,a,"8698740,8566003,8698727,8292169,8378202","997500.0,1027500.0,997500.0,1027500.0,1027500.0","RFA-DK-09-013,RFA-DK-09-013,RFA-DK-09-013,RFA-DK-09-013,RFA-DK-09-013"
10388180,f,w,"10388180,9917748,10388200,9837108,9836991","32100000.000000004,36900000.0,32100000.000000004,36900000.0,36900000.0","RFA-DA-19-016,RFA-DA-19-016,RFA-DA-19-016,RFA-DA-19-016,RFA-DA-19-016"
10009724,m,w,"7960771,7960448,7959662,7959663,7959664","730000.0,730000.0,730000.0,730000.0,730000.0","RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001"
8080124,m,w,"9511886,9309059,8906921,8911859,9062146","312500.0,312500.0,332500.0,332500.0,332500.0","RFA-HL-14-004,RFA-HL-14-004,RFA-HL-14-004,RFA-HL-14-004,RFA-HL-14-004"
8825402,m,w,"10349839,10565872,9363096,9357870,9965720","535000.0,515000.0,937500.0,937500.0,922500.0","RFA-AI-20-055,RFA-AI-20-055,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
7904191,m,w,"8088365,8127829,8131674,8077696,8131672","1368000.0,1368000.0,1368000.0,1368000.0,1368000.0","RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027"
7846159,m,w,"8144778,8013455,8529602,8318682,9074806","910000.0,936000.0,877500.0,890500.0000000001,465500.0","RFA-HL-10-017,RFA-HL-10-017,RFA-HL-10-017,RFA-HL-10-017,RFA-EB-15-002"
9683915,m,w,"8118649,7610959,8115467,7568255,7599190","288000.0,292000.0,288000.0,292000.0,292000.0","RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006"
9955329,m,w,"8969452,9188183,9951138,9329496,9329494","665000.0,458500.0,430500.0,437500.0,437500.0","RFA-HL-14-013,RFA-NR-16-002,RFA-NR-16-002,RFA-NR-16-002,RFA-NR-16-002"
10017921,f,w,"7575186,8019500,8059617,7776863,7777412","438000.0,420000.0,420000.0,432000.0,432000.0","RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004"
9689914,m,h,"9689913,9269978,9264986,9249914,9269979","147600.0,150000.0,150000.0,150000.0,150000.0","RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028"
10137952,m,w,"10470001,10170602,10695904,10233947,10334979","267500.0,307500.0,257500.0,290000.0,580000.0","RFA-FD-20-034,RFA-FD-20-034,RFA-FD-20-034,RFA-FD-20-034,RFA-FD-21-006"
8444626,m,w,"8487363,8391374,8853573,8856936,8521077","405000.0,411000.00000000006,399000.0,399000.0,405000.0","RFA-AI-11-032,RFA-AI-11-032,RFA-AI-11-032,RFA-AI-11-032,RFA-AI-11-032"
9068081,m,w,"8063852,7900292,7797509,7825484,7825483","1080000.0,1095000.0,1080000.0,1095000.0,1095000.0","RFA-DK-06-009,RFA-DK-06-009,RFA-DK-06-009,RFA-DK-06-009,RFA-DK-06-009"
10654766,m,a,"9433601,9022397,9223662,9673609,8892604","1250000.0,1310000.0,1250000.0,1230000.0,1330000.0","RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055"
10673954,f,h,"9001115,8080892,8103272,8078117,8078118","299250.0,1368000.0,1368000.0,1368000.0,1368000.0","RFA-MD-15-004,RFA-MD-06-003,RFA-MD-06-003,RFA-MD-06-003,RFA-MD-06-003"
10704046,m,w,"9413678,10248404,10261329,10261328,10261326","625000.0,580000.0,580000.0,580000.0,580000.0","RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002"
9281742,m,w,"10376828,10586087,10372181,10062404,10062403","1016500.0,978500.0,1016500.0,1168500.0,1168500.0","RFA-MD-20-001,RFA-MD-20-001,RFA-MD-20-001,RFA-MD-20-001,RFA-MD-20-001"
9922933,f,w,"8335406,8335408,8514609,8514610,8229227","274000.0,274000.0,270000.0,270000.0,280000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
10675109,f,h,"7683013,7678962,7668382,7685277,7674704","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-AG-08-001,RFA-AG-08-001,RFA-AG-08-001,RFA-AG-08-001,RFA-AG-08-001"
8841606,f,w,"9542390,9549142,9763656,9694731,9403567","281250.0,281250.0,276750.0,276750.0,281250.0","RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560"
8107627,m,w,"9814467,10675528,9814483,9814482,9814481","1845000.0,1545000.0,1845000.0,1845000.0,1845000.0","RFA-ES-18-012,RFA-ES-18-012,RFA-ES-18-012,RFA-ES-18-012,RFA-ES-18-012"
9871539,m,w,"8637907,8056668,8277428,8244370,8247796","665000.0,700000.0,685000.0,685000.0,685000.0","RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016"
7680613,m,h,"9242596,9442685,9212089,9268705,9268706","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8798219,m,w,"8799017,9198989,8994292,8998961,9222023","332500.0,312500.0,327500.0,327500.0,312500.0","RFA-GM-14-011,RFA-GM-14-011,RFA-GM-14-011,RFA-GM-14-011,RFA-GM-14-011"
8044411,m,w,"8338457,8212742,8212701,8332819,8566312","274000.0,280000.0,280000.0,274000.0,270000.0","RFA-RM-11-001,RFA-RM-11-001,RFA-RM-11-001,RFA-RM-11-001,RFA-AG-13-003"
9927964,m,w,"8244370,8056668,8637907,8277428,8247796","685000.0,700000.0,665000.0,685000.0,685000.0","RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016"
9230420,m,w,"8013455,8144778,8529602,8318682,8686464","936000.0,910000.0,877500.0,890500.0000000001,1330000.0","RFA-HL-10-017,RFA-HL-10-017,RFA-HL-10-017,RFA-HL-10-017,RFA-HL-14-007"
8402056,m,w,"10641819,10430544,10430514,10650877,9890656","309000.0,321000.0,321000.0,309000.0,922500.0","RFA-AG-22-002,RFA-AG-22-002,RFA-AG-22-002,RFA-AG-22-002,RFA-AG-19-025"
8725249,m,w,"10783500,10493359,10037769,10220134,10368699","1030000.0,214000.0,246000.0,232000.0,232000.0","RFA-OD-23-005,RFA-OD-19-021,RFA-OD-19-021,RFA-OD-19-021,RFA-OD-19-021"
9332491,m,w,"9390991,10550121,10058280,10058278,10057389","937500.0,772500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001"
9134738,m,a,"8328973,8133541,8133542,8133759,8133107","479500.00000000006,490000.0,490000.0,490000.0,490000.0","RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010"
8152223,f,w,"10155419,9771300,9891960,9891959,9891958","1160000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001"
10244835,f,w,"10401860,10670059,10653893,10646213,10640249","267500.0,257500.0,257500.0,257500.0,257500.0","RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002"
7660428,f,w,"8607478,8734507,8281153,8280039,8575111","332500.0,337500.0,342500.0,342500.0,342500.0","RFA-MD-12-001,RFA-MD-12-001,RFA-MD-12-001,RFA-MD-12-001,RFA-MD-12-001"
9675655,m,w,"10000521,8831675,9458743,9458740,9459889","184500.0,199500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
10135070,m,w,"8145360,7929527,8112468,8112469,8321258","1008000.0,1008000.0,1008000.0,1008000.0,980000.0","RFA-ES-05-006,RFA-ES-05-006,RFA-ES-05-006,RFA-ES-05-006,RFA-ES-05-006"
9206813,f,w,"9041842,9737732,9737730,9737729,9710378","917000.0,861000.0,861000.0,861000.0,861000.0","RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009"
10135964,f,w,"9675651,9249549,9249544,9247948,9256474","187500.0,187500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8137515,m,w,"10000196,10458554,10199207,10225235,10683088","1230000.0,1070000.0,1230000.0,1230000.0,1030000.0","RFA-HL-19-021,RFA-HL-19-021,RFA-HL-19-021,RFA-HL-19-021,RFA-HL-19-021"
8588703,f,w,"10136139,10613364,10157199,10136140,10157198","1160000.0,1030000.0,1160000.0,1160000.0,1160000.0","RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012"
8726097,m,w,"9668996,9656931,9870863,9890987,9897616","430500.0,430500.0,430500.0,430500.0,430500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
8110158,f,w,"10228691,9970405,9486440,9485464,9486473","869999.9999999999,922500.0,937500.0,937500.0,937500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
8147770,m,w,"9781811,9757654,9918231,9920655,9937625","312500.0,307500.0,307500.0,307500.0,307500.0","RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009"
8461215,m,w,"7683056,7914797,7610959,8115467,8118649","292000.0,292000.0,292000.0,288000.0,288000.0","RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006"
9701965,f,w,"7742945,7942862,7743153,7742809,7742455","730000.0,720000.0,730000.0,730000.0,730000.0","RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004"
10680745,m,w,"10797923,10174901,10397655,10044348,10510294","412000.0,464000.0,428000.0,492000.0,749000.0","RFA-DA-20-019,RFA-DA-20-019,RFA-DA-20-019,RFA-DA-20-019,RFA-DA-22-011"
8929555,f,h,"7900732,8787984,8123253,8462512,8318267","720000.0,665000.0,700000.0,675000.0,675000.0","RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010"
8244458,m,w,"10581248,10572302,10466580,10619007,7837591","331660.0,158620.0,164780.0,158620.0,153000.0","RFA-HL-22-001,RFA-HL-22-012,RFA-HL-22-012,RFA-HL-22-012,RFA-HL-08-016"
9150677,m,w,"10576751,9972970,9146709,9921573,9531467","1030000.0,1160000.0,1250000.0,1230000.0,1250000.0","RFA-NS-21-023,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006"
8829691,f,w,"10018083,10615593,10613341,10613343,10613346","1476000.0,1236000.0,1236000.0,1236000.0,1236000.0","RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017"
7799066,m,w,"9462185,9462172,9077252,9076645,9074811","250000.0,250000.0,262000.0,262000.0,262000.0","RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020"
9003042,m,h,"8441489,8441494,8441493,8450726,8441490","202500.0,202500.0,202500.0,202500.0,202500.0","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
9561951,m,w,"10248332,10001973,9706812,9491356,9572713","214000.0,246000.0,246000.0,250000.0,250000.0","RFA-CA-17-012,RFA-CA-17-012,RFA-CA-17-012,RFA-CA-17-012,RFA-CA-17-012"
7754695,f,h,"8197555,8138247,7763182,8132158,8145048","274000.0,288000.0,288000.0,288000.0,288000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
9074811,f,w,"9673218,9249071,9253028,9249083,9250172","246000.0,250000.0,250000.0,250000.0,250000.0","RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020"
8068361,f,w,"8050543,7916899,8050547,8050546,8050544","720000.0,730000.0,700000.0,720000.0,720000.0","RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009"
7836640,m,w,"8181241,8181332,8337824,8330801,7815422","280000.0,280000.0,274000.0,274000.0,1460000.0","RFA-RM-10-016,RFA-RM-10-016,RFA-RM-10-016,RFA-RM-10-016,RFA-OD-09-003"
9676314,f,h,"10167037,10414004,10580807,10580804,10580803","1160000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
8733760,m,w,"7848533,10684010,10288585,10288582,10684021","292000.0,1030000.0,1160000.0,1160000.0,1030000.0","RFA-NS-07-002,RFA-AR-21-008,RFA-AR-21-008,RFA-AR-21-008,RFA-AR-21-008"
8992504,f,h,"8993846,9337485,9336341,9332411,8992878","664998.67,624998.75,624998.75,624998.75,664998.67","RFA-HL-14-024,RFA-HL-14-024,RFA-HL-14-024,RFA-HL-14-024,RFA-HL-14-024"
9134186,f,w,"9193112,9309081,10747205,7799856,7800416","524000.0,500000.0,123600.0,200160.0,200160.0","RFA-MD-15-011,RFA-MD-15-011,RFA-HD-23-027,RFA-TW-05-002,RFA-TW-05-002"
7900492,m,w,"8794452,9462188,9274351,10179443,9751604","262000.0,250000.0,250000.0,1160000.0,1230000.0","RFA-HL-13-022,RFA-HL-13-022,RFA-HL-13-022,RFA-HL-19-018,RFA-HL-19-018"
10091984,f,w,"9570631,10155421,10155419,10155418,10091984","1250000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001"
10256809,m,w,"8546118,9034456,8822145,9248811,8643294","472500.00000000006,458500.0,465500.0,437500.0,465500.0","RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001"
7650408,m,h,"8604915,9022512,9245732,8825531,9196919","3192000.0,3144000.0,3000000.0,3192000.0,1965000.0","RFA-HL-13-013,RFA-HL-13-013,RFA-HL-13-013,RFA-HL-13-013,RFA-MD-15-014"
9669041,f,w,"10388251,9687454,9922291,9918411,9918409","1030000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
8712319,m,h,"8473768,8382267,8382261,8380557,8380560","675000.0,685000.0,685000.0,685000.0,685000.0","RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025,RFA-AI-09-025"
9744744,m,w,"9178274,9352239,9736710,9734206,9734120","235800.0,225000.0,221400.0,221400.0,221400.0","RFA-HD-16-012,RFA-HD-16-012,RFA-HD-16-012,RFA-HD-16-012,RFA-HD-16-012"
8729765,f,w,"10434770,10818740,10817423,9186941,9604763","428000.0,772500.0,772500.0,23125000.0,22755000.0","RFA-AI-18-026,RFA-MD-23-008,RFA-MD-23-008,RFA-AI-12-011,RFA-AI-12-011"
7727118,m,w,"9985078,9774259,10460633,10457300,10455013","861000.0,861000.0,749000.0,749000.0,749000.0","RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005"
8360356,f,w,"10690696,10700076,10330219,10330342,10492637","514998.97,514998.97,579998.84,579998.84,534998.93","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
9984282,m,w,"10249327,10128522,9987210,9985371,9765064","464000.0,464000.0,492000.0,492000.0,615000.0","RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-AR-16-003"
8380648,m,w,"9767038,10472004,10019346,10019351,10251239","615000.0,535000.0,615000.0,615000.0,580000.0","RFA-AR-18-004,RFA-AR-18-004,RFA-AR-18-004,RFA-AR-18-004,RFA-AR-18-004"
7938335,m,w,"9293385,9723235,9308005,9318596,9693325","500000.0,492000.0,500000.0,500000.0,492000.0","RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004"
9444681,m,w,"10620357,10612954,10625373,10440618,10442288","309000.0,309000.0,309000.0,321000.0,321000.0","RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007"
8149859,m,b,"8332664,8921490,8727698,8073365,8073321","102750.0,99750.0,99750.0,108000.0,108000.0","RFA-TW-10-008,RFA-TW-10-008,RFA-TW-10-008,RFA-TW-10-008,RFA-TW-10-008"
8365074,f,w,"8173698,7625139,7755961,7961841,7942379","6840000.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
7692109,f,w,"10492637,10690696,10700076,10330219,10330342","534998.93,514998.97,514998.97,579998.84,579998.84","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8795109,f,w,"10740570,10740237,10469898,8773274,8773897","721000.0,721000.0,277785.91000000003,332500.0,332500.0","RFA-DA-23-026,RFA-DA-23-026,RFA-DA-22-001,RFA-MD-13-006,RFA-MD-13-006"
8261836,m,w,"8926974,8911299,8333419,8333456,8333429","66500.0,66500.0,68500.0,68500.0,68500.0","RFA-DK-11-006,RFA-DK-11-006,RFA-DK-11-006,RFA-DK-11-006,RFA-DK-11-006"
10694882,f,w,"9569721,9751999,9428318,10263328,9977807","937500.0,922500.0,937500.0,869999.9999999999,922500.0","RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017"
8856849,m,a,"8110402,8814164,8248700,8243502,8277010","420000.0,399000.0,411000.00000000006,411000.00000000006,411000.00000000006","RFA-AI-10-010,RFA-AI-10-010,RFA-AI-10-010,RFA-AI-10-010,RFA-AI-10-010"
9532802,m,w,"10492637,10690696,10700076,10330219,10330342","534998.93,514998.97,514998.97,579998.84,579998.84","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8959800,m,w,"9045543,9039522,8448066,8715947,8460462","982500.0,982500.0,1012500.0,1012500.0,1012500.0","RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004"
