APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_biobert_r_wi,APPVAL_RECS_biobert_r_wi,FOA_RECS_biobert_r_wi
9332366,f,w,"9530854,9130875,9329517,9733443,9134738","281250.0,294750.0,294750.0,281250.0,294750.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
8920545,m,w,"9132249,8920548,8717634,8717635,9132205","327500.0,332500.0,332500.0,332500.0,327500.0","RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
10013563,m,w,"10815147,10815392,10019836,10018175,9900560","206000.0,206000.0,276750.0,276750.0,276750.0","RFA-MH-23-116,RFA-MH-23-116,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036"
7778742,m,w,"8721451,9118216,8912501,8908025,8899595","66500.0,65500.0,66500.0,66500.0,66500.0","RFA-RM-11-017,RFA-RM-11-017,RFA-RM-11-017,RFA-RM-11-017,RFA-RM-11-017"
8849042,m,w,"8309064,8730918,8381375,8381053,8381055","1164500.0,1147500.0,1164500.0,1164500.0,1164500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8879187,f,b,"7713659,7690833,7708091,7708480,7708092","73000.0,73000.0,73000.0,73000.0,73000.0","RFA-HL-08-008,RFA-HL-08-008,RFA-HL-08-008,RFA-HL-08-008,RFA-HL-08-008"
9612492,m,w,"8989450,9534468,8989451,8989446,8989445","266000.0,250000.0,266000.0,266000.0,266000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
7903428,f,w,"10662975,10657882,7757815,7903427,8119429","412000.0,412000.0,1781200.0,1781200.0,1756800.0","RFA-RM-22-011,RFA-RM-22-011,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"8555490,8918520,8918513,8918516,8918521","171250.0,166250.0,166250.0,166250.0,166250.0","RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001"
10245896,m,a,"7692303,7692302,7911680,7911689,7935572","365000.0,365000.0,360000.0,360000.0,365000.0","RFA-RM-07-015,RFA-RM-07-015,RFA-RM-07-015,RFA-RM-07-015,RFA-RM-07-015"
7573426,m,w,"10643463,7572272,7937155,7574747,7572150","103000.0,219000.0,219000.0,219000.0,219000.0","RFA-RM-22-006,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021"
7656696,m,h,"7896340,8116078,7681430,7933447,8133733","730000.0,700000.0,730000.0,730000.0,700000.0","RFA-LM-08-001,RFA-LM-08-001,RFA-LM-08-001,RFA-LM-08-001,RFA-LM-08-001"
8376563,m,w,"9546511,9087708,9087991,9087712,9087711","625000.0,655000.0,655000.0,655000.0,655000.0","RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003"
9100656,m,h,"8462512,8117700,8318267,8391271,8505363","675000.0,700000.0,675000.0,675000.0,675000.0","RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010"
9067860,m,w,"7937794,7851520,7689616,7782639,7691929","1440000.0,1440000.0,1460000.0,1460000.0,1460000.0","RFA-CA-08-021,RFA-CA-08-021,RFA-CA-08-021,RFA-CA-08-021,RFA-CA-08-021"
10439933,f,w,"9379211,9377855,9379210,9306535,9305689","187500.0,187500.0,187500.0,187500.0,187500.0","RFA-CA-16-012,RFA-CA-16-012,RFA-CA-16-012,RFA-CA-16-010,RFA-CA-16-010"
9893850,f,w,"10491243,10541061,10684229,10684278,10686217","535000.0,535000.0,515000.0,515000.0,515000.0","RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046"
9852507,f,w,"10743669,10744578,10744678,10152378,9925657","1030000.0,1030000.0,1030000.0,406000.0,430500.0","RFA-MH-22-190,RFA-MH-22-190,RFA-MH-22-190,RFA-MD-18-004,RFA-MD-18-004"
7750586,m,w,"9875270,9434989,9882883,9324725,9868199","1230000.0,1250000.0,1230000.0,1250000.0,1230000.0","RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003"
9752514,m,w,"9104146,8724127,8534771,8534769,8534773","982500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008"
9547256,m,w,"10622210,10622124,10622211,10622054,10622057","2472000.0,2472000.0,2472000.0,2472000.0,2472000.0","RFA-AI-22-003,RFA-AI-22-003,RFA-AI-22-003,RFA-AI-22-003,RFA-AI-22-003"
10691911,m,w,"10486386,10707147,10680536,10705645,10705713","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002"
9989552,m,w,"8833266,8890125,8833265,9264485,9231410","1130500.0,1130500.0,1130500.0,1062500.0,1062500.0","RFA-CA-13-006,RFA-CA-13-006,RFA-CA-13-006,RFA-CA-13-006,RFA-CA-13-006"
8365163,m,w,"8173726,7907353,8173839,8173838,8173837","72000.0,73000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
7905197,m,w,"8120744,7932234,8380894,8327791,8331516","1680000.0,1752000.0,1644000.0000000002,1644000.0000000002,1644000.0000000002","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"9964655,9323664,10174706,10174707,10174708","1230000.0,1250000.0,1160000.0,1160000.0,1160000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
8056801,f,w,"10263265,10200508,10473543,8141454,7567634","464000.0,464000.0,428000.0,560000.0,584000.0","RFA-FD-20-032,RFA-FD-20-032,RFA-FD-20-032,RFA-FD-08-001,RFA-FD-08-001"
9475082,f,w,"10162308,10003293,9686725,9686726,9686731","1739999.9999999998,1845000.0,1845000.0,1845000.0,1845000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
7797602,f,b,"9196267,8639907,8774632,8639683,8639190","312500.0,332500.0,332500.0,332500.0,332500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
8691551,m,w,"7690402,7692225,10828665,10829180,8145082","4920200.0,4920200.0,206000.0,206000.0,360000.0","RFA-RM-05-016,RFA-RM-05-016,RFA-DE-23-014,RFA-DE-23-014,RFA-DK-06-504"
7658237,m,w,"8130761,8380692,8534170,8534155,8534169","2880000.0,2740000.0,2700000.0,2700000.0,2700000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
8375469,f,w,"8839517,8302016,9094594,9062289,8467677","399000.0,411000.00000000006,393000.0,393000.0,405000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9900325,f,h,"10815147,10815392,10019836,10018175,9900560","206000.0,206000.0,276750.0,276750.0,276750.0","RFA-MH-23-116,RFA-MH-23-116,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036"
8659423,m,w,"8229227,8229848,8514609,8335408,8335406","280000.0,280000.0,270000.0,274000.0,274000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
9978601,m,w,"10087183,10264881,10670123,10458695,10045230","184500.0,174000.0,154500.0,160500.0,615000.0","RFA-AG-20-031,RFA-AG-20-031,RFA-AG-20-031,RFA-AG-20-031,RFA-AG-20-006"
8399839,m,w,"9768445,10003836,9380702,9380707,9380703","922500.0,922500.0,937500.0,937500.0,937500.0","RFA-DK-16-032,RFA-DK-16-032,RFA-DK-16-032,RFA-DK-16-032,RFA-DK-16-032"
9565766,m,w,"10649440,10610036,10610078,10610079,10610082","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
9317706,f,w,"9724339,9115532,9100613,9308668,9307690","492000.0,524000.0,524000.0,500000.0,500000.0","RFA-AI-14-012,RFA-AI-14-012,RFA-AI-14-012,RFA-AI-14-012,RFA-AI-14-012"
9514768,f,w,"8531106,7943318,8123218,8131647,8130953","405000.0,438000.0,420000.0,420000.0,420000.0","RFA-AG-09-008,RFA-AG-09-008,RFA-AG-09-008,RFA-AG-09-008,RFA-AG-09-008"
9550778,m,b,"9788079,9248530,8928961,8928707,9550778","615000.0,665000.0,665000.0,665000.0,625000.0","RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010"
8066691,m,h,"8545670,8551820,8543644,9115714,9123679","675000.0,675000.0,675000.0,655000.0,655000.0","RFA-RM-11-004,RFA-RM-11-004,RFA-RM-11-004,RFA-RM-11-004,RFA-RM-11-004"
9414391,m,w,"8758050,9414391,9558641,9413012,9558600","332500.0,4125000.0,4125000.0,4125000.0,4125000.0","RFA-AG-14-012,RFA-AG-17-057,RFA-AG-17-057,RFA-AG-17-057,RFA-AG-17-057"
9608711,m,w,"7869229,7652440,7682310,7926024,8099721","360000.0,365000.0,365000.0,365000.0,350000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
10404437,m,w,"8488595,8091331,8538748,8499265,8519056","548000.0,560000.0,540000.0,540000.0,540000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
9522003,m,w,"8740569,8539103,8379524,8379526,8379520","1330000.0,1350000.0,1370000.0,1370000.0,1370000.0","RFA-NS-11-004,RFA-NS-11-004,RFA-NS-11-004,RFA-NS-11-004,RFA-NS-11-004"
9263859,f,w,"8100405,7925611,8092627,8092628,8092629","1080000.0,1095000.0,1080000.0,1080000.0,1080000.0","RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010"
10525192,f,w,"7691805,7901149,8314113,8309338,7693834","584000.0,576000.0,548000.0,548000.0,584000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
8790574,m,h,"9000120,8617223,8509163,9213339,8794412","982500.0,997500.0,1012500.0,937500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
9644048,f,a,"7938709,7936895,8119685,8118867,7797129","756000.0,756000.0,735000.0,735000.0,766500.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8461242,f,w,"9607233,9739170,10148760,9944510,10460913","62500.0,61500.0,57999.99999999999,61500.0,53500.0","RFA-DK-17-015,RFA-DK-17-015,RFA-DK-17-015,RFA-DK-17-015,RFA-DK-17-015"
9085450,m,w,"8547113,9293374,9288227,9285871,9290964","270000.0,250000.0,250000.0,250000.0,250000.0","RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008"
7941872,m,w,"10694161,10355559,10491933,10491914,10694159","309000.0,348000.0,321000.0,321000.0,309000.0","RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040"
8894056,m,w,"10479037,10659170,10474459,10474618,10623221","588500.0,566500.0,588500.0,588500.0,566500.0","RFA-HG-20-047,RFA-HG-20-047,RFA-HG-20-047,RFA-HG-20-047,RFA-HG-20-047"
9052094,f,w,"8539921,8846672,9059775,8539923,8539926","1046250.0,1030750.0,1015250.0,1046250.0,1046250.0","RFA-MH-13-070,RFA-MH-13-070,RFA-MH-13-070,RFA-MH-13-070,RFA-MH-13-070"
9985190,m,b,"10713248,10749076,10712946,10490976,10666686","257500.0,257500.0,257500.0,2407500.0,2317500.0","RFA-RM-22-023,RFA-RM-22-023,RFA-RM-22-023,RFA-RM-20-018,RFA-RM-20-018"
9352740,m,w,"10087183,10264881,10670123,10458695,10045230","184500.0,174000.0,154500.0,160500.0,615000.0","RFA-AG-20-031,RFA-AG-20-031,RFA-AG-20-031,RFA-AG-20-031,RFA-AG-20-006"
8690906,m,w,"8712212,9118121,8549295,8773644,8545668","1330000.0,1310000.0,1350000.0,1350000.0,1350000.0","RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006"
9557571,f,w,"9965956,9739093,9405262,9405265,9406042","615000.0,615000.0,625000.0,625000.0,625000.0","RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007"
8377944,m,w,"10459581,10288582,10288585,10459584,10684021","1070000.0,1160000.0,1160000.0,1070000.0,1030000.0","RFA-AR-21-008,RFA-AR-21-008,RFA-AR-21-008,RFA-AR-21-008,RFA-AR-21-008"
7856355,f,w,"9527049,9785838,9983640,9347018,9982474","937500.0,937500.0,922500.0,982500.0,922500.0","RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015"
8284352,m,h,"8697158,8564334,9316738,8856678,9090182","1064000.0,1080000.0,1000000.0,1064000.0,1048000.0","RFA-NS-13-003,RFA-NS-13-003,RFA-NS-13-003,RFA-NS-13-003,RFA-NS-13-003"
7764313,f,w,"10694899,9982773,9982771,9982766,9923559","1545000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10499403,m,w,"9095089,9461059,9514133,9462080,9542320","196500.0,187500.0,187500.0,187500.0,187500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
8337273,m,w,"8146213,7905541,7679705,7687641,8504219","1050000.0,1095000.0,1095000.0,1095000.0,1027500.0","RFA-HG-06-025,RFA-HG-06-025,RFA-HG-06-025,RFA-HG-06-025,RFA-HG-06-025"
8707989,f,w,"9754135,9345300,9343478,9341423,9339858","861000.0,875000.0,875000.0,875000.0,875000.0","RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005"
8231456,m,h,"8853184,8849086,8852457,8851180,9128128","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8642228,m,w,"8707009,8137035,7924788,8721907,8717596","337500.0,350000.0,360000.0,332500.0,332500.0","RFA-CA-08-024,RFA-CA-08-024,RFA-CA-08-024,RFA-CA-08-024,RFA-CA-08-024"
9096099,f,w,"10714532,10713311,10714535,10714534,10714533","1545000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014"
9207637,f,w,"7922742,8382039,8547779,8327842,8136210","396000.0,376750.00000000006,376750.00000000006,376750.00000000006,396000.0","RFA-CA-08-001,RFA-CA-08-001,RFA-CA-08-001,RFA-CA-08-001,RFA-CA-08-001"
8440888,m,w,"9738418,9729185,9736194,9737038,9737247","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003"
10065441,m,w,"9563295,9105753,8990689,9323489,9757795","1375000.0,1441000.0,1463000.0,1375000.0,1353000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
10622128,f,w,"8773824,9326898,8771920,8773898,9996470","2327500.0,2187500.0,2327500.0,2327500.0,2152500.0","RFA-AI-13-006,RFA-AI-13-006,RFA-AI-13-006,RFA-AI-13-006,RFA-AI-13-006"
9815293,f,w,"9062480,9688386,9316690,8874245,8967795","1310000.0,1250000.0,1250000.0,1330000.0,931000.0","RFA-HG-13-004,RFA-HG-13-004,RFA-HG-13-004,RFA-HG-13-004,RFA-HG-14-026"
10003455,m,w,"9275097,9273238,9551139,9356598,9356597","1310000.0,1310000.0,1250000.0,1250000.0,1250000.0","RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006,RFA-TR-16-006"
10700012,m,a,"7869255,7640704,7582243,7673872,7796669","360000.0,365000.0,365000.0,365000.0,360000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
9546849,m,w,"7678381,7666099,7662434,7664344,7623839","584000.0,584000.0,584000.0,365000.0,360000.0","RFA-DA-05-006,RFA-DA-05-006,RFA-DA-05-006,RFA-MH-06-001,RFA-MH-06-001"
10406901,f,w,"9060396,8464192,9061769,8843522,8843521","484700.0,499500.00000000006,484700.0,492100.0,492100.0","RFA-HL-12-005,RFA-HL-12-005,RFA-HL-12-005,RFA-HL-12-005,RFA-HL-12-005"
8210201,m,w,"7666099,7678381,7662434,10559553,10128502","584000.0,584000.0,584000.0,412000.0,464000.0","RFA-DA-05-006,RFA-DA-05-006,RFA-DA-05-006,RFA-MH-19-130,RFA-MH-19-130"
10155547,m,w,"10848139,10512955,10722653,10721491,10665056","309000.0,267500.0,257500.0,257500.0,257500.0","RFA-FD-23-030,RFA-NS-21-033,RFA-NS-21-033,RFA-NS-21-033,RFA-NS-21-033"
10380652,f,w,"9264346,9264744,9337320,9339461,9265633","262000.0,262000.0,250000.0,250000.0,262000.0","RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009"
8328121,m,w,"8924283,8913960,9130477,9725881,9725888","665000.0,665000.0,665000.0,625000.0,625000.0","RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014"
9728688,f,w,"7901277,7906362,8197000,8259483,8608265","720000.0,720000.0,685000.0,685000.0,675000.0","RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010"
9762768,f,a,"9568823,9569726,9429358,9430880,8295022","62500.0,62500.0,62500.0,62500.0,1190000.0","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-AG-11-005"
10366039,m,w,"8268842,8463986,8842087,8843773,8842086","411000.00000000006,405000.0,399000.0,399000.0,399000.0","RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009"
8525585,m,w,"8185566,8186408,8183624,8183595,8183293","685000.0,700000.0,685000.0,685000.0,685000.0","RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011"
9149219,m,w,"10456171,10670766,10456145,10456619,10048595","749000.0,721000.0,749000.0,749000.0,861000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
9546829,f,w,"9546829,9151629,9015857,9755478,9344670","187500.0,196500.0,199500.0,184500.0,187500.0","RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031"
10578760,m,w,"9252374,9869164,9870863,9890987,9897616","437500.0,430500.0,430500.0,430500.0,430500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
7942235,m,w,"9403609,9712693,9403272,9403271,9403606","1250000.0,1230000.0,1250000.0,1250000.0,1250000.0","RFA-HD-17-017,RFA-HD-17-017,RFA-HD-17-017,RFA-HD-17-017,RFA-HD-17-017"
10707158,m,w,"8089314,8083296,8288777,8477122,8488401","420000.0,432000.0,411000.00000000006,405000.0,405000.0","RFA-AI-09-026,RFA-AI-09-026,RFA-AI-09-026,RFA-AI-09-026,RFA-AI-09-026"
7919773,m,w,"7625239,7625144,7625228,7625137,7625208","6935000.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
8527695,f,w,"9132492,8432715,8432693,9959543,8823717","4655000.0,4725000.0,4725000.0,4375000.0,4655000.0","RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002"
10351931,f,w,"9259333,9542622,9259575,9259329,9530755","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8119685,m,a,"8521355,8308465,8521356,7805955,7797129","708750.0,719250.0,708750.0,766500.0,766500.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8272075,8837075,8651959,8651958,8451329","1370000.0,1330000.0,1330000.0,1330000.0,1350000.0","RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003"
8666752,m,w,"8130836,8130824,8130848,8130835,8130832","980000.0,980000.0,980000.0,980000.0,980000.0","RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004"
7714604,m,w,"10499289,10496255,10498483,10644378,7490851","214000.0,214000.0,214000.0,206000.0,2190000.0","RFA-HG-21-002,RFA-HG-21-002,RFA-HG-21-002,RFA-HG-21-002,RFA-HG-05-004"
9854274,m,a,"10469898,10689666,10440817,8213827,8213978","277785.91000000003,231750.0,240750.0,28000.0,28000.0","RFA-DA-22-001,RFA-MH-21-188,RFA-MH-21-188,RFA-DE-11-003,RFA-DE-11-003"
7637402,f,w,"7637402,7848280,7840840,8388428,8141244","730000.0,720000.0,730000.0,700000.0,700000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
9193285,m,w,"9131814,9593517,9402662,9506857,9402665","524000.0,492000.0,500000.0,500000.0,500000.0","RFA-NS-14-013,RFA-NS-14-013,RFA-NS-14-013,RFA-NS-14-013,RFA-NS-14-013"
8543632,f,w,"10249108,10673164,10012227,10012551,10618888","812000.0,721000.0,861000.0,861000.0,721000.0","RFA-RM-19-005,RFA-RM-19-005,RFA-RM-19-005,RFA-RM-19-005,RFA-RM-19-005"
9699505,m,w,"9625322,10547781,9625444,10334562,10335276","369000.0,309000.0,369000.0,321000.0,321000.0","RFA-AI-17-036,RFA-AI-17-036,RFA-AI-17-036,RFA-AI-17-036,RFA-AI-17-036"
10160883,f,w,"9012081,8446560,8443942,8446549,8440588","65500.0,67500.0,67500.0,67500.0,67500.0","RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015"
8851574,m,w,"8020226,8531224,8565077,8531223,8565075","1080000.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-DK-09-006,RFA-DK-09-006,RFA-DK-09-006,RFA-DK-09-006,RFA-DK-09-006"
9717295,m,w,"9295911,9116946,9113665,9116944,9116945","312500.0,327500.0,327500.0,327500.0,327500.0","RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214"
8538309,m,a,"7879442,8107508,7691751,8305064,9377855","540000.0,525000.0,547500.0,513750.00000000006,187500.0","RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-017,RFA-CA-16-012"
8663557,m,h,"10107292,10600868,10272940,10272884,10272784","232000.0,206000.0,232000.0,232000.0,232000.0","RFA-CA-20-017,RFA-CA-20-017,RFA-CA-20-017,RFA-CA-20-017,RFA-CA-20-017"
8659452,m,w,"8335408,8229227,8229848,8514610,8514609","274000.0,280000.0,280000.0,270000.0,270000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
8499148,f,w,"9913443,9959311,9152465,9152421,9312745","922500.0,922500.0,982500.0,982500.0,937500.0","RFA-AI-15-033,RFA-AI-15-033,RFA-AI-15-033,RFA-AI-15-033,RFA-AI-15-033"
10201577,m,a,"10020788,10647844,9827782,9827745,9827715","984000.0,824000.0,984000.0,984000.0,984000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10090965,f,h,"10646448,10265515,10091665,10264871,10264033","257500.0,290000.0,307500.0,290000.0,290000.0","RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036"
9350668,f,a,"8454543,8497751,8504530,8327141,8305490","337500.0,337500.0,337500.0,342500.0,342500.0","RFA-MH-11-030,RFA-MH-11-030,RFA-MH-11-030,RFA-MH-11-030,RFA-MH-11-030"
9109284,m,w,"9769501,9540711,9771087,9769416,9540693","922500.0,937500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"7905971,7663909,7906018,8135251,8135252","1080000.0,1095000.0,1080000.0,1080000.0,1080000.0","RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030"
7942791,m,w,"9626046,10465041,9618288,9789207,10231230","625000.0,535000.0,625000.0,615000.0,580000.0","RFA-CA-17-045,RFA-CA-17-045,RFA-CA-17-045,RFA-CA-17-045,RFA-CA-17-045"
9969469,m,h,"9036603,9144438,9035943,10365024,10549379","66500.0,65500.0,66500.0,255730.00000000003,246170.0","RFA-LM-15-002,RFA-LM-15-002,RFA-LM-15-001,RFA-HL-22-009,RFA-HL-22-009"
7626596,m,w,"9206525,9318552,9412875,9075135,9076927","293750.0,293750.0,293750.0,307850.0,307850.0","RFA-HL-16-017,RFA-HL-16-017,RFA-HL-16-017,RFA-HL-16-017,RFA-HL-16-017"
10134824,f,w,"8546167,8379399,8546169,8546171,8546180","376750.00000000006,376750.00000000006,376750.00000000006,376750.00000000006,376750.00000000006","RFA-CA-08-001,RFA-CA-08-001,RFA-CA-08-001,RFA-CA-08-001,RFA-CA-08-001"
9813755,m,a,"9227343,9228792,9760875,10502788,10398120","393000.0,393000.0,375000.0,642000.0,642000.0","RFA-DK-15-030,RFA-DK-15-030,RFA-DK-15-030,RFA-DK-18-005,RFA-DK-18-005"
7924597,m,w,"7523198,7522192,7847692,7683936,7687621","292000.0,292000.0,288000.0,292000.0,292000.0","RFA-AA-08-001,RFA-AA-08-001,RFA-AA-08-001,RFA-AA-08-001,RFA-AA-08-001"
7937028,m,w,"9999583,9789876,9615743,9608443,9615161","307500.0,307500.0,312500.0,312500.0,312500.0","RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005"
10221177,f,w,"7843417,7941772,7945346,8120504,8121633","438000.0,432000.0,432000.0,420000.0,420000.0","RFA-NR-09-004,RFA-NR-09-004,RFA-NR-09-004,RFA-NR-09-004,RFA-NR-09-004"
9998690,f,w,"7573426,7572620,7570371,7937155,7571517","219000.0,219000.0,219000.0,219000.0,219000.0","RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021"
8880326,f,w,"8538775,8022222,8008585,8033970,8033968","2025000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
