APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_biomedbert_o_w,APPVAL_RECS_biomedbert_o_w,FOA_RECS_biomedbert_o_w
9149256,m,b,"9769738,9562343,8965443,10128005,8965207","861000.0,875000.0,931000.0,861000.0,931000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
8520153,f,w,"8250226,8786468,7849244,7849439,7848710","438000.0,399000.0,438000.0,438000.0,438000.0","RFA-RM-09-003,RFA-RM-09-003,RFA-RM-09-003,RFA-RM-09-003,RFA-RM-09-003"
10213689,m,w,"10091323,10217030,10250532,10213689,10475677","276750.0,261000.0,580000.0,580000.0,535000.0","RFA-MH-20-521,RFA-MH-20-521,RFA-MH-20-520,RFA-MH-20-520,RFA-MH-20-520"
7945363,m,w,"7936825,7813726,7814079,7812770,7813570","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
8705519,m,w,"8705519,8551668,8705520,8898075,8897371","532000.0,540000.0,532000.0,532000.0,532000.0","RFA-ES-11-013,RFA-ES-11-013,RFA-ES-11-013,RFA-ES-11-013,RFA-ES-11-013"
8137657,f,h,"10552185,10701777,10573294,10570237,10708885","749000.0,721000.0,721000.0,721000.0,721000.0","RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051"
10701034,f,w,"10361424,10669308,10746896,10867877,10114539","266430.0,266430.0,256470.0,256470.0,288840.0","RFA-CA-20-015,RFA-CA-20-015,RFA-CA-20-015,RFA-CA-20-015,RFA-CA-20-015"
10897684,m,w,"10261509,10019329,10900159,10242213,10259799","290000.0,307500.0,257500.0,290000.0,290000.0","RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013"
7870727,m,w,"7696523,7701544,7696181,7696177,7696156","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014"
9469747,f,h,"10327719,10641270,10739488,10739223,10708171","53500.0,51500.0,51500.0,51500.0,51500.0","RFA-NS-19-043,RFA-NS-19-043,RFA-NS-19-043,RFA-NS-19-043,RFA-NS-19-043"
10771712,f,w,"10331457,10086194,10087300,10331384,10772894","754000.0,799500.0,799500.0,754000.0,154500.0","RFA-OH-20-003,RFA-OH-20-003,RFA-OH-20-003,RFA-OH-20-003,RFA-OH-22-006"
8286975,m,w,"8849499,8606587,8550203,8606999,9095454","332500.0,337500.0,337500.0,337500.0,327500.0","RFA-HL-13-003,RFA-HL-13-003,RFA-HL-13-003,RFA-HL-13-003,RFA-HL-13-003"
9473808,f,b,"8913257,9099914,8794142,8738190,9069949","332500.0,327500.0,332500.0,332500.0,327500.0","RFA-HL-14-004,RFA-HL-14-004,RFA-HL-14-004,RFA-HL-14-004,RFA-HL-14-004"
9039985,m,w,"9334910,9740943,9514221,9527856,9532271","937500.0,922500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8307865,m,w,"7884316,7914340,7907591,7894957,7924047","360000.0,360000.0,360000.0,360000.0,360000.0","RFA-DA-09-005,RFA-DA-09-005,RFA-DA-09-005,RFA-DA-09-005,RFA-DA-09-005"
8906714,f,w,"7917357,7882271,8090481,8101111,8090450","219000.0,219000.0,210000.0,210000.0,210000.0","RFA-AG-07-005,RFA-AG-07-005,RFA-AG-07-005,RFA-AG-07-005,RFA-AG-07-005"
8463472,f,w,"7915613,8607516,8106253,8117019,8094485","720000.0,665000.0,700000.0,700000.0,700000.0","RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022"
8070000,f,w,"9440414,10102228,10110007,9329890,9323673","50000.0,46400.0,46400.0,50000.0,50000.0","RFA-DK-16-021,RFA-DK-16-021,RFA-DK-16-021,RFA-DK-16-021,RFA-DK-16-021"
10438645,m,w,"10686387,10223339,10450866,10197153,10449313","4120000.0,4640000.0,4280000.0,4640000.0,4280000.0","RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006"
9353717,m,w,"8736366,9320710,8736363,8846544,8846541","1330000.0,1250000.0,1330000.0,1330000.0,1330000.0","RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021"
8130345,m,w,"10599385,10598873,10598724,10598312,10597790","214000.0,214000.0,214000.0,214000.0,214000.0","RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011"
10056027,f,w,"9843619,9679446,9411058,9478864,9462017","2214000.0,2214000.0,2250000.0,2250000.0,2250000.0","RFA-AA-15-001,RFA-AA-15-001,RFA-AA-15-001,RFA-AA-15-001,RFA-AA-15-001"
9442783,f,w,"8464073,8893058,8295307,8293699,8450721","202500.0,199500.0,205500.00000000003,205500.00000000003,202500.0","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
8076685,m,w,"8479315,8651871,8537599,8268868,8268955","1012500.0,997500.0,1027500.0,1027500.0,1027500.0","RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014"
9695908,f,w,"10544776,10544756,10544770,10574590,10609087","309000.0,309000.0,309000.0,309000.0,309000.0","RFA-AG-21-002,RFA-AG-21-002,RFA-AG-21-002,RFA-AG-21-002,RFA-AG-21-002"
10488646,f,w,"9783743,10216339,9673275,9985020,9672778","768750.0,725000.0,781250.0,768750.0,781250.0","RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001,RFA-HS-18-001"
9102881,f,a,"9882210,10654772,10654769,10654768,10595530","184500.0,154500.0,154500.0,154500.0,154500.0","RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040"
8124939,f,w,"8673552,8910588,8842233,8695267,8691625","236250.00000000003,232750.0,232750.0,232750.0,232750.0","RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002"
10704542,m,a,"9555222,9789711,10231159,10242097,10251895","875000.0,861000.0,812000.0,812000.0,812000.0","RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005"
8906908,f,w,"8450001,8450012,8528675,8452711,8449998","202500.0,202500.0,202500.0,202500.0,202500.0","RFA-HG-09-003,RFA-HG-09-003,RFA-HG-09-003,RFA-HG-09-003,RFA-HG-09-003"
8914418,f,w,"9478479,9479993,9554638,9554600,9477918","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010"
10155572,m,w,"9531125,9040276,9145727,9143595,9145258","937500.0,997500.0,982500.0,982500.0,982500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8568050,m,w,"8152489,9335110,8547029,8325002,9335075","3150000.0,2947500.0,3037500.0,3082500.0000000005,2992500.0","RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016"
9903334,f,w,"8828186,8833290,8833288,8840244,8833284","2394000.0,2394000.0,2394000.0,2394000.0,2394000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
9914842,f,w,"8510092,8642666,8510090,8494787,8498720","101250.0,99750.0,101250.0,101250.0,101250.0","RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005"
7885092,m,w,"7683883,8123165,7667960,7919259,7914219","730000.0,700000.0,730000.0,720000.0,720000.0","RFA-RM-07-005,RFA-RM-07-005,RFA-RM-07-005,RFA-RM-07-005,RFA-RM-07-005"
9483327,m,w,"9939568,9340237,9326321,9321277,9323469","307500.0,312500.0,312500.0,312500.0,312500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
8911814,m,w,"8724835,9464365,9477949,9258430,9265828","665000.0,625000.0,625000.0,625000.0,625000.0","RFA-DE-14-004,RFA-DE-14-004,RFA-DE-14-004,RFA-DE-14-004,RFA-DE-14-004"
8738580,m,b,"8893911,8900958,8803611,8803122,8911263","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-HS-14-007,RFA-HS-14-007,RFA-HS-14-007,RFA-HS-14-007,RFA-HS-14-007"
7800254,m,w,"7642997,8060634,7882620,7936813,7841541","328500.0,315000.0,324000.0,324000.0,328500.0","RFA-MH-09-020,RFA-MH-09-020,RFA-MH-09-020,RFA-MH-09-160,RFA-MH-09-160"
9484498,f,a,"9484512,9484402,9484496,9485172,9484593","1187500.0,1187500.0,1187500.0,1187500.0,1187500.0","RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
9767523,f,w,"10541028,10542232,10684239,10693329,7652453","535000.0,535000.0,515000.0,515000.0,365000.0","RFA-AA-21-016,RFA-AA-21-016,RFA-AA-21-016,RFA-AA-21-016,RFA-AA-07-020"
10616381,f,w,"9044299,9340996,9148992,10613274,8518695","266000.0,250000.0,262000.0,1070000.0,137000.0","RFA-FD-15-003,RFA-FD-15-003,RFA-FD-15-003,RFA-FD-22-024,RFA-FD-12-027"
8880139,m,a,"8382066,8289409,8376172,8382077,8376181","2055000.0,2055000.0,2055000.0,2055000.0,2055000.0","RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006"
8934181,m,w,"10264852,10673826,10242081,10242080,10242079","1160000.0,1030000.0,1160000.0,1160000.0,1160000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
8103042,m,a,"10704054,10704065,10704542,10704130,10704101","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-RM-21-018,RFA-RM-21-018,RFA-RM-21-018,RFA-RM-21-018,RFA-RM-21-018"
9169615,m,w,"9964644,9170580,9170578,9170162,9170160","984000.0,1048000.0,1048000.0,1048000.0,1048000.0","RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
7650241,m,w,"8082436,8083495,7922872,8048626,7586542","1440000.0,1440000.0,1460000.0,1440000.0,1440000.0","RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040"
8153358,m,w,"7928795,7932428,7681554,8302342,8513366","1440000.0,1460000.0,1460000.0,2055000.0,2025000.0","RFA-GM-06-003,RFA-GM-06-003,RFA-GM-06-003,RFA-GM-10-007,RFA-GM-10-007"
8717760,f,h,"10701074,10708885,10573294,10570237,10552185","721000.0,721000.0,721000.0,721000.0,749000.0","RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051"
9935169,f,w,"10416004,10415899,10416003,10416006,10450783","267500.0,267500.0,267500.0,267500.0,267500.0","RFA-NR-17-002,RFA-NR-17-002,RFA-NR-17-002,RFA-NR-17-002,RFA-NR-17-002"
9353308,f,w,"9349491,9060092,9353308,9151816,9145200","625000.0,665000.0,625000.0,655000.0,655000.0","RFA-HS-15-002,RFA-HS-15-002,RFA-HS-15-002,RFA-HS-15-002,RFA-HS-15-002"
7674800,m,w,"7916931,8102167,7878866,8073377,8077634","584000.0,560000.0,576000.0,576000.0,576000.0","RFA-ES-06-007,RFA-ES-06-007,RFA-ES-06-007,RFA-ES-06-007,RFA-ES-06-007"
9565583,m,w,"9459535,9459450,8813276,9336385,9352415","437500.0,437500.0,1330000.0,1310000.0,1310000.0","RFA-DK-17-004,RFA-DK-17-004,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013"
7730549,m,w,"7915277,7728617,7726363,7715404,8136138","360000.0,365000.0,365000.0,365000.0,350000.0","RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010"
7925711,m,w,"9131814,9402662,9402665,9380977,9380980","524000.0,500000.0,500000.0,500000.0,500000.0","RFA-NS-14-013,RFA-NS-14-013,RFA-NS-14-013,RFA-NS-14-013,RFA-NS-14-013"
10474473,m,w,"10308247,10474493,10309096,10309092,10309091","1160000.0,1070000.0,1160000.0,1160000.0,1160000.0","RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002"
10000435,f,a,"9979433,9672938,9674473,9674470,9674469","2152500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8173729,m,w,"7961475,8173865,8173802,8173801,8173800","73000.0,72000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8360253,m,h,"7932757,8360334,8360382,8360383,8360386","288000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001"
9108460,f,w,"8736371,8846546,8846543,9320706,9320707","1330000.0,1330000.0,1330000.0,1250000.0,1250000.0","RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021"
9475557,f,w,"9675546,9894722,9927964,9927959,9897492","184500.0,184500.0,184500.0,184500.0,184500.0","RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040"
7691807,f,w,"8047404,8048337,8147757,8147756,8147760","288000.0,288000.0,280000.0,280000.0,280000.0","RFA-MD-10-004,RFA-MD-10-004,RFA-MD-10-004,RFA-MD-10-004,RFA-MD-10-004"
8821504,f,w,"8932787,9315629,8932794,9532292,9532293","638400.0,600000.0,638400.0,600000.0,600000.0","RFA-NR-14-002,RFA-NR-14-002,RFA-NR-14-002,RFA-NR-14-002,RFA-NR-14-002"
9731111,m,h,"7862568,7897916,7849039,7912258,7617881","360000.0,360000.0,360000.0,365000.0,365000.0","RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
8495934,m,w,"10576491,8097933,8280346,7626021,7633270","515000.0,420000.0,411000.00000000006,438000.0,438000.0","RFA-AI-21-070,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003"
9774027,m,a,"10662146,9978043,9644827,9646223,9775201","257500.0,24600.0,25000.0,25000.0,24600.0","RFA-DE-23-001,RFA-DE-18-012,RFA-DE-18-012,RFA-DE-18-012,RFA-DE-18-012"
8808770,m,w,"8825612,8353228,8352193,8355227,8727801","375000.0,411000.00000000006,411000.00000000006,411000.00000000006,411000.00000000006","RFA-RM-11-005,RFA-RM-11-005,RFA-RM-11-005,RFA-RM-11-005,RFA-RM-11-005"
8109692,m,w,"8450155,8637907,8468987,8434537,8460820","675000.0,665000.0,675000.0,685000.0,675000.0","RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016"
8381744,m,w,"9737783,10163762,9925783,10449365,9580260","430500.0,406000.0,430500.0,374500.0,437500.0","RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008"
8144935,m,w,"8015442,8015487,8015447,8144935,8145192","3456000.0,3456000.0,3456000.0,3360000.0,3360000.0","RFA-HL-10-020,RFA-HL-10-020,RFA-HL-10-020,RFA-HL-10-020,RFA-HL-10-020"
8382405,m,w,"9354176,9567823,9567815,9353725,9356314","1250000.0,1230000.0,1230000.0,1250000.0,1250000.0","RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001"
8293207,m,w,"8319758,8173734,8173708,8173707,8173706","6650000.0,6840000.0,6840000.0,6840000.0,6840000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
7900934,f,w,"8993750,9707616,9706670,9706669,9706668","1330000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010"
10361546,m,w,"8293722,8882399,9132231,9132236,9071407","205500.00000000003,199500.0,196500.0,196500.0,196500.0","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
10462583,f,w,"9561826,9553055,9562393,9562676,9559321","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-RM-17-006,RFA-RM-17-006,RFA-RM-17-006,RFA-RM-17-006,RFA-RM-17-006"
8129517,f,w,"7762860,8661459,8240061,8619607,8435535","360000.0,337500.0,342500.0,332500.0,337500.0","RFA-DA-09-015,RFA-DA-09-015,RFA-DA-09-015,RFA-DA-09-015,RFA-DA-09-015"
8461989,m,w,"8247662,8445141,8333860,8332042,8240910","479500.00000000006,472500.00000000006,479500.00000000006,479500.00000000006,479500.00000000006","RFA-HS-10-018,RFA-HS-10-018,RFA-HS-10-018,RFA-HS-10-018,RFA-HS-10-018"
8327853,f,h,"8516598,8541638,8318144,8610989,8327853","540000.0,540000.0,548000.0,548000.0,548000.0","RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002"
8874985,m,w,"10600007,10600026,10598480,10598481,10598489","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
10608071,m,a,"9262793,9902321,9891952,9893782,9893790","1250000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056"
9334182,m,a,"10205039,9752515,9750270,9750294,9750295","869999.9999999999,922500.0,922500.0,922500.0,922500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
10200508,m,w,"10473543,10200508,10263265,10559603,10009338","428000.0,464000.0,464000.0,309000.0,369000.0","RFA-FD-20-032,RFA-FD-20-032,RFA-FD-20-032,RFA-TR-21-008,RFA-RM-18-025"
8014554,m,a,"10549216,10706583,9936112,9787107,9654946","1070000.0,1030000.0,615000.0,615000.0,625000.0","RFA-AG-22-030,RFA-AG-22-030,RFA-AG-18-024,RFA-AG-18-024,RFA-AG-18-024"
10478211,m,w,"10704364,10704274,10704367,10704387,10704388","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002"
10001477,f,w,"9766829,10135020,10115003,10129303,10129306","1845000.0,1739999.9999999998,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
9774196,f,a,"9323468,9316662,9344654,9346605,9314607","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
9608245,m,a,"8379785,8529403,7674878,7674880,7674885","479500.00000000006,472500.00000000006,511000.0,511000.0,511000.0","RFA-AA-08-003,RFA-AA-08-003,RFA-AA-08-003,RFA-AA-08-003,RFA-AA-08-003"
8532978,m,w,"8392594,8656790,8656781,8656769,8656795","205500.00000000003,199500.0,199500.0,199500.0,199500.0","RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008"
9567554,f,w,"9768475,9768488,9463256,9463173,9769712","307500.0,307500.0,312500.0,312500.0,307500.0","RFA-RM-17-003,RFA-RM-17-003,RFA-RM-17-003,RFA-RM-17-003,RFA-RM-17-003"
9533513,m,w,"9446060,10242649,9446227,9446065,9446434","1000000.0,928000.0,1000000.0,1000000.0,1000000.0","RFA-CA-17-003,RFA-CA-17-003,RFA-CA-17-003,RFA-CA-17-003,RFA-CA-17-003"
10159831,m,w,"10401457,10623173,10845827,10845826,10845824","1605000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-AI-19-012,RFA-AI-19-012,RFA-AI-19-012,RFA-AI-19-012,RFA-AI-19-012"
8080929,f,a,"8489823,7767194,7933823,7943028,8330289","548000.0,584000.0,576000.0,576000.0,548000.0","RFA-MH-09-100,RFA-MH-09-100,RFA-MH-09-100,RFA-MH-09-100,RFA-MH-09-100"
7676434,m,w,"8042581,8037615,8069275,8069274,8069273","432000.0,432000.0,432000.0,432000.0,432000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9490316,m,w,"9647995,9785589,9935054,10018085,10103750","250000.0,246000.0,246000.0,246000.0,246000.0","RFA-OD-18-003,RFA-OD-18-003,RFA-OD-18-003,RFA-OD-18-003,RFA-OD-18-003"
7900561,m,w,"7922649,7922647,8137204,8137205,8137780","1022000.0,1022000.0,1008000.0,1008000.0,980000.0","RFA-NR-08-001,RFA-NR-08-001,RFA-NR-08-001,RFA-NR-08-001,RFA-NR-08-001"
8878147,m,w,"8416016,9136684,9135541,9143589,9135548","342500.0,327500.0,327500.0,327500.0,327500.0","RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007"
8067700,f,w,"8528649,8151108,8151051,8151153,8151084","540000.0,560000.0,560000.0,560000.0,560000.0","RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002"
9197986,m,w,"8893057,8882395,9070606,9132224,9071406","199500.0,199500.0,196500.0,196500.0,196500.0","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
10887661,m,w,"10664343,9857767,10438814,9860206,10021598","267500.0,307500.0,267500.0,307500.0,307500.0","RFA-AG-19-015,RFA-AG-19-015,RFA-AG-19-015,RFA-AG-19-015,RFA-AG-19-015"
9124658,m,a,"9986466,9750265,9750259,10450914,10252041","922500.0,922500.0,922500.0,869999.9999999999,869999.9999999999","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9421467,m,h,"10671887,10664230,10672816,10663455,10663514","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-NS-22-038,RFA-NS-22-038,RFA-NS-22-038,RFA-NS-22-038,RFA-NS-22-038"
10263320,m,a,"9976502,10011801,10200800,10242706,9787508","246000.0,246000.0,232000.0,232000.0,246000.0","RFA-DK-17-017,RFA-DK-17-017,RFA-DK-17-017,RFA-DK-17-017,RFA-DK-17-017"
8103040,f,h,"8927981,8705392,8381455,8382160,8327198","532000.0,532000.0,548000.0,548000.0,548000.0","RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010"
8545808,m,w,"8545812,8545813,7693735,7693739,7693721","1350000.0,1350000.0,1460000.0,1460000.0,1460000.0","RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011"
8486383,m,w,"8517782,9262857,9116602,9931248,10744678","540000.0,250000.0,262000.0,276750.0,1030000.0","RFA-HD-10-017,RFA-AI-15-021,RFA-AI-15-021,RFA-HD-16-033,RFA-MH-22-190"
9136686,m,w,"8686298,8680751,8686259,8686366,8686485","67500.0,66500.0,67500.0,66500.0,67500.0","RFA-OD-13-005,RFA-OD-13-005,RFA-OD-13-005,RFA-OD-13-005,RFA-OD-13-005"
10134102,m,b,"10609040,10609041,10598086,10598090,10599989","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056"
10465255,m,b,"10471285,9788531,9788528,10261451,10252840","535000.0,615000.0,615000.0,580000.0,580000.0","RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600"
7984238,m,w,"8489257,8102876,8278673,8294974,8501944","202500.0,205500.00000000003,205500.00000000003,205500.00000000003,205500.00000000003","RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024"
9118962,m,h,"9514116,9552403,9315139,9315182,9323379","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
8144907,f,w,"8114399,8144400,8496500,8496492,8496499","360000.0,350000.0,337500.0,337500.0,337500.0","RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002"
9568794,f,b,"9984249,9735422,10000207,10206220,10208922","307500.0,307500.0,307500.0,290000.0,290000.0","RFA-RM-16-015,RFA-RM-16-015,RFA-RM-16-015,RFA-RM-16-015,RFA-RM-16-015"
9693906,m,w,"8659445,8548349,8263077,8262932,8263074","2394000.0,2430000.0,2466000.0,2466000.0,2466000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
9608244,f,w,"9318371,8989448,9534476,9534469,9619138","250000.0,266000.0,250000.0,250000.0,250000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
9095087,m,w,"10166825,10166828,9734418,9514117,9734422","174000.0,174000.0,187500.0,187500.0,187500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
9982339,f,a,"8355924,8356212,8356936,8354079,8356437","411000.00000000006,411000.00000000006,411000.00000000006,411000.00000000006,411000.00000000006","RFA-RM-11-005,RFA-RM-11-005,RFA-RM-11-005,RFA-RM-11-005,RFA-RM-11-005"
8076289,m,w,"10800565,10800561,10809411,10809410,10809408","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001"
10671052,m,h,"10327641,9675066,9851956,9856461,10075973","267500.0,307500.0,307500.0,307500.0,290000.0","RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011"
8889474,m,w,"9537574,9683899,9676289,9683883,9683893","2187500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8540144,f,h,"8381164,8379682,8033911,8033909,8008614","2055000.0,2055000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8901503,m,h,"8814207,8997496,8814204,8814208,8307700","53200.0,52400.0,53200.0,53200.0,54800.00000000001","RFA-DK-11-011,RFA-DK-11-011,RFA-DK-11-011,RFA-DK-11-011,RFA-DK-11-011"
10065384,f,w,"10059177,9355587,9355574,9355614,9717345","57999.99999999999,62500.0,62500.0,62500.0,62500.0","RFA-CA-16-005,RFA-CA-16-005,RFA-CA-16-005,RFA-CA-16-005,RFA-CA-16-005"
10335261,f,w,"8263113,8461581,8659418,8659449,8659433","2466000.0,2430000.0,2394000.0,2394000.0,2394000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
