APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_spanbert_o_w,APPVAL_RECS_spanbert_o_w,FOA_RECS_spanbert_o_w
10190901,m,w,"9390338,9699469,10190904,10190905,10190906","187500.0,184500.0,174000.0,174000.0,174000.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
9517859,f,h,"9174876,9174675,9323416,9323439,9325005","982500.0,982500.0,937500.0,937500.0,937500.0","RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010"
7929598,m,a,"10441646,9627420,9627727,9627418,9627577","1856000.0,2000000.0,2000000.0,2000000.0,2000000.0","RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035"
7935295,f,w,"8446031,8443710,8539592,8537894,8118856","274000.0,274000.0,270000.0,270000.0,350000.0","RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-08-001"
8449133,m,h,"8450819,8662590,8441095,8441090,8286922","1350000.0,1330000.0,1370000.0,1370000.0,1370000.0","RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002"
10652514,m,w,"10650740,9979944,9985879,10650739,10652514","4120000.0,4920000.0,4920000.0,4120000.0,4120000.0","RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006"
9767577,m,w,"10600706,10678895,9519562,9944316,9297160","374500.0,360500.0,375000.0,369000.0,393000.0","RFA-FD-22-009,RFA-FD-22-009,RFA-FD-16-045,RFA-FD-16-045,RFA-FD-16-045"
8345678,m,w,"7906733,8055461,7914192,7914191,7906736","1168000.0,1120000.0,1168000.0,1168000.0,1168000.0","RFA-AR-06-001,RFA-AR-06-001,RFA-AR-06-001,RFA-AR-06-001,RFA-AR-06-001"
9674856,f,w,"8726104,9233905,9484139,9494500,9494502","2327500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016"
10015204,f,w,"9789882,9999583,10007281,10009336,9775689","307500.0,307500.0,307500.0,307500.0,307500.0","RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005"
10663363,f,w,"10641988,10508451,10506984,10506985,10506986","3605000.0,3745000.0,3745000.0,3745000.0,3745000.0","RFA-AI-21-030,RFA-AI-21-030,RFA-AI-21-030,RFA-AI-21-030,RFA-AI-21-030"
10680567,m,w,"10267723,10684730,10117747,10465187,9540040","464000.0,412000.0,492000.0,428000.0,312500.0","RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-GM-17-004"
9188495,f,w,"9518902,9730476,9308980,9152359,9965924","625000.0,615000.0,625000.0,655000.0,615000.0","RFA-ES-15-012,RFA-ES-15-012,RFA-ES-15-012,RFA-ES-15-012,RFA-ES-15-012"
8733160,m,w,"8532976,8469093,8656796,8464235,8532975","202500.0,202500.0,199500.0,202500.0,202500.0","RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008,RFA-HL-12-008"
8884678,f,w,"8551721,8554326,8878077,8875487,8884680","648000.0,648000.0,638400.0,638400.0,638400.0","RFA-NR-12-006,RFA-NR-12-006,RFA-NR-12-006,RFA-NR-12-006,RFA-NR-12-006"
8734222,m,a,"10712611,10713757,10712609,10712610,10712612","1545000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014"
9148067,m,w,"8929202,8828889,8831293,8832069,8830827","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-RM-13-021,RFA-RM-13-021,RFA-RM-13-021,RFA-RM-13-021,RFA-RM-13-021"
9135149,m,w,"10847318,10237189,10241408,10241407,10237194","1030000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
9512924,m,w,"10241580,10240591,10691523,10691522,10686339","869999.9999999999,869999.9999999999,772500.0,772500.0,772500.0","RFA-DK-19-003,RFA-DK-19-003,RFA-DK-19-003,RFA-DK-19-003,RFA-DK-19-003"
7701551,m,w,"8825404,9648684,9542497,9631927,9526788","1995000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9045566,m,w,"9264984,8893829,8893830,8897073,8897069","150000.0,159600.0,159600.0,159600.0,159600.0","RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028"
10144820,m,w,"10392442,10614399,10614390,10614388,10614386","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009"
9335976,f,w,"9532238,10229452,10229469,10231192,10234007","312500.0,290000.0,290000.0,290000.0,290000.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
9922864,f,b,"10355469,10399447,10362593,10362594,10362595","1605000.0,1605000.0,1605000.0,1605000.0,1605000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
9546019,m,a,"8381747,8513206,8513212,8459410,8534662","1096000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002"
7743053,m,w,"7561672,8197840,8197782,8215814,8211839","292000.0,274000.0,274000.0,274000.0,274000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
10339728,f,h,"8758255,8753796,8755133,8917846,8917845","99750.0,99750.0,99750.0,99750.0,99750.0","RFA-AG-14-010,RFA-AG-14-010,RFA-AG-14-010,RFA-AG-14-010,RFA-AG-14-010"
10163676,m,w,"9919483,10160780,10163679,10163678,10163676","92250.0,87000.0,87000.0,87000.0,87000.0","RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004"
9770557,m,w,"10855076,10701030,10573727,10573677,10571074","412000.0,412000.0,428000.0,428000.0,428000.0","RFA-FD-22-001,RFA-FD-22-001,RFA-FD-22-001,RFA-FD-22-001,RFA-FD-22-001"
10018167,f,b,"10476468,10481868,10693194,10693186,10693143","267500.0,267500.0,257500.0,257500.0,257500.0","RFA-RM-19-008,RFA-RM-19-008,RFA-RM-19-008,RFA-RM-19-008,RFA-RM-19-008"
9321533,m,a,"9539963,9323616,9533368,9542199,10174709","1250000.0,1250000.0,1250000.0,1250000.0,1160000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
9393537,m,w,"10056072,10544317,10350584,10350585,10350586","1450000.0,1287500.0,1337500.0,1337500.0,1337500.0","RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002"
10332731,f,w,"8335406,8335408,8514609,8514610,8229227","274000.0,274000.0,270000.0,270000.0,280000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
9186488,f,a,"9178637,9186991,9182863,9182864,9197605","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-AI-14-066,RFA-AI-14-066,RFA-AI-14-066,RFA-AI-14-066,RFA-AI-14-066"
9270571,m,a,"9270571,10658587,10108166,10294846,10700064","187500.0,103000.0,123000.0,116000.0,103000.0","RFA-RM-15-004,RFA-OD-22-008,RFA-OD-20-006,RFA-OD-20-006,RFA-OD-20-006"
9250747,m,w,"8875353,9250754,9284467,9250761,9250760","997500.0,937500.0,937500.0,937500.0,937500.0","RFA-DK-13-007,RFA-DK-13-007,RFA-DK-13-007,RFA-DK-13-007,RFA-DK-13-007"
8290333,f,w,"8466738,8663602,8663266,8663261,8663599","1620000.0,1596000.0,1596000.0,1596000.0,1596000.0","RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006"
10620820,m,h,"9267431,8840539,9056986,9047222,9108827","312500.0,332500.0,327500.0,327500.0,327500.0","RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060"
8827244,f,w,"9267902,9648671,9544814,9484141,9544804","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016"
8055733,f,w,"8886515,9478846,9267108,9060251,9267107","4655000.0,4375000.0,4375000.0,4585000.0,6250000.0","RFA-HS-14-009,RFA-HS-14-009,RFA-HS-14-009,RFA-HS-14-009,RFA-HS-14-008"
8033384,f,w,"8538767,8529241,8540840,8534043,8733598","2025000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9568396,m,w,"7797452,8066756,7797451,7600579,7797453","1095000.0,1080000.0,1095000.0,1095000.0,1095000.0","RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021"
8900947,f,w,"10704387,10704364,10704390,10704389,10704388","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002"
10657711,m,w,"8876086,8876120,8875343,9696244,9697196","266000.0,266000.0,266000.0,1168500.0,1168500.0","RFA-MD-14-003,RFA-MD-14-003,RFA-MD-14-003,RFA-MD-17-005,RFA-MD-17-005"
9132768,m,w,"10576212,10582228,10582233,10582232,10582231","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
9712515,m,w,"9723857,9781767,9808185,9807677,9792389","61500.0,61500.0,61500.0,61500.0,61500.0","RFA-HL-18-025,RFA-HL-18-025,RFA-HL-18-025,RFA-HL-18-025,RFA-HL-18-025"
8089346,m,a,"8704267,8409958,8683100,8865544,8890101","199500.0,205500.00000000003,199500.0,199500.0,199500.0","RFA-AI-11-018,RFA-AI-11-018,RFA-AI-11-018,RFA-AI-11-018,RFA-AI-11-018"
8305921,m,a,"8071012,8181332,8337824,8181241,8330801","720000.0,280000.0,274000.0,280000.0,274000.0","RFA-OD-10-012,RFA-RM-10-016,RFA-RM-10-016,RFA-RM-10-016,RFA-RM-10-016"
10240582,m,w,"10242748,10225309,9912739,9959372,9983646","232000.0,232000.0,246000.0,246000.0,246000.0","RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002"
9146685,m,w,"8929285,9114143,9104239,9137751,9127283","1662500.0,1637500.0,1637500.0,1637500.0,1637500.0","RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002"
10470897,f,w,"10225538,10018941,10693133,10693099,10556323","290000.0,307500.0,257500.0,257500.0,257500.0","RFA-RM-18-010,RFA-RM-18-010,RFA-RM-18-010,RFA-RM-18-010,RFA-RM-18-010"
8379014,f,w,"8376590,7695607,7662742,7701551,8378486","1370000.0,1460000.0,1460000.0,1460000.0,1370000.0","RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014"
10348760,f,h,"9205825,9353885,9513624,9520429,9763650","917000.0,875000.0,875000.0,875000.0,861000.0","RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750"
9577979,m,w,"9577979,9577443,9749167,9702001,10363049","1875000.0,1875000.0,1845000.0,1845000.0,292471.96","RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-20-005"
8739566,m,w,"9123699,8739566,8890904,9319831,8675127","1965000.0,1995000.0,1995000.0,1875000.0,2025000.0","RFA-NS-13-012,RFA-NS-13-012,RFA-NS-13-012,RFA-NS-13-012,RFA-NS-13-012"
10385798,m,w,"9546511,9324131,9743089,9743087,9318445","625000.0,625000.0,615000.0,615000.0,625000.0","RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003"
8385088,m,w,"7907874,7903869,7674594,7673840,8144915","1584000.0,1584000.0,1606000.0,1606000.0,1540000.0","RFA-HD-06-010,RFA-HD-06-010,RFA-HD-06-010,RFA-HD-06-010,RFA-HD-06-010"
7654260,m,w,"8033198,8049064,7657009,7666449,7658504","350000.0,350000.0,365000.0,365000.0,365000.0","RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005"
10349460,f,w,"10357878,9854801,9854803,9854804,9854805","1070000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013"
8972873,m,h,"9763606,9749108,9323434,9322322,9322323","922500.0,922500.0,937500.0,937500.0,937500.0","RFA-DK-14-013,RFA-DK-14-013,RFA-DK-14-013,RFA-DK-14-013,RFA-DK-14-013"
9143074,m,h,"9531892,9310025,9310028,9310018,9310032","87500.0,87500.0,87500.0,87500.0,87500.0","RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018,RFA-FD-15-018"
9116302,f,a,"9129767,8894088,8639766,8640299,8640456","327500.0,332500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
8058642,m,w,"8093669,7915850,7653633,7669429,7677956","432000.0,438000.0,438000.0,438000.0,438000.0","RFA-AI-05-019,RFA-AI-05-019,RFA-AI-05-019,RFA-AI-05-019,RFA-AI-05-019"
9364868,f,w,"8918407,9293206,8768884,8768418,9060809","266000.0,250000.0,266000.0,266000.0,262000.0","RFA-AG-14-014,RFA-AG-14-014,RFA-AG-14-014,RFA-AG-14-014,RFA-AG-14-014"
10303939,m,b,"9554742,9356448,9773616,9772193,9767635","625000.0,625000.0,615000.0,615000.0,615000.0","RFA-AA-16-001,RFA-AA-16-001,RFA-AA-16-001,RFA-AA-16-001,RFA-AA-16-001"
8379874,m,w,"9902788,9902838,9902839,9627726,9627275","184500.0,184500.0,184500.0,2000000.0,2000000.0","RFA-CA-19-025,RFA-CA-19-025,RFA-CA-19-025,RFA-CA-17-035,RFA-CA-17-035"
9526494,m,w,"9766775,9766774,9766776,9774335,9774334","11750000.0,11750000.0,11750000.0,11562000.0,11562000.0","RFA-OD-16-006,RFA-OD-16-006,RFA-OD-16-006,RFA-OD-16-006,RFA-OD-16-006"
9688770,f,w,"9060558,9297108,8665938,8857447,8857455","4389000.0,1500000.0,1596000.0,1596000.0,1596000.0","RFA-ES-15-011,RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001"
9112848,f,w,"8711622,9067908,9226031,9233913,9212087","1995000.0,1965000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9309585,f,w,"8752056,8754322,8901173,8916722,8756251","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007"
10242786,m,w,"7996793,8009656,8009662,8711228,8711227","1728000.0,1728000.0,1728000.0,1596000.0,1596000.0","RFA-AI-09-035,RFA-AI-09-035,RFA-AI-09-035,RFA-AI-09-035,RFA-AI-09-035"
10289787,m,h,"9354429,9562042,9868112,9868106,9564871","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
8935815,f,w,"8118445,8079080,8322939,7917417,7929956","700000.0,700000.0,700000.0,720000.0,730000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
9320749,m,w,"8868906,9320739,9088303,9089824,9296226","25270000.0,23750000.0,24890000.0,24890000.0,24890000.0","RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002"
9280945,f,h,"8994396,9405008,9281749,9280947,9280944","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010"
9170589,m,h,"8901868,9298504,9298524,9298514,9294906","232750.0,218750.0,218750.0,218750.0,218750.0","RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002"
7934079,f,w,"10800504,10800560,10809411,10809410,10809408","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001,RFA-MD-23-001"
8790285,m,a,"10138398,10297863,10299633,10304202,10305688","232000.0,214000.0,214000.0,214000.0,214000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
8448153,m,w,"8849110,8849116,9750582,9750583,9514735","1330000.0,1330000.0,1230000.0,1230000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10321282,m,w,"9335807,9316810,9544919,9121523,9560693","1250000.0,1310000.0,1250000.0,1310000.0,1250000.0","RFA-OD-13-014,RFA-OD-13-014,RFA-OD-13-014,RFA-OD-13-014,RFA-OD-13-014"
7849767,f,h,"7650131,8076601,7885625,7918624,7659420","730000.0,720000.0,720000.0,730000.0,730000.0","RFA-ES-05-007,RFA-ES-05-007,RFA-ES-05-007,RFA-ES-05-007,RFA-ES-05-007"
10189583,m,w,"9146069,8829975,8829370,9149280,9132271","262000.0,266000.0,266000.0,262000.0,262000.0","RFA-HG-14-009,RFA-HG-14-009,RFA-HG-14-009,RFA-HG-14-009,RFA-HG-14-009"
8327756,f,w,"8657854,7930515,8298617,8272702,7740112","665000.0,720000.0,685000.0,685000.0,720000.0","RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022"
9911375,m,w,"8066015,9143310,7618059,7575295,7790073","1400000.0,1330000.0,1460000.0,1460000.0,1460000.0","RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008"
7936954,m,w,"10687345,10687330,10118771,10119123,10876922","428000.0,428000.0,492000.0,492000.0,412000.0","RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001"
8460020,m,w,"9519717,9697257,9716543,9716542,9716541","1250000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10644994,m,w,"9450147,9449964,9450132,9449732,9449999","625000.0,625000.0,625000.0,625000.0,625000.0","RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003"
10690743,m,w,"10014591,10247898,10016237,10017930,10017940","61500.0,61500.0,61500.0,61500.0,61500.0","RFA-CA-19-002,RFA-CA-19-002,RFA-CA-19-002,RFA-CA-19-002,RFA-CA-19-002"
9108805,m,w,"8910596,8470891,8673964,8673567,8470837","232750.0,236250.00000000003,236250.00000000003,236250.00000000003,236250.00000000003","RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002"
10381477,m,h,"10057935,9530531,9514898,9543317,9523271","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
8168306,m,h,"8167740,8360593,8360596,8360597,8360598","288000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001"
8552185,f,w,"9392124,8782607,8554419,9828042,9829067","6541666.25,6960332.890000001,6960332.890000001,6436999.59,6436999.59","RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008"
8119032,m,w,"8381470,8534175,8534154,7905615,7905611","2740000.0,2700000.0,2700000.0,2920000.0,2920000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
9180126,m,w,"9914839,10374018,9748979,9908146,10372961","1476000.0,1284000.0,1476000.0,1476000.0,1284000.0","RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008"
8179611,m,w,"9588943,9965697,9965705,9965706,9965707","1031250.0,1014750.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
10190904,m,w,"10601026,10178763,10177139,10177140,10177143","154500.0,174000.0,174000.0,174000.0,174000.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
8532849,f,w,"9932737,9932631,9929365,9930378,9930496","369000.0,369000.0,369000.0,369000.0,369000.0","RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018"
7755169,m,w,"7925750,7929569,8309876,8301648,8301643","360000.0,360000.0,342500.0,342500.0,342500.0","RFA-HL-09-012,RFA-HL-09-012,RFA-HL-09-012,RFA-HL-09-012,RFA-HL-09-012"
9049484,f,w,"10693151,10290750,10290849,10290786,10290784","412000.0,464000.0,464000.0,464000.0,464000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
8113282,m,w,"10196910,10661682,10657344,10657345,10657349","632200.0,561350.0,561350.0,561350.0,561350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
9065493,m,a,"10146540,10153661,10153663,10153664,10153665","147600.0,139200.0,139200.0,139200.0,139200.0","RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007"
9999180,m,w,"9385961,9515933,9749148,9749147,9709267","187500.0,187500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8368498,m,w,"8535121,8625433,8368498,7895795,7908066","405000.0,405000.0,411000.00000000006,2592000.0,2628000.0","RFA-AG-12-007,RFA-AG-12-007,RFA-AG-12-007,RFA-AG-07-003,RFA-AG-07-003"
9912802,m,w,"10250322,9789695,9604172,10250324,10251858","1392000.0,1476000.0,1500000.0,1392000.0,1392000.0","RFA-HD-18-012,RFA-HD-18-012,RFA-HD-18-012,RFA-HD-18-012,RFA-HD-18-012"
9718100,m,w,"7679763,8459587,8459420,8652555,8474685","2190000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
9729491,f,w,"10891793,10356728,10364966,10364965,10363481","82400.0,85600.0,85600.0,85600.0,85600.0","RFA-AI-20-056,RFA-AI-20-056,RFA-AI-20-056,RFA-AI-20-056,RFA-AI-20-056"
8528649,m,w,"8334416,8209792,8210246,8210341,8336830","274000.0,280000.0,280000.0,280000.0,274000.0","RFA-AG-11-010,RFA-AG-11-010,RFA-AG-11-010,RFA-AG-11-010,RFA-AG-11-010"
7894564,f,a,"10361518,10621740,10434827,10460455,9973127","240750.0,231750.0,240750.0,240750.0,276750.0","RFA-AG-19-018,RFA-AG-19-018,RFA-AG-19-018,RFA-AG-19-018,RFA-AG-19-018"
8826010,m,w,"8889187,8503590,8511339,8516970,8503589","2061500.0,2092500.0,2092500.0,2092500.0,2092500.0","RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
9462742,m,w,"8847076,9293213,9280766,9246409,9280764","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8070329,m,w,"10576335,10216086,10378726,10400905,10405034","772500.0,869999.9999999999,802500.0,802500.0,802500.0","RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028"
8565739,m,w,"9540701,8971761,9750688,9342869,9329844","1250000.0,1330000.0,1230000.0,1250000.0,1310000.0","RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001"
9813821,f,w,"9222644,10073465,9384981,9403221,9402054","375000.0,348000.0,375000.0,375000.0,375000.0","RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054"
8327271,m,w,"7944031,8711648,8327291,8526686,8711647","576000.0,540000.0,548000.0,548000.0,540000.0","RFA-RM-08-024,RFA-RM-08-024,RFA-RM-08-024,RFA-RM-08-024,RFA-RM-08-024"
8717561,m,w,"8705846,9038249,9263887,8843779,8691723","199500.0,196500.0,187500.0,199500.0,199500.0","RFA-AI-13-007,RFA-AI-13-007,RFA-AI-13-007,RFA-AI-13-007,RFA-AI-11-018"
10001475,f,w,"10526101,10729467,10525286,10525284,10525283","1605000.0,1545000.0,1605000.0,1605000.0,1605000.0","RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048"
7935335,m,w,"7813570,7938776,7937071,7940870,7935433","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
7577305,m,w,"8247827,7788120,7577195,7577103,7577305","1370000.0,1440000.0,1460000.0,1460000.0,1460000.0","RFA-GM-08-010,RFA-GM-08-010,RFA-GM-08-010,RFA-GM-08-010,RFA-GM-08-010"
8732973,m,a,"9731147,9920102,10159860,10159209,10159208","307500.0,307500.0,290000.0,290000.0,290000.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
8691506,m,w,"10469997,9990549,10223914,9770854,9710735","267500.0,307500.0,290000.0,307500.0,312500.0","RFA-FD-18-012,RFA-FD-18-012,RFA-FD-18-012,RFA-FD-18-012,RFA-FD-18-012"
8947313,f,w,"8711423,8868954,8913107,8414034,8413975","997500.0,997500.0,997500.0,1027500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
8758187,m,b,"8284352,8152240,8152218,8150900,8150902","342500.0,350000.0,350000.0,350000.0,350000.0","RFA-RM-09-022,RFA-RM-09-022,RFA-RM-09-022,RFA-RM-09-022,RFA-RM-09-022"
7679755,m,w,"8261950,8307181,8063500,8063501,8063502","2055000.0,2100000.0,2160000.0,2160000.0,2160000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
8726094,m,w,"9767654,9524800,10238906,10238907,10238908","246000.0,250000.0,232000.0,232000.0,232000.0","RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
