APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_spanbert_o_w,APPVAL_RECS_spanbert_o_w,FOA_RECS_spanbert_o_w
7921005,f,w,"8244145,8432009,8650814,8810661,8531045","685000.0,675000.0,1330000.0,1330000.0,1350000.0","RFA-DA-12-001,RFA-DA-12-001,RFA-DA-13-004,RFA-DA-13-004,RFA-DA-13-004"
10319858,m,a,"10470390,10318871,10468220,10427448,10450145","267500.0,290000.0,267500.0,267500.0,267500.0","RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021"
7902967,m,w,"8378473,8448276,8449728,8449735,8449730","1507000.0000000002,1485000.0,1485000.0,1485000.0,1485000.0","RFA-ES-09-002,RFA-ES-09-002,RFA-ES-09-002,RFA-ES-09-002,RFA-ES-09-002"
8128601,f,h,"7659588,7686727,7919368,7884487,7846155","876000.0,876000.0,864000.0,864000.0,864000.0","RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005"
9979637,m,a,"10443587,10206102,9591450,9590428,9590409","695500.0,754000.0,812500.0,812500.0,812500.0","RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505"
9608708,m,w,"10174614,10429957,9882799,9882797,9882795","1334000.0,1230500.0,1414500.0,1414500.0,1414500.0","RFA-AA-19-004,RFA-AA-19-004,RFA-AA-19-004,RFA-AA-19-004,RFA-AA-19-004"
9765880,f,w,"9893850,10378747,10131155,10596565,9765880","615000.0,535000.0,580000.0,515000.0,615000.0","RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013"
9789234,m,w,"10487569,10487558,10044927,10692694,10692838","433350.0,433350.0,498150.0,417150.0,417150.0","RFA-HL-20-030,RFA-HL-20-030,RFA-HL-20-030,RFA-HL-20-030,RFA-HL-20-030"
9750582,m,w,"9514730,9266786,9750579,9750578,9750574","1250000.0,1250000.0,1230000.0,1230000.0,1230000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10704647,f,w,"10271987,10271986,10709379,10709378,9377855","174000.0,174000.0,154500.0,154500.0,187500.0","RFA-CA-20-025,RFA-CA-20-025,RFA-CA-22-009,RFA-CA-22-009,RFA-CA-16-012"
9336338,m,h,"10573078,10567868,10571337,10572136,10572541","721000.0,721000.0,721000.0,721000.0,721000.0","RFA-HL-23-004,RFA-HL-23-004,RFA-HL-23-004,RFA-HL-23-004,RFA-HL-23-004"
8357036,m,w,"7667939,7657334,7681235,7681205,7681091","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002"
9015857,f,w,"9015857,9546829,9755478,9344670,9151629","199500.0,187500.0,184500.0,187500.0,196500.0","RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031"
9429474,m,a,"10037854,10037760,10031380,10037968,9558641","613770.0,613770.0,613770.0,613770.0,4125000.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-AG-17-057"
9936105,f,a,"8719147,8549289,8517075,8517082,8522177","997500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-OD-11-003,RFA-OD-11-003,RFA-OD-11-003,RFA-OD-11-003,RFA-OD-11-003"
10405585,m,w,"10625498,10163231,10163234,10163235,10163236","257500.0,290000.0,290000.0,290000.0,290000.0","RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004"
7940870,m,a,"7815984,7815889,7827241,7818686,7817295","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9857015,m,w,"9751599,10465271,9889884,9952554,9081471","615000.0,515000.0,615000.0,615000.0,655000.0","RFA-AI-18-017,RFA-AI-18-017,RFA-AI-18-017,RFA-AI-18-017,RFA-AI-12-042"
8792969,f,h,"10576212,10582230,10576213,10576214,10576216","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
9975112,m,w,"7683100,7658836,7683733,7658743,7939044","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003"
10338361,m,w,"9978676,10621740,9812500,9812352,9811864","276750.0,231750.0,276750.0,276750.0,276750.0","RFA-AG-19-018,RFA-AG-19-018,RFA-AG-19-018,RFA-AG-19-018,RFA-AG-19-018"
8128396,m,a,"8549343,8965941,8410490,8458888,8965942","205500.00000000003,196500.0,202500.0,202500.0,196500.0","RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020"
10276528,m,w,"10276528,10276390,10689334,10689332,10689331","2900000.0,2900000.0,2575000.0,2575000.0,2575000.0","RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015"
7945161,m,w,"7945982,7922146,8113876,8110518,8120256","360000.0,360000.0,350000.0,350000.0,350000.0","RFA-HL-09-001,RFA-HL-09-001,RFA-HL-09-001,RFA-HL-09-001,RFA-HL-09-001"
10688371,m,w,"10688382,10688390,10688392,10688393,10688394","1605000.0,1605000.0,1605000.0,1605000.0,1605000.0","RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038"
9414450,f,w,"8311976,8136440,8013820,8011520,8014913","699998.6,719998.5599999999,699998.6,699998.6,699998.6","RFA-HL-10-001,RFA-HL-10-001,RFA-HL-10-001,RFA-HL-10-001,RFA-HL-10-001"
8379437,f,w,"8382139,8729886,8725988,8733074,8725985","1027500.0,997500.0,997500.0,997500.0,997500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
9259579,m,w,"7922880,8115467,7761262,7610959,7683056","292000.0,288000.0,288000.0,292000.0,292000.0","RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006"
8378292,m,w,"9088207,9514737,9514739,9514748,9514726","1310000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
8033599,f,w,"8010072,7677362,7625207,7629138,7638607","432000.0,438000.0,438000.0,438000.0,438000.0","RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004"
8377724,m,w,"9054750,9280767,9265748,9246411,8848594","1310000.0,1250000.0,1250000.0,1250000.0,1330000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10304670,m,w,"10684239,10693329,10542232,10541028,10238903","515000.0,515000.0,535000.0,535000.0,580000.0","RFA-AA-21-016,RFA-AA-21-016,RFA-AA-21-016,RFA-AA-21-016,RFA-AA-17-014"
10137948,m,w,"9553743,9257891,9259577,9259776,9255139","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
10159207,f,h,"10188400,9731148,10394915,10394916,10397088","290000.0,307500.0,267500.0,267500.0,267500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
9784578,f,w,"10232258,9413806,10245132,10245133,10248402","580000.0,625000.0,580000.0,580000.0,580000.0","RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002"
8099029,m,w,"8050547,8050546,8050544,8050543,8050542","700000.0,720000.0,720000.0,720000.0,720000.0","RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009"
8500403,m,a,"8280313,8530257,8333426,8316130,8681920","171250.0,168750.0,171250.0,171250.0,171250.0","RFA-RR-10-009,RFA-RR-10-009,RFA-RR-10-009,RFA-RR-10-009,RFA-RR-10-009"
9753276,f,w,"9267520,9304257,9270565,9292340,9276727","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
7914340,f,w,"8681405,8486038,8082595,7999145,8514550","332500.0,342500.0,350000.0,360000.0,337500.0","RFA-DA-10-005,RFA-DA-10-005,RFA-DA-10-005,RFA-DA-10-005,RFA-DA-10-005"
10207785,f,w,"10438799,10207783,10438798,9698194,10438801","1070000.0,1160000.0,1070000.0,1230000.0,1070000.0","RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001"
7788202,m,w,"7788202,7614319,7879439,7603097,8462591","360000.0,365000.0,360000.0,365000.0,337500.0","RFA-DE-06-001,RFA-DE-06-001,RFA-DE-06-001,RFA-DE-06-001,RFA-DE-10-001"
8590313,f,w,"8340858,8536362,8340090,8525420,8534816","274000.0,270000.0,274000.0,270000.0,270000.0","RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204"
9689750,m,a,"10712609,10712612,10713310,10713311,10713312","1545000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014"
9181394,m,w,"10576212,10582233,10576214,10576216,10582226","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
10256085,f,w,"10479956,10261597,10256085,10701700,10691909","1070000.0,1160000.0,1160000.0,1030000.0,1030000.0","RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205"
7905826,f,w,"8377417,8104027,8104023,7892389,7892390","102750.0,108000.0,108000.0,109500.0,109500.0","RFA-MD-08-002,RFA-MD-08-002,RFA-MD-08-002,RFA-MD-08-002,RFA-MD-08-002"
9692616,m,w,"9552670,8848725,8849109,9055268,8849116","1250000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10022174,f,w,"9343073,8920713,8764119,8894246,8912024","1562500.0,1662500.0,1662500.0,1662500.0,1662500.0","RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002"
9061789,m,w,"8382516,7941026,7939189,8130691,8130690","102750.0,109500.0,109500.0,108000.0,108000.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
10046143,m,w,"9734417,10190902,10216223,10216221,10216220","187500.0,174000.0,174000.0,174000.0,174000.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8230804,m,h,"10710201,10644944,10631693,8677621,8334494","1030000.0,1070000.0,1070000.0,997500.0,1027500.0","RFA-MD-22-006,RFA-MD-22-006,RFA-MD-22-006,RFA-MD-11-005,RFA-MD-11-005"
10704599,f,w,"9627419,9627576,9627420,9627377,9627417","2000000.0,2000000.0,2000000.0,2000000.0,2000000.0","RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035"
8188446,m,w,"7628779,8240002,7683526,7683524,8446143","1460000.0,1370000.0,1460000.0,1460000.0,1350000.0","RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001"
9390885,f,w,"10479039,10694859,10320642,10319313,10696152","401250.0,386250.0,435000.0,435000.0,386250.0","RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003"
10589035,m,w,"9484830,9571050,9482282,9484564,9484828","1187500.0,1187500.0,1187500.0,1187500.0,1187500.0","RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
8288813,f,w,"8446031,8443710,8537894,8539592,7882577","274000.0,274000.0,270000.0,270000.0,360000.0","RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-08-001"
8840252,m,w,"8842992,9249552,9250142,9249544,9247948","199500.0,187500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8465810,m,a,"8378827,8036016,8036018,8036019,8036020","411000.00000000006,432000.0,432000.0,432000.0,432000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
7686060,m,b,"7684003,7686060,7682324,7847346,7935616","175200.0,175200.0,175200.0,175200.0,175200.0","RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013"
9977779,m,w,"9589624,9930430,9981587,10140256,10210352","375000.0,369000.0,369000.0,348000.0,348000.0","RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010"
9143772,f,h,"7878851,7632258,8118293,8118295,8118296","1440000.0,1460000.0,1440000.0,1440000.0,1440000.0","RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004,RFA-ES-05-004"
8379662,m,w,"9683900,9553760,9552838,9544223,9520148","2152500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8662338,m,a,"8528611,8514000,8828698,8812861,8265099","337500.0,337500.0,332500.0,332500.0,342500.0","RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001"
7853668,m,w,"7854419,7852477,7852915,7855009,7854793","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004"
7852885,m,w,"9748426,10458119,9609262,10423663,9975693","615000.0,535000.0,625000.0,580000.0,615000.0","RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013"
10375975,m,w,"10156594,10483174,10471577,10683326,10537743","1230000.0,1070000.0,1160000.0,1030000.0,1070000.0","RFA-AT-20-004,RFA-AT-20-004,RFA-AT-20-004,RFA-AT-20-004,RFA-NS-22-002"
10174503,m,w,"9079438,8738626,8625107,9069778,9125784","262000.0,266000.0,270000.0,262000.0,262000.0","RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001"
7988914,m,a,"8780626,8461239,8378905,8378667,8378672","997500.0,1012500.0,1027500.0,1027500.0,1027500.0","RFA-DK-09-005,RFA-DK-09-005,RFA-DK-09-005,RFA-DK-09-005,RFA-DK-09-005"
10541354,f,w,"9505982,9352876,9513624,9520429,9763650","875000.0,875000.0,875000.0,875000.0,861000.0","RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750"
9509361,m,w,"8866011,9116099,9116102,9134543,9134540","1662500.0,1637500.0,1637500.0,1637500.0,1637500.0","RFA-OD-14-001,RFA-OD-14-001,RFA-OD-14-001,RFA-OD-14-001,RFA-OD-14-001"
9536781,f,w,"10729466,10704617,10729385,10729384,10729278","1545000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048"
7782686,m,w,"10468080,9872123,10704736,10887735,10086379","3424000.0,3936000.0,3296000.0,3296000.0,3712000.0","RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037"
10131128,f,h,"9112832,8264667,8896401,9100219,8896405","707400.0,739800.0,718200.0,718200.0,718200.0","RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001"
9187988,m,w,"8402390,7798754,8601310,8600299,8599784","249750.00000000003,266400.0,246050.0,246050.0,246050.0","RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025"
9725875,m,w,"10723352,10726880,10722669,10727993,10727976","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-AG-23-031,RFA-AG-23-031,RFA-AG-23-031,RFA-AG-23-031,RFA-AG-23-031"
8538316,m,w,"9350523,9684593,9685869,9685870,9685871","1875000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
9251145,m,w,"9088282,8849316,8848595,8847072,8849258","1310000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8037672,m,w,"8436316,7672072,7675873,7675881,7675894","405000.0,438000.0,438000.0,438000.0,438000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
10240128,f,h,"10523326,10406278,10236984,10619544,10624762","266430.0,802500.0,869999.9999999999,772500.0,772500.0","RFA-NS-19-044,RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030"
7820102,m,w,"7805005,7806256,7942828,8265768,8208571","1460000.0,1460000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9212085,m,w,"8134082,8038346,7670878,7670803,7670797","432000.0,432000.0,438000.0,438000.0,438000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9789177,f,a,"10138109,10260578,10133363,10133364,10138108","246000.0,232000.0,246000.0,246000.0,246000.0","RFA-DK-19-033,RFA-DK-19-033,RFA-DK-19-033,RFA-DK-19-033,RFA-DK-19-033"
8366093,m,w,"8249407,7878914,7961535,7961534,7961533","3196666.2100000004,3406666.18,3406666.18,3406666.18,3406666.18","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
9462101,m,w,"9491814,9269755,9270927,9270930,9269864","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
8912333,f,w,"7939890,7940991,7939893,7792637,7796948","360000.0,360000.0,360000.0,365000.0,365000.0","RFA-AA-09-004,RFA-AA-09-004,RFA-AA-09-004,RFA-AA-09-004,RFA-AA-09-004"
8519212,f,w,"9899928,9923555,10461737,10461738,10461739","1845000.0,1845000.0,1605000.0,1605000.0,1605000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
8128509,m,w,"8840568,8840570,8657035,8657036,8657033","199500.0,199500.0,199500.0,199500.0,199500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
8316361,f,w,"9323426,9118208,9756380,9119019,9756379","875000.0,917000.0,861000.0,917000.0,861000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
10016997,m,w,"10478128,10699998,10682536,10682535,10682531","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
10532594,f,w,"8296318,7885526,7885547,8104215,8103268","342500.0,360000.0,360000.0,350000.0,350000.0","RFA-ES-07-002,RFA-ES-07-002,RFA-ES-07-002,RFA-ES-07-002,RFA-ES-07-002"
9654476,f,a,"8831247,8831876,8832093,8831971,8831107","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-RM-13-022,RFA-RM-13-022,RFA-RM-13-022,RFA-RM-13-022,RFA-RM-13-022"
8377914,m,w,"8656332,8464719,8464724,8490587,8490589","1463000.0,1485000.0,1485000.0,1485000.0,1485000.0","RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001"
9336634,f,b,"8382500,8033909,8022167,8008618,8033914","2055000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9067178,m,w,"8664309,8459487,8459492,8459478,8450819","1330000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002"
8556760,m,h,"10413034,9927973,10165449,9753104,9597601","749000.0,861000.0,812000.0,861000.0,875000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
9458706,f,b,"9458706,9460373,9232901,9249204,9031743","1500000.0,1500000.0,1500000.0,1572000.0,1572000.0","RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007"
7667952,f,h,"8098436,7588836,7804553,7797478,7797541","504000.0,511000.0,504000.0,504000.0,504000.0","RFA-AG-06-002,RFA-AG-06-002,RFA-AG-06-002,RFA-AG-06-002,RFA-AG-06-002"
9986615,f,w,"10204491,10624969,10415065,9962201,9318434","6032000.0,5356000.0,5564000.0,1353000.0,1375000.0","RFA-AG-21-014,RFA-AG-21-014,RFA-AG-21-014,RFA-AG-16-018,RFA-AG-16-018"
10433111,f,w,"9662786,9677591,9687655,9679468,9679467","615000.0,615000.0,615000.0,615000.0,615000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
7843463,m,a,"7932579,8081237,7864218,7864220,7864221","1460000.0,1400000.0,1460000.0,1460000.0,1460000.0","RFA-HD-07-003,RFA-HD-07-003,RFA-HD-07-003,RFA-HD-07-003,RFA-HD-07-003"
10688253,m,a,"9149311,9149302,8933658,8933662,8933653","6550000.0,6550000.0,6650000.0,6650000.0,6650000.0","RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003"
8378297,f,h,"10698166,10673857,10515569,10515457,10509428","513970.0,513970.0,533930.0,533930.0,533930.0","RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006"
8013410,m,a,"9088206,9266785,9267082,9267084,9266784","1310000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10176498,m,a,"9812381,10413850,10006880,10626760,10194494","861000.0,749000.0,861000.0,721000.0,812000.0","RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010"
8774633,m,h,"7673938,7688676,7665413,7676166,7918936","4672000.0,4672000.0,4672000.0,3504000.0,3456000.0","RFA-MD-07-001,RFA-MD-07-001,RFA-MD-07-001,RFA-GM-07-005,RFA-GM-07-005"
8379528,m,w,"8020603,7912850,7921093,7687588,9149233","1008000.0,1008000.0,1022000.0,1022000.0,982500.0","RFA-DK-07-008,RFA-DK-07-008,RFA-DK-07-008,RFA-DK-07-008,RFA-DK-14-013"
10612118,m,w,"8452191,7685842,7680823,7668798,7680840","540000.0,584000.0,584000.0,584000.0,584000.0","RFA-AR-08-003,RFA-AR-08-003,RFA-AR-08-003,RFA-AR-08-003,RFA-AR-08-003"
10437211,m,w,"10556254,10556975,10707151,10707146,10707134","267500.0,267500.0,257500.0,257500.0,257500.0","RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002"
9488508,f,w,"9070256,9269221,9298682,9527439,9251868","982500.0,937500.0,937500.0,937500.0,937500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
9984236,m,w,"10432077,10646448,10091650,10090965,10090925","267500.0,257500.0,307500.0,307500.0,307500.0","RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036"
8303292,m,w,"8293205,8299037,8015867,8015829,8016412","342500.0,342500.0,360000.0,360000.0,360000.0","RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027"
8508841,m,w,"10514944,10219354,10683293,9959042,7595899","579940.0,628720.0,558260.0,666660.0,365000.0","RFA-HL-20-014,RFA-HL-20-014,RFA-HL-20-014,RFA-HL-20-014,RFA-HL-05-014"
9870710,m,w,"9869713,9870086,9870711,9870710,9870085","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-CA-19-013,RFA-CA-19-013,RFA-CA-19-013,RFA-CA-19-013,RFA-CA-19-013"
8366707,m,w,"8476239,8174194,8332765,8307766,8502705","337500.0,350000.0,342500.0,342500.0,337500.0","RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004,RFA-GM-11-004"
10084614,m,w,"8936661,9336273,9543422,9543423,9564848","997500.0,937500.0,937500.0,937500.0,937500.0","RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010"
9545258,m,h,"9773310,9058544,9514303,9513717,9545258","468750.0,491250.0,468750.0,468750.0,468750.0","RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006"
9721228,f,w,"9980371,9389852,9699473,9699471,9699470","184500.0,187500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
7941034,f,w,"8121502,8382511,8382531,8382518,8382515","108000.0,102750.0,102750.0,102750.0,102750.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
7632296,f,b,"7936966,7936971,7887230,7888661,8334556","540000.0,540000.0,547500.0,547500.0,1027500.0","RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-MD-11-005"
9755427,f,w,"9120370,9320889,9753240,9753223,9753222","917000.0,875000.0,861000.0,861000.0,861000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8842994,f,w,"9260362,9538735,9257884,9257600,9257893","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
9947834,m,w,"10056072,10056071,10056070,10056069,10544321","1450000.0,1450000.0,1450000.0,1450000.0,1287500.0","RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002"
8051777,m,w,"10266151,10144033,10144034,10144036,10489290","11020000.0,11685000.0,11685000.0,11685000.0,9785000.0","RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013,RFA-NS-20-013"
10709378,f,a,"10743626,10633383,10740079,10743501,10271164","206000.0,206000.0,206000.0,206000.0,174000.0","RFA-CA-22-021,RFA-CA-22-021,RFA-CA-22-021,RFA-CA-22-021,RFA-CA-20-021"
