APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_spanbert_r_wi,APPVAL_RECS_spanbert_r_wi,FOA_RECS_spanbert_r_wi
8119032,m,w,"8414034,8544456,8711423,8693975,9133333","1027500.0,1012500.0,997500.0,997500.0,982500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9180126,m,w,"10463545,10615708,10615702,10615700,10615696","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012"
8179611,m,w,"9069692,9521858,9537394,9519756,9533956","1048000.0,1000000.0,1000000.0,1000000.0,1000000.0","RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003"
10190904,m,w,"8657031,8501913,8840567,8840569,9275974","199500.0,202500.0,199500.0,199500.0,187500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
8532849,f,w,"9637324,10581630,9637323,9307380,9637325","2214000.0,1854000.0,2214000.0,2250000.0,2214000.0","RFA-AI-15-050,RFA-AI-15-050,RFA-AI-15-050,RFA-AI-15-050,RFA-AI-15-050"
7755169,m,w,"7591711,7569019,7666974,7837305,8018676","365000.0,365000.0,365000.0,365000.0,350000.0","RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019"
9049484,f,w,"8988554,8988563,8988557,9102065,9056619","65500.0,65500.0,65500.0,65500.0,65500.0","RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015"
8113282,m,w,"9958416,8920461,9321813,9336777,9336779","147600.0,159600.0,150000.0,150000.0,150000.0","RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005"
9065493,m,a,"8652555,7679754,7746210,7746209,7680613","2025000.0,2190000.0,2190000.0,2190000.0,2190000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
9999180,m,w,"7790548,7856098,8052770,8052771,8052772","1080000.0,1095000.0,1080000.0,1080000.0,1080000.0","RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020"
8368498,m,w,"8535121,8368498,8625433,8367812,8370230","405000.0,411000.00000000006,405000.0,68500.0,68500.0","RFA-AG-12-007,RFA-AG-12-007,RFA-AG-12-007,RFA-AG-12-006,RFA-AG-12-006"
9912802,m,w,"7893077,7741852,8092588,8075482,7741904","360000.0,365000.0,350000.0,315000.0,328500.0","RFA-MH-08-010,RFA-MH-08-010,RFA-MH-08-010,RFA-MH-08-011,RFA-MH-08-011"
9718100,m,w,"9509333,9306750,9485316,9933796,9936310","437500.0,437500.0,437500.0,430500.0,430500.0","RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023"
9729491,f,w,"10625688,10625176,10625689,10625693,10625691","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001"
8528649,m,w,"8658909,8209792,8336909,8338462,8339413","274000.0,280000.0,274000.0,274000.0,274000.0","RFA-AG-11-010,RFA-AG-11-010,RFA-AG-11-010,RFA-AG-11-010,RFA-AG-11-010"
7894564,f,a,"9597601,9927973,10413034,9753104,10165449","875000.0,861000.0,749000.0,861000.0,812000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
8826010,m,w,"7900897,8316181,7903201,8102973,8102984","2016000.0,1918000.0,2016000.0,1960000.0,1960000.0","RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007"
9462742,m,w,"8287760,8042601,8234664,8243657,8235181","98000.0,98000.0,98000.0,95900.0,98000.0","RFA-NS-10-002,RFA-NS-10-002,RFA-NS-10-002,RFA-NS-10-002,RFA-NS-10-002"
8070329,m,w,"10612456,10619631,10434979,10435287,10444448","515000.0,515000.0,535000.0,535000.0,535000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
8565739,m,w,"8698737,8565827,9096353,8695328,8378202","997500.0,1012500.0,997500.0,997500.0,1027500.0","RFA-DK-09-013,RFA-DK-09-013,RFA-DK-09-013,RFA-DK-09-013,RFA-DK-09-013"
9813821,f,w,"10564073,10563243,10562309,10565802,10601126","515000.0,515000.0,515000.0,515000.0,77250.0","RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-18-004"
8327271,m,w,"8136849,8327271,8466258,8520485,8705719","560000.0,548000.0,548000.0,548000.0,540000.0","RFA-RM-08-025,RFA-RM-08-025,RFA-RM-08-025,RFA-RM-08-025,RFA-RM-08-025"
8717561,m,w,"8075256,7615656,7777816,7803676,7782768","576000.0,584000.0,576000.0,576000.0,576000.0","RFA-AI-07-014,RFA-AI-07-014,RFA-AI-07-014,RFA-AI-07-014,RFA-AI-07-014"
10001475,f,w,"7691805,7693834,8309338,8314113,8113184","584000.0,584000.0,548000.0,548000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
7935335,m,w,"8092588,7741852,7893077,7916632,8075482","350000.0,365000.0,360000.0,324000.0,315000.0","RFA-MH-08-010,RFA-MH-08-010,RFA-MH-08-010,RFA-MH-08-011,RFA-MH-08-011"
7577305,m,w,"7822450,7647965,7624173,7624174,7624176","876000.0,876000.0,876000.0,876000.0,876000.0","RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005"
8732973,m,a,"9269142,9047225,9108826,9056965,9059013","312500.0,327500.0,327500.0,327500.0,327500.0","RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060"
8691506,m,w,"10469996,9999520,10686835,10224202,9913677","267500.0,307500.0,257500.0,290000.0,307500.0","RFA-FD-19-010,RFA-FD-19-010,RFA-FD-19-010,RFA-FD-19-010,RFA-FD-19-010"
8947313,f,w,"7684281,7657486,7692230,7677500,9142496","511000.0,511000.0,511000.0,511000.0,327500.0","RFA-HG-07-029,RFA-HG-07-029,RFA-HG-07-029,RFA-HG-07-029,RFA-GM-16-003"
8758187,m,b,"9912431,10900159,10617940,10684552,10017652","307500.0,257500.0,267500.0,267500.0,307500.0","RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013"
7679755,m,w,"7679825,8460107,8474687,8456892,8462531","2190000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
8726094,m,w,"10821572,10359831,10206685,9240573,9870863","309000.0,321000.0,348000.0,437500.0,430500.0","RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-15-005,RFA-AI-15-005"
7921005,f,w,"9754087,9476627,9054601,9520098,9460044","1230000.0,1250000.0,1330000.0,1250000.0,1250000.0","RFA-DA-15-017,RFA-DA-15-017,RFA-DA-15-017,RFA-DA-15-017,RFA-DA-15-017"
10319858,m,a,"9509333,9306750,9485316,9491692,9518530","437500.0,437500.0,437500.0,437500.0,437500.0","RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023"
7902967,m,w,"10267723,10684730,10117747,10465187,7921065","464000.0,412000.0,492000.0,428000.0,365000.0","RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-GM-06-005"
8128601,f,h,"8308465,7797129,7938709,7936895,8118867","719250.0,766500.0,756000.0,756000.0,735000.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
9979637,m,a,"8233840,8233772,8909880,8545171,8529517","630000.0,630000.0,607500.0,607500.0,607500.0","RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011"
9608708,m,w,"7682310,7919244,7869229,8137945,8099721","365000.0,360000.0,360000.0,350000.0,350000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
9765880,f,w,"10318876,10318757,10491098,10491243,10541061","580000.0,580000.0,535000.0,535000.0,535000.0","RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046"
9789234,m,w,"9985371,9987210,10128522,10249327,8381457","492000.0,492000.0,464000.0,464000.0,548000.0","RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-AR-11-010"
9750582,m,w,"10629324,10434552,10636910,10851086,10434342","515000.0,535000.0,515000.0,515000.0,535000.0","RFA-AG-22-006,RFA-AG-22-006,RFA-AG-22-006,RFA-AG-22-006,RFA-AG-22-006"
10704647,f,w,"10204929,9767101,9995435,9987570,9979771","869999.9999999999,922500.0,922500.0,922500.0,922500.0","RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014"
9336338,m,h,"10366763,10054488,10557164,10234201,8795892","374500.0,430500.0,360500.0,406000.0,266000.0","RFA-HL-20-027,RFA-HL-20-027,RFA-HL-20-027,RFA-HL-20-027,RFA-HL-14-027"
8357036,m,w,"8828889,8929200,8929202,8929204,8929327","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-RM-13-021,RFA-RM-13-021,RFA-RM-13-021,RFA-RM-13-021,RFA-RM-13-021"
9015857,f,w,"8829321,8660719,8843054,8831722,8588708","332500.0,332500.0,332500.0,332500.0,342500.0","RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027"
9429474,m,a,"10037968,10037854,10037760,10031380,8459290","613770.0,613770.0,613770.0,613770.0,1370000.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-OD-12-003"
9936105,f,a,"10439178,10321005,10217221,8324126,8133151","580000.0,535000.0,232000.0,685000.0,700000.0","RFA-OD-20-022,RFA-OD-20-022,RFA-HD-20-021,RFA-HD-09-009,RFA-HD-09-009"
10405585,m,w,"9334906,9532259,9309029,9322573,9313300","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
7940870,m,a,"8786609,9199600,8476121,8476120,8452897","1995000.0,1875000.0,2055000.0,2055000.0,2055000.0","RFA-NS-12-007,RFA-NS-12-007,RFA-NS-12-007,RFA-NS-12-007,RFA-NS-12-007"
9857015,m,w,"10205411,9525284,9564864,9762886,9743693","615000.0,625000.0,625000.0,615000.0,615000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
8792969,f,h,"10011801,9976502,10200800,10242706,9787508","246000.0,246000.0,232000.0,232000.0,246000.0","RFA-DK-17-017,RFA-DK-17-017,RFA-DK-17-017,RFA-DK-17-017,RFA-DK-17-017"
9975112,m,w,"9141899,9142682,9323465,9478451,9307885","327500.0,327500.0,312500.0,312500.0,312500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
10338361,m,w,"10662502,10277070,10275726,10274937,10273747","515000.0,580000.0,580000.0,580000.0,580000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
8128396,m,a,"8707830,8928480,8544390,8541698,8543633","332500.0,332500.0,337500.0,337500.0,337500.0","RFA-AR-12-007,RFA-AR-12-007,RFA-AR-12-007,RFA-AR-12-007,RFA-AR-12-007"
10276528,m,w,"9433593,8712256,9022388,9471780,8867993","281250.0,299250.0,294750.0,281250.0,299250.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
7945161,m,w,"10525231,10026575,10026360,10025851,10025548","82400.0,92800.0,92800.0,92800.0,92800.0","RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007"
10688371,m,w,"10688350,10222232,10680626,10855050,10855042","535000.0,615000.0,535000.0,515000.0,515000.0","RFA-CA-20-039,RFA-CA-20-039,RFA-CA-20-039,RFA-CA-20-039,RFA-CA-20-039"
9414450,f,w,"8885883,8725226,8489410,9320021,9128040","1263500.0,1263500.0,1282500.0,1187500.0,1244500.0","RFA-HL-13-011,RFA-HL-13-011,RFA-HL-13-011,RFA-HL-13-011,RFA-HL-13-011"
8379437,f,w,"9789281,9837229,9837381,9617513,9617536","369000.0,369000.0,369000.0,375000.0,375000.0","RFA-EB-17-003,RFA-EB-17-003,RFA-EB-17-003,RFA-EB-17-003,RFA-EB-17-003"
9259579,m,w,"8758156,9274328,8925885,8910705,8910704","199500.0,187500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
8378292,m,w,"9896747,9912695,9735657,9735601,9733642","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
8033599,f,w,"10434770,8337503,7690878,7694989,7691814","428000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-18-026,RFA-AI-07-031,RFA-AI-07-031,RFA-AI-07-031,RFA-AI-07-031"
8377724,m,w,"9738881,9914197,9739126,9896747,9897520","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
10304670,m,w,"8666443,9259888,8667067,8866339,8879092","665000.0,625000.0,665000.0,665000.0,665000.0","RFA-AA-13-003,RFA-AA-13-003,RFA-AA-13-003,RFA-AA-13-003,RFA-AA-13-003"
10137948,m,w,"8649932,9041611,9041617,9045625,9045630","199500.0,196500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
10159207,f,h,"10148624,10617209,9917685,9920102,9920104","290000.0,257500.0,307500.0,307500.0,307500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
9784578,f,w,"10571074,10573677,10573727,10855076,10701030","428000.0,428000.0,428000.0,412000.0,412000.0","RFA-FD-22-001,RFA-FD-22-001,RFA-FD-22-001,RFA-FD-22-001,RFA-FD-22-001"
8099029,m,w,"8134447,7919465,7629161,7679056,7681753","420000.0,432000.0,438000.0,438000.0,438000.0","RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006,RFA-DA-07-006"
8500403,m,a,"7758428,8076724,7925167,7925160,7925156","360000.0,350000.0,365000.0,365000.0,365000.0","RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003"
9753276,f,w,"9452082,9330885,9270556,9252499,9276721","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
7914340,f,w,"7678535,7383982,7677449,7386294,8027564","360000.0,365000.0,365000.0,365000.0,360000.0","RFA-DA-07-007,RFA-DA-07-007,RFA-DA-07-007,RFA-DA-07-007,RFA-DA-07-007"
10207785,f,w,"8932803,8932805,8824711,9087049,9188137","465500.0,465500.0,465500.0,458500.0,458500.0","RFA-NR-14-003,RFA-NR-14-003,RFA-NR-14-003,RFA-NR-14-003,RFA-NR-14-003"
7788202,m,w,"7879439,7614319,7603097,7788202,9237256","360000.0,365000.0,365000.0,360000.0,1250000.0","RFA-DE-06-001,RFA-DE-06-001,RFA-DE-06-001,RFA-DE-06-001,RFA-DE-15-003"
8590313,f,w,"8522230,8534816,8551670,8340045,8340598","270000.0,270000.0,270000.0,274000.0,274000.0","RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204"
9689750,m,a,"8172295,8534681,8868874,8907872,8868873","466200.0,449550.00000000006,442890.0,442890.0,442890.0","RFA-AG-11-004,RFA-AG-11-004,RFA-AG-11-004,RFA-AG-11-004,RFA-AG-11-004"
9181394,m,w,"10700072,10700075,10700141,10310739,10310901","257500.0,257500.0,257500.0,290000.0,290000.0","RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003"
10256085,f,w,"9816841,10208686,10624442,10015347,10434048","1230000.0,1160000.0,1030000.0,1230000.0,1070000.0","RFA-MH-19-151,RFA-MH-19-151,RFA-MH-19-151,RFA-MH-19-151,RFA-MH-19-151"
7905826,f,w,"8121576,7905849,7669349,7911848,7908828","576000.0,576000.0,584000.0,584000.0,576000.0","RFA-MD-07-002,RFA-MD-07-002,RFA-MD-07-002,RFA-MD-07-002,RFA-MD-07-002"
9692616,m,w,"9896747,9927978,9738622,9738587,9738280","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
10022174,f,w,"7897916,7617881,7657333,7658184,7627999","360000.0,365000.0,365000.0,365000.0,365000.0","RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
9061789,m,w,"8268769,8664962,7625240,7625239,7625148","685000.0,6412500.0,6935000.0,6935000.0,6935000.0","RFA-RR-11-004,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
10046143,m,w,"10499408,10674921,10657781,10657783,10657785","160500.0,154500.0,154500.0,154500.0,154500.0","RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015"
8230804,m,h,"7654129,7901634,7631353,7896848,10619007","730000.0,720000.0,730000.0,720000.0,158620.0","RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-002,RFA-HL-22-012"
10704599,f,w,"10330342,10330219,10487531,10492637,10690696","579998.84,579998.84,534998.93,534998.93,514998.97","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8188446,m,w,"9464393,9322885,9180267,9464391,9463360","1500000.0,1500000.0,1572000.0,1500000.0,1500000.0","RFA-HD-16-010,RFA-HD-16-010,RFA-HD-16-010,RFA-HD-16-010,RFA-HD-16-010"
9390885,f,w,"9150320,9321208,9744849,9771778,9553870","1310000.0,1250000.0,1230000.0,1250000.0,1250000.0","RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009"
10589035,m,w,"8890211,9457179,9261389,9245567,9262763","332500.0,312500.0,312500.0,312500.0,312500.0","RFA-MD-13-006,RFA-MD-13-006,RFA-MD-13-006,RFA-MD-13-006,RFA-MD-13-006"
8288813,f,w,"8446031,8443710,8539592,8537894,10242454","274000.0,274000.0,270000.0,270000.0,430500.0","RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-CA-17-015"
8840252,m,w,"10698008,10353210,10353537,10353536,10353533","1802500.0,1872500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
8465810,m,a,"10559569,10397134,9862438,10348654,10613911","309000.0,321000.0,369000.0,321000.0,309000.0","RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042"
7686060,m,b,"10286759,10491121,10263345,10466940,10466939","928000.0,856000.0,928000.0,856000.0,856000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
9977779,m,w,"10140256,9767000,10402860,10447050,9928876","348000.0,369000.0,321000.0,321000.0,369000.0","RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010"
9143772,f,h,"10532212,10307474,10307278,10307279,10307397","515000.0,535000.0,535000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
8379662,m,w,"9554568,8927931,8650451,8884308,8884318","187500.0,199500.0,199500.0,199500.0,199500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8662338,m,a,"10208206,10392421,10465054,10542429,10581539","290000.0,267500.0,267500.0,257500.0,257500.0","RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010"
7853668,m,w,"9991931,9804380,9804177,9804176,9804175","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
7852885,m,w,"10205411,10223169,9564864,9762886,9743693","615000.0,580000.0,625000.0,615000.0,615000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
10375975,m,w,"10378786,10665746,10491953,10471577,10156594","667000.0,592250.0,615250.0,1160000.0,1230000.0","RFA-DA-21-029,RFA-DA-21-029,RFA-DA-21-029,RFA-AT-20-004,RFA-AT-20-004"
10174503,m,w,"8189006,8336846,8332244,10498020,10709532","1050000.0,1027500.0,1027500.0,535000.0,515000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-HG-21-001,RFA-HG-21-001"
7988914,m,a,"8730617,8545795,8928142,8928138,8928141","399000.0,405000.0,399000.0,399000.0,399000.0","RFA-DK-10-502,RFA-DK-10-502,RFA-DK-10-502,RFA-DK-10-502,RFA-DK-10-502"
10541354,f,w,"7657334,8120470,7659539,7664280,8130804","365000.0,350000.0,365000.0,365000.0,350000.0","RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002"
9509361,m,w,"10433111,10609902,8628173,8458700,8601198","535000.0,515000.0,329840.0,334800.0,329840.0","RFA-AI-21-005,RFA-AI-21-005,RFA-HL-13-015,RFA-HL-13-015,RFA-HL-13-015"
9536781,f,w,"8314113,8309338,7693834,7691805,8137663","548000.0,548000.0,584000.0,584000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
7782686,m,w,"9654838,9970386,10468080,9960850,9844531","3936000.0,3936000.0,3424000.0,3936000.0,3936000.0","RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037"
10131128,f,h,"10745421,10738144,10737996,10737678,10737313","412000.0,412000.0,412000.0,412000.0,412000.0","RFA-AI-22-046,RFA-AI-22-046,RFA-AI-22-046,RFA-AI-22-046,RFA-AI-22-046"
9187988,m,w,"7902077,7902079,7687483,7687496,7687445","288000.0,288000.0,292000.0,292000.0,292000.0","RFA-HL-05-010,RFA-HL-05-010,RFA-HL-05-010,RFA-HL-05-010,RFA-HL-05-010"
9725875,m,w,"9927973,10413034,9597601,9753104,10165449","861000.0,749000.0,875000.0,861000.0,812000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
8538316,m,w,"9999543,9999538,9999542,9788356,10001472","2767500.0,2767500.0,2767500.0,2767500.0,2767500.0","RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034"
9251145,m,w,"10744965,8719201,8901324,8618745,8585164","1339000.0,1330000.0,1330000.0,1350000.0,1350000.0","RFA-NS-22-030,RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004"
8037672,m,w,"8884532,9067927,8870282,9062289,8878157","399000.0,393000.0,399000.0,393000.0,399000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
10240128,f,h,"9104210,8884686,8550336,8337814,9309075","1637500.0,1662500.0,1712500.0000000002,1712500.0000000002,1562500.0","RFA-NS-11-010,RFA-NS-11-010,RFA-NS-11-010,RFA-NS-11-010,RFA-NS-11-010"
7820102,m,w,"10684838,10402377,10485194,10619401,10455502","1030000.0,1070000.0,1070000.0,1070000.0,1030000.0","RFA-NS-18-012,RFA-NS-18-012,RFA-NS-18-012,RFA-NS-18-012,RFA-NS-18-012"
9212085,m,w,"9462565,9484139,9484141,9544814,9655141","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016"
9789177,f,a,"9656628,9789186,9657154,9656578,9789268","250000.0,246000.0,250000.0,250000.0,246000.0","RFA-DK-17-033,RFA-DK-17-033,RFA-DK-17-033,RFA-DK-17-033,RFA-DK-17-033"
8366093,m,w,"8473955,8092544,8364987,8364986,8364985","3149999.5500000003,3266666.2,3266666.2,3266666.2,3266666.2","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
9462101,m,w,"9687970,9918017,10169439,10162598,10162597","1230000.0,1230000.0,1160000.0,1160000.0,1160000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
8912333,f,w,"8127673,7845609,8314139,8274321,8318741","350000.0,360000.0,342500.0,342500.0,342500.0","RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007"
8519212,f,w,"10703789,10703733,9728691,9982775,10588236","515000.0,515000.0,1845000.0,1845000.0,1545000.0","RFA-AI-22-034,RFA-AI-22-034,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
8128509,m,w,"10657785,10512733,10631207,10631200,10631199","154500.0,160500.0,154500.0,154500.0,154500.0","RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015"
8316361,f,w,"10240726,10645234,10645236,10651767,10651772","812000.0,721000.0,721000.0,721000.0,721000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
10016997,m,w,"9353717,10155421,10155423,10266748,10266749","1250000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001,RFA-AR-16-001"
10532594,f,w,"10414961,10580803,10580815,10580814,10580811","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
9654476,f,a,"8336846,8189006,8332244,10645898,10498726","1027500.0,1050000.0,1027500.0,515000.0,535000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-HG-21-001,RFA-HG-21-001"
8377914,m,w,"10393188,10414961,10610034,10610035,10610036","1070000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
