APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_distilbert_r_wi,APPVAL_RECS_distilbert_r_wi,FOA_RECS_distilbert_r_wi
9693823,f,w,"7674794,9613857,9281070,9110639,9110640","365000.0,615000.0,625000.0,655000.0,655000.0","RFA-MH-07-051,RFA-MH-16-350,RFA-MH-16-350,RFA-MH-16-350,RFA-MH-16-350"
9061791,m,w,"10745380,8334337,8535083,8283211,10166402","334750.0,342500.0,337500.0,350000.0,246000.0","RFA-TR-22-032,RFA-FD-11-016,RFA-FD-11-016,RFA-FD-11-016,RFA-FD-20-026"
9554595,m,w,"9103568,9748857,9137622,9137623,9137625","199500.0,184500.0,196500.0,196500.0,196500.0","RFA-FD-15-023,RFA-FD-15-023,RFA-FD-15-023,RFA-FD-15-023,RFA-FD-15-023"
9124645,f,h,"10452747,9750264,9750267,9750268,9750269","802500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9488507,m,w,"9351660,9351659,8815813,8815597,8815574","262000.0,262000.0,266000.0,266000.0,266000.0","RFA-RM-14-001,RFA-RM-14-001,RFA-RM-14-001,RFA-RM-14-001,RFA-RM-14-001"
7908682,f,w,"7683921,7692257,7613514,7694362,8005977","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
10307473,f,w,"10307429,10532212,10543752,10543748,10542354","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
10419022,f,w,"7847630,8010072,7681298,7650409,7799045","432000.0,432000.0,438000.0,438000.0,432000.0","RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004"
10703511,f,w,"10598936,10598770,10598376,10598377,10598939","824000.0,824000.0,824000.0,824000.0,824000.0","RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011"
10153843,m,w,"10672784,10672642,7617881,7657333,7862568","515000.0,515000.0,365000.0,365000.0,360000.0","RFA-HD-23-004,RFA-HD-23-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
10451849,m,w,"8927936,9039596,9039592,9039594,9033904","199500.0,196500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8386571,m,w,"9838236,9273817,9618236,9273249,9273247","528900.0,537500.0,528900.0,537500.0,537500.0","RFA-HD-17-003,RFA-HD-17-003,RFA-HD-17-003,RFA-HD-17-003,RFA-HD-17-003"
9266784,m,w,"9781466,9390021,9562023,9548539,9548545","4305000.0,4375000.0,4375000.0,4375000.0,4375000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
8544504,m,w,"7676892,7676891,7933921,7936245,8032877","2190000.0,2190000.0,2160000.0,2160000.0,2160000.0","RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007"
9922320,m,w,"10182224,9756134,9535089,9532753,9528441","861000.0,861000.0,875000.0,875000.0,875000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
10512187,m,w,"9390340,9709264,9938144,9930943,9925966","187500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
9548475,m,w,"8722607,9069037,8866459,9305121,9297365","199500.0,196500.0,199500.0,187500.0,187500.0","RFA-HL-13-005,RFA-HL-13-005,RFA-HL-13-005,RFA-HL-13-005,RFA-HL-13-005"
7600401,m,w,"9671882,9270929,9269865,9270382,9269756","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
8828856,f,b,"8897975,8812524,8812495,9110929,9038219","399000.0,399000.0,399000.0,393000.0,393000.0","RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016"
9090014,f,w,"10349839,10565872,10821572,10206685,10359831","535000.0,515000.0,309000.0,348000.0,321000.0","RFA-AI-20-055,RFA-AI-20-055,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003"
9108830,f,h,"9728511,9920102,9915865,9915866,9915867","307500.0,307500.0,307500.0,307500.0,307500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
8132428,m,w,"10006319,9914054,8110788,8649506,8828543","307500.0,307500.0,420000.0,405000.0,399000.0","RFA-FD-19-008,RFA-FD-19-008,RFA-AI-10-011,RFA-AI-10-011,RFA-AI-10-011"
8014442,m,w,"10003930,9548545,10003928,10006152,10006153","4305000.0,4375000.0,4305000.0,4305000.0,4305000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
9831035,f,w,"8117309,8508753,8702039,8702037,8702045","280000.0,270000.0,266000.0,266000.0,266000.0","RFA-AA-10-001,RFA-AA-10-001,RFA-AA-10-001,RFA-AA-10-001,RFA-AA-10-001"
10480853,m,w,"8924248,8733166,8913960,9130457,9130477","665000.0,665000.0,665000.0,665000.0,665000.0","RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014"
10007909,m,w,"9814451,9814449,10176493,10176491,10430118","861000.0,861000.0,812000.0,812000.0,749000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
7586092,m,w,"8110833,7845602,7919246,8079069,8131742","360000.0,360000.0,360000.0,350000.0,350000.0","RFA-AA-07-015,RFA-AA-07-015,RFA-AA-07-015,RFA-AA-07-015,RFA-AA-07-015"
9771465,f,w,"10436133,10604394,9563256,9562074,9542773","240750.0,231750.0,312500.0,312500.0,312500.0","RFA-DK-20-032,RFA-DK-20-032,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
8381865,m,w,"10468327,10669710,10267034,10265521,10674548","1070000.0,1030000.0,1160000.0,1160000.0,1030000.0","RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001"
9646351,m,a,"9646351,9893855,10111500,9870921,9674422","615000.0,615000.0,580000.0,615000.0,615000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
10701808,f,w,"8660785,10213177,10686387,9979944,9985189","172900.0,4640000.0,4120000.0,4920000.0,4920000.0","RFA-RM-13-002,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006"
8368503,m,w,"10456063,10260535,10236355,10222564,10222561","267500.0,290000.0,290000.0,290000.0,290000.0","RFA-AG-20-025,RFA-AG-20-025,RFA-AG-20-025,RFA-AG-20-025,RFA-AG-20-025"
8686820,m,w,"10203927,10629157,10617236,10617232,10617229","174000.0,154500.0,154500.0,154500.0,154500.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
10651389,m,a,"8927066,9113665,8932846,8929133,8935925","332500.0,327500.0,332500.0,332500.0,332500.0","RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214"
8712344,m,w,"8009664,7997529,8711226,8695276,8715681","1728000.0,1728000.0,1596000.0,1596000.0,1596000.0","RFA-AI-09-035,RFA-AI-09-035,RFA-AI-09-035,RFA-AI-09-035,RFA-AI-09-035"
10615613,f,a,"10512183,10512188,10631207,10631200,10631199","160500.0,160500.0,154500.0,154500.0,154500.0","RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015"
7687587,m,w,"8118274,7629806,7780326,7849767,7858275","490000.0,511000.0,504000.0,504000.0,504000.0","RFA-ES-06-004,RFA-ES-06-004,RFA-ES-06-004,RFA-ES-06-004,RFA-ES-06-004"
8897975,f,b,"8890364,8839183,8843772,8897975,9038219","399000.0,399000.0,399000.0,399000.0,393000.0","RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016"
8309959,m,w,"9720298,10199940,10618816,9999406,9720299","615000.0,580000.0,515000.0,615000.0,615000.0","RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001"
9432737,m,w,"9147636,9037332,9037282,9036886,9310142","262000.0,266000.0,266000.0,266000.0,250000.0","RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215"
9052188,m,w,"10479044,10532594,10685294,10693955,10745889","214000.0,214000.0,206000.0,206000.0,206000.0","RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015"
9058980,m,w,"8068565,8306245,8277285,8293353,8288778","360000.0,342500.0,342500.0,342500.0,342500.0","RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039"
9925073,m,w,"10478987,10305561,10305538,10305360,10304652","214000.0,232000.0,232000.0,232000.0,232000.0","RFA-CA-20-007,RFA-CA-20-007,RFA-CA-20-007,RFA-CA-20-007,RFA-CA-20-007"
9692771,m,w,"9692931,9524866,9930448,9930147,9930145","7330800.0,7450000.0,7330800.0,7330800.0,7330800.0","RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014"
9203505,m,w,"10491914,10491933,10694159,10694161,10355559","321000.0,321000.0,309000.0,309000.0,348000.0","RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040"
9167306,m,a,"9554104,9975235,10213650,10213593,10201781","875000.0,861000.0,812000.0,812000.0,812000.0","RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005"
9119880,m,w,"8640226,8742025,8742023,8738584,8743297","337500.0,332500.0,332500.0,332500.0,332500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9350737,m,b,"7835638,7812163,7586196,7614181,7925750","309600.0,309600.0,313900.0,313900.0,360000.0","RFA-HL-07-002,RFA-HL-07-002,RFA-HL-07-002,RFA-HL-07-002,RFA-HL-09-012"
10359841,m,w,"9671881,9479157,9572580,9490340,9490352","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
8241289,m,w,"9293377,8526591,8337820,8337822,8337840","250000.0,270000.0,274000.0,274000.0,274000.0","RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008"
9242631,m,a,"9625629,9617247,9605287,9605289,9605290","922500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012"
8306245,m,w,"8293353,7637892,7926353,7642516,7661536","342500.0,365000.0,365000.0,365000.0,365000.0","RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039"
7688953,m,w,"8461899,8071059,8061596,8061595,7809508","607500.0,648000.0,648000.0,648000.0,648000.0","RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010"
9128433,m,w,"9494553,9127765,9649397,9520009,9335144","250000.0,262000.0,250000.0,250000.0,250000.0","RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013"
9741771,f,b,"8904698,8680594,8924233,9118282,9784887","66500.0,66500.0,66500.0,65500.0,123000.0","RFA-RM-13-005,RFA-RM-13-005,RFA-RM-13-005,RFA-RM-13-005,RFA-RM-17-021"
10729446,f,w,"10213641,9939387,9939382,9939372,10454848","2610000.0,2767500.0,2767500.0,2767500.0,2407500.0","RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012"
9844366,m,w,"9095908,9451330,9477779,9272945,9265946","524000.0,500000.0,500000.0,500000.0,500000.0","RFA-MH-13-110,RFA-MH-13-110,RFA-MH-13-110,RFA-MH-13-110,RFA-MH-13-110"
8138504,m,a,"7882658,7884268,8114154,7684744,7687367","360000.0,360000.0,350000.0,365000.0,365000.0","RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004"
7779493,f,a,"8146136,7617917,7617922,8141931,7662536","72000.0,73000.0,73000.0,73000.0,73000.0","RFA-DA-06-005,RFA-DA-06-005,RFA-DA-06-005,RFA-DA-06-005,RFA-DA-06-005"
9783777,m,w,"9987331,10215266,9593805,9783777,10454343","307500.0,290000.0,312500.0,307500.0,267500.0","RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034"
7625150,m,w,"7625194,8365212,8098142,8365119,8365120","6935000.0,6650000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
7940940,f,w,"10674548,10099785,10267034,10265521,10669710","1030000.0,1230000.0,1160000.0,1160000.0,1030000.0","RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001"
10800507,m,a,"8033617,8280153,8147016,8147010,8147009","360000.0,342500.0,350000.0,350000.0,350000.0","RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003"
8293717,m,w,"10007118,10007168,10007222,9459190,9450090","369000.0,369000.0,369000.0,250000.0,250000.0","RFA-EB-19-001,RFA-EB-19-001,RFA-EB-19-001,RFA-NS-17-015,RFA-NS-17-015"
8360531,m,w,"7959533,8167467,8168391,8168392,8168393","292000.0,288000.0,288000.0,288000.0,288000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
9277346,m,w,"10272338,10492015,8754073,9251716,8911747","754000.0,695500.0,3990000.0,3750000.0,3990000.0","RFA-AG-21-018,RFA-AG-21-018,RFA-AG-14-011,RFA-AG-14-011,RFA-AG-14-011"
7942068,m,w,"10494182,10684932,10063744,10063760,10063783","337050.0,324450.0,387450.0,387450.0,387450.0","RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013"
8402640,f,w,"8208003,8210878,8070154,8142301,8240619","91790.0,91790.0,96480.0,96480.0,93800.0","RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006"
9351194,m,w,"10350001,10350448,10570917,10573170,7918624","374500.0,374500.0,360500.0,360500.0,730000.0","RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-05-007"
8724190,f,w,"9783763,9627006,10469705,10469706,9783759","984000.0,1000000.0,928000.0,928000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
7935226,f,w,"8143528,7940017,8331860,8545752,8046078","4200000.0,4320000.0,4110000.000000001,4050000.000000001,1440000.0","RFA-HS-10-008,RFA-HS-10-008,RFA-HS-10-008,RFA-HS-10-008,RFA-AE-10-001"
10494162,m,h,"10556247,10556972,10556716,10556717,10556721","267500.0,267500.0,267500.0,267500.0,267500.0","RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002"
10301870,m,w,"10729771,8643294,9248811,8822145,9034456","206000.0,465500.0,437500.0,465500.0,458500.0","RFA-AG-23-023,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001"
9932830,m,w,"10631693,10644944,10710201,9696251,9675124","1070000.0,1070000.0,1030000.0,1845000.0,1845000.0","RFA-MD-22-006,RFA-MD-22-006,RFA-MD-22-006,RFA-MD-15-013,RFA-MD-15-013"
7795752,m,w,"9868297,9223684,9228363,9225189,9225190","8733000.0,8875000.0,8875000.0,8875000.0,8875000.0","RFA-DK-15-501,RFA-DK-15-501,RFA-DK-15-501,RFA-DK-15-501,RFA-DK-15-501"
8288226,m,w,"8890495,8318946,8329048,8318943,8318944","465500.0,490000.0,490000.0,490000.0,490000.0","RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010,RFA-DK-08-010"
8052894,m,w,"10318560,10542732,10026575,10026360,10025851","85600.0,82400.0,92800.0,92800.0,92800.0","RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007,RFA-HL-20-007"
9809019,f,w,"10678876,9722497,10224320,10199016,10657489","499550.0,596550.0,562600.0,562600.0,499550.0","RFA-HL-19-014,RFA-HL-19-014,RFA-HL-19-014,RFA-HL-19-014,RFA-HL-19-014"
8090447,m,w,"8535592,8534667,8896370,8896375,8906713","540000.0,548000.0,532000.0,532000.0,532000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
8433425,m,w,"7675361,7660406,7893014,7692977,8884733","1022000.0,1022000.0,432000.0,438000.0,399000.0","RFA-EB-07-001,RFA-EB-07-001,RFA-RM-07-013,RFA-RM-07-013,RFA-RM-07-013"
8683138,m,w,"8402064,8720744,8720745,8401990,8538931","1335750.0,1296750.0,1296750.0,1335750.0,1316250.0","RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037"
9736568,m,h,"8449693,8064424,8064733,7847959,8207355","675000.0,700000.0,700000.0,720000.0,700000.0","RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002"
8900547,m,w,"9250140,8842987,8842989,8842995,8831684","187500.0,199500.0,199500.0,199500.0,199500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
7886742,m,b,"9449961,9974578,9977707,9977704,9974581","625000.0,615000.0,615000.0,615000.0,615000.0","RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003"
9742869,f,w,"8054108,7676082,7678500,7676034,7674783","1752000.0,1752000.0,1752000.0,1752000.0,1752000.0","RFA-DP-05-069,RFA-DP-05-069,RFA-DP-05-069,RFA-DP-05-069,RFA-DP-05-069"
8513254,m,w,"10655239,10655674,8135057,8306671,8308332","515000.0,515000.0,280000.0,274000.0,342500.0","RFA-AI-22-020,RFA-AI-22-020,RFA-RR-10-004,RFA-RR-10-004,RFA-RR-10-005"
10120692,f,a,"8885021,8097846,8097850,8097851,8097853","2394000.0,2520000.0,2520000.0,2520000.0,2520000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8309520,m,w,"10393673,10159209,10402544,10189480,10188400","267500.0,290000.0,290000.0,290000.0,290000.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
9453871,m,w,"9315139,9315182,9321033,9552405,9552948","332500.0,332500.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
9980408,m,w,"10016259,9763620,9352827,9353759,9354446","307500.0,307500.0,312500.0,312500.0,312500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
7675504,m,w,"7900728,8505363,8462512,8123253,8116524","720000.0,675000.0,675000.0,700000.0,700000.0","RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010"
9445413,m,w,"7682236,7694362,7683921,7603122,7673450","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
10037512,f,w,"9788357,10005928,9787401,9783763,9783761","984000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
9474831,m,w,"7901149,8314113,8309338,7693834,7691805","576000.0,548000.0,548000.0,584000.0,584000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
8074160,f,h,"9019375,9016112,9016471,9020156,9019006","299250.0,299250.0,299250.0,299250.0,299250.0","RFA-ES-15-005,RFA-ES-15-005,RFA-ES-15-005,RFA-ES-15-006,RFA-ES-15-006"
9491814,m,a,"10379210,10378934,10379613,10377742,10381734","274540.60000000003,274540.60000000003,274540.60000000003,274540.60000000003,802500.0","RFA-ES-21-003,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-19-007"
8701239,f,w,"9705957,9770847,10249327,10128522,9987210","312500.0,307500.0,464000.0,464000.0,492000.0","RFA-FD-18-017,RFA-FD-18-017,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020"
7902764,m,w,"8268769,9205858,9206106,9205554,9205852","685000.0,312500.0,327500.0,327500.0,327500.0","RFA-RR-11-004,RFA-TR-16-001,RFA-TR-16-001,RFA-TR-16-001,RFA-TR-16-001"
9557555,m,b,"8933658,9149306,9351542,9351545,9149303","6650000.0,6550000.0,6250000.0,6250000.0,6550000.0","RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003"
10460115,f,w,"10613274,10829093,10827709,10829501,10831322","1070000.0,581950.0,581950.0,581950.0,581950.0","RFA-FD-22-024,RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027"
8898076,m,w,"10249327,10128522,9987210,9985371,9568308","464000.0,464000.0,492000.0,492000.0,1250000.0","RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-AR-17-001"
10231084,f,w,"10229486,9369225,9369244,9365944,9373582","580000.0,625000.0,625000.0,625000.0,625000.0","RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013"
8293402,m,w,"7898543,8469451,7893562,8084217,8084219","360000.0,337500.0,360000.0,350000.0,350000.0","RFA-DA-09-007,RFA-DA-09-007,RFA-DA-09-007,RFA-DA-09-007,RFA-DA-09-007"
7799198,m,w,"7923126,7742534,8294400,8396679,8396681","720000.0,730000.0,685000.0,685000.0,685000.0","RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022"
10200485,m,w,"10576751,10744965,8885926,8338822,9308007","1030000.0,1339000.0,2327500.0,2397500.0,2187500.0","RFA-NS-21-023,RFA-NS-22-030,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009"
7871444,m,w,"9938407,9294945,9936310,9933796,9485316","430500.0,437500.0,430500.0,430500.0,437500.0","RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023"
9142818,m,w,"8985298,9507884,9513573,9970587,9305100","665000.0,625000.0,625000.0,615000.0,625000.0","RFA-RM-14-015,RFA-RM-14-015,RFA-RM-14-015,RFA-RM-14-015,RFA-RM-14-015"
8378823,f,w,"10446474,10375509,10132959,10132958,10132957","87000.0,80250.0,87000.0,87000.0,87000.0","RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004"
10701744,m,w,"10011856,10475146,10245103,9860881,9860951","615000.0,535000.0,580000.0,615000.0,615000.0","RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120"
9335480,m,w,"9540750,9335477,9540743,9542407,9334339","875000.0,875000.0,875000.0,875000.0,875000.0","RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001"
9972763,f,w,"9957191,10219339,9384724,9723180,9555026","330255.0,311460.0,335625.0,330255.0,335625.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
9207744,m,w,"9736629,9678970,9678971,9305848,9678973","922500.0,937500.0,937500.0,937500.0,937500.0","RFA-AT-14-006,RFA-AT-14-006,RFA-AT-14-006,RFA-AT-14-006,RFA-AT-14-006"
9522188,f,w,"8847406,8722779,8720831,8848144,8991370","66500.0,66500.0,66500.0,66500.0,332500.0","RFA-MH-14-200,RFA-MH-14-200,RFA-MH-14-200,RFA-MH-14-200,RFA-HD-15-017"
9700150,m,b,"9546788,9995510,9381818,9382932,9381286","312500.0,307500.0,312500.0,312500.0,312500.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
8446545,m,w,"10407843,10666477,10622630,10622635,10666471","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
7728693,m,a,"8105727,7665378,7796711,7610959,7683056","288000.0,292000.0,288000.0,292000.0,292000.0","RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006"
8296525,m,w,"8610989,8151084,8318737,8307743,8306717","548000.0,560000.0,548000.0,548000.0,548000.0","RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002"
10215196,f,a,"7793515,7677810,7677806,8447022,8449718","153000.0,155125.0,155125.0,143437.5,143437.5","RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016"
9772226,m,w,"10828268,10829093,10828588,10828513,10828510","581950.0,581950.0,581950.0,581950.0,581950.0","RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027"
7982871,m,w,"8815168,9257274,9317408,9242593,9317409","1995000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
10438919,f,w,"10670613,10663034,10662977,10438916,10665030","515000.0,515000.0,515000.0,1926000.0,1854000.0","RFA-AI-22-016,RFA-AI-22-016,RFA-AI-22-016,RFA-AI-20-020,RFA-AI-20-020"
8927475,m,w,"8729544,8449065,8735850,8840748,8932663","1350000.0,1370000.0,1330000.0,1330000.0,1330000.0","RFA-CA-12-001,RFA-CA-12-001,RFA-CA-12-001,RFA-CA-14-002,RFA-CA-14-002"
9961762,f,h,"10016272,9352827,9354446,9354429,9762088","307500.0,312500.0,312500.0,312500.0,307500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
7820252,m,w,"10694159,10355559,10491933,10491914,10694161","309000.0,348000.0,321000.0,321000.0,309000.0","RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040"
8502700,m,w,"9333130,9730343,9632850,9316653,9344658","875000.0,861000.0,861000.0,875000.0,875000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
